vertice_boot
1967.0007657667886
2686.2220004344917
3245.347256999324
3476.1187421760606
3571.531356116675
3062.19941443661
3399.5544655991876
2851.5647206873386
3207.136958792941
3451.798052864766
3348.4019101398053
2514.9531130945616
2807.4554317526517
3752.145287730694
3163.548849322238
3109.3818638734515
3067.1694359659255
2430.4248147573935
3567.777750376767
3261.210831596603
2221.7924391195074
2771.179906134314
5646.480236629691
3233.193610890536
3414.6221033997604
5106.294936247751
2462.2375963341574
3465.2098724892267
2893.345941895545
4024.8796451640765
3017.605745901265
3893.0182995183072
4221.372865659134
2153.337725466419
2729.341485891444
4628.558326485299
3261.450427240532
2583.3094528069846
2824.237638323489
3427.5260614245817
3276.7943848990976
3126.539265094282
3152.841261538812
2937.1513479023056
2329.573391010257
3252.6900379825847
3396.177609444559
3276.845646136357
2849.4768495631765
3126.1103753155107
3329.495745816359
2583.0697442705814
4269.081694973828
3276.7244672135844
2951.923217021078
5408.546740951369
2836.0144767348806
3126.9560858061163
2990.0177748223396
4163.1656257654695
3348.465996619935
3348.920989910788
3152.2499441233563
3190.71842940355
2879.9095025739425
2929.8428405586837
3078.180673533332
3277.4962666569445
3034.536145819996
4019.895115543744
3072.3399933454616
2551.347287403914
2911.0494201974384
3235.9994455494993
2473.165204747216
3084.705226907635
3515.9533965662636
2427.3159490480757
5522.888878153087
4019.181878375084
5206.7364142543265
3348.9538819612917
3029.380615808658
2966.0186058045247
3534.7741792992556
1999.7404649702962
2865.846924226319
3767.509290489087
2176.0334284333744
3939.85300380213
2935.399987197944
4383.0600555755345
3334.7852228746747
2637.5163357112224
3458.267334581788
2274.8714384025357
3021.617143009513
2694.4974075826644
3419.555387199677
2597.0289652626216
3137.0196035913073
3404.0307715089825
3108.501235860224
3176.646397847485
2219.105379114008
2620.7772552557317
3237.059662673786
3607.2051079320245
3262.121896922209
3249.703521443328
3441.7909198097927
3371.3483784875925
3134.4793232618304
3172.0435342444416
2590.0091039510726
3547.585663586968
3302.8094897406636
2356.7230694331865
2877.740931567845
3549.734383744575
3214.4605737742254
5129.308747606791
3326.1230036966713
3230.762840499081
3377.276933934863
3517.932514609641
2683.8221744734183
2980.4103688718737
2910.3664167759543
3304.422441458626
3553.2245677798282
3110.958421306124
3715.546515149762
3092.1337291654872
2850.7109676067935
2243.2517272948844
2858.632094083287
2284.605505025603
3242.7988004268805
3403.842360990689
2806.7544277159977
2794.1418628225574
3089.394506287321
3018.5529789851653
4505.8062678729675
3048.925982627783
2944.7716665702055
3340.344693508701
3417.2184048166837
3419.1226343908793
2765.406962260184
2760.8989030634393
2227.4601543350154
3349.5855996908463
2032.5236044016679
1803.230425815485
3206.4369633949354
3237.9456823103264
3227.9474144391093
2712.7968904132103
3285.5522482725237
3632.6227382940297
2982.701339631568
3019.727302372097
2504.328306979455
3390.1327447300932
3677.8727541501066
2956.75191028262
2206.3914817967366
3408.383245524745
3975.0329545657464
3211.721906705291
3177.0770634631162
2912.34767399553
2891.524892086043
3630.4123451640294
3108.5754453094314
4654.669410562751
3041.2382320038523
3306.441651787706
2139.1284324379203
3594.918512484034
2893.592959760054
3028.0792899557555
2738.415591447659
2776.2492088865183
3515.5190583144445
3300.97642086352
3240.9585494550297
3295.257971100945
5591.154133449578
3497.608666448304
5417.4192411763415
2842.0160723080667
3002.8104173454867
3326.1544489822336
1749.9051093453854
3440.1342697495193
3288.633999914675
3131.11718292249
3496.7596679723065
3721.0254254952683
3648.501411944516
3037.444494164776
2810.317982937431
2990.937823525415
2897.7744938131855
