Batch,orden_escalon_fase,T_prev,hist__gn,hab__gn,rec__gn,delta__gn,z_hist__gn,beta__gn,t__gn,motivo__gn,valor_hist_pp__gn,valor_rec_pp__gn,hist__carbon,hab__carbon,rec__carbon,delta__carbon,z_hist__carbon,beta__carbon,t__carbon,motivo__carbon,valor_hist_pp__carbon,valor_rec_pp__carbon,efecto_ln_sn_dep,efecto_ln_feo_ret,inicio_bloque
AP0101,0,1066.7800829681821,28.369608504683878,27.490388950128263,27.490388950128263,0.0,0.2543327606635998,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,-0.136922797689787,-0.0,65.07613335065943,59.70656412958723,59.70656412958723,0.0,0.5499306167019031,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,-0.43964238372103376,-0.0,0.0,0.0,100
AP0101,1,1093.1201740483552,25.05501230197483,24.52208797722411,24.52208797722411,0.0,0.21364829669922078,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,-0.11501987565183434,-0.0,29.245845481676934,39.245854662491,39.245854662491,0.0,-1.4293442011626107,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,1.1426901370315945,-0.0,0.0,0.0,100
AP0101,2,1102.391639074316,18.502281765407986,19.03814435108478,19.03814435108478,0.0,-0.17886951901561943,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,0.09629634381800808,-0.0,5.0050017341734865,11.687963718297022,11.687963718297022,0.0,-0.9388038282367698,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,0.7505273217333438,-0.0,0.0,0.0,100
AP0101,3,1104.22409088649,16.783672417534724,18.35912062802739,18.35912062802739,0.0,-0.8967265195435361,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,0.48276243885437864,-0.0,4.90337388009736,8.510881927831214,8.510881927831214,0.0,-0.7244076598431199,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,0.5791281676027166,-0.0,0.0,0.0,100
AP0102,0,1111.5749710243092,28.375203540943282,27.799390414597177,27.799390414597177,0.0,0.16656606565576518,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,-0.08967264637973246,-0.0,56.215215593528725,64.6077876218991,64.6077876218991,0.0,-0.8595349312500843,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,0.6871557512702023,-0.0,0.0,0.0,100
AP0102,1,1084.1451333558998,24.256729939778648,20.56702753343178,20.56702753343178,0.0,1.4791943205290132,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,-0.7963402912201509,-0.0,18.41134170277077,30.725420579094003,30.725420579094003,0.0,-1.7601041075343065,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,1.4071163560130027,-0.0,0.0,0.0,100
AP0102,2,1097.0008908698062,18.742656055026583,18.760925058384327,18.760925058384327,0.0,-0.0060981451790803375,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,0.0032830025375400603,-0.0,15.293655443948413,14.043032082268331,14.043032082268331,0.0,0.1756840757761067,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,-0.14045074689467998,-0.0,0.0,0.0,100
AP0102,3,1081.7095365417713,15.04294263109749,17.482672766639556,17.482672766639556,0.0,-1.388665586402213,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,0.7476031662205463,-0.0,7.0936333773428935,9.721391598087651,9.721391598087651,0.0,-0.5276684509460773,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,0.42184488104991147,-0.0,0.0,0.0,100
AP0103,0,1120.985332163721,28.74289814136646,28.60299736603901,28.60299736603901,0.0,0.040469243687366104,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,-0.021787055869664736,-0.0,65.48532334194388,59.129353047546125,59.129353047546125,0.0,0.6509540188103171,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,-0.5204056072362411,-0.0,0.0,0.0,100
AP0103,1,1125.8032060694861,22.507472504077317,24.986697585371243,24.986697585371243,0.0,-0.9939163801543454,-0.5383608361444702,-0.8285070683755366,mantener: beta no distinguible de 0,0.5350856534775784,-0.0,26.273926563752003,34.30510071110689,34.30510071110689,0.0,-1.147930165711537,-0.7994506404420605,-0.7525911575176903,mantener: beta no distinguible de 0,0.9177135061608489,-0.0,0.0,0.0,100
