,x_R_lanza,x_R_o2,x_R_enriq,x_R_aire,x_R_esteq,x_R_caudal,x_R_ppunta,x_R_gn,x_R_carbon
x_R_lanza,1.0,0.021346303156978354,0.3580511329694436,-0.5948925943638216,0.0623698738246303,-0.5279609315721274,0.11806389101236144,-0.2581057521657552,-0.24518831088092644
x_R_o2,0.021346303156978354,1.0,0.6560079952400435,0.17444974808720598,-0.10425628362675875,0.557765419873748,0.018574963365808852,0.7518401707630222,0.18980036515080706
x_R_enriq,0.3580511329694436,0.6560079952400435,1.0,-0.4818415280237553,-0.14825660819300437,-0.11275145726447444,-0.05003538827160507,0.3609001667964276,-0.01972042188492604
x_R_aire,-0.5948925943638216,0.17444974808720598,-0.4818415280237553,1.0,0.05926713271287221,0.8841693738357178,0.1044636732869012,0.4009884120958078,0.3174085801890029
x_R_esteq,0.0623698738246303,-0.10425628362675875,-0.14825660819300437,0.05926713271287221,1.0,-0.11582408804149026,0.4226917016149066,-0.577166601164909,0.11113122471264461
x_R_caudal,-0.5279609315721274,0.557765419873748,-0.11275145726447444,0.8841693738357178,-0.11582408804149026,1.0,0.017704496402640914,0.7267113063140627,0.3433365198816262
x_R_ppunta,0.11806389101236144,0.018574963365808852,-0.05003538827160507,0.1044636732869012,0.4226917016149066,0.017704496402640914,1.0,-0.22058600273920195,0.008902375881965494
x_R_gn,-0.2581057521657552,0.7518401707630222,0.3609001667964276,0.4009884120958078,-0.577166601164909,0.7267113063140627,-0.22058600273920195,1.0,0.17309088070442177
x_R_carbon,-0.24518831088092644,0.18980036515080706,-0.01972042188492604,0.3174085801890029,0.11113122471264461,0.3433365198816262,0.008902375881965494,0.17309088070442177,1.0
