var,coef,se,t,p,n,target
const,-0.011840716060906474,0.024681327353736866,-0.47974389266846845,0.631409513198676,203,m6_ln_sn_dep
zD_R3,0.03644890335101674,0.01588374337135391,2.294730058202261,0.02174859908717665,203,m6_ln_sn_dep
const,0.0022438386364342583,0.003951150113753282,0.5678950613958801,0.5701062255679501,203,m8_ln_feo_ret_dross50
zD_R3,-0.0005847476479434984,0.0035668299817934873,-0.16394043196011077,0.8697780375757097,203,m8_ln_feo_ret_dross50
const,-0.10564530149441863,0.5161390912746205,-0.20468378249266972,0.8378191918470665,294,d_temperatura_horno_celsius
zD_R3,0.9893869547296776,0.9146612886516082,1.081697637152907,0.2793869034290172,294,d_temperatura_horno_celsius
