idx_cronologico,es_dev,T_media_R,beta_G_filt,beta_C_filt,beta_G_smooth,beta_C_smooth,sd_G_smooth,sd_C_smooth,beta_G_smooth_lo,beta_G_smooth_hi,beta_C_smooth_lo,beta_C_smooth_hi
AP0152,True,1004.0584802239404,-2.0152947145340088,0.3593512180039174,-1.6946951381063267,1.0567715310707892,0.7676400473250374,0.676604923251304,-3.1992696308634,-0.19012064534925321,-0.2693741185017664,2.3829171806433447
AP0153,True,1054.0703688545686,-2.0237208958403885,0.3652855258099763,-1.6881141141456064,1.0575575519323288,0.7649316339498469,0.6766338343955052,-3.187380116687306,-0.1888481116039067,-0.26864476348286126,2.3837598673475187
AP0154,True,1089.5157284192994,-1.6735719748167448,0.28061458290383356,-1.6819863945352747,1.0583524806170732,0.76205891633254,0.6766600466188413,-3.1756218705470527,-0.1883509185234964,-0.2679012107558556,2.384606171990002
AP0155,True,1058.6656414501242,-1.6782074469859218,0.28087267871544036,-1.682475719634096,1.0591249734467312,0.7597165094490441,0.6766831054847885,-3.1715200781542228,-0.19343136111396952,-0.2671739133034543,2.3854238601969167
AP0156,True,1038.410411161855,-1.660423825795495,0.29312633904058505,-1.6845425331878912,1.0598377472046303,0.7575279746566902,0.6767058318718842,-3.169297363515004,-0.1997877028607784,-0.2665056832642627,2.3861811776735236
AP0157,True,1025.817198417924,-1.7037001732947212,0.31005192999190506,-1.6866019931501244,1.060549309265223,0.7551153022009919,0.6767260234365977,-3.1666279854640687,-0.20657600083618033,-0.2658336966705086,2.3869323152009545
AP0158,True,1068.8295698083784,-1.9265217029558337,0.31941692677948325,-1.6882615864497903,1.0612886545401228,0.7525040994890891,0.6767446959797444,-3.163169621448405,-0.21335355145117552,-0.26513094958017613,2.387708258660422
AP0159,True,1068.4330937428083,-2.304940254953171,0.4340798828442334,-1.6888481392922974,1.0620497412182532,0.7516905030682043,0.6767658019078556,-3.1621615253059776,-0.21553475327861693,-0.2644112305211437,2.3885107129576504
AP0160,True,1068.253666260569,-2.3446100821468576,0.42850882460793543,-1.6829348657493193,1.0628612937649602,0.7511314049918184,0.6767839404829592,-3.1551524195332834,-0.21071731196535515,-0.26363522958163976,2.38935781711156
AP0161,True,1067.062486508698,-2.471291711244777,0.592513737130996,-1.6761005715926767,1.0636451810126246,0.7504226995858075,0.6767996833579328,-3.1469290627808597,-0.20527208040449385,-0.2628821983689238,2.390172560394173
AP0162,True,1059.5104487366905,-2.270498627384743,0.42642369581788353,-1.6676953922375046,1.0642823466673996,0.7498079939980328,0.6768405913782107,-3.137319060473649,-0.1980717240013603,-0.2623252124338933,2.3908899057686925
