Batch,fecha_batch,es_lockbox,rendimiento_proxy_batch,recuperacion_refinada_pct,sn_perdido_escoria_frac,recuperacion_real_pct,f_metal,f_dross,f_polvo,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,T_media_R,R_sum_ln_sn_dep,R_sum_ln_feo_ret,R_n_validos,R_lnirf_twmean,R_lnirf_fin,F_lnirf_F0,F_lnirf_fin,F_sum_d_lnirf,F_sum_ln_sn_dep,F_sn_ext_kg,R_sdi_w10,idx_cronologico,recuperacion_refinada_pct_next,rendimiento_proxy_batch_next,recuperacion_real_pct_next,f_metal_next,f_dross_next,f_polvo_next,es_dev,R_sum_m6_ln_sn_dep,R_sum_m6_ln_feo_ret,F_sum_m6_ln_sn_dep,F_m6_sn_ext_kg,R_m6_masa_fin_kg,F_m6_masa_fin_kg,m6_k_anclaje,x_gn_S1_v9,x_carbon_S1_v9,x_gn_S2_t2,x_carbon_S2_t2,x_gn_S3p_plan,x_carbon_S3p_plan,x_gn_S4_online,x_carbon_S4_online
AP0124,2026-06-01 09:24:00,False,70.91459476986874,69.49960314497643,0.019953461335910156,68.00491329730613,0.7091459476986873,0.12545983982435388,0.16539421247695874,35.60339999999999,6.29884,8.303786158,52.35415835962891,41.38141076,274.4602209748508,0.4535814386108877,18.445777509375276,1056.5649269132987,1062.770627918914,2.2833608443650784,-0.3372292182146254,4,-1.4032451673385737,-1.5579808584494124,-1.296507690336268,-1.260487628768296,0.036020061567971995,4.375245640386845,39693.11769480421,-1.088931337781176,124,64.00234748194958,64.66488603060837,68.6474340841311,0.6466488603060837,0.19046399806576092,0.16288714162815537,True,2.3780306991141256,-0.4374608873389926,3.8166732095386062,38646.55415930644,55618.97777599835,73517.48515441194,1.075380921370496,0.1336238255457542,-0.030524073229308613,0.18072667782105914,-0.1186452839210802,0.3093583430381276,-0.20385130788695224,-0.010142504525596537,-0.1211867178219574
AP0125,2026-06-01 17:03:00,False,64.66488603060837,64.00234748194958,0.01024572359634545,68.6474340841311,0.6466488603060837,0.19046399806576092,0.16288714162815537,34.39016,10.129280000000001,8.662684196,50.09678869839916,41.38141076,274.4602209748508,0.4383808381532993,18.533204957102487,1075.9875306127615,1074.2250972200293,3.132485276354757,-0.21198304042906907,3,-1.4906823432557772,-1.5438900064000156,-1.4045450899136773,-1.3339178249601846,-0.016845091765723463,2.1443771326855665,33997.18037809368,1.0126548720640662,125,64.54368986571316,64.97174973309644,73.85278442260177,0.6497174973309645,0.10105017716390223,0.2492323255051333,True,3.308257437823082,-0.39409265297815643,1.6594497743853172,30224.283300870222,54455.968760973,79777.46207984384,0.9134111098221305,-0.17277129224361243,-0.4026374210424334,0.07381345804181372,-0.43444679923077745,-0.21286354879724423,-0.2791386091174907,0.1308471732895526,-0.26133271647094836
AP0126,2026-06-02 00:40:00,False,64.97174973309644,64.54368986571316,0.00658839986827742,73.85278442260177,0.6497174973309645,0.10105017716390223,0.2492323255051333,36.57752,5.688879999999999,14.031175716,49.52761129586589,41.38141076,274.4602209748508,0.4419920896809352,18.717351610358044,1069.233651616648,1027.5204190107183,3.390864729130907,-0.34451375758561187,3,-1.4763659873681891,-1.562232289166293,-1.4083384001043762,-1.3034990849748753,0.10483931512950084,3.2051005644975925,33594.361050652595,-0.05427284672521182,126,68.14158472233768,68.99600333422,73.76050201273932,0.6899600333422001,0.12968348784886813,0.18035647880893171,True,3.3698871702405215,-0.3275437730576962,2.684701549571382,32477.365763282203,53944.60212333493,74712.57373544676,0.7869671034726987,0.29890530231769097,-0.19443831469485204,0.40758209218299746,-0.24811880694353305,0.31436564346113427,-0.36119577782436824,0.5609262227075369,-0.15426331504299767
AP0127,2026-06-02 08:45:00,False,68.99600333422,68.14158472233768,0.012383595724284154,73.76050201273932,0.6899600333422001,0.12968348784886813,0.18035647880893171,36.2796,6.81904,9.483536136,49.185673917639654,41.38141076,274.4602209748508,0.42717918870173693,18.70596077879319,1026.4257830612594,1007.6585701328378,2.7645431907490723,-0.28785508727869535,4,-1.315171273461582,-1.3981021578375108,-0.9806349735952082,-1.1722168327772724,-0.19158185918206416,3.714972266563974,34751.96484117063,-0.11400768203788125,127,62.774861258594825,63.3889067796939,68.41396126382945,0.633889067796939,0.16629229278493315,0.1998186394181278,True,2.8471265369623473,-0.3714825142614513,3.1355505794539384,33045.90070522572,54436.33697039591,75824.62539564942,0.9007723061992845,1.1112372118650848,-0.37685771985372063,0.6888276338522219,-0.3124316107637657,0.8215888631609413,-0.2952438531931055,0.8265336186000628,-0.39645939332102975
AP0128,2026-06-02 16:16:00,False,63.3889067796939,62.774861258594825,0.009686955530455312,68.41396126382945,0.633889067796939,0.16629229278493315,0.1998186394181278,35.07616,9.20176,11.056935548000002,51.27047075191772,41.38141076,274.4602209748508,0.4345396019610455,17.759600227629367,1018.5289485590123,1016.8148799091418,2.9130112301688746,-0.21218958353431058,3,-1.2694574657372544,-1.2879762534574555,-1.2988084516877927,-1.1203228003381231,0.17848565134966954,4.04235765831915,36925.05041725513,0.791115394825769,128,68.21774553302862,68.80948984907785,68.03464219956575,0.6880948984907787,0.15865155249540888,0.15325354901381252,True,2.9976900703334874,-0.2979664557935389,3.37980120101934,34847.957887235345,56720.749468049085,77894.14429744963,0.8180632498829518,-0.10608647475867528,-0.40597653899943525,-0.046391817628863546,-0.33260409242322064,-0.07247289941799179,-0.17961929322523223,-0.07468558757795124,-0.3592416297020392
AP0129,2026-06-02 23:55:00,False,68.80948984907785,68.21774553302862,0.00859974862983466,68.03464219956575,0.6880948984907787,0.15865155249540888,0.15325354901381252,35.58575999999999,8.204880000000001,7.925714936,52.30535334575057,41.38141076,274.5824252361882,0.4346124916311828,18.18426419409989,1052.0477690925456,1027.2522088486808,3.4605078048156077,-0.24924638161438598,3,-1.2880091692005151,-1.4389912784511927,-1.3675779436517526,-1.166082542546677,0.20149540110507558,3.982083024515498,37108.978848512575,0.9680439886717478,129,75.35219497500168,76.22740468599622,71.07622560006739,0.7622740468599623,0.1474980397359847,0.09022791340405302,True,3.5349641317429574,-0.3631305952045091,3.3414041353070516,34469.25071366752,56179.93599936888,76490.55164997924,1.0059405266614683,0.15486822470220368,-0.5930986896369113,0.52587504805907,-0.41742123407671955,0.40548575293238226,-0.3363922132517899,0.6178348622543853,-0.3463837184163171
AP0130,2026-06-03 07:38:00,False,76.22740468599622,75.35219497500168,0.011481562498418835,71.07622560006739,0.7622740468599623,0.1474980397359847,0.09022791340405302,37.19492,7.19712,4.402642376,52.33102867517031,41.0326916,274.59464566232197,0.4495352784770983,18.915000076629056,1056.3209058303942,1012.0608393137996,2.5928882391358146,-0.138772576238178,4,-1.2949365709704477,-1.353268286991508,-1.044823410853073,-1.212835060106964,-0.168011649253891,4.835419057423409,42588.43558263691,1.2051624767540345,130,63.4774572506526,64.63338094067147,63.94858050440945,0.6463338094067148,0.18237273938928994,0.17129345120399528,True,2.708038201627876,-0.26996079942698314,4.264156865130309,41479.393053142136,56323.70091762651,69530.71868426478,1.1174132444519687,-1.0050780953766085,-0.47523149208232424,-0.47803101793497416,-0.03498535672021068,-0.639603082456896,-0.3908370685578221,-0.5018400557244695,-0.5696479515427073
AP0131,2026-06-03 15:26:00,False,64.63338094067147,63.4774572506526,0.01788431416081935,63.94858050440945,0.6463338094067148,0.18237273938928994,0.17129345120399528,34.1922,9.64784,9.061726088,53.46827049216885,41.0326916,274.59464566232197,0.4586717319502669,20.874142063839294,1052.7609383994645,1113.9405939802632,2.043739701652518,-0.1368098686663344,4,-1.351113403149418,-1.3877883871306664,-1.2282458732739103,-1.2450110085134658,-0.016765135239555473,4.887518365030109,43010.30497856811,0.6756410149891738,131,65.09369702857832,65.88374795030101,66.83393737428527,0.6588374795030101,0.16419425781231864,0.17696826268467128,True,2.134298589811495,-0.2374638054322462,4.229559800624548,41700.87375643704,57781.40157248242,71457.42082372903,0.9550959606842085,0.046244640560984415,-0.09077887192973774,0.029369345103872985,0.2719161406488753,0.24438390029467338,0.03712132643464309,0.054686786206510574,0.10973928183741583
AP0132,2026-06-03 23:35:00,False,65.88374795030101,65.09369702857832,0.011991590434695078,66.83393737428527,0.6588374795030101,0.16419425781231864,0.17696826268467128,36.7206,9.151440000000001,9.863404844,54.94304457083873,41.0326916,273.81822073059703,0.46549438676270094,23.881822855714812,1100.1742830906155,1063.6172240500514,2.7981070483882444,-0.2101925597594477,3,-1.3385094379083802,-1.4454222933825818,-1.3859755652942158,-1.2731273104240226,0.11284825487019323,3.728868869960738,40512.118301725,0.6961814507937674,132,67.71870050873771,68.47738955075236,60.13072159156004,0.6847738955075235,0.15653739014782722,0.15868871434464923,True,2.858210747696922,-0.2900777547608895,3.183037584072415,38591.16452711165,58637.90162011181,76608.81770587023,0.9329858913930652,0.2557014682365797,-0.10546776765293164,0.41000768714797814,-0.17102698790625365,-0.16096895847779444,-0.31606629728024044,0.38311857501598856,-0.20406970341427516
AP0133,2026-06-04 07:53:00,False,68.47738955075236,67.71870050873771,0.01107940952469194,60.13072159156004,0.6847738955075235,0.15653739014782722,0.15868871434464923,32.29296,7.382079999999999,7.48353338,53.70459416627498,41.03269160000001,273.74057823742453,0.4685355066900572,21.737340096851792,1057.50590167338,1009.7465639645927,2.9285589733788213,-0.2914700775816878,4,-1.2824984137532336,-1.431152633005434,-1.1595780979682608,-1.1897084592688656,-0.030130361300604758,4.240267471488994,42007.89611118128,0.013858197561943175,133,60.995141181853725,61.91397879590847,60.674576707861654,0.6191397879590848,0.2624060765348126,0.11845413550610256,True,3.0389513309513188,-0.4059654355610873,3.626312444043079,40788.77179970997,56341.09331088458,74338.01257800491,1.1672362232072484,-0.709935560960376,-0.12587075656010616,-0.47648584356890644,0.022811754486586375,-0.666696050519967,-0.23120869499483415,-0.46998708688697216,-0.0878924368785684
AP0134,2026-06-04 15:53:00,False,61.91397879590847,60.995141181853725,0.01484055187413466,60.674576707861654,0.6191397879590848,0.2624060765348126,0.11845413550610256,32.688880000000005,13.85432,6.254052955999999,53.87574462594393,41.0326916,273.74057823742453,0.45950384043002307,21.417525864288617,1051.7714761511359,1091.8872822082694,2.3474961904116185,-0.20255838655319391,3,-1.3583953362008376,-1.4366884683245154,-1.3250313951020583,-1.2910904271837789,0.033940967918279386,4.794956165466762,42773.2582196232,0.32191232487967936,134,61.91634357671901,62.26040941233482,60.779032907958914,0.6226040941233482,0.19058083127654157,0.18681507460011024,True,2.3872784556410704,-0.252700266132077,4.24506042937549,41969.61338512659,57666.42833157421,71084.60451448525,0.9740902941573205,-0.029550168735130805,0.02219422288418066,0.11173311308124499,-0.2039575845625914,-0.029315053707353905,-0.3901833074398839,-0.08063900714884029,-0.07416641182947147
AP0135,2026-06-04 23:43:00,False,62.26040941233482,61.91634357671901,0.005526237923319153,60.779032907958914,0.6226040941233482,0.19058083127654157,0.18681507460011024,32.50464,9.94976,9.753159036,53.48002171937088,41.0326916,273.74057823742453,0.46659503277211295,21.64051707186395,1095.756022925879,1063.1015055814212,3.7515660494854033,-0.3338435833065049,4,-1.388121244440374,-1.5178171882534606,-1.4022720218548117,-1.2562442443594113,0.1460277774954004,3.525651668943951,38276.26041809424,0.41313021642035475,135,67.21324609494278,68.06820204907228,66.26462714800849,0.6806820204907228,0.1763479427278335,0.14297003678144365,True,3.8231775180674177,-0.4108442194808901,3.0975858025029965,36659.22824644402,55748.77690949704,77901.15518936186,0.9998009848981654,0.4329433303492737,-0.36394724855140187,0.5475136244621371,-0.2971531942233422,0.4147748065208207,-0.573110602138477,0.6057397232895697,-0.2870731005754359
AP0136,2026-06-05 08:01:00,False,68.06820204907228,67.21324609494278,0.012560284073805,66.26462714800849,0.6806820204907228,0.1763479427278335,0.14297003678144365,36.599079999999994,9.48192,7.687248460000001,55.231699890580224,41.0326916,273.74057823742453,0.4653917390629137,23.079390703839515,1048.1262686629425,995.0758360302592,2.703072994820535,-0.2573638776254724,4,-1.19730438927348,-1.2385807857944477,-0.8597618469409023,-1.0291442361493581,-0.16938238920845583,4.007422779447929,42254.131828589576,0.1294342185658106,136,69.94308087499658,70.88639124036565,70.19069054004835,0.7088639124036565,0.16769689414483432,0.12343919345150926,True,2.7226648473253996,-0.2823688585333364,3.6200201247347454,41386.54464961757,60258.31102095204,77818.62123578554,0.9895423541428561,0.3008453258837859,0.20739102804201864,-0.24750571881235423,0.11554896287674889,0.0704011530353166,0.3536826571119543,-0.3142850184142035,-0.04466066506812262
AP0137,2026-06-05 15:58:00,False,70.88639124036565,69.94308087499658,0.013307354893697873,70.19069054004835,0.7088639124036565,0.16769689414483432,0.12343919345150926,37.61436,8.898480000000001,6.550038984,53.58881599624463,41.03269159999999,273.74057823742453,0.4600552751851778,21.617417911705886,1033.3842489013325,1008.3169135536419,2.7464559116476317,-0.1751160384078693,3,-1.2272520388156989,-1.2538926376621344,-1.149590338217876,-1.1151264529806224,0.03446388523725363,3.9209759002647657,38813.55637885937,0.9952955275689388,137,58.21917483019654,58.625967158488876,66.41331734201157,0.5862596715848888,0.16216104186555,0.25157928654956124,True,2.8324896146565863,-0.263855801567343,3.450511471425627,37415.69649096967,59019.176777500936,78370.36072191129,0.9815217170271823,0.09964290568783496,0.1440689584263977,-0.16421667992614067,-0.06392972395107985,-0.31552255375640936,-0.10415087904719988,-0.15642433218539661,-0.007153311620160363
AP0138,2026-06-05 23:38:00,False,58.625967158488876,58.21917483019654,0.006938773857540099,66.41331734201157,0.5862596715848888,0.16216104186555,0.25157928654956124,34.707679999999996,9.60024,14.893968995999998,52.260120995408705,41.44016997999999,272.85249457071365,0.4610087003398483,20.447089516052444,1016.1633256258999,1015.7172687056963,3.1784606854948563,-0.20541352938459984,4,-1.2704824993160908,-1.388753895660699,-1.333251502012977,-1.2264199545077594,0.1068315475052175,3.6217144707191826,36325.30743970338,1.124325391648858,138,69.44627772115354,69.90259533159339,70.23351373976759,0.699025953315934,0.1551656425382727,0.14580840414579335,True,3.281159413592252,-0.3173624543682061,3.0523642499040635,34128.19021100168,57067.33816519232,79872.93689716815,0.7342593913865199,0.46069256863130525,0.05789511757074669,0.6051946227766938,0.05544000443393085,0.46674425249756835,0.15815280516931873,0.5432513355754548,0.21614848242761248
AP0139,2026-06-06 07:42:00,False,69.90259533159339,69.44627772115354,0.006527906557335242,70.23351373976759,0.699025953315934,0.1551656425382727,0.14580840414579335,36.6814,8.14232,7.65129874,52.22777282069866,41.44016997999999,272.7636862040426,0.45445223391069817,18.471812496073056,1041.3924854555974,978.6369033555937,3.514640286711119,-0.2188380473646198,3,-1.3826492300716695,-1.4339846467341038,-1.0089081837613358,-1.249271812443061,-0.24036362868172523,3.455202517132858,38379.54362948277,1.326259813064921,139,68.84378136709238,69.96473877301716,70.76614668924803,0.6996473877301715,0.16142410172786467,0.13892851054196384,True,3.6358355465455174,-0.34117200189782837,3.0400495202497835,36515.70761471069,56904.12824128996,78504.568983847,1.0040372148389627,0.03567034641239526,-0.15054173851833363,-0.13639872815374274,-0.13074737679536227,0.004306969856052348,-0.15366777615688904,-0.04638665431848457,-0.15796862314384097
AP0140,2026-06-06 16:06:00,False,69.96473877301716,68.84378136709238,0.016021747891626414,70.76614668924803,0.6996473877301715,0.16142410172786467,0.13892851054196384,35.76216,8.25112,7.101268024000001,50.535689271086994,41.44016997999999,272.7636862040426,0.4557705988717213,17.511157559094748,1030.8162432630772,995.5454029172862,2.4361264382424013,-0.1519541250231815,4,-1.2908246100494032,-1.2821285716401303,-1.0682510132374181,-1.152431837658118,-0.08418082442069985,3.6897004235529094,37850.27648075743,0.9165851880105862,140,61.34493885522402,62.295206859461196,67.08000764224133,0.6229520685946119,0.18131005513707854,0.19573787626830955,True,2.5394644624056233,-0.2564741305519707,3.3303177903958785,36810.23372963896,56697.06032797119,74362.46774172396,0.9698977496817593,0.08907830030620818,-0.15170376828797622,0.2990154263680675,0.020413487673216046,0.09672185879065699,-0.07343366557582662,0.2054608765694363,-0.004815479138485207
AP0141,2026-06-06 23:45:00,False,62.295206859461196,61.34493885522402,0.015254271590766064,67.08000764224133,0.6229520685946119,0.18131005513707854,0.19573787626830955,35.04088,10.19864,11.010200912,52.237441872225155,41.44016997999999,272.1954292495939,0.4565063749705776,20.807289398289523,1028.8349385777306,1038.1991702201565,2.6827058902694696,-0.2440386388742708,4,-1.2214323736786434,-1.3437383226182906,-1.1927980579005744,-1.1815738457558018,0.011224212144772538,3.440707262972426,34169.02026971345,0.24231950152676163,141,72.7087098384054,73.55770200610748,65.74364385924055,0.7355770200610748,0.12331821292353863,0.14110476701538643,True,2.7212063807767146,-0.28575714467430496,3.1288739870114206,33072.79931363814,58326.329264414715,81651.40720472844,0.8324447758561568,0.3869858671599013,-0.024131157430129977,0.587506933042919,0.2216246701866053,0.5678425484902815,0.25976058367360555,0.500842016687818,0.2288229016119191
AP0142,2026-06-07 07:49:00,False,73.55770200610748,72.7087098384054,0.011541852784248461,65.74364385924055,0.7355770200610748,0.12331821292353863,0.14110476701538643,35.0448,5.8751999999999995,6.72259764,53.305229133681955,41.44016997999999,272.13860355414903,0.45709156015989005,19.782185409408854,1060.5887339529493,1024.4181647729033,3.018500056304056,-0.19851403253491484,3,-1.3590415610582747,-1.411235561724428,-1.1607852248825679,-1.2423408685635748,-0.08155564368100698,4.33515395281327,40491.76283038169,1.0333597309549076,142,71.78918788350337,72.47417241213776,66.0579465681609,0.7247417241213775,0.12224949083485147,0.15300878504377086,True,3.1265034715385203,-0.3103559128010959,3.8795293883971067,39100.16715431401,58200.99931240069,76250.6572391828,1.169930814376652,0.6506313270931586,0.3448914612817502,0.7224869096750325,0.24979761197788633,0.6098833164244299,0.37223235865638626,0.6266562918176012,0.21616247945129588
AP0143,2026-06-07 15:50:00,False,72.47417241213776,71.78918788350337,0.009451429465646054,66.0579465681609,0.7247417241213775,0.12224949083485147,0.15300878504377086,33.86292,5.712000000000001,7.149200984,51.26244722890237,41.44016997999999,272.13860355414903,0.4567515505594152,18.80748125875001,1063.1621949121165,1033.7299956083807,3.181966906437255,-0.1947950721244704,3,-1.2549855883090633,-1.3579799123530019,-1.0240879262410487,-1.1601247785011954,-0.13603685226014672,4.544236636838758,38715.43504906272,1.234016185192551,143,69.36942509591199,69.91445579487271,72.63356061147158,0.699144557948727,0.13527356072565505,0.165581881325618,True,3.288300703503113,-0.30691546613281545,3.961996955249277,37137.104725034515,57123.61750268406,74941.67984002024,1.1226319445049195,0.05570695963333103,-0.13500746388739082,0.4114390686235593,-0.07049570983630492,0.16576826681924794,-0.12370294374615141,0.08877434400433198,-0.04303700250005163
AP0144,2026-06-07 23:20:00,False,69.91445579487271,69.36942509591199,0.0077956796311166275,72.63356061147158,0.699144557948727,0.13527356072565505,0.165581881325618,37.74568,7.3032,8.93949704,51.9672719913975,41.44016997999999,271.23238282865293,0.45751359326940094,19.42147477310449,1051.6714579327452,1033.1048348301463,3.0383665612735986,-0.23186869124987106,3,-1.3526791121656307,-1.4519372892681075,-1.260402007510154,-1.2306426966033244,0.029759310906829706,4.481078622623731,39752.8593452642,0.7196796487748882,144,64.20639493664603,64.86719646914743,65.54895759982028,0.6486719646914743,0.20858118014294943,0.1427468551655763,True,3.1628946029085157,-0.3584378872847425,3.745586494657316,37956.7037340969,56966.457051504025,75580.7408519241,0.9498898940920619,-0.8865898939492375,0.09922779361570336,-0.8067243637336802,-0.030774681762889344,-0.49876331810862207,-0.07881716323138832,-0.8100231280044038,-0.06544392547864442
AP0145,2026-06-08 06:59:00,False,64.86719646914743,64.20639493664603,0.010186990782246814,65.54895759982028,0.6486719646914743,0.20858118014294943,0.1427468551655763,34.60576,11.127519999999999,7.615349020000001,52.79376097980065,41.44016997999999,271.0310004452093,0.45870914595483725,21.01456028816304,1058.8452669182263,993.8592872795357,2.729795371176352,-0.3263079744723111,4,-1.242971293404551,-1.4009035087683266,-0.9090106954951076,-1.0495365565442272,-0.14052586104911957,4.952134841080305,41061.98210386182,-0.533284373546759,145,72.30912519264164,72.80955270837866,72.39769974671458,0.7280955270837866,0.1510173431319196,0.12088712978429397,True,2.8137916489495054,-0.4212856394440997,4.304127467215149,39604.886323493454,57658.010920234075,75557.52952038005,0.9699142388475125,0.1533103464177325,0.0026941632310804875,0.21130495392587556,-0.18012400690584623,0.2498950044540032,-0.09084020847508088,0.1879607108946988,-0.13429813696636692
AP0146,2026-06-08 14:48:00,False,72.80955270837866,72.30912519264164,0.00687310245870273,72.39769974671458,0.7280955270837866,0.1510173431319196,0.12088712978429397,37.40072,7.757439999999999,6.209714968000001,51.66009435499676,41.44016997999999,271.0310004452093,0.45859646483680727,19.46967055480027,1038.0709859234898,1033.608169875235,3.218534354867996,-0.2384994850785855,4,-1.2646549853590396,-1.3510491868643746,-0.8849504271223161,-1.1367939914055225,-0.2518435642832064,4.5271245682844174,40069.493435385,0.833539504082141,146,72.32712376780174,72.96307508304407,69.37457559199119,0.7296307508304408,0.13062973226723745,0.1397395169023218,True,3.2735769627965174,-0.3035211502047973,3.9546698377864136,39060.22915131973,56675.75288585586,72275.87727886841,1.0359247948215504,0.0843247193279642,0.08757183305267585,0.03707104565692025,0.09684218228264041,0.11779599990312373,0.20342013687886845,0.02585757377753014,0.15639811948605814
AP0147,2026-06-08 22:15:00,False,72.96307508304407,72.32712376780174,0.008716070622277429,69.37457559199119,0.7296307508304408,0.13062973226723745,0.1397395169023218,36.83428,6.594640000000001,7.054533388000001,53.094782469922976,41.44016997999999,270.93203514646825,0.46228140576424076,19.970811793606657,1059.813473418545,1113.295551616674,3.5773721088699286,-0.3537246332242174,3,-1.3911157974401023,-1.5417154994302644,-1.43003419499541,-1.276470435881618,0.15356375911379216,4.493072495677729,36149.065440335246,0.04012577662775474,147,76.62172674882521,77.68774908452457,83.9674901605705,0.7768774908452458,0.06271633759977725,0.16040617155497708,True,3.663895609077627,-0.44254515944835227,3.7641079839706513,34052.48511850881,57186.38349754033,82959.49336485122,1.1123670944154074,-0.5377192939613517,-0.09915726471039366,-0.21478527975605688,-0.059090691088059574,-0.47315346924297785,-0.3411333935445826,-0.10488341560199084,-0.08916966202767493
AP0148,2026-06-09 06:13:00,False,77.68774908452457,76.62172674882521,0.01372188470204643,83.9674901605705,0.7768774908452458,0.06271633759977725,0.16040617155497708,43.98632,3.55096,9.082097596,52.38494078587466,41.44016997999999,270.8754835471877,0.4589133933756991,20.08734332401703,1095.5816877713694,1034.4746147926146,2.76098196563853,-0.13909863049090765,4,-1.1382813742184623,-1.1470149260848295,-0.9564301306937981,-1.0589154366746982,-0.10248530598090011,3.7592434490016116,35882.759450840815,1.3699956607294537,148,74.04355972815453,74.86081370884254,81.09581413475385,0.7486081370884256,0.11701672311043158,0.13437513980114288,True,2.8259459752858294,-0.212584690261864,3.285016550712333,34193.26661622453,60181.76273850467,81481.52454350682,0.889517075948246,-0.057556722477463074,-0.19765314487743363,-0.18217987771651148,-0.0548310218385363,-0.23071193636241816,-0.09200522327229968,-0.22180149877392427,0.03465447502971982
AP0149,2026-06-09 13:50:00,False,74.86081370884254,74.04355972815453,0.01091697966130296,81.09581413475385,0.7486081370884256,0.11701672311043158,0.13437513980114288,43.31992,6.77144,7.775924436,53.41819483804297,41.44016997999999,270.8754835471877,0.4641212926422356,21.331714893642914,1052.0324167008607,1009.8224129779547,3.0463083281578354,-0.18946394347024992,4,-1.231859250807932,-1.335487736821532,-0.7569225655396453,-1.1729791592539378,-0.4160565937142925,3.2247142404771134,36727.781257799754,1.1516688934553363,149,67.61072369018586,68.49495300566005,70.3328094370143,0.6849495300566005,0.16398575754777134,0.15106471239562816,True,3.1576441925056384,-0.32033744135595,2.7371968995992018,33814.61914836735,59058.81326128775,82900.36291997792,0.9091115720362666,0.3748989950151511,0.19525612009635696,0.533152768382249,0.27756531781377436,0.3416082712827046,0.2060973940484333,0.4921247186635509,0.12250899477113365
AP0150,2026-06-09 21:27:00,False,68.49495300566005,67.61072369018586,0.012909408309267924,70.3328094370143,0.6849495300566005,0.16398575754777134,0.15106471239562816,32.71436,7.8322400000000005,7.2151088040000015,46.513654526052946,38.68303051,270.8754835471877,0.44776651722307564,19.66351859091643,1042.8925110746993,1043.7129851098996,2.83823536094976,-0.28869569135537804,3,-1.347895854432746,-1.4670259848572986,-1.3999244597856701,-1.1908047558083528,0.20911970397731738,3.8577923041576887,33262.142920353195,-0.048721552604020335,150,56.22324531862023,57.404971526154746,63.15910533862588,0.5740497152615475,0.18636904392452736,0.23958124081392515,True,2.859087320059366,-0.31208749644240774,3.462568011537634,32685.675396077553,55233.19860388128,72022.89733727477,1.0486947833758624,-0.30463076714935616,-0.14142261194250647,-0.10479903368555299,-0.19447912147978313,-0.3840892127083584,-0.10653190089816333,-0.17023106479845815,-0.04404508284359047
AP0151,2026-06-10 04:34:00,False,57.404971526154746,56.22324531862023,0.020585781616425065,63.15910533862588,0.5740497152615475,0.18636904392452736,0.23958124081392515,29.754759999999997,9.660079999999999,12.418231612,47.11080032003404,38.68303051,270.8754835471877,0.45678746094089673,20.60120114986305,1040.1249884853282,1012.6780702650124,2.105229944373558,-0.24576466956027085,4,-1.324723703167881,-1.3841541149836125,-1.4414068780630047,-1.1674469320881606,0.2739599459748441,3.7133439690171874,33956.509480224384,-0.3524167512291503,151,70.23974689959972,71.15277172170163,73.7763491051641,0.7115277172170162,0.09815900106246724,0.19031328172051648,True,2.135077176240474,-0.27969431883037404,3.331788861716877,33221.87158411273,56759.54756754086,73096.09997654101,0.864757348795601,0.2210333869981897,-0.45811027355660194,0.30846914266688163,-0.1940894301989,0.10182657203797313,-0.3303695554197818,0.13421658670746878,-0.3078482211847518
AP0152,2026-06-10 12:19:00,False,71.15277172170163,70.23974689959972,0.012831893965747286,73.7763491051641,0.7115277172170162,0.09815900106246724,0.19031328172051648,38.46696,5.30672,10.288809864,52.13996147351704,38.68303051,270.8754835471877,0.4715821657970318,22.38113357759371,1036.1099498140468,1004.0584802239404,2.785535896300209,-0.05814496282272989,3,-1.295465095295182,-1.346456365114948,-0.955797235278371,-1.2465959165464702,-0.29079868126809916,3.640486664780022,38843.26895287764,2.20408626807291,152,67.16119932511415,67.8650647984966,68.94541365682505,0.678650647984966,0.1503186217255262,0.17103073028950785,True,2.927303145010363,-0.220663217551125,3.132517256607288,36082.55935869593,59816.93766150655,78622.74381868434,0.9625731224766744,-0.3791230853382354,0.12811757699036574,0.0315757225500109,0.040728237479162044,0.0987850943513353,0.1253020355005393,0.1844543661471618,0.15263723562038845
AP0153,2026-06-10 19:46:00,False,67.8650647984966,67.16119932511415,0.010371543524968775,68.94541365682505,0.678650647984966,0.1503186217255262,0.17103073028950785,34.56852,7.6568,8.71181548,50.13896960871739,38.68303051,270.6888093640446,0.4660734359760757,19.812827349880013,1037.2386876338367,1054.0703688545686,3.1441485735330286,-0.2732537639296354,3,-1.423208361963373,-1.4866431123544068,-1.3154503548684322,-1.3032085898280765,0.012241765040355679,4.288928811253771,35793.34065313781,0.4116109342366743,153,63.36942100327135,64.25260676394039,62.64163153414071,0.6425260676394039,0.1469630268292861,0.21051090553131005,True,3.2398660258355587,-0.37135257477080674,3.9458469402111014,34429.553885126545,55971.084014438726,77703.75513166694,1.0121685255367725,-0.26065909396786474,0.12441139622990169,-0.3379208188712789,0.01784717970740235,-0.26546201779626055,-0.022191718245795508,-0.11717692496809634,0.17563368860863818
