esquema,muestra,n,pendiente_obs,pendiente_ic_lo,pendiente_ic_hi,calibracion_incluye_1,ganancia_1sd_score_pp_obs,ganancia_1sd_ic_lo_pp,ganancia_1sd_ic_hi_pp,ganancia_1sd_excluye_0,tercil_diff_pp_obs,tercil_diff_ic_lo_pp,tercil_diff_ic_hi_pp,tercil_diff_kgSn_obs
A_directo,total,261,0.527789407681556,0.21157981393002206,0.9563787764092757,False,0.7042487834146529,0.281285367760205,1.1659364968065837,True,1.4478987725846737,0.555582005768279,2.6093979637118845,741.3241715633529
A_directo,lockbox,63,0.3674470827116412,-1.8706193875100525,1.2149152769579976,True,0.4544872007967671,-1.8918983567674486,1.6014458838357364,False,0.4803019192115661,-2.575793923391917,2.368926500206435,245.91458263632185
B_canales_W100,total,261,0.5279083444763467,0.20244753297668705,0.9683033655836629,False,0.727797306164067,0.2826895934907278,1.2375370920173951,True,1.5383550324526303,0.33033455150964836,2.5935766295881275,787.6377766157467
B_canales_W100,lockbox,63,0.36996861701148076,-1.4889893420638425,1.1343072160936025,True,0.4840072636249542,-1.4793791569950547,1.5203672095320924,False,0.6043954167353051,-2.502684660149487,2.483787917301974,309.4504533684762
