tercio,n,var,coef,t,p
T1,95,zD_R3,0.4947624440494208,1.6834477497459228,0.09228844620536136
T1,95,zD_F6,-0.0698772282755944,-0.1196841033689746,0.9047333935067867
T2,97,zD_R3,0.7305640310966086,0.5008112805909172,0.6165039458267854
T2,97,zD_F6,-0.21110747674602956,-0.4053497924894388,0.6852204108754453
T3,94,zD_R3,0.2183535800883143,0.2625385059849787,0.7929063026649301
T3,94,zD_F6,0.7497246961936084,0.4915846811541112,0.6230129749643
