tercil_leySn,n,leySn_media,Sn_kg_por_min,Sn_kg_por_min_t,FeO_kg_por_min,FeO_kg_por_min_t,ratio_Sn_FeO
bajo,99,0.9901151515151516,3.6493949223415876,0.27108516461655385,-36.79327495823965,-0.46143374008799004,-0.09918646618121515
medio,98,1.5253510204081633,7.291039124208629,1.07545354044307,28.4770390150957,1.7039514520670167,0.25603220616945616
alto,99,2.1618141414141414,5.021677953264784,2.1179071620780543,-1.0680235569509873,-0.40464989952453867,-4.701841940266523
