spec,vars,muestra,n,pendiente,se,t,p_uni,spearman,sd_score
P0_xG_xC,"xG,xC",TODO,261,0.527789407681556,0.2270341886175623,2.3247133433749663,0.010043646654653139,0.15362814775818198,1.3343367130239272
P0_xG_xC,"xG,xC",DEV,198,0.5935525012945254,0.26972876508485055,2.200553215404398,0.013883834361020963,0.1938341144269262,1.2389574368774636
P0_xG_xC,"xG,xC",LOCKBOX,63,0.3674470827116412,0.4717996950464996,0.7788200937167338,0.21804284970082183,0.022801459293394777,1.2368779674145125
P1_+zD_R3,"xG,xC,zD_R3",TODO,256,0.4444352871255333,0.22454014261159472,1.979313284281239,0.023890372426852987,0.15353270199130237,1.3562375696577165
P1_+zD_R3,"xG,xC,zD_R3",DEV,193,0.6743369181924068,0.27265014159625256,2.4732681752682986,0.006694181743837067,0.19050464718765023,1.2257510454782947
P1_+zD_R3,"xG,xC,zD_R3",LOCKBOX,63,-0.22396769927167526,0.41323790451423953,-0.5419824677868041,0.7060847081445863,-0.041474654377880185,1.3689760857683182
P2_+zD_R3+zD_F6,"xG,xC,zD_R3,zD_F6",TODO,248,0.35539216683495817,0.24205167202194058,1.4682491712048324,0.07101827608021391,0.09903529489513493,1.2702239259577475
P2_+zD_R3+zD_F6,"xG,xC,zD_R3,zD_F6",DEV,186,0.5032019808242661,0.2948720818992465,1.7065094042921396,0.043956638435976615,0.13515937880264256,1.1661483074401073
P2_+zD_R3+zD_F6,"xG,xC,zD_R3,zD_F6",LOCKBOX,62,-0.19292167547888395,0.4642205263037004,-0.41558195846056045,0.6611420346068814,-0.08060738838105311,1.2992586885205077
