b1_zD_R3,b3_interaccion,corte_z,corte_pct_Sn,corte_pct_Sn_IC_lo,corte_pct_Sn_IC_hi,frac_cortes_en_rango_dev,frac_b3_mismo_signo,n_boot_validos,muestra
0.4723395329003011,-0.20579890571273174,2.295150847690245,2.82244203192865,-4.7793578289963365,13.313540799851477,0.733,0.854,1000,DEV
0.22067588337069755,-0.10306841348292939,2.141062192708019,2.7376327390844466,-9.882114264171156,11.481012893628074,0.695,0.709,1000,TOTAL
