n,media_z,var_z,autocorr_lag1,autocorr_lag2,autocorr_lag3,autocorr_lag4,autocorr_lag5,ljungbox_Q_h5,ljungbox_p,cobertura_1sd_esperada_0.683,cobertura_1.96sd_esperada_0.95
261,0.16792716019231338,1.2751052356105186,0.12499765617772404,-0.03437943409444196,0.25270243746297694,0.04705561665016885,-0.12044887826289964,25.90987300845683,9.290001490891431e-05,0.6590038314176245,0.9003831417624522
