escalon,spearman_hora,p_hora,spearman_idx_cronologico,p_idx
R3,0.021458441556614437,0.684074443705026,-0.31956355468275705,4.877211521950726e-10
F6,-0.04657054828823071,0.3769769510296903,-0.08487230696565005,0.10693346516522412
