idx_cronologico,T_media_R,kpi,kalman_continuo_qctrl0,kalman_periodico10_qctrl0,kalman_adaptativo20_qctrl0,W100_duro (referencia v9),exp_semivida60,expansiva
AP0115,1060.4895324871711,64.39843472786895,-0.5625824058825928,-0.5009904702589069,-0.5625824058825928,-0.6837370601403621,-0.2985922187470539,-0.06975852320527674
AP0116,1050.987265471709,70.22104856749674,1.0646796066977657,1.1772696179384037,1.0646796066977657,1.1582144494509816,0.8035385449662598,0.45547212719104935
AP0117,1090.6799110401755,60.67227998596772,-0.6285465125644337,-0.5254383374138919,-0.6285465125644337,-0.6564947125476458,-0.32693134185826633,-0.11256199827037813
AP0118,1127.6501816031316,64.61636722010667,-0.9754367449833201,-0.8433244028020928,-0.9754367449833201,-0.8920711133501571,-0.5614317661847306,-0.28571051664918223
AP0119,1095.158311387121,66.71193248568531,-0.3716882855652884,-0.3515012173390646,-0.3716882855652884,-0.32936271769158004,-0.24365180217138827,-0.14668483788906275
AP0120,1007.411286565106,67.99647941835006,0.6180061867047228,0.4609321130035129,0.6180061867047228,0.5965042125260803,0.28211435536952345,0.08534848424607386
AP0121,1059.176934046436,66.75667092196463,-0.0343033418988031,0.018089244877410038,-0.0343033418988031,-0.030202052187647543,0.023250343392426626,0.03820077693925794
AP0122,1118.4720138436812,69.55998775272788,0.27163647711946354,0.27163647711946354,0.27163647711946354,0.2590257627737038,0.22783886551525703,0.1068685869151776
AP0123,1059.75046660197,70.14900140914891,0.9318363414139742,0.9153683386269313,0.9318363414139742,1.018794001947939,0.7374379335147706,0.40157974628480786
AP0124,1062.770627918914,69.49960314497643,-0.06912706058671104,-0.058723262021629134,-0.06912706058671104,-0.04547714988828011,-0.05144224198680053,-0.020114889488556276
AP0125,1074.2250972200293,64.00234748194958,0.36185606529263614,0.37753087694323584,0.36185606529263614,0.5674922638881221,0.2735183851666463,0.2074698383937517
AP0126,1027.5204190107183,64.54368986571316,-0.22500533450964696,-0.11021949860684827,-0.22500533450964696,0.12532204751581055,-0.14035793259073548,0.022092010027577325
AP0127,1007.6585701328378,68.14158472233768,-0.9233441656871273,-0.7364218248181865,-0.9233441656871273,-0.5596417173032908,-0.6473316500387136,-0.2492217245324625
AP0128,1016.8148799091418,62.774861258594825,0.31061413049970094,0.3392632552057328,0.31061413049970094,0.4761200068294542,0.2528317665101692,0.17682467473878316
AP0129,1027.2522088486808,68.21774553302862,0.16671330179290783,0.2527103469401474,0.16671330179290783,0.4894988425690552,0.16029200859630766,0.17001808478987304
AP0130,1012.0608393137996,75.35219497500168,1.0687715619732605,1.0417695179834388,1.0687715619732605,1.1211024493121984,0.8472479211336358,0.44613220840237255
AP0131,1113.9405939802632,63.4774572506526,0.18627811839142672,0.1544418337768713,0.18627811839142672,0.16667707829257639,0.12550550954102258,0.06627358263345091
AP0132,1063.6172240500514,65.09369702857832,-0.13884476898074816,-0.13884476898074816,-0.13884476898074816,0.013976175010420533,-0.15781492906794617,-0.05055297149411042
AP0133,1009.7465639645928,67.71870050873771,0.8230868537701493,0.8233984485240113,0.8230868537701493,0.6817930579554959,0.7756539787254632,0.3980229503598592
AP0134,1091.8872822082694,60.995141181853725,-0.04651089305756356,-0.04562734657934577,-0.04651089305756356,-0.037746876890188776,-0.04298870769160028,-0.02205150429487046
AP0135,1063.1015055814212,61.91634357671901,-0.01988363750754696,-0.029241074091728908,-0.01988363750754696,0.15107759731849432,-0.06427895903726269,0.008381881103879427
AP0136,995.0758360302592,67.21324609494278,-0.1161164387947653,-0.105359799992081,-0.1161164387947653,-0.30288388723481835,-0.054060698515649534,-0.07863025643750723
AP0137,1008.316913553642,69.94308087499658,-0.1572909009987733,-0.15504292512384663,-0.1572909009987733,-0.14431317669596416,-0.14271371022157,-0.07699306453401693
AP0138,1015.7172687056964,58.21917483019654,-0.7950971649103662,-0.7719246761417277,-0.7950971649103662,-0.6138400743666312,-0.7324733170761955,-0.3698870799482551
AP0139,978.6369033555936,69.44627772115354,-0.10470171774510749,-0.08349914054192731,-0.10470171774510749,0.006538446932334727,-0.09451634351828742,-0.030641565607165903
AP0140,995.5454029172862,68.84378136709238,-0.3100758310106584,-0.26747139309072343,-0.3100758310106584,-0.13208998595013477,-0.27069299620981707,-0.11781154720774764
AP0141,1038.1991702201565,61.34493885522402,-0.3889536174219553,-0.36765054750135767,-0.3889536174219553,-0.33999370911040766,-0.3388783708964521,-0.18228794957189667
AP0142,1024.4181647729033,72.7087098384054,-0.9963825987801813,-0.9963825987801813,-0.9963825987801813,-1.3409490382042721,-0.9774205945437658,-0.5074043711703464
AP0143,1033.7299956083807,71.78918788350337,-0.010382921306922796,0.0006955754634012726,-0.010018537478767159,0.01923271203502982,-0.007532094947688684,0.004201931000534769
AP0144,1033.1048348301465,69.36942509591199,0.8269176483389796,0.8427238237960338,0.8172756069324002,1.0574256068117178,0.8611333052401128,0.4130187940628756
AP0145,993.8592872795356,64.20639493664603,-0.4220866800425557,-0.3727213225406927,-0.42147032363160575,-0.43472268834137995,-0.3956599991366838,-0.17573984417010857
AP0146,1033.608169875235,72.30912519264164,-0.1791397644275515,-0.23109889035362113,-0.17947302126997194,-0.34206265973152133,-0.2127625922597683,-0.1242151218342295
AP0147,1113.295551616674,72.32712376780174,0.7292720253429607,0.7383290876792665,0.7258882222900919,0.9617313681883579,0.7386109920281082,0.36927784914017114
AP0148,1034.4746147926146,76.62172674882521,-0.06241219558182717,0.03916392896902112,-0.0637642346564054,0.0991922519105366,0.017548826036446592,0.029719680460146804
AP0149,1009.8224129779549,74.04355972815453,-0.5472639144494912,-0.5671507827385571,-0.5579911961405156,-0.7631174147078336,-0.5564310423235886,-0.28878507871483877
AP0150,1043.7129851098996,67.61072369018586,0.44145874146027675,0.5337340705403594,0.42992987340450134,0.7343978212230537,0.5163532474761827,0.2751857268568167
AP0151,1012.6780702650124,56.22324531862023,-0.2076059175550376,0.08569507648978024,-0.20426948863609434,0.2237937172138059,0.03536835826766674,0.06644948626147613
AP0152,1004.0584802239404,70.23974689959972,0.19852824837884295,0.19852824837884295,0.197817006077963,0.2947690521726577,0.21055739356876874,0.10910486769610205
