var,coef,se,t,p,n,target
const,-4.751649273594501,20.07533522121838,-0.23669090559306344,0.812896590802193,203,d_sn_kg
res_dur,7.313903153105609,4.1702472416424206,1.7538296243138531,0.07945970531440752,203,d_sn_kg
res_dur_x_leySn,-1.6127071432630438,3.1859368591199315,-0.5061955759250454,0.6127193604413796,203,d_sn_kg
const,-15.624228444792324,39.81671518494249,-0.3924037523492382,0.6947599139551413,203,d_feo_kg
res_dur,-1.7755443067386092,11.254408999471728,-0.15776433101213502,0.8746425063319995,203,d_feo_kg
res_dur_x_leySn,1.4197166588298435,7.298304056015838,0.194526926794671,0.8457633138708619,203,d_feo_kg
