muestra,estado,t_S1,t_estado,frac_t_conservada,cumple_H4_80pct,pendiente_S1,pendiente_estado,rho_S1,rho_estado
DEV,S2_t2,2.0631568731766188,1.847112757391159,0.8952846879487069,True,0.479336599369348,0.5271924063308432,0.2018516826557027,0.1943688137657987
DEV,S3p_plan,2.0631568731766188,1.5879182816626598,0.7696546502630992,False,0.479336599369348,0.4717414687311039,0.2018516826557027,0.2134840871021775
DEV,S4_online,2.0631568731766188,2.4794621908127814,1.2017807385607,True,0.479336599369348,0.672884465668764,0.2018516826557027,0.2572559768539668
lockbox,S2_t2,-0.2664346827787417,-0.397792544109003,1.4930208783641965,True,-0.2601784712627581,-0.3808253771659082,-0.0163690476190476,-0.0959581413210445
lockbox,S3p_plan,-0.2664346827787417,0.2576738136888823,-0.9671181356777985,False,-0.2601784712627581,0.1735767712910652,-0.0163690476190476,0.0125768049155145
lockbox,S4_online,-0.2664346827787417,0.1509032205459347,-0.5663797932465531,False,-0.2601784712627581,0.0999921170219185,-0.0163690476190476,0.0108006912442396
todo,S2_t2,1.989160764296968,1.7530108502751236,0.8812816348178337,True,0.4406057357980621,0.4561386521079656,0.1646751146239204,0.1496961878100801
todo,S3p_plan,1.989160764296968,1.723242862737262,0.8663165359318307,True,0.4406057357980621,0.4384154119548229,0.1646751146239204,0.1813448339250106
todo,S4_online,1.989160764296968,2.423457644937725,1.2183317147793487,True,0.4406057357980621,0.5640935522537894,0.1646751146239204,0.2107982522250035
