kpi,modelo,muestra,variable,coef_por_sd,ci_lo,ci_hi,p,r2_adj,n,significativo,kg_sn_por_escalon,kg_sn_ci_lo,kg_sn_ci_hi
recuperacion_refinada_pct,M0,total,feed_rate_F,-0.2700030217809963,-0.9049051716690817,0.3648991281070892,0.40455813048808587,0.009542100296847211,361,False,-19.76807838039437,-66.2519857829149,26.715829022126176
recuperacion_refinada_pct,M0,lockbox,feed_rate_F,-0.489121554846772,-0.9791146478833669,0.0008715381898228847,0.05040888963233136,0.04448962559496683,63,False,-35.81068526556724,-71.68517957717508,0.06380904604060404
recuperacion_refinada_pct,M1,dev,C_por_Sn_F,0.1978141718556958,-0.6300138751987214,1.025642218910113,0.6395383024394626,0.011716974618669052,298,False,14.48282329657773,-46.12601586276354,75.091662455919
recuperacion_refinada_pct,M1,dev,gn_por_t_carga_F,0.003441251019306063,-0.6199913722377866,0.6268738742763986,0.9913680978384835,0.011716974618669052,298,False,0.25194873534205103,-45.392225467409375,45.89612293809347
recuperacion_refinada_pct,M1,dev,exceso_o2_F,-0.18915990815097147,-0.8431414546331347,0.4648216383311917,0.5707774816046354,0.011716974618669052,298,False,-13.849207561053271,-61.7299993570688,34.031584234962246
recuperacion_refinada_pct,M1,dev,T_media_F,-0.26368212156345283,-1.2525105211778884,0.7251462780509828,0.6012204443280489,0.011716974618669052,298,False,-19.30529818589565,-91.70166315766684,53.091066785875526
recuperacion_refinada_pct,M1,dev,cal_por_carga_F,-0.8658029190909912,-1.6837575399770832,-0.04784829820489911,0.03802204783582103,0.011716974618669052,298,True,-63.38914229059043,-123.27510560546501,-3.5031789757158274
recuperacion_refinada_pct,M1,dev,lanza_media_F,0.4985602266912541,-0.1765961244275286,1.173716577810037,0.14781030624809996,0.011716974618669052,298,False,36.50173088275253,-12.92935910987263,85.93282087537771
recuperacion_refinada_pct,M1,dev,feed_rate_F,-1.0674790443843445,-2.171628080588537,0.03666999181984765,0.05810943486571112,0.011716974618669052,298,False,-78.15471574956807,-158.99419875737502,2.6847672582388458
recuperacion_refinada_pct,M1,total,C_por_Sn_F,0.38661150302745745,-0.2645973320861826,1.0378203381410975,0.2445873832965204,0.0354394966332825,361,False,28.30548504308171,-19.372304670595508,75.98327475675892
recuperacion_refinada_pct,M1,total,gn_por_t_carga_F,-0.01094024479594279,-0.5624007127473529,0.5405202231554673,0.9689836003689288,0.0354394966332825,361,False,-0.8009822082743829,-41.175766469002625,39.57380205245386
recuperacion_refinada_pct,M1,total,exceso_o2_F,-0.4460888266711303,-1.0414304914069383,0.14925283806467776,0.141941649765504,0.0354394966332825,361,False,-32.660074809850606,-76.24758954943657,10.927439929735337
recuperacion_refinada_pct,M1,total,T_media_F,-0.3599669903432487,-1.2493575255434848,0.5294235448569873,0.42762347431239467,0.0354394966332825,361,False,-26.354726078702136,-91.4708188344337,38.76136667702942
recuperacion_refinada_pct,M1,total,cal_por_carga_F,-0.7467949507509571,-1.38014166109179,-0.11344824041012425,0.020830503802282217,0.0354394966332825,361,True,-54.67605889426651,-101.0460859013632,-8.306031887169812
recuperacion_refinada_pct,M1,total,lanza_media_F,0.5063016996752578,-0.0828941980657728,1.0954975974162884,0.09213995233377423,0.0354394966332825,361,False,37.06851729765281,-6.06903950124408,80.2060740965497
recuperacion_refinada_pct,M1,total,feed_rate_F,-0.7343855143262141,-1.5027710706177744,0.03400004196534623,0.06103550264409757,0.0354394966332825,361,False,-53.76751087031211,-110.02431052737278,2.4892887867485634
recuperacion_refinada_pct,M1,lockbox,C_por_Sn_F,-0.4644063734077224,-1.9303334825422613,1.0015207357268165,0.5346539195680325,0.17970078219477348,63,False,-34.00118091020825,-141.3279871147013,73.32562529428479
recuperacion_refinada_pct,M1,lockbox,gn_por_t_carga_F,-0.21508206556678378,-1.837481330498025,1.4073171993644575,0.7949924833655796,0.17970078219477348,63,False,-15.74707980042524,-134.52988312574826,103.03572352489778
recuperacion_refinada_pct,M1,lockbox,exceso_o2_F,-1.423079492142004,-2.3309076085526703,-0.5152513757313375,0.002123657782926869,0.17970078219477348,63,True,-104.1897485318253,-170.65573562617766,-37.72376143747293
recuperacion_refinada_pct,M1,lockbox,T_media_F,-3.5571630907572533,-8.617017233621459,1.502691052106952,0.16823791685938272,0.17970078219477348,63,False,-260.43515485901315,-630.8887617472853,110.01845202925901
recuperacion_refinada_pct,M1,lockbox,cal_por_carga_F,0.18628707698098346,-6.399239496842767,6.7718136508047335,0.9557861912663113,0.17970078219477348,63,False,13.63887527896486,-468.51574887598827,495.793499433918
recuperacion_refinada_pct,M1,lockbox,lanza_media_F,0.9479382530779303,-0.20917754253294962,2.1050540486888103,0.10835047987525379,0.17970078219477348,63,False,69.40262210034847,-15.314784364019527,154.12002856471645
recuperacion_refinada_pct,M1,lockbox,feed_rate_F,-0.6348980722580473,-4.018395705500755,2.7485995609846596,0.7130384741412581,0.17970078219477348,63,False,-46.483608861749886,-294.203971295591,201.23675357209115
recuperacion_refinada_pct,M2,dev,C_por_Sn_F,0.30890561550671236,-0.6196115088290924,1.237422739842517,0.5143659371929827,0.017126277682551483,298,False,22.616303992455727,-45.36441403927284,90.59702202418428
recuperacion_refinada_pct,M2,dev,gn_por_t_carga_F,0.06943512453285355,-0.5674906690728665,0.7063609181385737,0.8308063556349108,0.017126277682551483,298,False,5.08364304615535,-41.54842398569201,51.715710078002715
recuperacion_refinada_pct,M2,dev,exceso_o2_F,-0.1711726207654385,-0.8413815916437343,0.4990363501128573,0.6166678277702287,0.017126277682551483,298,False,-12.53228116318389,-61.601152245344835,36.53658991897705
recuperacion_refinada_pct,M2,dev,T_media_F,-0.2888451279200317,-1.3503955454590426,0.7727052896189792,0.5938251386608036,0.017126277682551483,298,False,-21.14758972271661,-98.86824529253704,56.57306584710384
recuperacion_refinada_pct,M2,dev,cal_por_carga_F,-0.7191296930770017,-1.569702589763126,0.13144320360912265,0.09750307320235944,0.017126277682551483,298,False,-52.6505668145662,-114.92465389337174,9.623520264239337
recuperacion_refinada_pct,M2,dev,lanza_media_F,0.5222322819374157,-0.14602660751733876,1.19049117139217,0.12560227417670108,0.017126277682551483,298,False,38.23486349898936,-10.691233764662302,87.16096076264103
recuperacion_refinada_pct,M2,dev,feed_rate_F,-0.794182059885254,-2.525498637266921,0.9371345174964127,0.36861739467624466,0.017126277682551483,298,False,-58.14547224159896,-184.90257879989957,68.61163431670165
recuperacion_refinada_pct,M2,dev,C_por_Sn_F_sq,-0.1551622895724261,-0.7467638915685918,0.4364393124237397,0.607217393069394,0.017126277682551483,298,False,-11.36009620083834,-54.67378491841476,31.95359251673808
recuperacion_refinada_pct,M2,dev,T_media_F_sq,0.457888551563631,-0.20585878387210682,1.1216358869993688,0.17634703905238336,0.017126277682551483,298,False,33.52398323948013,-15.071803819207819,82.11977029816806
recuperacion_refinada_pct,M2,total,C_por_Sn_F,0.45122334650108453,-0.21732820667233843,1.1197748996745074,0.18589119328105086,0.04142747661837143,361,False,33.03599501168655,-15.911529417081923,81.983519440455
recuperacion_refinada_pct,M2,total,gn_por_t_carga_F,0.03854029937290144,-0.5529035422587087,0.6299841410045117,0.8983727146261903,0.04142747661837143,361,False,2.821700489801713,-40.48043791536975,46.12383889497318
recuperacion_refinada_pct,M2,total,exceso_o2_F,-0.4506422999055921,-1.0668567214211215,0.16557212160993717,0.15176167006593388,0.04142747661837143,361,False,-32.993454100230856,-78.1091528183321,12.122244617870399
recuperacion_refinada_pct,M2,total,T_media_F,-0.35684632189261234,-1.290926877245178,0.5772342334599533,0.453999431765325,0.04142747661837143,361,False,-26.126248567137687,-94.51428922687911,42.26179209260373
recuperacion_refinada_pct,M2,total,cal_por_carga_F,-0.5541484754299119,-1.202702064642931,0.09440511378310723,0.09399965813011323,0.04142747661837143,361,False,-40.57158480826141,-88.05497258992888,6.911802973406066
recuperacion_refinada_pct,M2,total,lanza_media_F,0.5480180231789443,-0.0357874838469161,1.1318235302048048,0.06579503533232357,0.04142747661837143,361,False,40.12274812560128,-2.6201550673635006,82.86565131856607
recuperacion_refinada_pct,M2,total,feed_rate_F,-0.5186054458952084,-1.468742999515996,0.43153210772557915,0.2847136821392282,0.04142747661837143,361,False,-37.96932728875633,-107.53296960742114,31.594315029908476
recuperacion_refinada_pct,M2,total,C_por_Sn_F_sq,-0.17413608075138082,-0.6357747469211619,0.2875025854184003,0.4597104088152115,0.04142747661837143,361,False,-12.749248769297523,-46.54779397101363,21.049296432418593
recuperacion_refinada_pct,M2,total,T_media_F_sq,0.39011150025785674,-0.161972454964958,0.9421954554806715,0.16607007381004546,0.04142747661837143,361,False,28.561734840307366,-11.85869759564871,68.98216727626345
recuperacion_refinada_pct,M2,lockbox,C_por_Sn_F,-0.5611070637611535,-2.1242733808942553,1.0020592533719486,0.48171944521751753,0.15212605125832446,63,False,-41.08105288251302,-155.5271582440437,73.36505247901766
recuperacion_refinada_pct,M2,lockbox,gn_por_t_carga_F,-0.2502595778600978,-1.9198869358071544,1.4193677800869589,0.7689275592840416,0.15212605125832446,63,False,-18.322576236185732,-140.56315065730954,103.91799818493806
recuperacion_refinada_pct,M2,lockbox,exceso_o2_F,-1.4094762506961334,-2.3777594211433226,-0.4411930802489441,0.004330710105971211,0.15212605125832446,63,True,-103.19379692596691,-174.08595761942183,-32.301636232511974
recuperacion_refinada_pct,M2,lockbox,T_media_F,4.009158730489034,-24.438352460626533,32.4566699216046,0.782378147049995,0.15212605125832446,63,False,293.5276927679471,-1789.2365194387282,2376.291904974623
recuperacion_refinada_pct,M2,lockbox,cal_por_carga_F,0.3129565971271213,-6.598054177425501,7.223967371679743,0.9292769780302523,0.15212605125832446,63,False,22.91289371823567,-483.07182370436703,528.8976111408383
recuperacion_refinada_pct,M2,lockbox,lanza_media_F,0.9788264459744391,-0.30353588459594527,2.2611887765448238,0.13464338620021338,0.15212605125832446,63,False,71.66407908027143,-22.223162979345993,165.55132113988887
recuperacion_refinada_pct,M2,lockbox,feed_rate_F,-0.6592197041196406,-4.368128404137362,3.0496889958980806,0.7275675219271254,0.15212605125832446,63,False,-48.26429976590226,-319.8094010171997,223.2808014853952
recuperacion_refinada_pct,M2,lockbox,C_por_Sn_F_sq,-0.10961524766421826,-1.1311448451295119,0.9119143498010753,0.8334226383910793,0.15212605125832446,63,False,-8.025402061130267,-82.81596187555354,66.76515775329302
recuperacion_refinada_pct,M2,lockbox,T_media_F_sq,4.375901844109542,-11.886191402937673,20.637995091156757,0.5979166104761682,0.15212605125832446,63,False,320.37852787230577,-870.2390134293654,1510.9960691739768
recuperacion_refinada_pct,M3,dev,C_por_Sn_F,0.2949768582970007,-0.4082551407042686,0.99820885729827,0.4110062347326613,0.14750434914719357,297,False,21.59651998245898,-29.890108515848237,73.0831484807662
recuperacion_refinada_pct,M3,dev,gn_por_t_carga_F,0.2729725450028937,-0.34419921184381563,0.890144301849603,0.3860055392768129,0.14750434914719357,297,False,19.985489901997575,-25.200299438565075,65.17127924256023
recuperacion_refinada_pct,M3,dev,exceso_o2_F,-0.14552292803825254,-0.6662937867296961,0.37524793065319106,0.5839064857620266,0.14750434914719357,297,False,-10.65435723137206,-48.782223671281315,27.473509208537205
recuperacion_refinada_pct,M3,dev,T_media_F,0.5488947084331878,-0.40450715646059365,1.5022965733269693,0.2591531550727768,0.14750434914719357,297,False,40.18693401028696,-29.61570252657918,109.98957054715312
recuperacion_refinada_pct,M3,dev,cal_por_carga_F,-1.0413868948581748,-1.7846360258711114,-0.29813776384523816,0.006029740488262782,0.14750434914719357,297,True,-76.24439765925922,-130.66085189413494,-21.82794342438351
recuperacion_refinada_pct,M3,dev,lanza_media_F,0.4722081156131351,-0.10092251609644726,1.0453387473227174,0.10634662188221441,0.14750434914719357,297,False,34.57237989310453,-7.388969928489888,76.53372971469896
recuperacion_refinada_pct,M3,dev,feed_rate_F,-0.8345482588371848,-2.059529645090124,0.3904331274157543,0.18178702278557113,0.14750434914719357,297,False,-61.10085466486531,-150.7869918726698,28.585282542939154
recuperacion_refinada_pct,M3,dev,F_lnirf_F0,1.6834682432797812,1.1924214257313317,2.1745150608282304,1.8248165408313633e-11,0.14750434914719357,297,True,123.25392495441255,87.30228295532963,159.20556695349543
recuperacion_refinada_pct,M3,total,C_por_Sn_F,0.38122762042347025,-0.17555966416350088,0.9380149050104414,0.17960538896437173,0.1808950756433798,360,False,27.911307923861212,-12.853475411970601,68.67609125969304
recuperacion_refinada_pct,M3,total,gn_por_t_carga_F,0.2899123412746505,-0.2608062740541116,0.8406309566034126,0.3021774923225691,0.1808950756433798,360,False,21.225724986179767,-19.09474506467603,61.54619503703557
recuperacion_refinada_pct,M3,total,exceso_o2_F,-0.3332712970634961,-0.7966753698474232,0.13013277572043086,0.15866716203501496,0.1808950756433798,360,False,-24.400219963577396,-58.32801814954348,9.527578222388689
recuperacion_refinada_pct,M3,total,T_media_F,0.5907415779819745,-0.2782797227530126,1.4597628787169614,0.18274834605196,0.1808950756433798,360,False,43.25072267368027,-20.37405113013128,106.87549647749181
recuperacion_refinada_pct,M3,total,cal_por_carga_F,-0.9659317444642114,-1.5276301803199273,-0.4042333086084954,0.00075038280444514,0.1808950756433798,360,True,-70.72000271970118,-111.84435248770897,-29.59565295169341
recuperacion_refinada_pct,M3,total,lanza_media_F,0.455659711342562,-0.035972781328918346,0.9472922040140423,0.06928554073663525,0.1808950756433798,360,False,33.36080029472329,-2.63372149015295,69.35532207959953
recuperacion_refinada_pct,M3,total,feed_rate_F,-0.6211354716737008,-1.3513475849566479,0.10907664160924635,0.09547640708342092,0.1808950756433798,360,False,-45.47598989039595,-98.937948184326,7.985968403534109
recuperacion_refinada_pct,M3,total,F_lnirf_F0,1.8017793364647567,1.3420550126589468,2.2615036602705665,1.5710244515243844e-14,0.1808950756433798,360,True,131.91598713402684,98.25759914110145,165.5743751269522
recuperacion_refinada_pct,M3,lockbox,C_por_Sn_F,-0.8948318062831873,-2.1424384250889705,0.35277481252259624,0.15979477684778232,0.3545901486538061,63,False,-65.51447153144764,-156.8570989797282,25.828155916832937
recuperacion_refinada_pct,M3,lockbox,gn_por_t_carga_F,-0.12108117627976789,-1.294765476252416,1.0526031236928801,0.8397631843800191,0.3545901486538061,63,False,-8.86487183476872,-94.7953295113376,77.06558584180016
recuperacion_refinada_pct,M3,lockbox,exceso_o2_F,-0.9062991604200338,-1.641411405639181,-0.17118691520088658,0.01567550564875709,0.3545901486538061,63,True,-66.35404567360962,-120.17476362715433,-12.533327720064909
recuperacion_refinada_pct,M3,lockbox,T_media_F,-0.7783098723012429,-5.850038144839698,4.293418400237212,0.7635845324659685,0.3545901486538061,63,False,-56.98340136491243,-428.30636417576363,314.3395614459387
recuperacion_refinada_pct,M3,lockbox,cal_por_carga_F,1.2129472621118307,-4.421357159398163,6.847251683621824,0.673069519816289,0.3545901486538061,63,False,88.80506740461617,-323.7065063130798,501.3166411223121
recuperacion_refinada_pct,M3,lockbox,lanza_media_F,0.36613659002701504,-0.6278978508305926,1.3601710308846227,0.4703429303747656,0.3545901486538061,63,False,26.806428912692173,-45.97109265009696,99.5839504754813
recuperacion_refinada_pct,M3,lockbox,feed_rate_F,-0.8719122854569412,-2.1450973442297885,0.40127277331590583,0.1795190146191611,0.3545901486538061,63,False,-63.83643518524035,-157.05176984539523,29.378899474914533
recuperacion_refinada_pct,M3,lockbox,F_lnirf_F0,3.036983550927406,1.5863545853885088,4.487612516466303,4.072833213200957e-05,0.3545901486538061,63,True,222.35058140718508,116.14381785880153,328.5573449555686
f_dross,M0,dev,C_por_Sn_F,-0.008094493692504824,-0.014228056622764575,-0.0019609307622450714,0.009693527504547994,0.08953699301490037,298,True,-59.263257391553175,-104.16970027381207,-14.356814509294272
f_dross,M0,total,C_por_Sn_F,-0.010112032418893566,-0.015210348191626356,-0.005013716646160776,0.0001013215300276748,0.0743714647619399,361,True,-74.03452306689931,-111.3614778315501,-36.70756830224854
f_dross,M0,lockbox,C_por_Sn_F,-0.0012151465621431405,-0.014669575700611764,0.012239282576325484,0.8594961564198808,0.057642954379218625,63,False,-8.896608758547993,-107.40225066519326,89.6090331480973
f_dross,M0,dev,gn_por_t_carga_F,0.0022600651324191446,-0.0015013328850774195,0.006021463149915709,0.23893236265611506,0.06675386374452863,298,False,16.54690543378302,-10.991901480031107,44.08571234759715
f_dross,M0,total,gn_por_t_carga_F,0.001495584633009085,-0.002253040029696918,0.005244209295715088,0.4342353418418734,0.029721265015027476,361,False,10.94981606310223,-16.49547164599529,38.395103772199754
f_dross,M0,lockbox,gn_por_t_carga_F,0.00034336905694430306,-0.015012961393018737,0.015699699506907343,0.9650439093306197,0.05710369161954387,63,False,2.5139520240565045,-109.91632448460146,114.94422853271449
f_dross,M0,dev,exceso_o2_F,0.002345076079541727,-0.0037973445846290867,0.00848749674371254,0.45428989895812544,0.06678609631704446,298,False,17.169307010930503,-27.801987137462955,62.14060115932396
f_dross,M0,total,exceso_o2_F,0.0033686532846222655,-0.0018452712341026334,0.008582577803347164,0.2054025054895906,0.03635165111664329,361,False,24.66335440527016,-13.510021535394282,62.8367303459346
f_dross,M0,lockbox,exceso_o2_F,0.00993924070819966,0.002050048267816025,0.017828433148583296,0.013538865678472997,0.14068856292960596,63,True,72.76944089931894,15.009281960795898,130.529599837842
f_dross,M0,dev,T_media_F,-0.007841265935184959,-0.015199196949359152,-0.0004833349210107661,0.0367336557273381,0.07753878983520568,298,True,-57.409268454032734,-111.27983480780809,-3.538702100257395
f_dross,M0,total,T_media_F,-0.009498780458668653,-0.016755007389353357,-0.0022425535279839495,0.010296922552045139,0.04782669842295639,361,True,-69.54464264382406,-122.6705898149085,-16.418695472739632
f_dross,M0,lockbox,T_media_F,0.003249319693255169,-0.03984625639234656,0.0463448957788569,0.8825184935173671,0.05752198750185478,63,False,23.789662039903913,-291.7315200153945,339.3108440952023
f_dross,M0,dev,cal_por_carga_F,0.0028876492467402376,-0.0020629296308903823,0.007838228124370857,0.2529399039416187,0.06677584608958587,298,False,21.141717699348167,-15.103591940447442,57.38702733914378
f_dross,M0,total,cal_por_carga_F,0.00408406383034361,-0.0004442212259256244,0.008612348886612844,0.07711223266418464,0.03531512612449883,361,False,29.901181615015712,-3.2523339755268927,63.05469720555833
f_dross,M0,lockbox,cal_por_carga_F,-0.001880958263567399,-0.05726175242198786,0.05349983589485306,0.9469253088903976,0.05715139186094731,63,False,-13.77130157254703,-419.2378302324111,391.69522708731705
f_dross,M0,dev,lanza_media_F,-0.007212427498559598,-0.012233464775855647,-0.002191390221263548,0.004872048768613542,0.10058850071974168,298,True,-52.80527275731134,-89.56643853751454,-16.044106977108118
f_dross,M0,total,lanza_media_F,-0.008065353402581578,-0.01256772951041315,-0.003562977294750006,0.000446439438729867,0.07372537918120237,361,True,-59.04990884032941,-92.01373391552485,-26.08608376513397
f_dross,M0,lockbox,lanza_media_F,-0.014890764370441796,-0.02403182562097867,-0.005749703119904919,0.001409121618883648,0.21231128513218567,63,True,-109.02166771216314,-175.9472947250224,-42.09604069930388
f_dross,M0,dev,feed_rate_F,-0.0009134838981095799,-0.009370205804645428,0.007543238008426269,0.8323311691178839,0.06319441182824648,298,False,-6.688007111159424,-68.60329249829688,55.227278275978044
f_dross,M0,total,feed_rate_F,0.00012449968079871187,-0.008326410788161346,0.008575410149758772,0.9769647703831703,0.028249125654315366,361,False,0.9115155201334261,-60.96122184189557,62.784252882162434
f_dross,M0,lockbox,feed_rate_F,0.0037195298968318597,-0.06677360327822647,0.07421266307189019,0.9176325126083439,0.0638871335729928,63,False,27.23227245894754,-488.8781668584438,543.3427117763389
f_dross,M1,dev,C_por_Sn_F,-0.008220379596276806,-0.01478298562601167,-0.0016577735665419414,0.014085770847038406,0.1272398405578964,298,True,-60.18492204416947,-108.23257333329973,-12.137270755039212
f_dross,M1,dev,gn_por_t_carga_F,0.003013033581310384,-0.001396558283116771,0.007422625445737539,0.18049731515376966,0.1272398405578964,298,False,22.059710148879596,-10.224801715676358,54.344222013435555
f_dross,M1,dev,exceso_o2_F,0.0014799198776813843,-0.005318693870989658,0.008278533626352428,0.6696384414284345,0.1272398405578964,298,False,10.835127675881564,-38.94043726974571,60.610692621508846
f_dross,M1,dev,T_media_F,-0.0058905014016344005,-0.013134165491481824,0.0013531626882130228,0.1109740710413888,0.1272398405578964,298,False,-43.126885261966144,-96.16085449120621,9.907083967273918
f_dross,M1,dev,cal_por_carga_F,0.0035255807106491033,-0.0031307713534103054,0.010181932774708512,0.2992198550782742,0.1272398405578964,298,False,25.81228734582379,-22.92171883746831,74.5462935291159
f_dross,M1,dev,lanza_media_F,-0.006355738221905747,-0.011629937078580092,-0.0010815393652314018,0.018182589791317243,0.1272398405578964,298,True,-46.533083410381366,-85.14775361103283,-7.9184132097299065
f_dross,M1,dev,feed_rate_F,0.003344302827036971,-0.0060404475219145316,0.012729053175988473,0.4849001991152957,0.1272398405578964,298,False,24.485074269377826,-44.22470507115997,93.19485360991561
f_dross,M1,total,C_por_Sn_F,-0.009662934076013027,-0.014877922635103312,-0.004447945516922743,0.000281617074990468,0.12800909543171257,361,True,-70.74648162795252,-108.92764786414925,-32.565315391755796
f_dross,M1,total,gn_por_t_carga_F,0.0024863945104777133,-0.001565491695231353,0.00653828071618678,0.22908859782490842,0.12800909543171257,361,False,18.203959808854687,-11.461635625800978,47.869555243510355
f_dross,M1,total,exceso_o2_F,0.0027858099158956096,-0.002897727869337996,0.008469347701129216,0.3367107874218477,0.12800909543171257,361,False,20.39610831280714,-21.215507614796042,62.007724240410326
f_dross,M1,total,T_media_F,-0.006671244324613944,-0.013695271840301627,0.00035278319107373904,0.06267015817097213,0.12800909543171257,361,False,-48.84303880520923,-100.26895454506548,2.582876934647018
f_dross,M1,total,cal_por_carga_F,0.0038530704558622456,-0.0013413041755663902,0.00904744508729088,0.14598588152322567,0.12800909543171257,361,False,28.209980123277155,-9.820262713968214,66.24022296052252
f_dross,M1,total,lanza_media_F,-0.007241050532804262,-0.01191801798946868,-0.0025640830761398435,0.0024094491597341887,0.12800909543171257,361,True,-53.01483425803121,-87.25691742289568,-18.77275109316671
f_dross,M1,total,feed_rate_F,0.002628103125854894,-0.003944385911486556,0.009200592163196344,0.43320474893792105,0.12800909543171257,361,False,19.241469314294758,-28.878539709098,67.36147833768752
f_dross,M1,lockbox,C_por_Sn_F,0.0003779087329428849,-0.011598092828601756,0.012353910294487526,0.9506841600019077,0.2126026534018417,63,False,2.7668317947604075,-84.91460820940571,90.44827179892653
f_dross,M1,lockbox,gn_por_t_carga_F,0.0031921984151629503,-0.012040965888431225,0.018425362718757127,0.6812764791315837,0.2126026534018417,63,False,23.371452682443028,-88.15707168315718,134.89997704804324
f_dross,M1,lockbox,exceso_o2_F,0.009826375593227556,0.0013561712662926838,0.018296579920162426,0.022979493839308675,0.2126026534018417,63,True,71.94310702184461,9.92911105678572,133.9571029869035
f_dross,M1,lockbox,T_media_F,0.006501866534479013,-0.036819529588433,0.049823262657391024,0.7686356029091619,0.2126026534018417,63,False,47.60295141314992,-269.57155591531307,364.77745874161286
f_dross,M1,lockbox,cal_por_carga_F,-0.002084109714490171,-0.056801591728303735,0.0526333722993234,0.9404914466248353,0.2126026534018417,63,False,-15.258660409660179,-415.86879658222375,385.3514757629035
f_dross,M1,lockbox,lanza_media_F,-0.01418527043190269,-0.02428416205035129,-0.004086378813454089,0.0059045278513251385,0.2126026534018417,63,True,-103.85644423357327,-177.79475786864336,-29.91813059850315
f_dross,M1,lockbox,feed_rate_F,0.005266456347068848,-0.0417573566288467,0.052290269322984397,0.8262549843151481,0.2126026534018417,63,False,38.55798396961121,-305.7235038897705,382.8394718289929
