Batch,fase,orden_escalon_fase,avance_reduccion_sn_prev,ley_sn_escoria_pct_prev,real_sn_dep,real_feo_ret,real_d_lnirf,temperatura_real,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,pred_sn_dep_hist,pred_sn_dep_rec,pred_dT_hist,pred_dT_rec,J_sn_hist,J_sn_rec,J_feo_hist,J_feo_rec,J_costo_hist,J_costo_rec,J_temperatura_hist,J_temperatura_rec,J_incertidumbre_hist,J_incertidumbre_rec,J_soporte_hist,J_soporte_rec,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,hist__posicion_vertical_lanza_mm,rec__posicion_vertical_lanza_mm,hist_derivada__exceso_o2_combustion_pct,rec_derivada__exceso_o2_combustion_pct,hist_derivada__relacion_C_Sn_carga,rec_derivada__relacion_C_Sn_carga,hist_derivada__v5_dosis_C_sn,rec_derivada__v5_dosis_C_sn,hist_derivada__v5_exceso_C_pos,rec_derivada__v5_exceso_C_pos,pred_feo_ret_hist,pred_feo_ret_rec,fold,es_lockbox
AP0001,Fusión,1,0.4919618516072251,27.9049,0.5732003950835174,,0.0834691332901249,1180.1166727325062,1137.448195817212,1137.448195817212,0.112072687631066,0.112072687631066,-264.39497199851866,-264.39497199851866,0.0,0.6558910154371445,0.6558910154371445,-0.3299689128608292,-0.3299689128608292,-0.0,-0.0,-151.26486543519144,-151.26486543519144,-87.34767071544829,-87.34767071544829,-0.0,-0.0,-25.78243584787895,-25.78243584787895,-0.0,-0.0,35.0,35.0,281.3955697495145,281.3955697495145,1.4398610499979896e-18,1.4398610499979896e-18,52.79106810893172,52.79106810893172,3.8229928387160846e-26,3.8229928387160846e-26,0.0049450944630296,0.0049450944630296,42.152676250144005,42.152676250144005,28.051410117638472,28.051410117638472,25.18483443971664,25.18483443971664,33.75321956536709,33.75321956536709,122.91431625124008,122.91431625124008,476.146900177002,476.146900177002,18.256139663544435,18.256139663544435,0.1898868829222852,0.1898868829222852,0.1467836438015781,0.1467836438015781,0.0,0.0,,,0,False
AP0001,Fusión,2,0.5378642419023774,26.4467,0.4605155863135367,,0.0982560747963496,1228.978505608069,1188.9080040618196,1188.9080040618196,0.1958185044405077,0.1958185044405077,-254.4492064722926,-254.4492064722926,0.0,0.5150313899270434,0.5150313899270434,8.791331329313286,8.791331329313286,-0.0,-0.0,-118.7791143019244,-118.7791143019244,-109.88765632248924,-109.88765632248924,-0.0,-0.0,-25.78243584787896,-25.78243584787896,-0.0,-0.0,40.0,40.0,280.1401912702671,280.1401912702671,1.4398610499979896e-18,1.4398610499979896e-18,52.62579798170225,52.62579798170225,5.619336425831323e-25,5.619336425831323e-25,0.004260957723021,0.004260957723021,42.10558144158913,42.10558144158913,32.7754950873107,32.7754950873107,25.4588714006212,25.4588714006212,34.46505116780598,34.46505116780598,122.89922441270616,122.89922441270616,745.9111291133996,745.9111291133996,18.37502013738831,18.37502013738831,0.222796843532114,0.222796843532114,0.1357873789708863,0.1357873789708863,0.0,0.0,,,0,False
AP0001,Fusión,3,0.5662109737480954,25.1503,0.4514151771378706,,0.0198904748417034,1220.8329049313163,1232.9296214163032,1232.9296214163032,0.2746877709865229,0.2746877709865229,-343.43705874298945,-343.43705874298945,0.0,0.5033302039694846,0.5033302039694846,3.951115808233795,3.951115808233795,0.0,0.0,-116.0805282904624,-116.0805282904624,-150.74087878108372,-150.74087878108372,-50.83321582356439,-50.83321582356439,-25.78243584787896,-25.78243584787896,-0.0,-0.0,45.0,45.0,296.02618815104165,296.02618815104165,1.4398610499979896e-18,1.4398610499979896e-18,55.56462057362423,55.56462057362423,1.2413309048907944e-24,1.2413309048907944e-24,0.003374278039226,0.003374278039226,44.49559538468071,44.49559538468071,44.65273057135983,44.65273057135983,25.593401655032316,25.593401655032316,34.93587280273437,34.93587280273437,122.74050350236304,122.74050350236304,1268.0773546942348,1268.0773546942348,18.60748203100468,18.60748203100468,0.2872949373300827,0.2872949373300827,0.1535515841819248,0.1535515841819248,0.0,0.0,,,0,False
AP0001,Fusión,4,0.6039363521428848,24.8466,0.5312039093599901,,0.0146713326568299,1208.1428044582235,1211.1194573976231,1211.1194573976231,0.1194889753267676,0.1194889753267676,-307.6680668339576,-307.6680668339576,0.0,0.5516383569803742,0.5516383569803742,-9.713447533693172,-9.713447533693172,0.0,0.0,-127.2215960785988,-127.2215960785988,-147.45114712127562,-147.45114712127562,-7.212887786204192,-7.212887786204192,-25.78243584787895,-25.78243584787895,-0.0,-0.0,50.0,50.0,250.5160085981025,250.5160085981025,1.4398610499979896e-18,1.4398610499979896e-18,42.6254441446392,42.6254441446392,0.0787161973913272,0.0787161973913272,0.0001759758566133,0.0001759758566133,37.42071487081683,37.42071487081683,38.876226895927786,38.876226895927786,23.490653489854605,23.490653489854605,30.04919929334853,30.04919929334853,123.16724500868057,123.16724500868057,1759.3988189697266,1759.3988189697266,19.01397457784716,19.01397457784716,0.3015136597628299,0.3015136597628299,0.1315249395669646,0.1315249395669646,0.0,0.0,,,0,False
AP0001,Fusión,5,0.6838729141987163,20.0003,0.4454279546848114,,-0.030136322302382,1204.8229530896529,1198.6886511686537,1198.6886511686537,0.2367381809109088,0.2367381809109088,-345.15313845275745,-345.15313845275745,0.0,0.5179522699969297,0.5179522699969297,-9.45415328957016,-9.45415328957016,0.0,0.0,-119.4527422680419,-119.4527422680419,-199.9179603368366,-199.9179603368366,-0.0,-0.0,-25.78243584787895,-25.78243584787895,-0.0,-0.0,55.0,55.0,296.2493361700149,296.2493361700149,1.4398610499979896e-18,1.4398610499979896e-18,55.58101726713636,55.58101726713636,2.169643796107137e-27,2.169643796107137e-27,0.0023786948158106,0.0023786948158106,44.48128683907646,44.48128683907646,49.54491083054316,49.54491083054316,26.34371137522688,26.34371137522688,36.731512334033695,36.731512334033695,123.13378639914774,123.13378639914774,2178.0838048598343,2178.0838048598343,18.79420971927437,18.79420971927437,0.3185618222761185,0.3185618222761185,0.1580377993881962,0.1580377993881962,0.0,0.0,,,0,False
AP0001,Fusión,6,0.6935290344438897,20.9911,0.6489052688782803,,-0.1022704188854373,1218.2317549476704,1197.0343704467612,1197.0343704467612,0.2089887874698222,0.2089887874698222,-375.4664585182753,-375.4664585182753,0.0,0.5570782425525095,0.5570782425525095,-7.788582642891701,-7.788582642891701,0.0,0.0,-128.4761696886725,-128.4761696886725,-221.20785298172385,-221.20785298172385,-0.0,-0.0,-25.78243584787896,-25.78243584787896,-0.0,-0.0,59.0,59.0,293.9505168090373,293.9505168090373,1.4398610499979896e-18,1.4398610499979896e-18,53.89619707938956,53.89619707938956,0.0499245758434809,0.0499245758434809,0.0084000205528214,0.0084000205528214,42.45147891875101,42.45147891875101,51.86790663890349,51.86790663890349,26.31291045765818,26.31291045765818,36.65029980831111,36.65029980831111,122.91776210455248,122.91776210455248,2675.4381687330165,2675.4381687330165,18.69274201115165,18.69274201115165,0.3377242546156641,0.3377242546156641,0.1522039772326935,0.1522039772326935,0.0,0.0,,,0,False
AP0001,Reducción,0,0.7393550287071186,17.9512,1.6152898060879584,-0.0932655954216383,-0.0507244272992737,1228.5968346129157,1225.5402676675983,1225.5402676675983,0.2291613345540772,0.2291613345540772,925.961947719734,925.961947719734,0.0,1.9912118082426689,1.9912118082426689,7.308512719928196,7.308512719928196,2167.5336138625566,2167.5336138625566,-483.44984934596926,-483.44984934596926,-124.9709119919817,-124.9709119919817,-111.17809603555588,-111.17809603555588,-521.972808769316,-521.972808769316,-0.0,-0.0,30.0,30.0,,,,,,,7.712614798515001e-21,7.712614798515001e-21,2.845300332410261e-06,2.845300332410261e-06,,,63.27719600282865,63.27719600282865,25.67613748055917,25.67613748055917,23.1553141841182,23.1553141841182,118.90712917751736,118.90712917751736,2454.269034249442,2454.269034249442,-6.283000416562713,-6.283000416562713,,,0.1460702704923148,0.1460702704923148,0.0,0.0,-0.0735302611600353,-0.0735302611600353,0,False
AP0001,Reducción,1,0.9480381542908518,4.2169,1.0234724821331838,-0.0256416377293797,0.0245222656033452,1229.411981736617,1221.4422584573151,1221.2766736062335,0.290907107967188,0.2919263949184325,-156.80879393016733,-156.45064663961597,0.3581472905513578,0.8193742618806256,0.8063008979176205,-7.154576155600393,-7.320161006682161,891.9298527701549,877.6988424282257,-353.28170546288726,-334.5555502461483,-70.5020548531296,-74.97022213955161,-102.98207761498952,-102.65090791282591,-521.9728087693159,-521.9728087693159,-0.0,-0.0,25.0,25.0,,,,,,,1.2368056081289562e-08,1.2368056081289562e-08,3.246143692322738e-23,3.246143692322738e-23,,,37.86293647961739,42.28004835786504,24.165946777343752,22.76098485117229,20.195696682400172,20.19769221536438,119.80885416666668,119.47261489097468,2201.5772569444443,2321.0173879030503,-6.158123090955667,-0.51629655177994,,,0.3650122817249611,0.4075948237890598,421.8037959732417,532.2315929294331,-0.0537323490758998,-0.0508841961899842,0,False
AP0001,Reducción,2,0.9813261293455022,1.5704,0.2119445139178962,-0.0624903385073455,-0.0812275751659004,1230.795367123941,1224.9045514623642,1224.1581340425648,0.2771526229082324,0.2997797872818624,-118.13662736671972,-107.37325902455666,10.763368342163062,0.5966985332646365,0.5797354973880333,-4.507430274252861,-5.253847694052108,649.53618838522,631.0710756817437,-102.6046808832828,-84.39209559263733,-33.18866247425382,-23.66560155885857,-109.90666362508728,-108.41382878548848,-521.9728087693159,-521.9728087693159,-0.0,-0.0,20.0,20.0,,,,,,,8.080525657587182e-24,8.080525657587182e-24,3.246143692322738e-23,3.246143692322738e-23,,,18.906451900421622,9.79527251643095,19.694319746229382,18.94053486086668,12.328093630472818,12.530040629538057,116.94646470811632,117.74076016934396,2131.660436293658,2155.1778814222525,-6.3515478206869895,-1.6511398997642923,,,0.4057339351682318,0.2102073136233525,189.5382156404204,7.314627960606828,-0.015605649669343,-0.0128356081549392,0,False
AP0001,Reducción,3,0.984892039715342,1.3076,,,,1235.7334422125457,1229.086961304943,1229.086961304943,0.3230319278767516,0.3230319278767516,288.23918834747724,288.23918834747724,0.0,0.5926304889189322,0.5926304889189322,-1.7084058189977938,-1.7084058189977938,645.1079187127036,645.1079187127036,295.3219992815028,295.3219992815028,-11.946437567167813,-11.946437567167813,-118.27148331024546,-118.27148331024546,-521.9728087693159,-521.9728087693159,-0.0,-0.0,15.0,15.0,,,,,,,8.080525657587182e-24,8.080525657587182e-24,3.246143692322738e-23,3.246143692322738e-23,,,4.354313337802887,4.354313337802887,17.021396597403065,17.021396597403065,6.807160633228444,6.807160633228444,118.99402542679398,118.99402542679398,2077.7767944335938,2077.7767944335938,-6.600184682535845,-6.600184682535845,,,0.0866244345849544,0.0866244345849544,0.0,0.0,0.0449169728004874,0.0449169728004874,0,False
