dist,kpi,n_pares,dif_media_pp,ci_lo,ci_hi,p_pareado,smd_medio_post,dist_media_cerca,dist_media_lejos,subset
dist_total,recuperacion_refinada_pct,99,0.8712575865228817,-0.3283290562082858,2.0707936985332065,0.16281970151307593,0.05228584896189653,0.1219018063091856,0.34527006251025,DEV
dist_total,rendimiento_proxy_batch,99,0.7577134595397826,-0.47505559914977047,2.0070618656855874,0.2450540330339305,0.05228584896189653,0.1219018063091856,0.34527006251025,DEV
dist_total,recuperacion_refinada_pct_next,99,0.03788949203490501,-1.034917058574605,1.1671894791353183,0.9484138463837529,0.05228584896189653,0.1219018063091856,0.34527006251025,DEV
dist_total,recuperacion_refinada_pct_media2,99,0.45457353927889216,-0.3765448775070102,1.2263490950451756,0.2855428054491108,0.05228584896189653,0.1219018063091856,0.34527006251025,DEV
dist_R,recuperacion_refinada_pct,99,0.232593094706516,-1.0613352454301064,1.4735244885930183,0.713749721407624,0.024147147945605366,0.11429047664237854,0.45449124084454573,DEV
dist_R,rendimiento_proxy_batch,99,0.12976405453497292,-1.0704059033186666,1.4356002826397425,0.8406838184039003,0.024147147945605366,0.11429047664237854,0.45449124084454573,DEV
dist_R,recuperacion_refinada_pct_next,99,0.9852945213992885,-0.2352756155977134,2.1880604375878248,0.1300505033086977,0.024147147945605366,0.11429047664237854,0.45449124084454573,DEV
dist_R,recuperacion_refinada_pct_media2,99,0.6089438080529026,-0.28433416785199866,1.4754923471267998,0.201133679679374,0.024147147945605366,0.11429047664237854,0.45449124084454573,DEV
dist_F,recuperacion_refinada_pct,99,-0.6579707243247025,-1.8698743670041857,0.5353382145343177,0.28208549894408397,0.07073183510047804,0.08478734652706192,0.2964200278027279,DEV
dist_F,rendimiento_proxy_batch,99,-0.6558413625845855,-1.8185162974381823,0.56807770020715,0.29981026314032233,0.07073183510047804,0.08478734652706192,0.2964200278027279,DEV
dist_F,recuperacion_refinada_pct_next,99,0.4788336843110016,-0.5700167296840347,1.5279257584192891,0.3860918285548895,0.07073183510047804,0.08478734652706192,0.2964200278027279,DEV
dist_F,recuperacion_refinada_pct_media2,99,-0.08956852000685082,-0.8901985819899544,0.6465165712014008,0.8256480622920458,0.07073183510047804,0.08478734652706192,0.2964200278027279,DEV
dist_total,recuperacion_refinada_pct,21,-1.3987498790615223,-3.130790425663895,0.3148379217419487,0.11798372934370233,0.12500552419003147,0.2019379884803943,0.3832437483186356,LOCKBOX
dist_total,rendimiento_proxy_batch,21,-1.1346013672747062,-2.6183188676382225,0.5257421414795987,0.163419695702721,0.12500552419003147,0.2019379884803943,0.3832437483186356,LOCKBOX
dist_total,recuperacion_refinada_pct_next,21,2.177568650481572,0.059587363886322346,4.208841108361297,0.07390504529602655,0.10896957899780417,0.20297106027562212,0.3832437483186356,LOCKBOX
dist_total,recuperacion_refinada_pct_media2,21,0.5291474542362871,-0.913890045242157,1.923510766540732,0.4775962413078467,0.10896957899780417,0.20297106027562212,0.3832437483186356,LOCKBOX
dist_R,recuperacion_refinada_pct,21,-0.36102475580569743,-2.2605573355822446,1.5339480130290126,0.7245519560225102,0.12953367240600897,0.14935426544619582,0.4516073812062108,LOCKBOX
dist_R,rendimiento_proxy_batch,21,-0.11630224965781705,-1.8010228886297421,1.7942438056437393,0.9065171995651999,0.12953367240600897,0.14935426544619582,0.4516073812062108,LOCKBOX
dist_R,recuperacion_refinada_pct_next,21,-1.363200502349098,-3.388658553656285,0.7436318471029667,0.22466920529824888,0.12372879890796151,0.15182202575499534,0.4516073812062108,LOCKBOX
dist_R,recuperacion_refinada_pct_media2,21,-0.5948574781867609,-2.0274903284384895,0.9474011676024764,0.44531350545229514,0.12372879890796151,0.15182202575499534,0.4516073812062108,LOCKBOX
dist_F,recuperacion_refinada_pct,21,0.20554047410763757,-2.038380772042553,2.7323625516111623,0.87119314179049,0.053060500666594235,0.19873400100334018,0.3966502387870132,LOCKBOX
dist_F,rendimiento_proxy_batch,21,0.3042577109477652,-1.854001682101542,2.8588018608977523,0.8100145571378154,0.053060500666594235,0.19873400100334018,0.3966502387870132,LOCKBOX
dist_F,recuperacion_refinada_pct_next,21,3.6600145869477223,1.7318483140365024,5.708514282047659,0.0037990894367425443,0.05344712883485425,0.19873400100334018,0.3966502387870132,LOCKBOX
dist_F,recuperacion_refinada_pct_media2,21,1.9327775305276778,0.6063272571772804,3.251529603678528,0.014964273272101064,0.05344712883485425,0.19873400100334018,0.3966502387870132,LOCKBOX
