Batch,fase,orden_escalon_fase,avance_reduccion_sn_prev,ley_sn_escoria_pct_prev,real_sn_dep,real_feo_ret,real_d_lnirf,temperatura_real,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,pred_sn_dep_hist,pred_sn_dep_rec,pred_dT_hist,pred_dT_rec,J_sn_hist,J_sn_rec,J_feo_hist,J_feo_rec,J_costo_hist,J_costo_rec,J_temperatura_hist,J_temperatura_rec,J_incertidumbre_hist,J_incertidumbre_rec,J_soporte_hist,J_soporte_rec,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,hist__posicion_vertical_lanza_mm,rec__posicion_vertical_lanza_mm,hist_derivada__exceso_o2_combustion_pct,rec_derivada__exceso_o2_combustion_pct,hist_derivada__relacion_C_Sn_carga,rec_derivada__relacion_C_Sn_carga,hist_derivada__v5_dosis_C_sn,rec_derivada__v5_dosis_C_sn,hist_derivada__v5_exceso_C_pos,rec_derivada__v5_exceso_C_pos,pred_feo_ret_hist,pred_feo_ret_rec,fold,es_lockbox
AP0300,Fusión,1,0.9193543890687114,7.7087,0.6128360184196074,,-0.0017746491139085663,1017.4705948569814,1035.7767760401982,1037.8702947990503,0.32564271265676464,0.32599812665484973,-282.49486419214406,-274.1213276063652,8.37353658577888,0.7301447438165143,0.68308408711,6.226230921966662,8.31974968081862,0.0,0.0,-168.38963154268362,-157.53626758974377,-89.43675375648782,-91.91658112364874,-0.0,-0.0,-24.668478892972654,-24.668478892972654,-0.0,-0.0,35.0,35.0,171.58806287977433,171.58806287977433,46.99937891077113,46.99937891077113,57.02610654477714,57.02610654477714,69.3266402633102,69.3266402633102,100.82389486365848,100.82389486365848,42.31676714861834,42.31676714861834,22.427045299388748,24.328760902215688,31.370890192909844,30.71641242771357,49.28568508572049,48.825761416205815,119.78614873976936,120.85813622310204,601.4722646077474,1153.1797688081124,18.646260694725935,20.792052453537266,0.12734517609687623,0.1381434914832894,0.12047807373738868,0.13069408880162772,0.0,0.0,,,-1,True
AP0300,Fusión,2,0.6644591329840829,24.1352,0.5224211138931488,,0.023496245891436507,1031.2028669224906,1023.8996793136216,1024.864031409228,0.44652834909905986,0.4467557768213247,-292.6193826526371,-289.44270778381144,3.176674868825671,0.5810595781825982,0.5694686824817373,6.429084456640245,7.393436552246469,0.0,0.0,-134.00686521836172,-131.33371489735066,-133.94403854130275,-133.4405139934881,-0.0,-0.0,-24.668478892972654,-24.668478892972654,-0.0,-0.0,40.0,40.0,171.6481322249746,171.6481322249746,46.98757234899009,46.98757234899009,59.04759610804125,59.04759610804125,73.57425834841844,73.57425834841844,91.75033218373271,91.75033218373271,40.714751849911075,40.714751849911075,38.18617226205221,38.21437669947752,31.422736443413623,31.302637424226038,49.66102571275499,48.621489213654584,119.54199110243056,120.71809705924349,1233.4833090645927,1485.8370823535001,18.966156844587182,18.156640594837505,0.21799697644648486,0.21815798975881423,0.14496329514257442,0.14507036552812547,0.0,0.0,,,-1,True
AP0300,Fusión,3,0.6434580163212094,25.1584,0.5139154953728422,,0.03496182705655393,1025.5924629240774,1036.4736562139667,1037.0446316461457,0.3615900146075793,0.3655276892078108,-306.25051433303634,-299.817291683805,6.433222649231311,0.5277419237560821,0.5226176437496621,5.270789291476202,5.8417647236552,0.0,0.0,-121.71048116624644,-120.52869408976584,-159.87155427381725,-154.62011870106656,-0.0,-0.0,-24.668478892972654,-24.668478892972654,-0.0,-0.0,45.0,45.0,171.4318745046422,171.4318745046422,47.01585083007812,47.01585083007812,58.41604817708333,58.41604817708333,68.31639227383378,68.31639227383378,96.67908422497734,96.67908422497734,39.150152676347375,39.150152676347375,41.71717122395833,40.117568024210186,31.866102008584104,31.23415495508179,51.085958462938855,49.30995879385162,119.92204843026622,120.14754767818944,2353.3765904017855,2101.8010683524994,19.671977157339835,19.326013323346857,0.23876528940623898,0.22961007322744714,0.1330304181013153,0.12792949979320892,0.0,0.0,,,-1,True
AP0300,Fusión,4,0.6675476562631051,23.688,0.5501367320306618,,0.09114198786706162,1026.178331510656,1020.9270835059193,1022.0629379712246,0.40097747292644886,0.40550338208189873,-323.6472064764559,-322.6051767027773,1.0420297736785642,0.4987778860274713,0.49948079067739787,-4.665379418158113,-3.529524952852728,0.0,0.0,-115.03064996508557,-115.19275734997488,-183.94807761839766,-182.74394045982982,-0.0,-0.0,-24.668478892972654,-24.668478892972647,-0.0,-0.0,50.0,50.0,171.5265660105188,171.5265660105188,47.00796887765524,47.00796887765524,58.160406494140595,58.160406494140595,61.71154641544119,61.71154641544119,93.75269480187907,93.75269480187907,39.18221228107129,39.18221228107129,44.62038997076696,44.417136515089574,31.422423556857645,31.412887222944025,50.52693471238765,49.16353667537971,119.68884176974827,119.73688871210452,3176.1724654796512,2861.115580743693,20.39426454030209,18.27674861202628,0.2606277797450876,0.2594405759372899,0.13122859151784855,0.13063082299258122,0.0,0.0,,,-1,True
AP0300,Fusión,5,0.7111207942208859,21.3141,0.3573138140750781,,0.011570295127613761,1026.8515239043306,1024.4064829773642,1024.5386162165523,0.4555432689468563,0.48715953325101,-379.5066457523661,-359.2269102877565,20.279735464609644,0.5514382494254173,0.5345076599389887,-1.7718485332918996,-1.6397152941038675,0.0,0.0,-127.17544627373687,-123.27082907342928,-227.6627205856566,-211.28760232135457,-0.0,-0.0,-24.668478892972654,-24.668478892972654,-0.0,-0.0,55.0,55.0,171.34261358351938,171.34261358351938,46.97340356735956,46.97340356735956,58.37967899867473,58.37967899867473,68.27450772240049,68.27450772240049,91.97047544206893,91.97047544206893,39.12431110200428,39.12431110200428,53.274930463518416,47.7590113492397,32.10600744998817,31.403377247956968,51.23954457909171,51.154088457848005,120.70286275844381,120.31355937577416,3497.963921994579,3370.812394466711,19.272297992307873,21.674709257158447,0.30804972874269987,0.27615522654182334,0.15166857597657749,0.13596528758209486,0.0,0.0,,,-1,True
AP0300,Fusión,6,0.6890401212881445,22.591,0.4136032541336144,,0.005159420824601302,1017.8071635685875,1028.2067699277395,1029.7975081645327,0.3212270379691482,0.35405702678694495,-414.46306432613903,-391.32957177720914,23.133492548929894,0.8161313608534317,0.7715231981257934,1.355246023408835,2.9459842602020645,0.0,0.0,-188.2202950968227,-177.9325375677611,-201.57429033634367,-188.72855531647542,-0.0,-0.0,-24.668478892972647,-24.668478892972654,-0.0,-0.0,47.0,47.0,171.60603931583958,171.60603931583958,39.591935019521735,39.591935019521735,57.528110637635955,57.528110637635955,64.90307779876201,64.90307779876201,110.22383064767715,110.22383064767715,33.45759132892584,33.45759132892584,56.270447616312396,51.800655011235484,32.10701983534973,30.48953934452161,51.20817121311999,51.07822460488631,119.65717284499229,119.81520921930915,4319.26708984375,3922.193282394819,18.877706342776907,25.02553364198335,0.32351438577343256,0.2978163103106938,0.12193356745771311,0.11224788374235671,0.0,0.0,,,-1,True
AP0300,Reducción,0,0.7158866290076191,21.1968,0.9058692421419755,-0.030199510356104534,-0.0019831220173041064,989.2195439261479,1007.6589097316761,1008.5097798358968,0.30510207290525676,0.30508317039819943,358.34635951245775,381.1276409630662,22.781281450608446,1.7572463247528503,1.8072127802342348,-10.148253836911403,-9.29738373269068,1912.850486809715,1967.2414719239762,-914.98359991955,-941.8750216604959,-128.6332033849833,-133.31368029357537,-0.0,-0.0,-510.88732399272396,-510.88732399272396,-0.0,-0.037805014114655755,30.0,30.0,,,,,,,17.315701307082787,17.315701307082787,41.65549201438194,41.65549201438194,,,62.9648419123824,66.14142683218783,27.554672828956882,27.50942233441251,31.28911656782835,31.14353314774124,121.10991988570602,119.80508096683089,4382.12105015346,4219.381780794382,2.9266435060298033,2.3333014164110932,2.9620795939262887,3.111516916145298,0.12143309034827009,0.12755940642959146,0.0,0.0,-0.1391643479675329,-0.14325439632777426,-1,True
AP0300,Reducción,1,0.8803569832468461,10.2621,1.5367632346701037,-0.2500499168216325,-0.1311398332788829,971.3269080382461,980.819707373832,980.819707373832,0.18271715841651123,0.18271715841651123,117.38343087444355,117.38343087444355,0.0,1.194374190902633,1.194374190902633,-8.39983655231592,-8.39983655231592,1300.1360255070613,1300.1360255070613,-609.8482223111355,-609.8482223111355,-62.01704832875831,-62.01704832875831,-0.0,-0.0,-510.88732399272396,-510.88732399272396,-0.0,-0.0,25.0,25.0,,,,,,,0.007091059865669229,0.007091059865669229,0.036841786333469136,0.036841786333469136,,,32.39840025290465,32.39840025290465,20.380081386990017,20.380081386990017,24.935947889539936,24.935947889539936,125.1510576171875,125.1510576171875,3700.4772100033965,3700.4772100033965,25.656195911575242,25.656195911575242,,,0.12678345509581673,0.12678345509581673,0.0,0.0,-0.0927548102769824,-0.0927548102769824,-1,True
AP0300,Reducción,2,0.9742662419583616,2.6968,0.25081513940306305,0.01711031385690719,0.0004994228708818937,952.8401781003836,962.5395102561014,962.5395102561014,0.2750824158237532,0.2750824158237532,40.597167869451766,40.597167869451766,0.0,0.24459222397521604,0.24459222397521604,-8.787397782144716,-8.787397782144716,266.2508654082214,266.2508654082214,307.19221757224284,307.19221757224284,-21.958591118288517,-21.958591118288517,-0.0,-0.0,-510.8873239927239,-510.8873239927239,-0.0,-0.0,20.0,20.0,,,,,,,1.0419830983097304e-25,1.0419830983097304e-25,2.3451857290018502e-22,2.3451857290018502e-22,,,10.781295376732235,10.781295376732235,13.150246344672308,13.150246344672308,16.435739673764477,16.435739673764477,124.0097675238715,124.0097675238715,2727.364881013569,2727.364881013569,61.509487124501476,61.509487124501476,,,0.15693063812481306,0.15693063812481306,0.0,0.0,0.04672237257902819,0.04672237257902819,-1,True
AP0300,Reducción,3,0.9799748589887395,2.059,0.07476785618877634,-0.03584733186774013,-0.06558119185980527,953.2547334986461,952.791486808156,952.9252832881275,0.4312527449456074,0.46618044777880857,-368.87619678355986,-327.96447059134823,40.91172619221163,0.27352589093205554,0.25858631281873135,-0.04869129222759172,0.08510518774390735,297.74660857408907,281.48413081883,-143.51603186573422,-88.95505757648353,-12.219449499190802,-9.606219840970788,-0.0,-0.0,-510.8873239927239,-510.8873239927239,-0.0,-0.0,13.0,13.0,,,,,,,1.0419830987949414e-25,1.0419830987949414e-25,3.369192531880002e-22,3.369192531880002e-22,,,5.774434502718522,3.294660545117927,17.33236644280408,15.735838665624723,13.126493536385931,10.213180054234549,120.50164135928132,120.95638787317804,2999.5870849609373,2810.9285998292526,10.867256207218162,13.162133472432986,,,0.07020810364303952,0.04005792583003134,0.0,0.0,-0.021828057900970737,-0.01352961144564136,-1,True
