subset,kpi,variable,n,coef_por_sd,ci_lo,ci_hi,p_hc3,p_perm,spearman,p_spearman,r2_adj
DEV,recuperacion_refinada_pct,dist_total,298,-0.22502194542237003,-0.8473039399860811,0.397260049141341,0.4784870663812387,0.418,-0.07419011746162858,0.20156760987063194,-0.0014239528018022973
DEV,recuperacion_refinada_pct,dist_F,297,-0.5605044918427662,-1.2061206224826289,0.08511163879709638,0.0888338034317133,0.016,-0.11586318285309476,0.04603703145181459,0.009222875632047267
DEV,recuperacion_refinada_pct,dist_R,298,-0.041836330696361695,-0.6061888110278935,0.52251614963517,0.8844778114780059,0.88,-0.0020414773140313984,0.9720053532774238,-0.003613482252843525
DEV,recuperacion_refinada_pct,uplift_fisico_total_kg,298,0.027249809975750605,-0.5626945895079456,0.6171942094594467,0.9278647357360112,0.912,-0.009974046303101298,0.8638625708723662,-0.0036634222613127765
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_feed_Carbon_kg_min,297,0.6768169645114948,0.013828556547132997,1.3398053724758565,0.04540912331509631,0.012,0.1371556645258165,0.01803410269297921,0.015679439443963217
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_gn_nm3_min,297,0.11869446532904271,-0.3858959668806696,0.623284897538755,0.6447691902770343,0.648,0.07356862982906306,0.20614887284524822,-0.0021030072205825423
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_o2_nm3_min,297,0.2221791196056314,-0.22686264160268296,0.6712208808139457,0.3321657642688276,0.374,0.06812596343659322,0.24181149099498972,-0.0003568824409303506
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_aire_nm3_min,297,0.8199800557823377,0.20660623813611967,1.4333538734285556,0.008789111118053352,0.002,0.1605781272625206,0.005542186163633854,0.021546620930368965
DEV,recuperacion_refinada_pct,dir_Fusión_posicion_vertical_lanza_mm,297,-0.41081081681732895,-0.9481286811599292,0.12650704752527125,0.13400166011593967,0.14,-0.10790484070134648,0.06328518424524963,0.005626161272068719
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_feed_Carbon_kg_min,298,-0.4698484743287396,-1.04348027898661,0.10378333032913073,0.1084143971729927,0.098,-0.11316368560204791,0.05098913345908272,0.006425478451323019
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_gn_nm3_min,298,0.5543118629726991,0.09828023349866127,1.010343492446737,0.017202094575882242,0.03,0.13746143747182676,0.017584124595363848,0.011508411113841821
