tipo_tramo,tramo,theta_1sd_carbon_sn_dep,theta_1sd_carbon_feo_ret,selectividad_feo_sn
avance,<0.84,0.0870666493181924,-0.008524975037616431,0.09791320906885015
avance,0.84-0.96,0.03545627383537488,-0.011941745660922511,0.3368020485279584
avance,0.96-0.975,0.027967157379855993,0.011990741833063418,-0.4287436749542531
avance,>0.975,0.0029510754678138055,0.00312299446524987,-1.0582563879884184
orden_escalon_fase,0,0.026746828139378308,0.0018641713435790764,-0.06969691261576283
orden_escalon_fase,1,-0.02310843646058407,0.0235370959727362,1.0185499141356142
orden_escalon_fase,2,0.029811555597820876,-0.0010666652723404749,0.03578026208127309
orden_escalon_fase,3,0.02798421719829133,-0.006274840426312381,0.22422783463442786
