subset,kpi,variable,n,coef_por_sd,ci_lo,ci_hi,p_hc3,p_perm,spearman,p_spearman,r2_adj
DEV,recuperacion_refinada_pct,dist_total,298,-0.33672871861115516,-0.8880320436995872,0.21457460647727689,0.23125983895144675,0.218,-0.10374956014502837,0.07372813021392732,0.0012300573070705978
DEV,recuperacion_refinada_pct,dist_F,297,-0.7031793874135452,-1.3175642799764313,-0.08879449485065927,0.024882023242748727,0.004,-0.12045985267299553,0.03800747771502932,0.016316683931054787
DEV,recuperacion_refinada_pct,dist_R,298,0.019115737170104563,-0.39874014785339773,0.43697162219360686,0.92855512536581,0.956,-0.10669031612260428,0.06587505056465233,-0.003680332453424251
DEV,recuperacion_refinada_pct,uplift_fisico_total_kg,298,-0.17554224378839545,-0.8094882958840518,0.4584038083072609,0.5873212176438964,0.472,-0.12747951273139127,0.027780391306213244,-0.0022597783944660055
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_feed_Carbon_kg_min,297,0.8101159636422229,0.12430990094584804,1.4959220263385977,0.020600400802032102,0.0,0.12850060148901832,0.026802034731365467,0.022108626874523973
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_gn_nm3_min,297,0.05534543442444989,-0.4672275126160757,0.5779183814649755,0.8355578695275576,0.794,0.027140340446907208,0.6413288802342806,-0.0026442111363287335
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_o2_nm3_min,297,0.13224541257237926,-0.38495858273107725,0.6494494078758357,0.6162662900958167,0.646,0.048348165607979596,0.40643182108285997,-0.0019513144169964747
DEV,recuperacion_refinada_pct,dir_Fusión_tasa_aire_nm3_min,297,0.3125648550315916,-0.3384139705974436,0.9635436806606268,0.34666960585398643,0.206,0.1270054884426248,0.02863957383771068,0.0003980669012435545
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_feed_Carbon_kg_min,298,-0.3098308030317546,-0.8316140035168784,0.21195239745336925,0.24450046815373017,0.246,-0.08495461374733396,0.14346010398770961,0.0007981431389533222
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_gn_nm3_min,298,0.37174287872748696,-0.08054390189385707,0.824029659348831,0.10719483082646103,0.122,0.13135311825374874,0.023340724032730405,0.0030946593159965063
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_o2_nm3_min,298,0.2322572462825857,-0.26133971827611235,0.7258542108412838,0.3564023746194642,0.404,0.07963189923998153,0.1703560769426464,-0.0010399645658345502
DEV,recuperacion_refinada_pct,dir_Reducción_tasa_aire_nm3_min,298,0.1462271665477692,-0.2453973669408653,0.5378517000364037,0.46427639211211125,0.574,0.0004904171402531835,0.9932736472797689,-0.002632426578386138
DEV,rendimiento_proxy_batch,dist_total,298,-0.2907860867529946,-0.8636927569343931,0.2821205834284038,0.31983125219717135,0.332,-0.09827767277693603,0.09035891344723124,0.0001334208913155166
DEV,rendimiento_proxy_batch,dist_F,297,-0.7275611276226078,-1.363013929015553,-0.0921083262296627,0.024828602579719895,0.01,-0.12891283815184357,0.026313556368472515,0.016981267282548562
DEV,rendimiento_proxy_batch,dist_R,298,0.09211008354510769,-0.323640430557639,0.5078605976478544,0.6641195077815408,0.744,-0.09869513458943133,0.08899250121428862,-0.0029548891012729506
DEV,rendimiento_proxy_batch,uplift_fisico_total_kg,298,-0.13726276666281365,-0.7740976317368955,0.49957209841126815,0.6726975167530898,0.598,-0.12049488679862201,0.03762631268652515,-0.0025147921806436546
DEV,rendimiento_proxy_batch,dir_Fusión_tasa_feed_Carbon_kg_min,297,0.8334899122537465,0.13560187313146066,1.5313779513760322,0.019242923403040405,0.004,0.13689976622200395,0.01825214925357779,0.02256855494205956
DEV,rendimiento_proxy_batch,dir_Fusión_tasa_gn_nm3_min,297,0.03865137752279113,-0.4978224818284682,0.5751252368740505,0.8877042904960879,0.91,0.024602246129236404,0.6728327463810719,-0.002316983282093288
DEV,rendimiento_proxy_batch,dir_Fusión_tasa_o2_nm3_min,297,0.12425636548540576,-0.4075937200254133,0.6561064509962248,0.6470190899538911,0.646,0.04259611242374832,0.4645809606629098,-0.0016833480168152448
DEV,rendimiento_proxy_batch,dir_Fusión_tasa_aire_nm3_min,297,0.37018430759972415,-0.29297857413614764,1.0333471893355959,0.2739234212906808,0.186,0.1467683614503683,0.01132774834036983,0.0018493281878304568
DEV,rendimiento_proxy_batch,dir_Reducción_tasa_feed_Carbon_kg_min,298,-0.2989433829950026,-0.8336902538550182,0.23580348786501287,0.2732132609479916,0.264,-0.08906772347121707,0.12499622463150545,0.0006171764944995495
DEV,rendimiento_proxy_batch,dir_Reducción_tasa_gn_nm3_min,298,0.34183854815374043,-0.11915955490522712,0.802836651212708,0.14612681219121054,0.194,0.12675616609534224,0.028685170700727566,0.0020930169947658284
DEV,rendimiento_proxy_batch,dir_Reducción_tasa_o2_nm3_min,298,0.1557532559521277,-0.3462779595154543,0.6577844714197096,0.5431401883754237,0.594,0.058286399270025296,0.31595576408073345,-0.002215502847135342
DEV,rendimiento_proxy_batch,dir_Reducción_tasa_aire_nm3_min,298,0.22825889182199138,-0.14070971292948792,0.5972274965734707,0.22531609291745958,0.46,0.014240915663107928,0.8065992549935692,-0.0008879325486375045
DEV,recuperacion_refinada_pct_next,dist_total,298,-0.22360453697388943,-0.8641158964192064,0.4169068224714276,0.4938301859064427,0.374,-0.11415734657682217,0.04897377912533966,-0.00014716853869156665
DEV,recuperacion_refinada_pct_next,dist_F,297,-0.5091844654509861,-1.084368710479048,0.06599977957707581,0.08272893509541247,0.04,-0.10329095694750606,0.07551323470034696,0.006844373563372863
DEV,recuperacion_refinada_pct_next,dist_R,298,0.11758320593589192,-0.4752063887332889,0.7103728006050727,0.6974462474359286,0.688,-0.08595290613001721,0.1387980059157502,-0.0016539876387673402
DEV,recuperacion_refinada_pct_next,uplift_fisico_total_kg,298,-0.02965414176679329,-0.689330318438486,0.6300220349048995,0.9297928846872866,0.904,-0.12113108949833475,0.03662136968580733,-0.002293138584951837
DEV,recuperacion_refinada_pct_next,dir_Fusión_tasa_feed_Carbon_kg_min,297,0.7214274615991094,0.14310364139986553,1.2997512817983532,0.014487290684468202,0.002,0.13413813972975241,0.020755294328339263,0.0166551835600095
DEV,recuperacion_refinada_pct_next,dir_Fusión_tasa_gn_nm3_min,297,-0.1582477874394525,-0.7026923951028472,0.38619682022394214,0.5688938105915806,0.56,-0.03898203225351714,0.5033515459899179,-0.0020592800212742013
DEV,recuperacion_refinada_pct_next,dir_Fusión_tasa_o2_nm3_min,297,-0.1649784549969631,-0.6793819040568085,0.3494249940628824,0.5296137330339289,0.492,-0.05116521733666942,0.37960589451714477,-0.001944200391130968
DEV,recuperacion_refinada_pct_next,dir_Fusión_tasa_aire_nm3_min,297,0.7379517647444687,0.11907014506961933,1.3568333844193181,0.019436450664213862,0.006,0.1476240120884136,0.010854464738530798,0.014662826310976596
DEV,recuperacion_refinada_pct_next,dir_Reducción_tasa_feed_Carbon_kg_min,298,0.3720316247803731,-0.18714212506459926,0.9312053746253455,0.19222991420766922,0.142,-0.011190941499995756,0.8474447793428236,0.004190554485854037
DEV,recuperacion_refinada_pct_next,dir_Reducción_tasa_gn_nm3_min,298,0.3314921357450882,-0.21502522079337139,0.8780094922835477,0.234509149689051,0.214,0.09850038464838314,0.08962787037264935,0.003102114259835531
DEV,recuperacion_refinada_pct_next,dir_Reducción_tasa_o2_nm3_min,298,0.454008569603109,-0.08028406279929756,0.9883012020055155,0.09582197365766827,0.086,0.10895512252974107,0.06030617894784742,0.007888917510831872
DEV,recuperacion_refinada_pct_next,dir_Reducción_tasa_aire_nm3_min,298,0.29433999582610176,-0.3368084108991088,0.9254884025513124,0.3606950774782096,0.25,-0.0772122449661585,0.18375778415435726,0.002011836177704951
DEV,recuperacion_refinada_pct_media2,dist_total,298,-0.2801666277925219,-0.718946966315859,0.15861371073081526,0.21076631821640324,0.138,-0.14486988453134367,0.012295351739672536,0.019780297835630956
DEV,recuperacion_refinada_pct_media2,dist_F,297,-0.6061819264322655,-1.0384765127915874,-0.1738873400729437,0.005989691411662734,0.0,-0.15645901717760952,0.006899561400071601,0.03842674650563782
DEV,recuperacion_refinada_pct_media2,dist_R,298,0.06834947155299737,-0.3080712813064297,0.4447702244124244,0.7219266837035847,0.734,-0.1330476837099155,0.02160001234947708,0.014146960665361918
DEV,recuperacion_refinada_pct_media2,uplift_fisico_total_kg,298,-0.10259819277759194,-0.6533998299591434,0.44820344440395943,0.7150488424601187,0.61,-0.16303635107153722,0.004779699204028348,0.0146122525528396
DEV,recuperacion_refinada_pct_media2,dir_Fusión_tasa_feed_Carbon_kg_min,297,0.7657717126206655,0.28662913257562134,1.2449142926657095,0.0017336035762892435,0.002,0.17426165483819048,0.0025816971680222302,0.05248837947309393
DEV,recuperacion_refinada_pct_media2,dir_Fusión_tasa_gn_nm3_min,297,-0.05145117650750253,-0.44234517390439887,0.3394428208893938,0.7964230939037358,0.788,-0.022452126164041176,0.699978232193865,0.013839108643197484
DEV,recuperacion_refinada_pct_media2,dir_Fusión_tasa_o2_nm3_min,297,-0.016366521212291086,-0.4083843461145208,0.3756513036899386,0.9347839817636364,0.952,-0.02075021981065253,0.7217408319305464,0.013641586840754893
DEV,recuperacion_refinada_pct_media2,dir_Fusión_tasa_aire_nm3_min,297,0.525258309888031,0.031077367904611075,1.019439251871451,0.03723122135401896,0.01,0.16255026031718475,0.004981496520208247,0.02934832602784221
DEV,recuperacion_refinada_pct_media2,dir_Reducción_tasa_feed_Carbon_kg_min,298,0.031100410874311257,-0.38098334544094087,0.4431841671895634,0.8824054138723326,0.862,-0.05659295257316829,0.33024500923100625,0.01382286379744091
DEV,recuperacion_refinada_pct_media2,dir_Reducción_tasa_gn_nm3_min,298,0.3516175072362874,-0.00044757370969344956,0.7036825881822681,0.050291963136572984,0.074,0.16180047255215824,0.005112760462450574,0.02449761420427421
DEV,recuperacion_refinada_pct_media2,dir_Reducción_tasa_o2_nm3_min,298,0.34313290794284423,-0.015719056901464967,0.7019848727871534,0.06091523241460694,0.09,0.13040945292070297,0.024361631259162648,0.02401052292080652
