Batch,fase,orden_escalon_fase,avance_reduccion_sn_prev,ley_sn_escoria_pct_prev,real_sn_dep,real_feo_ret,real_d_lnirf,temperatura_real,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,pred_sn_dep_hist,pred_sn_dep_rec,pred_dT_hist,pred_dT_rec,J_sn_hist,J_sn_rec,J_feo_hist,J_feo_rec,J_costo_hist,J_costo_rec,J_temperatura_hist,J_temperatura_rec,J_incertidumbre_hist,J_incertidumbre_rec,J_soporte_hist,J_soporte_rec,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,hist__posicion_vertical_lanza_mm,rec__posicion_vertical_lanza_mm,hist_derivada__exceso_o2_combustion_pct,rec_derivada__exceso_o2_combustion_pct,hist_derivada__relacion_C_Sn_carga,rec_derivada__relacion_C_Sn_carga,hist_derivada__v5_dosis_C_sn,rec_derivada__v5_dosis_C_sn,hist_derivada__v5_exceso_C_pos,rec_derivada__v5_exceso_C_pos,pred_feo_ret_hist,pred_feo_ret_rec,fold,es_lockbox
AP0003,Fusión,1,0.7041229903396926,17.9895,0.6570387432838513,,0.16614747007518327,1324.7177930723205,1308.6367532228576,1308.6367532228576,0.22236411598816824,0.22236411598816824,-482.77718026079225,-482.77718026079225,0.0,0.6406831247261233,0.6406831247261233,-0.27192625764186107,-0.27192625764186107,-0.0,-0.0,-147.7575456399622,-147.7575456399622,-103.99623187707972,-103.99623187707972,-207.1484402887777,-207.1484402887777,-23.87496245497268,-23.87496245497268,-0.0,-0.0,35.0,35.0,290.6228117766204,290.6228117766204,0.0,0.0,54.62218198423029,54.62218198423029,7.67340178653184e-06,7.67340178653184e-06,0.006122939723233383,0.006122939723233383,47.743290879991314,47.743290879991314,37.47293034306279,37.47293034306279,25.246926492358007,25.246926492358007,34.02665988498264,34.02665988498264,122.8518572126116,122.8518572126116,934.3655617453835,934.3655617453835,18.48085729908485,18.48085729908485,0.2455147284314557,0.2455147284314557,0.19637741777190165,0.19637741777190165,0.0,0.0,,,2,False
AP0003,Fusión,2,0.6488601439221008,19.3599,0.43541657389141036,,-0.06022125350468088,1297.2756323983076,1323.859149508733,1323.859149508733,0.25063316148873216,0.25063316148873216,-517.3999350898728,-517.3999350898728,0.0,0.5515229636056269,0.5515229636056269,-0.8586435635875342,-0.8586435635875342,0.0,0.0,-127.19498348154771,-127.19498348154771,-128.73675629282383,-128.73675629282383,-237.5932328605286,-237.5932328605286,-23.87496245497268,-23.87496245497268,-0.0,-0.0,40.0,40.0,290.0059625889227,290.0059625889227,0.0,0.0,54.58774215574175,54.58774215574175,1.3412723871708408e-23,1.3412723871708408e-23,0.007605254704632409,0.007605254704632409,48.1573381129319,48.1573381129319,42.16838875127032,42.16838875127032,25.455165693495008,25.455165693495008,34.63444989522298,34.63444989522298,123.32456651475692,123.32456651475692,1417.1934342817826,1417.1934342817826,18.90044164747052,18.90044164747052,0.27677868029878483,0.27677868029878483,0.17650477207674714,0.17650477207674714,0.0,0.0,,,2,False
AP0003,Fusión,3,0.6124530650041644,22.0339,0.6241957895591198,,0.04201193266159953,1271.1132577657063,1279.8329799267979,1279.8329799267979,0.26430245999350604,0.26430245999350604,-437.3535772474564,-437.3535772474564,0.0,0.47126623087753894,0.47126623087753894,-17.44265247150985,-17.44265247150985,0.0,0.0,-108.68577449613242,-108.68577449613242,-155.2519465996931,-155.2519465996931,-149.54089369665826,-149.54089369665826,-23.874962454972678,-23.874962454972678,-0.0,-0.0,45.0,45.0,291.06719245357783,291.06719245357783,0.0,0.0,54.552533312811335,54.552533312811335,1.3412723871708408e-23,1.3412723871708408e-23,0.004176158646958463,0.004176158646958463,49.38682702105978,49.38682702105978,46.618007228685464,46.618007228685464,25.60709604522328,25.60709604522328,35.09300149799865,35.09300149799865,122.70671419873649,122.70671419873649,2480.4788024902346,2480.4788024902346,18.83700395439087,18.83700395439087,0.30514536932104547,0.30514536932104547,0.16065719974350376,0.16065719974350376,0.0,0.0,,,2,False
AP0003,Fusión,4,0.6935920723880761,17.1834,0.3639658016837513,,-0.04052896960787589,1244.3429600929344,1244.3180085198508,1244.3180085198508,0.05727487949337068,0.05727487949337068,-324.15329743750766,-324.15329743750766,0.0,0.31754700881820286,0.31754700881820286,-26.795249245855555,-26.795249245855555,0.0,0.0,-73.23427890869804,-73.23427890869804,-148.53310519107288,-148.53310519107288,-78.51095088276406,-78.51095088276406,-23.87496245497268,-23.87496245497268,-0.0,-0.0,50.0,50.0,238.67237548290316,238.67237548290316,0.0,0.0,40.592559669637396,40.592559669637396,7.062417650192365e-05,7.062417650192365e-05,0.002194262776563942,0.002194262776563942,36.888189034594035,36.888189034594035,39.32723641296168,39.32723641296168,22.556562068344522,22.556562068344522,32.76034211230376,32.76034211230376,102.6180620415155,102.6180620415155,3642.345458984375,3642.345458984375,20.38655309365582,20.38655309365582,0.32017433524936306,0.32017433524936306,0.14968768206040492,0.14968768206040492,0.0,0.0,,,2,False
AP0003,Fusión,5,0.6848937856846595,18.5281,0.48471516877757337,,0.02146520747839964,1220.2218882096201,1214.8945580014115,1214.8945580014115,0.2424331992453409,0.2424331992453409,-363.24048657035837,-363.24048657035837,0.0,0.5152632007863855,0.5152632007863855,-29.448402091522865,-29.448402091522865,0.0,0.0,-118.83257568136017,-118.83257568136017,-200.86889858813998,-200.86889858813998,-19.66404984588553,-19.66404984588553,-23.87496245497268,-23.87496245497268,-0.0,-0.0,55.0,55.0,290.82661946614587,290.82661946614587,0.0,0.0,54.606401062011635,54.606401062011635,2.5306599947617765e-22,2.5306599947617765e-22,0.0027226958933862905,0.0027226958933862905,49.489878627232144,49.489878627232144,50.123753138950896,50.123753138950896,26.12079311320605,26.12079311320605,36.23503421679094,36.23503421679094,123.40044395500887,123.40044395500887,3189.4113062808387,3189.4113062808387,18.96485527447803,18.96485527447803,0.32823866586600586,0.32823866586600586,0.15728473854462244,0.15728473854462244,0.0,0.0,,,2,False
AP0003,Fusión,6,0.7111324184857795,16.9186,0.8369668202302952,,-0.1407468895885644,1202.6642660254465,1205.0639393047893,1205.0639393047893,0.1615512588204605,0.1615512588204605,-430.8054711289723,-430.8054711289723,0.0,0.7862920097578046,0.7862920097578046,-15.157948904830848,-15.157948904830848,0.0,0.0,-181.3385947503937,-181.3385947503937,-225.58910147096475,-225.58910147096475,-0.0028124526411374973,-0.0028124526411374973,-23.874962454972685,-23.874962454972685,-0.0,-0.0,68.0,68.0,253.20231826673708,253.20231826673708,0.0,0.0,45.22191388890969,45.22191388890969,0.04135988277726156,0.04135988277726156,0.001954103068354856,0.001954103068354856,40.627653083206496,40.627653083206496,44.511821387053,44.511821387053,25.120232493789107,25.120232493789107,33.82887421713935,33.82887421713935,123.1161545364945,123.1161545364945,2999.6608337402345,2999.6608337402345,18.795211558172646,18.795211558172646,0.33828376624069256,0.33828376624069256,0.15331621792304104,0.15331621792304104,0.0,0.0,,,2,False
AP0003,Reducción,0,0.7971195384673917,13.579,1.8195632028725244,-0.024367767880026245,-0.009304144709739948,1200.9196981203777,1187.6995363886158,1187.6995363886158,0.21748185360808062,0.21748185360808062,-12.973883307380333,-12.973883307380333,0.0,1.5975323547199949,1.5975323547199949,-14.964729636830636,-14.964729636830636,1738.9938447304503,1738.9938447304503,-1093.1682800732651,-1093.1682800732651,-121.85414506754994,-121.85414506754994,-13.037621682471581,-13.037621682471581,-523.907681214544,-523.907681214544,-0.0,-0.0,30.0,30.0,,,,,,,1.0079907612957058,1.0079907612957058,1.3018724070004315e-19,1.3018724070004315e-19,,,62.903888267599115,62.903888267599115,23.581612684461803,23.581612684461803,20.91620416711878,20.91620416711878,112.51660011574073,112.51660011574073,2474.5984130859374,2474.5984130859374,-5.552069768376468,-5.552069768376468,,,0.18602928077732786,0.18602928077732786,0.0,0.0,-0.16626533079779943,-0.16626533079779943,2,False
AP0003,Reducción,1,0.9669337937519824,2.4493,0.518196317033772,-0.08818986677139053,-0.10286440284691989,1198.3077566341333,1204.657972681585,1203.1800759421615,0.29029332593433804,0.30287054451817524,-899.6062294029007,-845.0901274297045,54.516101973196214,0.6605732108185999,0.6495045628466928,3.738274561207418,2.260377821783809,719.0669686365869,707.0181918867673,-980.6350310588253,-928.4954756266151,-67.17599149770817,-55.7064616857499,-46.954494268410144,-43.99870078956292,-523.9076812145439,-523.9076812145439,-0.0,-0.0,25.0,25.0,,,,,,,4.2885252968664235e-25,4.2885252968664235e-25,1.3018724070004315e-19,1.3018724070004315e-19,,,37.1235130896935,28.40408866017236,22.257098429361978,20.437787582414476,16.315105254279242,19.49204069489437,123.6762205403646,122.89396154372216,3237.965187766335,3138.9627485975975,-5.003089908678608,10.82357235685783,,,0.5605600097437275,0.42889788414255314,593.0538737701345,375.068263032106,-0.14914959645552325,-0.14121943548249755,2,False
AP0003,Reducción,2,0.9803031134033411,1.5168,0.31959997070163915,-0.03349960956170251,-0.029713873654098055,1206.069336265779,1194.3502043065832,1193.585087069351,0.3707725178641214,0.38982396147398213,-740.7492823051141,-701.4641355145991,39.285146790515,0.3042775152440538,0.281025821829691,-3.9575523275500153,-4.722669564782249,331.2212892189147,305.91065835271013,-488.7132183370329,-432.2129131510735,-33.01071445404537,-26.44547645774976,-26.33895751840646,-24.80872304394188,-523.907681214544,-523.907681214544,-0.0,-0.0,20.0,20.0,,,,,,,4.288525296866423e-25,4.288525296866423e-25,1.3018724070004313e-19,1.3018724070004313e-19,,,18.422716364784847,14.017563071005782,20.168783365885417,17.142022160718202,12.433640348646374,10.713500451565261,119.68116271972656,119.40650874766251,2821.1332194010415,2686.2070506033156,-6.869234900575873,4.389280777463815,,,0.37359523435596714,0.284262898962192,168.88022179114617,80.77715591556486,-0.07433079279122341,-0.06573738397836382,2,False
AP0003,Reducción,3,0.9856881018496638,1.0981,,,,1209.245091372915,1204.0013556337813,1203.0690403875951,0.38592267578388323,0.3853530580392235,-724.2925860598684,-682.7908329091111,41.50175315075728,0.403953312682205,0.3821818606517706,-2.0679806319976746,-3.000295878183796,439.7233785202143,416.0240644124849,-577.886387063145,-512.7400226489492,-16.580636129591202,-17.251328288353072,-45.641260172802504,-43.77662968043023,-523.907681214544,-523.907681214544,-0.0,-1.13923548931949,15.0,15.0,,,,,,,4.288525296866423e-25,4.288525296866423e-25,1.3018724070004315e-19,1.3018724070004315e-19,,,10.610211690266928,11.79072584702881,16.94755006013093,15.639307799480534,6.643865565547236,9.137302622101501,119.11333523220486,119.89632454680127,2445.3741861979165,2762.624533788538,-6.6010548663761215,9.709237828510437,,,0.22209117870058942,0.2468015038290208,14.140536212370534,31.84824856379879,-0.08789357783246275,-0.07798514742239422,2,False
