subset,dist,n,kpi_cerca,kpi_medio,kpi_lejos,d_cerca_lejos_pp,proxy_cerca,proxy_lejos,ols_pp_por_sd,ols_p
DEV,dist_total,297,68.73388408358389,67.69633538912916,67.93305324245522,0.800830841128672,69.74057392774992,69.02087443773195,-0.08932228643495102,0.7599170340167007
DEV,dist_R,297,68.10032412198203,68.02260815257635,68.2403404406099,-0.14001631862787178,69.07978051630373,69.33203528321796,0.10035320639382929,0.7175429840220304
DEV,dist_F,297,68.96619860060154,67.55088733397022,67.84618678059651,1.1200118200050326,70.05969457176522,68.865968326213,-0.46632414367999175,0.09866465182282907
LOCKBOX,dist_total,63,68.11675162772472,70.0427173288944,69.79870227450435,-1.681950646779626,69.40389722851373,70.75963296467607,-0.21805496059664153,0.6691930861018871
LOCKBOX,dist_R,63,69.39157072337403,68.81676731791943,69.74983318983001,-0.35826246645598303,70.56942153017725,70.69758696969006,0.05512316893404923,0.9272521267118057
LOCKBOX,dist_F,63,68.59931155110651,69.3813836455,69.97747603451697,-1.3781644834104583,69.61414128707754,70.86191602902576,-0.5895298495788563,0.19969183914012723
TOTAL,dist_total,360,68.39789321623698,68.19531977518234,68.3991669640411,-0.0012737478041202621,69.42651101890618,69.44082090825026,0.05329199214339542,0.8343214176148038
TOTAL,dist_R,360,68.3280678598409,68.06079596700475,68.60351612861477,-0.2754482687738715,69.34732641614848,69.67312451748457,0.12653174720589266,0.6101655972769745
TOTAL,dist_F,360,68.6546679677816,68.03851101133137,68.29920097634745,0.35546699143415594,69.74297786441223,69.31632215810723,-0.13733462509816796,0.5609297514381888
