,perm_media,perm_frac_pos,boruta_frac,score
feed_Sn_kgf,0.09274588453703835,1.0,1.0,0.9851694915254237
feed_total_kgh,0.035092112167131755,1.0,1.0,0.9766949152542372
delta_tiempo,0.016604680528361053,0.6,1.0,0.972457627118644
volumen_o2_inyectado_lanza_escalon_nm3,0.015782588583527647,0.6,1.0,0.9682203389830508
volumen_gas_natural_inyectado_lanza_escalon_nm3,0.010414116687456365,0.6,1.0,0.9597457627118644
volumen_aire_inyectado_lanza_escalon_nm3,0.009702758978574155,1.0,1.0,0.9555084745762712
feo_inventario_escoria_est_kg_prev,0.039902222657060143,1.0,0.9,0.9491525423728814
tiempo,0.0042974969237420885,0.8,1.0,0.9427966101694916
cum_feed_Sn_kg_prev,0.0017618846528359225,1.0,1.0,0.896186440677966
masa_escoria_est_kg_prev,0.007306676787492586,0.8,0.5,0.896186440677966
margen_presion_gn,0.0041125906122425485,0.8,0.55,0.8877118644067796
cum_feed_total_kg_prev,0.0013029754336435202,1.0,0.95,0.8601694915254237
basicidad_B4_prev,0.0019630611161003445,0.8666666666666667,0.25,0.8305084745762712
interaccion_C_x_Sn_prev,0.000835723036638076,0.6666666666666666,0.65,0.826271186440678
cum_feed_reciclo_kg_prev,0.0010127272732134405,0.8,0.5,0.815677966101695
feed_Carbon_kgh,0.0012591189509352306,0.6666666666666666,0.4,0.8114406779661016
posicion_vertical_lanza_mm_prev,0.0014417099247862719,0.8,0.25,0.8093220338983051
cum_feed_carga_secundaria_kg_prev,0.0007328055057749126,0.7333333333333333,0.6,0.8050847457627118
tasa_gn_nm3_min,0.004162824225520145,0.6666666666666666,0.05,0.7923728813559322
avance_reduccion_sn_prev,0.0016357446330195723,0.5333333333333333,0.1,0.7817796610169492
carbon_sobre_inventario_sn_prev,0.0030440111960783525,0.8,0.05,0.7796610169491525
feed_reciclo_t3_kgh,0.0018206957559320025,0.6,0.05,0.7584745762711864
cum_aire_nm3_prev,0.00019960541334827683,0.8666666666666667,0.95,0.6991525423728814
lanza_pos_x_gas_total,0.00064790615460639,0.9333333333333333,0.05,0.6864406779661016
cum_feed_pellets_kg_prev,0.0005838631467849403,0.7333333333333333,0.05,0.673728813559322
sn_inventario_escoria_est_kg_prev,0.010497847668157116,1.0,0.0,0.6377118644067796
tiempo_fase,0.0,0.0,0.95,0.635593220338983
ley_sn_dross_batch_pct,0.0003613998814810874,0.4666666666666667,0.05,0.635593220338983
relacion_CaO_carga,0.006221561298524009,1.0,0.0,0.6207627118644068
duracion_plan_min,0.004053582743850119,1.0,0.0,0.6038135593220338
feed_Carbon_fusion_kgh,0.0,0.0,0.45,0.597457627118644
cum_feed_conc_kg_prev,0.00024314078091251334,0.6,0.05,0.597457627118644
interaccion_Sn_x_FeO_prev,0.002596050893735121,0.8,0.0,0.5953389830508474
interaccion_lanza_x_gn,0.002448136045096902,0.7333333333333333,0.0,0.5911016949152542
tasa_feed_CaO_kg_min,0.002192575709210323,0.8,0.0,0.586864406779661
log_ratio_sn_feo_prev,0.0,0.0,0.25,0.5805084745762712
ratio_sn_sio2_prev,0.0018169253637687103,0.9333333333333333,0.0,0.5741525423728814
log_ratio_sn_sio2_prev,0.0,0.0,0.1,0.548728813559322
relacion_CaO_carga_Fe,0.001154123313330138,0.7333333333333333,0.0,0.548728813559322
indice_severidad_reductora,4.468233817189995e-05,0.4,0.05,0.5466101694915254
tasa_feed_dross_Fe_kg_min,0.0009761933830617138,1.0,0.0,0.5402542372881356
presion_suministro_gn_lanza_kpa,0.0008338679083202689,0.6666666666666666,0.0,0.5317796610169492
oxidante_sobre_carga_total,0.0008071530667112957,0.8,0.0,0.527542372881356
basicidad_B2_prev,-3.020186314898076e-05,0.6,0.2,0.527542372881356
ratio_sn_feo_prev,-9.029939990387912e-06,0.5333333333333333,0.1,0.527542372881356
ley_sn_carga_batch_pct,0.000793034387844929,0.8,0.0,0.5233050847457626
frac_pellets_carga,0.0007014495984402733,0.7333333333333333,0.0,0.5148305084745762
tasa_feed_Carbon_fusion_kg_min,0.0,0.0,0.05,0.5127118644067796
ley_fe_total_escoria_pct_prev,0.0,0.0,0.05,0.5127118644067796
feed_Fe_kgh,0.0006975929252473837,0.7333333333333333,0.0,0.510593220338983
frac_reciclo_carga,0.0006432626134765684,0.7333333333333333,0.0,0.5021186440677966
tasa_feed_Sn_kg_min,0.0005903620412177796,0.6,0.0,0.4978813559322034
interaccion_C_x_temp_prev,-3.42133195877059e-05,0.5333333333333333,0.1,0.4978813559322034
tasa_feed_conc_kg_min,0.0005708495599753579,0.6,0.0,0.489406779661017
interaccion_B2_x_temp_prev,-0.00041970375883345506,0.6,0.4,0.489406779661017
grad_presion_suministro_gn_lanza_kpa,0.0005652069376768715,0.9333333333333333,0.0,0.48516949152542377
ley_sio2_escoria_pct_prev,0.0005395512966438648,0.8,0.0,0.48093220338983045
feed_CaO_kgh,0.0005023010098459303,0.6,0.0,0.47669491525423724
ley_sn_carga_pct,0.00047710966652567447,0.5333333333333333,0.0,0.47245762711864403
presion_punta_lanza_kpa_prev,0.0004638079861591556,0.4666666666666667,0.0,0.4682203389830508
cum_feed_Carbon_kg_prev,-0.00031419055801132784,0.6,0.15,0.46610169491525427
cum_gn_nm3_prev,-0.0010742020536149307,0.4,0.55,0.4639830508474576
feed_dross_Fe_kgh,0.00045622203378116536,0.6,0.0,0.4639830508474576
feed_pellets_t7_kgh,0.00041371008407051034,0.4,0.0,0.4597457627118644
indice_estructural_molar_prev,-0.00029171674064729894,0.4,0.1,0.4555084745762712
tasa_feed_Carbon_reduccion_kg_min,0.0003374565384039598,0.6,0.0,0.451271186440678
total_process_gas_nm3_min,0.0003312274212362182,0.6666666666666666,0.0,0.4470338983050848
grad_posicion_vertical_lanza_mm,0.00032686018805850746,0.6666666666666666,0.0,0.44279661016949157
interaccion_FeO_x_B2_prev,-0.0006799684394521475,0.26666666666666666,0.1,0.4385593220338983
interaccion_C_x_exceso_o2,0.0003008546261022463,0.7333333333333333,0.0,0.43855932203389825
exceso_C_estequiometrico_pct,0.0002931176728523313,0.6,0.0,0.43432203389830504
tasa_feed_reciclo_kg_min,0.00029140131292954875,0.6666666666666666,0.0,0.43008474576271183
ratio_feo_sio2_prev,0.00028963568184847937,0.6,0.0,0.4258474576271186
ley_sn_escoria_pct_prev,-0.00020917478943632703,0.4666666666666667,0.05,0.423728813559322
termocupla_media_celsius_prev,0.0002650673007296896,0.6666666666666666,0.0,0.4216101694915254
d_presion_suministro_gn_lanza_kpa,0.00023803667784257545,0.5333333333333333,0.0,0.413135593220339
ley_cao_escoria_pct_prev,-0.0011391896718910438,0.0,0.2,0.4088983050847458
tasa_feed_total_kg_min,0.00021872878943347054,0.8,0.0,0.4088983050847458
ley_sn_reciclo_batch_pct,0.00021751921131527328,0.4666666666666667,0.0,0.4046610169491526
temperatura_gas_pre_bhf_celsius_prev,0.00020058878311739965,0.4666666666666667,0.0,0.4004237288135593
interaccion_C_x_FeO_prev,0.00015635899035585003,0.5333333333333333,0.0,0.39194915254237284
indice_irf_prev,0.00013752025128780502,0.6,0.0,0.3877118644067796
cum_feed_CaO_kg_prev,9.203684915354901e-05,0.8,0.0,0.3834745762711864
ley_sn_conc_batch_pct,8.280821142489328e-05,0.6666666666666666,0.0,0.3792372881355932
tasa_feed_Carbon_kg_min,6.567503318025322e-05,0.6666666666666666,0.0,0.375
presion_suministro_o2_lanza_kpa,4.659602169679e-05,0.2,0.0,0.3707627118644068
frac_carga_secundaria,3.1435439328639555e-05,0.26666666666666666,0.0,0.3622881355932204
relacion_C_carga,7.349811913064876e-06,0.6666666666666666,0.0,0.3580508474576271
carga_termica_relativa,3.188886581383278e-06,0.4666666666666667,0.0,0.3538135593220339
relacion_C_Sn_carga,0.0,0.0,0.0,0.3326271186440678
orden_escalon_fase,0.0,0.0,0.0,0.3326271186440678
escalon_idx,0.0,0.0,0.0,0.3326271186440678
posicion_vertical_lanza_mm,-1.3421224805656706e-05,0.4,0.0,0.30720338983050843
tasa_aire_nm3_min,-1.44885211138041e-05,0.6666666666666666,0.0,0.3029661016949152
frac_Fe_carga,-2.076135553889092e-05,0.26666666666666666,0.0,0.298728813559322
ley_sn_Fe_batch_pct,-2.6792829212844294e-05,0.6,0.0,0.2944915254237288
espesor_ladrillo_norm_mm,-3.160913003028318e-05,0.4,0.0,0.2860169491525424
frac_dross_carga,-9.813514551344988e-05,0.4666666666666667,0.0,0.2775423728813559
tasa_feed_Fe_kg_min,-0.0001079485224182417,0.4666666666666667,0.0,0.2733050847457627
ley_sn_pellets_batch_pct,-0.00012334502511088805,0.3333333333333333,0.0,0.2690677966101695
cum_feed_Fe_kg_prev,-0.00013158071364908824,0.6,0.0,0.26483050847457623
grad_temperatura_horno_celsius_prev,-0.00014010438722450824,0.6666666666666666,0.0,0.260593220338983
d_posicion_vertical_lanza_mm,-0.00014722369516405968,0.4666666666666667,0.0,0.2563559322033898
frac_conc_carga,-0.00015409558862236296,0.4,0.0,0.2521186440677966
temperatura_horno_celsius_prev,-0.00016024807205431793,0.4666666666666667,0.0,0.2478813559322034
feed_conc_t1_kgh,-0.0005728075972525237,0.4666666666666667,0.0,0.2266949152542373
relacion_C_cum_Sn_cum_prev,-0.0007104403088322597,0.0,0.0,0.21822033898305085
tasa_o2_nm3_min,-0.0007286442532788563,0.4666666666666667,0.0,0.2139830508474576
exceso_o2_combustion_pct,-0.000783544405138222,0.4666666666666667,0.0,0.2097457627118644
cum_o2_nm3_prev,-0.0008142905742802162,0.4,0.0,0.2055084745762712
tasa_feed_pellets_kg_min,-0.000818030032070616,0.3333333333333333,0.0,0.20127118644067796
grad_presion_suministro_o2_lanza_kpa,-0.0009545050232686813,0.13333333333333333,0.0,0.19703389830508475
d_presion_suministro_o2_lanza_kpa,-0.0009999288733570674,0.4,0.0,0.1927966101694915
feed_Carbon_reduccion_kgh,-0.0010735602798693197,0.2,0.0,0.1885593220338983
tiro_horno_pct_prev,-0.0010868045608856645,0.26666666666666666,0.0,0.18008474576271186
ley_feo_escoria_pct_prev,-0.0010883302502907712,0.13333333333333333,0.0,0.17584745762711865
cum_feed_dross_Fe_kg_prev,-0.0014074557827381884,0.3333333333333333,0.0,0.1673728813559322
oxygen_enrichment_pct,-0.0017779172437920278,0.3333333333333333,0.0,0.16313559322033896
