palanca,valor_actual,paso,d_sn_kg_por_unidad,d_feo_reducido_kg_por_unidad,d_T_por_unidad,d_sn_kg_en_el_paso,d_feo_reducido_kg_en_el_paso,d_T_en_el_paso
tasa_feed_Carbon_kg_min,62.9648419123824,9.536013369421326,11.859663471548156,47.6956968287629,-0.22315011979271404,113.09390942152095,454.82680262294934,-2.1279625257312915
tasa_gn_nm3_min,27.554672828956882,3.8449641051700354,93.58405713050705,-32.94248324434678,0.439213198782423,359.8273404829815,-126.6626656096787,1.6887589838353279
tasa_o2_nm3_min,31.28911656782835,2.675145736046357,-1.0066554997025292,-23.75171962335753,-2.235432567102987,-2.6929501676968357,-63.53931147419348,-5.980107900104717
tasa_aire_nm3_min,121.10991988570602,11.16075266921385,0.2671011827055702,7.212940820584295,-0.5678092438621579,2.9810502378313686,80.5018485162177,-6.337178534038877
duracion_plan_min,30.0,1.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0
