fase,accion,n,theta_dml_crossfit,ci95_lo,ci95_hi,se_boot,significativo_95,rho_bruto_spearman,placebo_theta_media,placebo_theta_std,placebo_pasa,confounder_theta,confounder_cambio_pct,subset_theta_media,subset_theta_std,subset_frac_mismo_signo
Fusión,delta_tiempo,1773,-0.039342342915451634,-0.05878872108458686,-0.017678656596617142,0.009389821384244256,True,,-0.000622770373647215,0.0036664389543892948,True,-0.039437776255663554,0.24257156720761316,-0.03705913504714519,0.008062725218613934,1.0
Fusión,tasa_feed_Carbon_kg_min,1773,0.0033413468517690136,-0.020219375500494,0.02645811181726026,0.011595972738273437,False,,-0.0009924237426280002,0.00837572177212853,False,0.006188301446046744,85.20377765429193,0.011542182772639511,0.0057656923447897595,0.9
Reducción,tasa_gn_nm3_min,1087,-0.015859975725932007,-0.030485816295864658,-0.0035746653301994866,0.0073078582640768676,True,,0.0004743509126088727,0.007567739086190773,False,-0.015776714998814823,0.5249738291295715,-0.019041578614650924,0.005076085543493379,1.0
Reducción,exceso_o2_combustion_pct,1086,0.0048845180551310725,0.002159423714228252,0.008113766137546932,0.0015017515859955457,True,,0.0002703457527535519,0.002683377086057166,False,0.004833617243100767,1.0420844192804466,0.003965361887059529,0.0012401917172057762,1.0
Reducción,posicion_vertical_lanza_mm,1087,0.0002744099619745417,0.00017805632369494656,0.0003952672384249399,5.554624712946871e-05,True,,2.9986841582074896e-05,4.444181333969697e-05,True,0.0002712790506381146,1.140957093659249,0.0002623878548803871,5.800409782455598e-05,1.0
Reducción,tasa_feed_Carbon_kg_min,1089,-0.009406823097548176,-0.01598732762426097,-0.0032966495746667834,0.0033540853936249765,True,,0.00018310258054730523,0.0010978671632850988,True,-0.007240203943069232,23.032419146050138,-0.008642405631708395,0.004384239323815647,1.0
