fase,target,n_estado,r2_oof,variable_eliminada,estado_restante,target_key
Reducción,sn_extraido_est_kg,7,0.9732142870284854,,sn_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;avance_reduccion_sn_prev;temperatura_horno_celsius_prev;orden_escalon_fase,sn_kg
Reducción,sn_extraido_est_kg,6,0.9732609759823255,orden_escalon_fase,sn_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;avance_reduccion_sn_prev;temperatura_horno_celsius_prev,sn_kg
Reducción,sn_extraido_est_kg,5,0.973927549622779,temperatura_horno_celsius_prev,sn_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;avance_reduccion_sn_prev,sn_kg
Reducción,sn_extraido_est_kg,4,0.9738094336279756,ley_feo_escoria_pct_prev,sn_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_sn_escoria_pct_prev;avance_reduccion_sn_prev,sn_kg
Reducción,feo_extraido_est_kg,7,0.29597472092760635,,feo_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_feo_escoria_pct_prev;ley_cao_escoria_pct_prev;sn_inventario_escoria_est_kg_prev;avance_reduccion_sn_prev;temperatura_horno_celsius_prev,feo_kg
Reducción,feo_extraido_est_kg,6,0.299816685851117,ley_feo_escoria_pct_prev,feo_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_cao_escoria_pct_prev;sn_inventario_escoria_est_kg_prev;avance_reduccion_sn_prev;temperatura_horno_celsius_prev,feo_kg
Reducción,feo_extraido_est_kg,5,0.30639029151469155,avance_reduccion_sn_prev,feo_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_cao_escoria_pct_prev;sn_inventario_escoria_est_kg_prev;temperatura_horno_celsius_prev,feo_kg
Reducción,feo_extraido_est_kg,4,0.30056413083387745,temperatura_horno_celsius_prev,feo_inventario_escoria_est_kg_prev;masa_escoria_est_kg_prev;ley_cao_escoria_pct_prev;sn_inventario_escoria_est_kg_prev,feo_kg
