interaccion,modelo,fx,fy,x_val,y_val,pd_valor,lectura,lectura_hint_teorica
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,540.1434384884384,-2389.27169131349,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,1867.9895622309632,-1922.1537402886738,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,3195.8356859734877,-743.7727259323416,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,4523.681809716013,484.1536021133719,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,5851.5279334585375,1465.9564552549111,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,7179.374057201062,4171.898318961592,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,8507.220180943586,4480.095907788446,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,9835.06630468611,5426.206674925237,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,11162.912428428635,6853.3281226769695,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,4.895284946326053,12490.75855217116,7576.762810620368,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
