interaccion,modelo,fx,fy,x_val,y_val,pd_valor,lectura,lectura_hint_teorica
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,540.1434384884384,-2386.6480203256347,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,1867.9895622309632,-1910.5627491757707,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,3195.8356859734877,-732.1817348194386,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,4523.681809716013,491.9891831558288,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,5851.5279334585375,1473.7920362973682,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,7179.374057201062,4179.733900004048,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,8507.220180943586,4487.931488830903,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,9835.06630468611,5434.042255967694,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,11162.912428428635,6861.163703719426,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,11.592964365684365,12490.75855217116,7584.598391662824,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,540.1434384884384,-2386.6480203256347,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,1867.9895622309632,-1910.5627491757707,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,3195.8356859734877,-732.1817348194386,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,4523.681809716013,491.9891831558288,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,5851.5279334585375,1473.7920362973682,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,7179.374057201062,4179.733900004048,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,8507.220180943586,4487.931488830903,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,9835.06630468611,5434.042255967694,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,11162.912428428635,6861.163703719426,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,18.290643785042676,12490.75855217116,7584.598391662824,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,540.1434384884384,-2386.6480203256347,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,1867.9895622309632,-1910.5627491757707,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,3195.8356859734877,-732.1817348194386,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,4523.681809716013,491.9891831558288,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,5851.5279334585375,1473.7920362973682,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,7179.374057201062,4179.733900004048,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,8507.220180943586,4487.931488830903,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,9835.06630468611,5434.042255967694,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,11162.912428428635,6861.163703719426,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,24.988323204400988,12490.75855217116,7584.598391662824,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,31.6860026237593,540.1434384884384,-2386.6480203256347,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,31.6860026237593,1867.9895622309632,-1910.5627491757707,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,31.6860026237593,3195.8356859734877,-732.1817348194386,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,31.6860026237593,4523.681809716013,491.9891831558288,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
carbon_x_inventarioSn,Reducción_sn_kg_default,tasa_feed_Carbon_kg_min,sn_inventario_escoria_est_kg_prev,31.6860026237593,5851.5279334585375,1473.7920362973682,"rango del efecto de tasa_feed_Carbon_kg_min por nivel de sn_inventario_escoria_est_kg_prev: [76.0, 82.1, 182.4, 167.5, 123.5, 137.8, 137.8, 131.7, 126.4, 126.4]; Spearman(nivel_sn_inventario_escoria_est_kg_prev, rango_efecto_tasa_feed_Carbon_kg_min)=0.18 -> sin relacion clara con sn_inventario_escoria_est_kg_prev",cinetica bimolecular: el efecto del carbon debe CRECER con el inventario de Sn
