Batch,cal_total_F,cal_por_carga_F,Sn_extraido_total_F,sn_inv_fin_F,feed_sn_F,F_avance_final,sn_metal_t,sn_dross_t,sn_polvo_t,f_metal,f_dross,f_polvo,rendimiento_proxy_batch,feed_sn_total_batch,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,temp_media_F,carbon_total_F,gn_total_F,n_escalones_F
AP0011,1.0604063053741445e-20,8.850198011120304e-26,42668.29354931221,5.265729837238624e-21,46801.44948227124,1.0,29.56072,7.66088,7.916128344,0.654900480917299,0.16972232057438782,0.1753771985083131,65.4900480917299,47265.75618924079,42.415478561836736,299.9997159131983,1217.5851416267694,12977.10957296257,8290.597658585031,7
AP0012,0.009526658214805753,7.668833024919394e-08,43853.526472263766,0.010588012222874503,48811.49229035344,0.9999997830836197,32.937799999999996,3.8719200000000003,7.594977511999999,0.7417638638591971,0.08719618006526553,0.17103995607553726,74.17638638591971,49077.0481637061,42.415478561836736,299.9997159131983,1185.7754967705264,13552.760713269925,8305.419102225544,7
AP0013,5.103036712825551e-22,4.139385707526838e-27,43950.10636262731,7.750626739031132e-22,47886.04495240871,1.0,32.21652,8.31776,9.349323848000001,0.6458338515029256,0.1667433657228333,0.18742278277424107,64.58338515029256,48207.357352155595,42.41547856183673,299.9997159131983,1184.6326861353325,13350.830744769195,8129.905330064561,7
AP0014,8.590628822251356,6.775993482151292e-05,44925.70743451572,5.81841241938209,49018.216432612215,0.9998813010174007,32.1146,5.002079999999999,7.31576802,0.7227735907223597,0.11257718678359688,0.16464922249404343,72.27735907223597,49225.84475281727,42.415478561836736,299.9997159131983,1181.154670093472,13283.36558929712,9004.33951143347,7
AP0015,1.5010871947787146,1.2197950898673157e-05,43513.58286835734,1.4408096252727802,47618.99658210682,0.9999697429654405,35.33096,4.76952,5.8490194440000005,0.7689084849130702,0.10379917208483966,0.1272923430020902,76.89084849130701,48456.97475661744,42.415478561836736,299.9997159131983,1220.8147506373807,13249.769194861532,8212.19871114095,7
AP0016,15.767920347247333,0.00012174751849945255,41330.3567342967,11.691603503672379,45144.2912832438,0.9997410170107597,30.46036,3.72368,7.4379970680000005,0.7318325133927344,0.08946414597431734,0.17870334063294818,73.18325133927344,45608.23478190104,35.28891372434783,299.9997159131983,1213.967825541538,13139.314192127502,9002.380067204402,7
AP0017,0.11511971225939463,9.341906406492126e-07,39782.90479850059,0.12887161523739185,43128.27557504662,0.9999970118996524,33.22788,3.24224,10.877186948,0.7017902842181307,0.0684778123402213,0.22973190344164787,70.17902842181307,43686.61241311744,35.28891372434783,299.9997159131983,1178.4788045030607,12049.682117790515,9076.73887981605,7
AP0018,6.276213889353725e-21,5.038851847551032e-26,40431.40696845534,6.888523156663234e-21,44037.50646763209,1.0,31.31884,6.19208,7.13601942,0.701477870753453,0.1386899097774707,0.15983221946907644,70.14778707534529,44104.79893395347,35.28891372434783,299.9997159131983,1162.8325151548602,12793.845254737442,8783.107965075254,7
AP0019,6.3574593765945505e-21,5.182961949445049e-26,39418.66749250886,4.673456768212148e-21,43052.320523685165,1.0,30.8798,4.2323200000000005,9.735184176,0.6885542078251674,0.09437178171045839,0.2170740104643743,68.85542078251675,43650.52199010718,35.28891372434783,299.9997159131983,1190.4465858385227,12646.272816315388,8693.533976788478,7
AP0020,6.276213889353725e-21,5.1609531006458184e-26,38892.99316400409,6.115944633906315e-21,42585.005810919436,1.0,30.48584,3.2735199999999995,8.881977487999999,0.7149362988104967,0.07676869893964335,0.20829500224986,71.49362988104966,42744.063171969974,35.28891372434783,299.9997159131983,1139.1142490748969,12570.15606269185,8853.566294680879,7
AP0021,12243.199895291573,0.10892320525300815,27698.57786013452,13367.955249115741,43766.836355822044,0.6945642782943008,30.033079999999998,4.37784,7.569812708,0.7154015202378016,0.10428212462251149,0.18031635513968697,71.54015202378017,43965.99252446615,35.28891372434783,299.9997159131983,1184.0442043784053,13589.964297424587,8639.503173658584,7
AP0022,12182.993927620875,0.10593699638553576,33007.22449106486,8762.39950370001,44747.205796587485,0.8041799627996381,28.94332,7.7791999999999994,13.38527908,0.5776210596236788,0.15524928539727031,0.2671296549790508,57.762105962367876,45032.55354828111,35.28891372434783,299.9997159131983,1173.838405441427,13238.518031334741,9410.49086235588,7
AP0023,13440.565493223738,0.12158574832141811,36020.675806685205,4214.970894400689,43284.248734374094,0.9026211377661413,32.02248,3.24904,8.166578059999999,0.7371980227073506,0.07479701333866365,0.18800496395398575,73.71980227073506,43299.888152326486,34.73982860413044,299.9997159131983,1170.6939436827236,12274.275458754682,8615.682918555665,7
AP0024,12561.583596590155,0.11051117057607177,27445.921162028055,14054.744214469001,44488.36473611058,0.6840804489480153,30.20948,4.25136,8.709418832,0.6997752808840514,0.09847890920794468,0.20174580990800395,69.97752808840514,44941.30047933872,34.73982860413044,299.9997159131983,1230.4594276320872,13306.913944288464,8414.72252790663,7
AP0025,12177.037932316991,0.10813026855665284,30160.18441867418,10983.317809353814,44165.242881503524,0.7513130893716052,32.07344,3.60264,9.092882512,0.7164213374701935,0.08047182239334534,0.203106840136461,71.64213374701936,47044.11865805387,34.73982860413044,299.9997159131983,1229.2390262620388,13650.202728031076,9214.535196202429,7
AP0026,12006.591662582337,0.10856641878361711,31727.23691622002,8576.286943373734,43309.29325134735,0.8019758278298175,31.8206,2.86416,7.7591479,0.7497094771520791,0.06748106245890709,0.1828094603890138,74.97094771520791,44534.06945238458,34.73982860413044,299.9997159131983,1207.7796165929892,13458.459217780755,8604.774091962818,7
AP0027,11950.00718987874,0.10510689390471943,31447.94404081279,10361.907795596384,44540.122363601346,0.767357895629307,31.54228,5.25912,8.34632666,0.6986460301210656,0.11648692833651526,0.18486704154241906,69.86460301210657,44768.58694228547,34.73982860413044,299.9997159131983,1171.041769911373,12657.985551660571,8530.281062825521,7
AP0028,11947.749724488429,0.10260267303195152,37986.25003594846,5397.241637432412,46519.1909913144,0.8839781706771269,30.766119999999997,4.59544,11.049745604,0.6629014116195945,0.09901552951796164,0.2380830588624438,66.29014116195945,46868.47628560725,36.50794218065217,299.9997159131983,1222.8230532164796,14055.739921840877,8949.913267347547,7
AP0029,12122.996571722768,0.10614484753132794,32740.419925887323,9872.932861044901,45743.21454565581,0.7841661772328914,30.979759999999995,6.28592,8.96346352,0.6701348465735105,0.13597310097861837,0.1938920524478711,67.01348465735106,47033.96086615213,36.50794218065217,299.9997159131983,1171.500055006117,12996.809591426638,8788.270779097507,7
AP0030,12219.858369536174,0.10646527443216476,38657.064519917796,6134.533746516799,45936.14077981753,0.8664551779410241,34.13732,5.42232,8.367896492,0.7122694488104591,0.11313579618065882,0.17459475500888216,71.22694488104591,46210.17038676963,36.50794218065217,299.9997159131983,1200.6725026973368,13436.884614220435,9529.946167626995,7
AP0031,11932.828635383543,0.10685926084125656,30029.25483378501,11378.509784049722,44728.982491556264,0.7456121478686061,31.940160000000002,8.060719999999998,9.435603176,0.6460847930118547,0.16305205148397867,0.19086315550416652,64.60847930118547,45071.24700106346,36.50794218065217,299.94958435208713,1147.6379952004427,13398.013783718816,8547.164275105793,7
AP0032,10682.827648859522,0.0948323924804695,31892.24174155693,10276.09173179048,45158.129914881545,0.7724420441865094,31.230639999999998,5.563759999999999,6.409835076,0.7228606164433323,0.1287781160854454,0.1483612674712223,72.28606164433323,46085.83863795923,36.50794218065217,299.94958435208713,1126.893247338052,12733.92579645759,8585.970084296332,7
AP0033,11015.025110092789,0.10089107575031653,29388.45816521323,10870.47686547105,43726.47142407941,0.7513982603342454,32.396840000000005,5.2564,8.494918836,0.7020180396607145,0.11390270235222259,0.18407925798706287,70.20180396607145,43996.2833818765,36.50794218065217,299.94958435208713,1169.553806488988,12966.277707459212,8205.03455607062,7
AP0034,11068.008938964716,0.09876140121406699,33455.38769139561,8161.530695018762,44889.89385377412,0.8181877925217553,30.06248,5.0728,5.8154663719999995,0.7341131154707151,0.12387564206811426,0.14201124246117072,73.4113115470715,45119.977017478595,36.50794218065217,299.4544201954381,1189.9684182012775,12445.47601754512,8407.488067572438,7
AP0035,10764.18389498575,0.09224809078550716,31320.564199686833,13252.122199236524,47939.558763616355,0.7235660372974855,36.27764,3.82976,10.043153444000001,0.7233746690454569,0.07636525894527674,0.20026007200926638,72.33746690454569,48802.54447751714,38.87376026625,299.34438371618273,1192.1258921358938,12369.899247089357,8875.94907667372,7
AP0036,11080.5212530629,0.09496932604436355,37643.00922756048,7195.331363654208,47805.21934093146,0.8494864899094089,27.97116,6.5552,8.818466316,0.6453171549490078,0.15123373553766578,0.20344910951332648,64.53171549490077,47913.50394456723,38.873760266249995,299.34438371618273,1153.4192882208315,14214.841329395415,9293.312983823133,7
AP0037,8956.346259968725,0.1045400948532568,29613.53880993042,5135.58229071163,35787.77754923717,0.856498988135096,30.2526,5.1421600000000005,8.40025124,0.6907773087261798,0.11741428656840777,0.19180840470541224,69.07773087261799,37924.34090018513,38.87376026624999,299.34438371618273,1146.1126874279219,12443.190709586026,9202.021463260588,7
AP0038,10995.502920650411,0.0963028418474154,28571.225735078267,15559.247873453933,46919.034325101595,0.6683809013279336,33.04364,4.22008,9.57460876,0.7054828998984121,0.09009885945384016,0.2044182406477476,70.54828998984121,47386.200831510316,38.873760266249995,299.34438371618273,1188.3979576066745,13494.675746785228,8491.604356892904,7
AP0039,12387.897904729462,0.10305367019353776,32053.46822463044,13669.802359087811,49148.91149704815,0.7218696825074384,33.06716,7.47048,8.19653616,0.678520960145846,0.153290372150204,0.16818866770394997,67.8520960145846,49848.989936037025,38.986349541176466,299.34438371618273,1114.4528813543127,14411.010059637103,9237.642832513251,7
AP0040,12418.311928388726,0.10983653277955961,31420.46911657139,11927.138152708018,46277.27882122029,0.7422679453823273,32.424279999999996,5.00072,8.276823868000001,0.7094745298054326,0.10942057836561439,0.18110489182895298,70.94745298054326,46957.08152989481,38.986349541176466,299.3243570767364,1175.1829618694335,13591.846959741311,8833.94352484809,7
AP0041,11950.12819346135,0.1028366365560287,31701.96144623275,12567.060499268842,47569.8887249649,0.7358190057595491,37.29292,5.08232,8.8376395,0.7281941645167599,0.09923909863338186,0.1725667368498582,72.81941645167599,48006.29427480492,38.986349541176466,299.30032510940083,1124.4209916719813,13332.390073671864,8734.491293385026,7
AP0042,10596.052496942713,0.09125715073888349,32097.4620730906,11599.390381997477,47568.545828999864,0.7561541943347366,40.47204,5.39648,8.655494252,0.7422791691922324,0.09897437072513515,0.15874646008263243,74.22791691922325,47896.03184140691,39.34664743058824,299.30032510940083,1107.361542785554,13993.75851793797,8599.864578925239,7
AP0043,10746.178115813786,0.09341121183318384,18703.579659176205,11882.822903204848,47132.53423821714,0.7478849144171473,36.10516,4.33296,8.4481842,0.7385536826897215,0.08863341320041944,0.17281290410985906,73.85536826897214,48456.80248908197,39.34664743058824,299.2193873309356,1152.0294437098908,14369.349987125403,8784.146180216472,7
AP0044,10906.344173682428,0.09270935517392465,33180.97913430886,12121.658469873713,48383.596878640274,0.7494676036533982,35.67004,3.78216,12.721407584000001,0.6836797693655916,0.0724918244135349,0.24382840622087357,68.36797693655916,49041.60794245892,39.34664743058824,299.0035532550284,1132.3181215785896,13782.917503597408,8884.19555066903,7
AP0045,11175.958868349899,0.09292882233793995,32325.711625696134,13724.997922764349,49196.860225105804,0.7210188239663249,33.46896,4.57096,9.352918820000001,0.7062028954863101,0.09644832666303656,0.19734877785065336,70.620289548631,49673.02338899185,39.34664743058824,299.0035532550284,1109.5011433360066,14634.242361142737,9260.829249866176,7
AP0046,11516.075908590927,0.09554483921657297,35819.74227062045,10393.264862352376,49354.826214145505,0.7894174560101362,38.08476,5.22512,9.530270772,0.7207541886913221,0.0988854105005467,0.1803604008081311,72.0754188691322,49809.120586023055,39.42041042222222,298.8325729453634,1159.4071347211614,15225.864445344918,9085.941193644205,7
AP0047,11734.966086933753,0.09689079666835065,33917.51115335519,12495.943757405154,49591.10871477862,0.7480204802583644,35.818999999999996,5.69432,10.681860136000001,0.6862511041569327,0.10909666343066265,0.20465223241240474,68.62511041569327,49716.45075337665,39.42041042222222,297.1227698487127,1131.0062768537273,14602.5204396944,9331.609697299533,7
AP0048,9494.771926144489,0.07666846028003042,34241.08718233062,11918.865130233298,49698.23936345119,0.7601753043388775,33.772760000000005,7.1332,10.32955288,0.659167013299936,0.13922374538743953,0.20160924131262445,65.9167013299936,50225.25068178796,39.42041042222222,297.1227698487127,1126.1507652885975,14898.68529514967,8954.939100138346,7
AP0049,10566.87228077005,0.08825557176503565,35768.80289637862,8996.64952941978,48139.46248255551,0.8131127963325322,34.03736,5.67936,9.736382500000001,0.6882755232596377,0.11484335082920227,0.19688112591116,68.82755232596378,48659.22290100346,40.70906441,297.1227698487127,1135.5953375090521,15364.11916932014,8986.041636902355,7
AP0050,8312.59858132262,0.06836061084984402,37842.730139840496,5835.509601933323,47892.62861293918,0.8781543262305561,34.91152,4.386,13.043756740000001,0.6669978681150528,0.08379619820485104,0.24920593368009616,66.69978681150528,47949.410529646026,40.70906441,293.99999883582484,1135.5728786061761,14761.83930801325,9186.907249620226,7
AP0051,12782.40309435266,0.10512395926255218,31618.067000191673,15039.409181387971,50173.48254771404,0.7002518378690222,32.149879999999996,7.3984000000000005,8.349921632000001,0.6712126740583344,0.15446091393663625,0.17432641200502935,67.12126740583344,50229.2406262066,40.70906441,293.99999883582484,1143.9032091828108,14911.455148664867,9084.49448038737,7
AP0052,12670.046364792839,0.11361630890337127,24440.103039509766,18514.640978437223,44930.41518112924,0.5879263322228687,40.621,2.44392,9.741175796,0.7692483109701322,0.04628102046099617,0.1844706685688716,76.92483109701323,45033.899224755856,40.70906441,293.99999883582484,1139.7665347183756,15784.392184564123,9538.37127948163,7
AP0053,12843.025329557195,0.10434404190462895,35477.77673326229,12000.416222352167,50761.04728874467,0.763590058453876,34.12948,7.492240000000001,10.7549579,0.6516159742922527,0.1430453457606558,0.20533867994709148,65.16159742922527,52243.109506981666,40.70906441,292.85762656138314,1134.076099903571,15216.00230029714,9548.054623346552,7
AP0054,12537.733534920299,0.10054979433031891,33184.07791839017,13608.710395094697,50310.502213738015,0.7295055744568051,38.14748,6.519839999999999,9.499114348,0.7042641897917087,0.12036679317143814,0.17536901703685318,70.42641897917086,50828.33309744242,40.70906441,292.85762656138314,1119.507826153576,15440.629824612353,9053.550715298123,7
AP0055,12723.768420122908,0.10295602848938012,44334.345028160176,3162.964287200566,50981.595362331944,0.937958703239453,32.89075999999999,8.50136,9.00540486,0.6526264948798123,0.16868606193689176,0.1786874431832961,65.26264948798122,51179.56228802886,40.70906441,292.85762656138314,1133.83852116211,15571.066199359793,9382.386418133216,7
AP0056,12644.663932748914,0.10204432264060999,42908.61772815077,4690.635161485905,51127.810308731954,0.9082566780552148,34.20004,7.41472,10.994622700000003,0.6500749152489105,0.14093911807104323,0.20898596668004624,65.00749152489105,51460.05880806052,40.70906441,292.85762656138314,1118.1735168771493,15091.61778000259,9598.310900684855,7
AP0057,12697.497056036653,0.10549142509895133,40089.613880978024,5607.552941502143,49258.97486551829,0.8861618018480633,35.75039999999999,6.722479999999999,9.457173008000002,0.6884337282400333,0.12945259268201362,0.1821136790779531,68.84337282400334,50265.77445305768,40.70906441,292.85762656138314,1157.3252755142782,15042.768195760176,9108.200963725274,7
AP0058,12626.05813531745,0.1044663446459121,31136.465227700282,9921.986044519099,44049.33866768362,0.7747528942631261,36.3482,6.542960000000001,9.091684188,0.69923453723586,0.12586768004337887,0.17489778272076104,69.92345372358601,44651.67313623236,40.70906441,292.85762656138314,1142.0367293712711,14670.205675413601,9116.943663638835,7
AP0059,12963.086114073796,0.10392980055881808,37510.072583102905,9735.90781383102,50765.79901130508,0.8082191553478175,37.56732,6.154000000000001,9.107262400000002,0.711117321217387,0.11648997039905427,0.17239270838355866,71.1117321217387,50879.87455136152,40.8716429,293.00000743855327,1109.8473737264949,14523.16378540271,9290.011371295212,7
AP0060,12068.967826711201,0.09734880498302946,33992.13635764387,12956.211920431584,50457.80306510901,0.7432267928170924,40.460280000000004,4.9639999999999995,9.392463512,0.7381007591438333,0.09055627317433265,0.17134296768183402,73.81007591438333,50841.88927252469,40.87164289999999,293.00000743855327,1119.6691980509825,13785.352897400307,9128.992196725052,7
AP0061,12033.216242774477,0.09865257477086495,35879.39720989255,10078.590613921058,49701.159277978615,0.7972161864967476,38.318000000000005,4.29352,9.079700948000001,0.7412864176403744,0.08306091288343076,0.17565266947619476,74.12864176403744,50631.628216471174,40.8716429,292.3985862551131,1101.114487305828,14016.943287635071,9092.52710607093,7
AP0062,12165.758655855534,0.09191243234956191,33091.15724217209,11457.077679540107,47476.127255967316,0.7586770795821376,33.61204,10.914000000000001,10.945491416000003,0.6059331542143989,0.19674957084116138,0.1973172749444398,60.59331542143988,48178.28977722112,40.87164289999999,289.6921909296324,1087.3828423197797,14352.40100542776,10232.213204722586,7
AP0063,12399.417500230526,0.09666292434979497,35095.48665054381,11028.591021402059,48952.961610722006,0.7747104432801772,36.30508,5.44952,8.7477652,0.7188788060959964,0.10790623327083303,0.1732149606331705,71.88788060959965,49478.45324586278,40.8716429,289.6921909296324,1165.1728477844915,14967.09488750419,9391.751339608041,7
AP0064,12062.473458478307,0.0931405856733686,37623.03424031053,12448.805528005212,53348.08539997318,0.7666494414059802,39.36268,7.0652,11.170776327999999,0.6833958031216246,0.12266258365067882,0.1939416132276967,68.33958031216245,54278.84610426013,40.871642900000005,289.6647083076943,1175.4688245575733,14458.541861507158,9500.903330634854,7
AP0065,12068.664500353372,0.09559419619868036,42935.38731579478,4887.970641596845,51689.076727312255,0.9054351334734895,33.35724,7.84312,12.165385248000002,0.6250683813180729,0.14696918338817613,0.22796243529375104,62.506838131807285,52381.85539217349,40.87164289999999,289.6166137193027,1176.1218445082577,14415.399889503764,9512.015100416247,7
AP0066,11657.633125038727,0.09647220443331214,38771.92709191765,6916.75763546751,49512.625483401775,0.8603031536312646,32.19692,4.35608,6.707019428,0.7442650379199918,0.10069528533730922,0.15503967674269903,74.42650379199918,50243.6830300459,40.87164289999999,289.6166137193027,1165.8756149263647,14025.461537466224,8864.629524090853,7
AP0067,12050.059424098421,0.09462209259099787,42270.60444616097,6743.111724237189,52161.7086489463,0.8707267860104233,31.738280000000003,5.410080000000001,9.901751212,0.6745633364604087,0.11498548803897778,0.2104511755006136,67.45633364604086,52637.91106846469,40.8716429,289.5031230807321,1176.583803856207,14620.727509514689,9052.572619232298,7
AP0068,12160.582198131691,0.09565445648147365,38984.38492967079,9215.86252479048,52019.310556591096,0.8228376649712674,35.50932,6.751040000000001,12.903552832000003,0.6437056071084468,0.12238145652503085,0.23391293636652233,64.37056071084467,53162.80641393978,40.8716429,289.20048137787734,1206.154408941758,14452.898162109952,9266.99184536404,7
AP0069,12545.873641279346,0.0990358787199623,41532.39150940507,6751.526912932732,51737.154208148815,0.8695033189152614,27.298880000000004,9.5812,7.663281980000001,0.6128607897234433,0.21509826771275065,0.17204094256380598,61.28607897234433,52720.57609686577,40.5127848,289.20048137787734,1166.5290816092534,14480.097445186515,8888.523770504804,7
AP0070,12613.85744962427,0.09911562749315778,39197.41331126308,8817.050484919226,51717.4294011703,0.8295149123417239,35.378,6.0384,10.304388076,0.6840189663779785,0.11674996117860777,0.19923107244341362,68.40189663779786,52289.37686626337,40.5127848,289.20048137787734,1148.4874297148913,13882.809484736841,8941.96687117899,7
AP0071,12698.299980248854,0.09605097664739899,35711.90840350418,14182.573479558316,53635.12680616793,0.7355730409510779,30.922919999999998,10.2408,13.06772322,0.5702027857631483,0.18883509993374653,0.2409621143031052,57.02027857631483,54062.091668547655,40.5127848,288.4999993876369,1142.0106402066824,14826.690100436857,9391.28717863961,7
AP0072,13208.181313326599,0.10489418077515199,35455.787440780856,12529.575373584144,51198.11906234166,0.7552727404237753,36.6422,6.88704,9.737580824000002,0.6878991355814202,0.1292932428378936,0.18280762158068606,68.78991355814203,52898.56557515206,40.5127848,288.4999993876369,1178.9373222282834,14544.507552466443,9377.796652170877,7
AP0073,12979.095492730316,0.10040810310723006,19714.812817880327,7142.006133160906,52532.91348916628,0.8640470200718302,32.60068,6.411040000000001,9.592583620000001,0.6707364898153848,0.13190272306178968,0.1973607871228256,67.07364898153848,52920.855467763286,40.5127848,288.4999993876369,1179.2529440421956,14388.96113018336,9405.004384528267,7
AP0074,12981.025278187186,0.10150539823951821,36977.11341835375,11004.050002635051,51885.439673332236,0.7879164160135113,31.36,7.32496,12.01918972,0.618489811448908,0.14446470437725745,0.23704548417383461,61.8489811448908,51941.90725371176,40.5127848,288.0999996815793,1142.3566396626088,14411.11679536047,9382.942254018764,7
AP0075,13057.964495032624,0.10125652358547653,40595.65682558643,7804.811083881176,52363.05564196549,0.850948135318021,37.224320000000006,8.891680000000001,9.398455132,0.6705338260366518,0.16016873405057705,0.16929743991277113,67.05338260366518,53279.53314474895,40.5127848,288.0999996815793,1164.1384006813355,14076.236943848457,9267.463937561697,7
AP0076,12845.504495386687,0.09937329554496405,38001.40807149983,10175.166723879685,52484.333356238945,0.8061294471472955,35.0742,5.4005600000000005,7.563821088000001,0.730125644963346,0.11242130549415949,0.15745304954249445,73.0125644963346,52664.01748193454,40.5127848,288.0999996815793,1191.40415887861,13346.686564116968,9453.268517727322,7
AP0077,13572.267687973137,0.10616196714600568,38339.32608509105,9508.402003597997,51737.93639726137,0.8162199216723823,32.33608,10.68008,12.770538868000001,0.5796378107353546,0.19144491817432555,0.22891727109031995,57.96378107353545,52205.53715350701,40.01559039,287.7004784837187,1161.3857944223098,13973.042117171788,9116.583765454772,7
AP0078,13508.56713851696,0.1047341525323616,39162.64619489901,9208.736590235716,52218.30213214623,0.8236492529586346,35.899359999999994,6.428720000000001,9.354117144,0.6946175275786955,0.12438944849979813,0.1809930239215064,69.46175275786955,52902.417164151535,40.01559039,287.7004784837187,1139.6959362959312,14533.110487409383,9681.920856910852,7
AP0079,13328.133111347017,0.10360499228596455,36920.17715807994,11333.181204877643,51868.49270945026,0.7815016281972509,35.366240000000005,5.9159999999999995,9.537460716000002,0.6959159440477647,0.11641154742450922,0.18767250852772618,69.59159440477647,52725.59036596877,40.01559038999999,287.7004784837187,1120.4605134301396,13691.207403087134,9403.122027757432,7
AP0080,13567.329927148701,0.10720107625255013,32367.30586849489,15258.787173636101,51180.5171954978,0.7018633650115131,37.106719999999996,7.90976,11.205527724000001,0.6600034666524354,0.14068796758077157,0.19930856576679307,66.00034666524354,52346.13536699652,40.01559038999999,287.1931308754304,1122.9019125700377,14370.872580340418,9185.248069763184,7
AP0081,12781.471801916958,0.099557229258989,33310.301750161205,15123.981997986892,51954.03914003876,0.7088968971744204,35.15848,6.4464,9.118047316,0.6931476919887791,0.12709045674433211,0.17976185126688876,69.31476919887791,52949.551760526694,40.01559038999999,287.1931308754304,1165.8104782458172,13892.136417668024,9375.520397101509,7
AP0082,12937.50366576917,0.09738869214443935,37542.52239163448,12740.380182853867,54318.05458906804,0.765448518374994,37.90836,8.819600000000001,9.537460716,0.6737416963669861,0.15674991651652223,0.16950838711649172,67.37416963669861,56026.53004617036,40.01559039,287.1931308754304,1164.6816866953845,13826.717738395826,9485.452830406717,7
AP0083,12986.733020331088,0.09822047994375212,37776.11776145372,12404.322744486535,54076.5410422067,0.7706154553264608,40.69548,8.23616,12.093485808,0.6668643359792155,0.13496342516216972,0.1981722388586149,66.68643359792155,55384.82566603667,40.01559038999999,287.1931308754304,1173.6930746375142,14620.33899307085,9378.442759195963,7
AP0084,9952.11371741931,0.07595345177991308,41241.92973035335,9260.107564275651,54176.63884900643,0.8290756355320578,33.8198,8.841360000000002,10.457773548,0.6366807038669051,0.16644460664878863,0.19687468948430628,63.66807038669051,55284.07517588542,40.01559039,287.1931308754304,1152.9862153490433,13445.208471097216,9215.033962334528,7
AP0085,11868.500514630978,0.09233905977091333,35545.06114964568,14122.828921930624,52925.00021146326,0.7331539184600382,39.12356,8.79648,9.7663406,0.6782113835722257,0.15248798604639793,0.16930063038137635,67.82113835722257,53169.642954895426,40.83807624000001,287.1931308754304,1138.01909471013,13317.884391306126,9042.402017550998,7
