kpi,modelo,muestra,variable,coef_por_sd,ci_lo,ci_hi,p,r2_adj,n,significativa,consistente
f_dross,M2_Reduccion+cuad(perfil_carbon_R),dev,perfil_carbon_R_sq,0.0009747732515232162,-0.000528303791081159,0.0024778502941275914,0.2037027222145713,0.1261993890269837,297,False,
f_dross,M2_Reduccion+cuad(perfil_carbon_R),total,perfil_carbon_R_sq,0.0007804528413778472,-0.0003922300691932316,0.001953135751948926,0.19209378519215714,0.11597928497687027,360,False,
f_dross,M2_Reduccion+cuad(perfil_carbon_R),lockbox,perfil_carbon_R_sq,0.008998919997129514,-0.024070545733994454,0.04206838572825348,0.5937921687708397,0.09005155035313295,63,False,
f_polvo,M3_Conjunto+cuad(carbon_por_Sn_inv_R),dev,carbon_por_Sn_inv_R_sq,-0.00022491996474068978,-0.011873347089916666,0.011423507160435284,0.9698112443132884,0.06446591963497217,297,False,
f_polvo,M3_Conjunto+cuad(carbon_por_Sn_inv_R),total,carbon_por_Sn_inv_R_sq,-0.00029996942727590343,-0.017189154008617886,0.01658921515406608,0.9722304553803627,0.04576487787494066,360,False,
f_polvo,M2_Reduccion+cuad(carbon_por_Sn_inv_R),dev,carbon_por_Sn_inv_R_sq,-9.783046674480873e-05,-0.008649398340617445,0.008453737407127829,0.9821112439399148,0.06806345778768197,297,False,
f_polvo,M2_Reduccion+cuad(carbon_por_Sn_inv_R),total,carbon_por_Sn_inv_R_sq,-0.00010656510553627089,-0.014216190100899334,0.014003059889826794,0.9881894032955939,0.05537785466291323,360,False,
f_polvo,M3_Conjunto+cuad(cal_por_carga_F),dev,cal_por_carga_F_sq,-0.0013455406015270995,-0.005010008423736181,0.002318927220681982,0.47172760304659456,0.06557270376199065,297,False,
f_polvo,M3_Conjunto+cuad(cal_por_carga_F),total,cal_por_carga_F_sq,-0.0017928534391595669,-0.004243869737201578,0.0006581628588824442,0.151668829470474,0.049483685503934005,360,False,
f_polvo,M3_Conjunto+cuad(cal_por_carga_F),lockbox,cal_por_carga_F_sq,-0.0298150542318925,-0.11019223337727084,0.05056212491348584,0.4672090114626414,0.07338786828993082,63,False,
f_polvo,M1_Fusion+cuad(cal_por_carga_F),dev,cal_por_carga_F_sq,-0.003275911564908088,-0.006238526053032396,-0.00031329707678378,0.030217277567202806,0.0814753629331808,298,True,
f_polvo,M1_Fusion+cuad(cal_por_carga_F),total,cal_por_carga_F_sq,-0.003170325495462516,-0.0055562857708473905,-0.000784365220077641,0.00920657997299845,0.07730478503002702,361,True,
f_polvo,M1_Fusion+cuad(cal_por_carga_F),lockbox,cal_por_carga_F_sq,-0.023815591795902535,-0.10908181917109737,0.0614506355792923,0.5840800359451007,-0.032977918645889615,63,False,
f_metal,M3_Conjunto+cuad(C_por_Sn_F),dev,C_por_Sn_F_sq,-0.0012613988134531555,-0.007569277567928096,0.005046479941021784,0.6951041581467692,0.06210850460347617,297,False,
f_metal,M3_Conjunto+cuad(C_por_Sn_F),total,C_por_Sn_F_sq,-0.0017899996417462165,-0.007639721549697468,0.0040597222662050346,0.54867694913723,0.07731831880070472,360,False,
f_metal,M3_Conjunto+cuad(C_por_Sn_F),lockbox,C_por_Sn_F_sq,-0.00533502950409763,-0.022096169370263537,0.011426110362068278,0.5327249795884581,0.0038361962785019577,63,False,
f_metal,M1_Fusion+cuad(C_por_Sn_F),dev,C_por_Sn_F_sq,-0.0010136138964536418,-0.008078198689243426,0.0060509708963361435,0.7785477238707561,0.017241797079370125,298,False,
f_metal,M1_Fusion+cuad(C_por_Sn_F),total,C_por_Sn_F_sq,-0.0014292282093443087,-0.007632130842164516,0.004773674423475899,0.6515565907190684,0.04322256003825031,361,False,
f_metal,M1_Fusion+cuad(C_por_Sn_F),lockbox,C_por_Sn_F_sq,-0.003825258764218426,-0.017040107626314513,0.009389590097877659,0.5704802729068074,0.1035504630999401,63,False,
rendimiento_proxy_batch,M3_Conjunto+cuad(C_por_Sn_F),dev,C_por_Sn_F_sq,-0.12613988134531498,-0.7569277567928082,0.5046479941021783,0.6951041581467701,0.062108504603476056,297,False,
rendimiento_proxy_batch,M3_Conjunto+cuad(C_por_Sn_F),total,C_por_Sn_F_sq,-0.17899996417462127,-0.7639721549697408,0.40597222662049826,0.548676949137227,0.07731831880070505,360,False,
rendimiento_proxy_batch,M3_Conjunto+cuad(C_por_Sn_F),lockbox,C_por_Sn_F_sq,-0.5335029504097626,-2.209616937026488,1.1426110362069626,0.5327249795884913,0.003836196278502624,63,False,
rendimiento_proxy_batch,M1_Fusion+cuad(C_por_Sn_F),dev,C_por_Sn_F_sq,-0.10136138964536526,-0.8078198689243421,0.6050970896336116,0.7785477238707532,0.01724179707937068,298,False,
rendimiento_proxy_batch,M1_Fusion+cuad(C_por_Sn_F),total,C_por_Sn_F_sq,-0.14292282093443073,-0.763213084216453,0.47736744234759143,0.6515565907190695,0.043222560038250424,361,False,
rendimiento_proxy_batch,M1_Fusion+cuad(C_por_Sn_F),lockbox,C_por_Sn_F_sq,-0.3825258764218409,-1.704010762631399,0.9389590097877172,0.5704802729067945,0.10355046309993965,63,False,
