fase,Batch,avance_prev,palanca,valor,pred_sn_extraido_kg,sn_lo,sn_hi,pred_feo_extraido_kg,feo_lo,feo_hi,pred_feo_reducido_kg,pred_dT,dT_lo,dT_hi,pred_temperatura,support_score,derivada__exceso_o2_combustion_pct,derivada__oxygen_enrichment_pct,derivada__relacion_C_Sn_carga,derivada__relacion_CaO_carga,J_costo,J_temperatura,J_soporte,J_sn,J_feo,J_incertidumbre,J
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,29.509128248408004,9021.42674497875,8541.871193268327,9500.982296689172,1256.2509135282296,397.0956385431256,2115.4061885133337,1256.2509135282296,-15.282560852371317,-29.667113203880874,-0.89800850086176,1070.3163266528704,0.1790768385061428,-5.271007860241145,33.04014141352544,1.55566243458885,0.0,-73.6003843993861,-0.0,-1641.8463229877145,9021.42674497875,-753.7505481169377,-239.77777585521108,6312.451713619501
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,32.130575018737005,9074.586487568713,8595.03093585829,9554.142039279135,1271.5952760471246,412.44000106202054,2130.7505510322285,1271.5952760471246,-15.058198654819964,-29.442751006329523,-0.6736463033104076,1070.5406888504217,0.1961041680841406,-5.271007860241145,33.04014141352544,1.693859884223612,0.0,-77.5325545548796,-0.0,-1607.7916638317188,9074.586487568713,-762.9571656282748,-239.77777585521108,6386.527327698628
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,34.75202178906601,9127.746230158677,8648.190678448254,9607.301781869099,1286.9396385660193,427.7843635809153,2146.094913551123,1286.9396385660193,-14.83383645726861,-29.218388808778165,-0.44928410575905353,1070.765051047973,0.21601545215759885,-5.271007860241145,33.04014141352544,1.8320573338583739,0.0,-81.4647247103731,-0.0,-1567.9690956848021,9127.746230158677,-772.1637831396116,-239.77777585521108,6466.370850768679
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,37.37346855939502,9180.905972748642,8701.35042103822,9660.461524459064,1302.2840010849145,443.1287260998105,2161.4392760700184,1302.2840010849145,-14.609474259717258,-28.994026611226815,-0.2249219082077012,1070.9894132455245,0.23760796282286173,-5.271007860241145,33.04014141352544,1.9702547834931359,0.0,-85.39689486586663,-0.0,-1524.7840743542765,9180.905972748642,-781.3704006509487,-239.77777585521108,6549.57682702234
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,39.99491532972403,9234.065715338606,8754.510163628183,9713.621267049028,1317.6283636038092,458.4730886187052,2176.783638588913,1317.6283636038092,-14.385112062165904,-28.76966441367546,-0.0005597106563470788,1071.2137754430757,0.2610125052483014,-5.271007860241145,33.04014141352544,2.1084522331278985,0.0,-89.32906502136014,-0.0,-1477.9749895033972,9234.065715338606,-790.5770181622855,-239.77777585521108,6636.406866796352
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,42.61636210005304,9287.225457928569,8807.669906218147,9766.781009638991,1332.9727261227042,473.8174511376002,2192.1280011078084,1332.9727261227042,-14.16074986461455,-28.545302216124107,0.22380248689500704,1071.4381376406272,0.2859539116805224,-5.271007860241145,33.04014141352544,2.2466496827626603,0.0,-93.26123517685365,-0.0,-1428.0921766389552,9287.225457928569,-799.7836356736225,-239.77777585521108,6726.310634583928
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,45.23780887038205,9340.385200518534,8860.829648808112,9819.940752228957,1348.3170886415992,489.16181365649516,2207.472363626703,1348.3170886415992,-13.936387667063197,-28.320940018572756,0.4481646844463594,1071.6624998381785,0.31222328570747493,-5.271007860241145,33.04014141352544,2.3848471323974225,0.0,-97.19340533234717,-0.0,-1375.5534285850501,9340.385200518534,-808.9902531849594,-239.77777585521108,6818.870337560966
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,47.859255640711055,9393.544943108498,8913.989391398076,9873.10049481892,1363.6614511604942,504.5061761753901,2222.8167261455983,1363.6614511604942,-13.712025469511843,-28.0965778210214,0.6725268819977135,1071.8868620357298,0.33965312541135306,-5.271007860241145,33.04014141352544,2.5230445820321847,0.0,-101.12557548784068,-0.0,-1320.693749177294,9393.544943108498,-818.1968706962965,-239.77777585521108,6913.750971891856
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,50.48070241104006,9446.704685698462,8967.14913398804,9926.260237408884,1379.005813679389,519.8505386942849,2238.161088664493,1379.005813679389,-13.48766327196049,-27.872215623470048,0.8968890795490676,1072.1112242332813,0.36779849504573625,-5.271007860241145,33.04014141352544,2.661242031666947,0.0,-105.0577456433342,-0.0,-1264.4030099085276,9446.704685698462,-827.4034882076334,-239.77777585521108,7010.062666083754
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,53.10214918136907,9499.864428288427,9020.308876578005,9979.41997999885,1394.3501761982839,535.1949012131798,2253.505451183388,1394.3501761982839,-13.263301074409137,-27.647853425918694,1.12125127710042,1072.3355864308326,0.3957741868752403,-5.271007860241145,33.04014141352544,2.799439481301709,0.0,-108.9899157988277,-0.0,-1208.4516262495194,9499.864428288427,-836.6101057189703,-239.77777585521108,7106.035004665899
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,55.72359595169808,9553.02417087839,9073.468619167968,10032.579722588813,1409.6945387171788,550.5392637320748,2268.849813702283,1409.6945387171788,-13.038938876857783,-27.42349122836734,1.345613474651774,1072.5599486283838,0.4229519323784457,-5.271007860241145,33.04014141352544,2.9376369309364714,0.0,-112.9220859543212,-0.0,-1154.0961352431086,9553.02417087839,-845.8167232303073,-239.77777585521108,7200.411450595441
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,58.34504272202708,9606.183913468354,9126.628361757932,10085.739465178776,1425.0389012360738,565.8836262509698,2284.1941762211777,1425.0389012360738,-12.81457667930643,-27.19912903081599,1.5699756722031264,1072.7843108259353,0.44645480201730714,-5.271007860241145,33.04014141352544,3.075834380571233,0.0,-116.85425610981471,-0.0,-1107.0903959653858,9606.183913468354,-855.0233407416442,-239.77777585521108,7287.438144796299
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,60.96648949235609,9659.34365605832,9179.788104347897,10138.899207768742,1440.3832637549685,581.2279887698645,2299.5385387400725,1440.3832637549685,-12.590214481755076,-26.97476683326463,1.7943378697544805,1073.0086730234866,0.4646213472378685,-5.271007860241145,33.04014141352544,3.2140318302059954,0.0,-120.78642626530822,-0.0,-1070.7573055242628,9659.34365605832,-864.2299582529811,-239.77777585521108,7363.792190160557
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,63.5879362626851,9712.503398648283,9232.947846937861,10192.058950358705,1455.7276262738637,596.5723512887597,2314.8829012589676,1455.7276262738637,-12.365852284203722,-26.75040463571328,2.0187000673058346,1073.2330352210379,0.4723796389273936,-5.271007860241145,33.04014141352544,3.3522292798407576,0.0,-124.71859642080175,-0.0,-1055.2407221452129,9712.503398648283,-873.4365757643183,-239.77777585521108,7419.329728462738
Reducción,AP0044,0.7494676036533982,tasa_feed_Carbon_kg_min,66.2093830330141,9765.663141238247,9286.107589527825,10245.218692948669,1471.0719887927585,611.9167138076544,2330.2272637778624,1471.0719887927585,-12.14149008665237,-26.526042438161927,2.243062264857187,1073.4573974185894,0.46638499107389647,-5.271007860241145,33.04014141352544,3.49042672947552,0.0,-128.65076657629524,-0.0,-1067.230017852207,9765.663141238247,-882.6431932756551,-239.77777585521108,7447.361387678879
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,10.37701100559476,9435.076358587507,8955.520806877084,9914.631910297929,644.3005353599606,-214.85473962514345,1503.4558103450645,644.3005353599606,-19.25667462021803,-33.64122697172758,-4.8721222687084715,1066.3422128850236,0.038155847528136236,130.435302684803,33.04014141352544,3.281957980842632,0.0,-109.3398933099049,-0.0,-1923.6883049437274,9435.076358587507,-386.5803212159763,-239.77777585521108,6775.690063262686
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,11.178045194171851,9448.875208006231,8969.31965629581,9928.430759716653,730.4647719437653,-128.69050304133873,1589.6200469288692,730.4647719437653,-18.891515361776378,-33.27606771328593,-4.506963010266821,1066.7073721434654,0.04466500823364475,113.92198998126521,33.04014141352544,3.281957980842632,0.0,-110.06082407962428,-0.0,-1910.6699835327106,9448.875208006231,-438.27886316625916,-239.77777585521108,6750.087761372426
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,11.97907938274894,9462.600501186662,8983.04494947624,9942.156052897084,806.3410294694617,-52.81424551564237,1665.4963044545657,806.3410294694617,-18.526356103334727,-32.91090845484428,-4.1418037518251705,1067.0725314019069,0.052223017370876694,99.61714883377164,33.04014141352544,3.281957980842632,0.0,-110.78175484934366,-0.0,-1895.5539652582468,9462.600501186662,-483.804617681677,-239.77777585521108,6732.682387542183
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,12.780113571326032,9476.266069241015,8996.710517530593,9955.821620951438,873.8638031770765,14.708528191972505,1733.0190781621804,873.8638031770765,-18.161196844893077,-32.54574919640263,-3.77664449338352,1067.4376906603486,0.060992013661720905,87.10551034560584,33.04014141352544,3.281957980842632,0.0,-111.50268561906304,-0.0,-1878.0159726765582,9476.266069241015,-524.3182819062459,-239.77777585521108,6722.651353183937
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,13.581147759903121,9489.882480171813,9010.32692846139,9969.438031882235,934.511191880562,75.355916895458,1793.666466865666,934.511191880562,-17.796037586451426,-32.18058993796098,-3.4114852349418694,1067.8028499187903,0.07141036876714747,76.06977807115898,33.04014141352544,3.281957980842632,0.0,-112.22361638878243,-0.0,-1857.179262465705,9489.882480171813,-560.7067151283372,-239.77777585521108,6719.995110333777
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,14.382181948480213,9503.457947587403,9023.902395876981,9983.013499297826,989.4319959081996,130.27672092309558,1848.5872708933036,989.4319959081996,-17.430878328009776,-31.81543067951933,-3.046325976500219,1068.1680091772319,0.08350562309798427,66.26334450527831,33.04014141352544,3.281957980842632,0.0,-112.9445471585018,-0.0,-1832.9887538040314,9503.457947587403,-593.6591975449197,-239.77777585521108,6724.08767322474
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,15.183216137057304,9516.99895176611,9037.443400055688,9996.554503476533,1039.5325825410175,180.3773075559135,1898.6878575261217,1039.5325825410175,-17.065719069568125,-31.45027142107768,-2.6811667180585683,1068.5331684356736,0.09750021170592989,57.49164409255459,33.04014141352544,3.281957980842632,0.0,-113.6654779282212,-0.0,-1804.9995765881401,9516.99895176611,-623.7195495246104,-239.77777585521108,6734.836571869927
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,15.984250325634394,9530.510673976452,9050.95512226603,10010.066225686875,1085.5376324210781,226.3823574359741,1944.6929074061823,1085.5376324210781,-16.700559811126475,-31.08511216263603,-2.316007459616918,1068.8983276941153,0.11361502823033907,49.59911308463919,33.04014141352544,3.281957980842632,0.0,-114.38640869794057,-0.0,-1772.7699435393217,9530.510673976452,-651.3225794526469,-239.77777585521108,6752.253966431333
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,16.785284514211483,9543.997306436515,9064.441754726093,10023.552858146937,1128.0334921706428,268.8782171855388,1987.188767155747,1128.0334921706428,-16.335400552684824,-30.71995290419438,-1.9508482011752672,1069.2634869525568,0.1320758708153973,42.459883239583704,33.04014141352544,3.281957980842632,0.0,-115.10733946765995,-0.0,-1735.8482583692055,9543.997306436515,-676.8200953023857,-239.77777585521108,6776.4438374420515
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,17.586318702788574,9557.462277563824,9077.906725853401,10037.017829274246,1167.4996790752077,308.3444040901037,2026.6549540603119,1167.4996790752077,-15.970241294243175,-30.354793645752732,-1.5856889427336185,1069.6286462109986,0.15308600280093396,35.971018861303534,33.04014141352544,3.281957980842632,0.0,-115.82827023737933,-0.0,-1693.827994398132,9557.462277563824,-700.4998074451246,-239.77777585521108,6807.528429627975
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,18.387352891365666,9570.90841834795,9091.352866637528,10050.463970058372,1204.3321508688828,345.17687588377873,2063.4874258539867,1204.3321508688828,-15.605082035801525,-29.98963438731108,-1.220529684291968,1069.99380546944,0.17679583880244643,30.047521585373726,33.04014141352544,3.281957980842632,0.0,-116.54920100709872,-0.0,-1646.4083223951072,9570.90841834795,-722.5992905213296,-239.77777585521108,6845.573828569202
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,19.188387079942757,9584.338087051,9104.782535340577,10063.893638761421,1238.860747027702,379.705472042598,2098.016022012806,1238.860747027702,-15.239922777359874,-29.62447512886943,-0.8553704258503174,1070.3589647278818,0.20331632697797583,24.618586339508738,33.04014141352544,3.281957980842632,0.0,-117.27013177681809,-0.0,-1593.3673460440482,9584.338087051,-743.3164482166212,-239.77777585521108,6890.6063851583
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,19.98942126851985,9597.753263925411,9118.19771221499,10077.308815635834,1271.3624365231467,412.20716153804267,2130.5177115082506,1271.3624365231467,-14.874763518918224,-29.25931587042778,-0.4902111674086669,1070.7241239863235,0.23439099502672334,19.624757511292533,33.04014141352544,3.281957980842632,0.0,-117.99106254653748,-0.0,-1531.2180099465534,9597.753263925411,-762.817461913888,-239.77777585521108,6945.948953663221
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,20.790455457096936,9611.155624035528,9131.600072325105,10090.71117574595,1302.07150304435,442.916228059246,2161.226778029454,1302.07150304435,-14.509604260476577,-28.894156611986133,-0.1250519089670199,1071.089283244765,0.26868150703396526,15.01574253494774,33.04014141352544,3.281957980842632,0.0,-118.71199331625687,-0.0,-1462.6369859320696,9611.155624035528,-781.24290182661,-239.77777585521108,7008.785967105379
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,21.591489645674027,9624.546593869269,9144.991042158847,10104.10214557969,1331.1874630183622,472.0321880332582,2190.3427380034664,1331.1874630183622,-14.144445002034926,-28.528997353544483,0.24010734947463064,1071.4544425032068,0.30616290268376534,10.748712167567204,33.04014141352544,3.281957980842632,0.0,-119.43292408597624,-0.0,-1387.6741946324694,9624.546593869269,-798.7124778110173,-239.77777585521108,7078.949221484594
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,22.392523834251115,9637.927395799003,9158.37184408858,10117.482947509425,1358.8812841511626,499.7260091660586,2218.0365591362665,1358.8812841511626,-13.779285743593276,-28.163838095102832,0.6052666079162812,1071.8196017616485,0.3461129230947673,6.786965584477252,33.04014141352544,3.281957980842632,0.0,-120.15385485569561,-0.0,-1307.7741538104656,9637.927395799003,-815.3287704906976,-239.77777585521108,7154.892840786932
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,23.193558022828206,9651.299083329162,9171.74353161874,10130.854635039585,1385.3003153529437,526.1450403678397,2244.455590338048,1385.3003153529437,-13.414126485151625,-27.798678836661182,0.9704258663579317,1072.18476102009,0.3861691529157546,3.0988720956137086,33.04014141352544,3.281957980842632,0.0,-120.874785625415,-0.0,-1227.6616941684908,9651.299083329162,-831.1801892117662,-239.77777585521108,7231.804638468279
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,23.994592211405298,9664.66256928364,9185.107017573218,10144.218120994063,1410.572229181214,551.4169541961099,2269.727504166318,1410.572229181214,-13.048967226709975,-27.43351957821953,1.3355851247995822,1072.5499202785318,0.4237367481595385,-0.34297515999699324,33.04014141352544,3.281957980842632,0.0,-121.59571639513439,-0.0,-1152.526503680923,9664.66256928364,-846.3433375087284,-239.77777585521108,7304.419235843643
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,24.79562639998239,9678.018648529529,9198.463096819107,10157.574200239951,1434.8082001092052,575.6529251241012,2293.963475094309,1434.8082001092052,-12.683807968268326,-27.06836031977788,1.700744383241231,1072.9150795369733,0.456553833544584,-3.562441478007638,33.04014141352544,3.281957980842632,0.0,-122.31664716485376,-0.0,-1086.892332910832,9678.018648529529,-860.8849200655231,-239.77777585521108,7368.146972533109
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,25.59666058855948,9691.368016434119,9211.812464723696,10170.92356814454,1458.105486020734,598.9502110356299,2317.260761005838,1458.105486020734,-12.318648709826675,-26.70320106133623,2.0659036416828815,1073.280238795415,0.475913745137029,-6.580404745979671,33.04014141352544,3.281957980842632,0.0,-123.03757793457315,-0.0,-1048.172509725942,9691.368016434119,-874.8632916124403,-239.77777585521108,7405.516861305952
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,26.39769477713657,9704.711283961418,9225.155732250996,10184.26683567184,1480.5495396945566,621.3942647094526,2339.7048146796606,1480.5495396945566,-11.953489451385025,-26.33804180289458,2.431062900124532,1073.6453980538568,0.4756170097092293,-9.41520870569201,33.04014141352544,3.281957980842632,0.0,-123.75850870429252,-0.0,-1048.7659805815413,9704.711283961418,-888.3297238167339,-239.77777585521108,7404.07929500364
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,27.19872896571366,9718.04899010104,9238.493438390618,10197.604541811463,1502.2157471747119,643.0604721896078,2361.3710221598158,1502.2157471747119,-11.588330192943376,-25.972882544452933,2.796222158566181,1074.0105573122983,0.4631991038939618,-12.08303612083817,33.04014141352544,3.281957980842632,0.0,-124.47943947401191,-0.0,-1073.6017922120764,9718.04899010104,-901.3294483048271,-239.77777585521108,7378.860534254915
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,27.99976315429075,9731.381612163626,9251.826060453204,10210.937163874049,1523.1708677467495,664.0155927616455,2382.3261427318535,1523.1708677467495,-11.223170934501725,-25.607723286011282,3.1613814170078314,1074.37571657074,0.4433974835713,-14.59821788987802,33.04014141352544,3.281957980842632,0.0,-125.2003702437313,-0.0,-1113.2050328574,9731.381612163626,-913.9025206480497,-239.77777585521108,7339.295912559235
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,28.800797342867842,9744.709574358218,9265.154022647796,10224.26512606864,1543.4742336143238,684.3189586292198,2402.629508599428,1543.4742336143238,-10.858011676060075,-25.24256402756963,3.526540675449482,1074.7408758291815,0.41782062297637707,-16.973490574908734,33.04014141352544,3.281957980842632,0.0,-125.92130101345067,-0.0,-1164.358754047246,9744.709574358218,-926.0845401685942,-239.77777585521108,7288.567203273716
Reducción,AP0044,0.7494676036533982,tasa_gn_nm3_min,29.601831531444933,9758.033254976974,9278.477703266552,10237.588806687396,1563.1787547941972,704.0234798090931,2422.334029779301,1563.1787547941972,-10.492852417618424,-24.87740476912798,3.8916999338911324,1075.1060350876232,0.3854256768617748,-19.220212117698008,33.04014141352544,3.281957980842632,0.0,-126.64223178317005,-0.0,-1229.1486462764506,9758.033254976974,-937.9072528765182,-239.77777585521108,7224.557348185625
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,2.936241586406579,9686.734138667556,9207.178586957134,10166.289690377978,1624.3879044737257,765.2326294886217,2483.54317945883,1624.3879044737257,-4.4736601774831835,-18.85821252899274,9.910892174026372,1081.1252273277585,0.07698936579233076,-43.15140666957945,22.846505314122716,3.281957980842632,0.0,-116.98189257716203,-0.0,-1846.0212684153385,9686.734138667556,-974.6327426842354,-239.77777585521108,6509.320459135611
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,4.11154540146219,9686.6566015813,9207.101049870878,10166.212153291723,1613.543142178433,754.387867193329,2472.698417163537,1613.543142178433,-4.9656972633572165,-19.350249614866772,9.418855088152341,1080.6331902418844,0.08781878351761137,-40.823413102918956,23.561648725995234,3.281957980842632,0.0,-117.33448372167871,-0.0,-1824.362432964777,9686.6566015813,-968.1258853070598,-239.77777585521108,6537.0560237325735
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,5.286849216517801,9686.579064495045,9207.023512784623,10166.134616205467,1602.6983798831404,743.5431048980364,2461.8536548682446,1602.6983798831404,-5.457734349231248,-19.842286700740804,8.92681800227831,1080.1411531560104,0.10006433192411814,-38.49541953625846,24.2636564233609,3.281957980842632,0.0,-117.68707486619539,-0.0,-1799.8713361517637,9686.579064495045,-961.6190279298842,-239.77777585521108,6567.6238496919905
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,6.462153031573412,9686.50152740879,9206.945975698367,10166.057079119211,1591.853617587848,732.698342602744,2451.008892572952,1591.853617587848,-5.949771435105281,-20.33432378661484,8.434780916404275,1079.6491160701364,0.11387430000178508,-36.16742596959798,24.952887026771283,3.281957980842632,0.0,-118.03966601071208,-0.0,-1772.2513999964299,9686.50152740879,-955.1121705527088,-239.77777585521108,6601.320514993726
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,7.637456846629023,9686.423990322532,9206.86843861211,10165.979542032954,1581.0088552925554,721.8535803074514,2440.1641302776593,1581.0088552925554,-6.441808520979315,-20.82636087248887,7.942743830530242,1079.1570789842624,0.12939795794214273,-33.83943240293748,25.629686220152397,3.281957980842632,0.0,-118.39225715522876,-0.0,-1741.2040841157145,9686.423990322532,-948.6053131755332,-239.77777585521108,6638.4445600208455
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,8.812760661684635,9686.346453236276,9206.790901525854,10165.902004946698,1570.164092997263,711.0088180121589,2429.319367982367,1570.164092997263,-6.933845606853347,-21.318397958362905,7.45070674465621,1078.6650418983884,0.14679829107468634,-31.511438836277,26.29438732892442,3.281957980842632,0.0,-118.74484829974544,-0.0,-1706.4034178506274,9686.346453236276,-942.0984557983577,-239.77777585521108,6679.321955432334
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,9.988064476740245,9686.26891615002,9206.713364439598,10165.824467860442,1559.3193307019703,700.1640557168663,2418.4746056870745,1559.3193307019703,-7.425882692727379,-21.810435044236936,6.958669658782178,1078.1730048125144,0.1663193267188712,-29.183445269616506,26.947311867393676,3.281957980842632,0.0,-119.09743944426212,-0.0,-1667.3613465622577,9686.26891615002,-935.5915984211822,-239.77777585521108,6724.440755867107
Reducción,AP0044,0.7494676036533982,tasa_o2_nm3_min,11.163368291795857,9686.191379063765,9206.635827353342,10165.746930774187,1548.4745684066777,689.3192934215737,2407.629843391782,1548.4745684066777,-7.917919778601412,-22.30247213011097,6.466632572908145,1077.6809677266403,0.1880457903411772,-26.855451702956014,27.588770057305425,3.281957980842632,0.0,-119.45003058877882,-0.0,-1623.9084193176457,9686.191379063765,-929.0847410440066,-239.77777585521108,6773.970412258121
