fase,Batch,orden_escalon_fase,avance_reduccion_sn_prev,palanca,valor_historico,J_historico,x_optimo,J_optimo,rango_J,tipo_forma,delta_relativo_optimo_vs_hist,lo_grid,hi_grid
Reducción,AP0207,1,0.9570688764067543,tasa_o2_nm3_min,23.63226726616754,-531.3741204148112,24.091710257407577,-531.3741204148112,1073.711164817765,óptimo_interior,0.01628809310674206,2.936241586406579,31.14353314774124
Reducción,AP0207,1,0.9570688764067543,tasa_aire_nm3_min,120.31840728081598,-564.107574658894,124.10545143084774,-518.1933242803867,883.7639379772176,frontera_alta,0.06786359777469236,73.88206441938546,129.68582776545466
Reducción,AP0207,1,0.9570688764067543,duracion_plan_min,25.0,-592.3789958686516,24.9,-592.3789958686516,718.1086067661208,óptimo_interior,-0.005882352941176554,13.0,30.0
Reducción,AP0017,1,0.9999994978850352,tasa_feed_Carbon_kg_min,55.253016466972156,-1797.2831534559723,41.04349403785564,-1676.8528326290916,422.97241193634045,óptimo_interior,-0.22585369317730378,3.294660545117927,66.2093830330141
Reducción,AP0017,1,0.9999994978850352,tasa_gn_nm3_min,24.94558812766534,-1775.6457384668574,23.83438537368988,-1767.2596099033767,533.1693948488128,óptimo_interior,-0.057800422765003585,10.37701100559476,29.601831531444933
Reducción,AP0017,1,0.9999994978850352,tasa_o2_nm3_min,22.387392605251733,-1778.330194589277,22.681345679340843,-1778.330194589277,530.2432256918576,óptimo_interior,0.010421173314351394,2.936241586406579,31.14353314774124
Reducción,AP0017,1,0.9999994978850352,tasa_aire_nm3_min,119.31220795355902,-1767.1745307773276,115.73488692893736,-1734.2314897189033,418.6404059592444,óptimo_interior,-0.0641053722924881,73.88206441938546,129.68582776545466
Reducción,AP0017,1,0.9999994978850352,duracion_plan_min,25.0,-1770.0998357644044,24.9,-1770.0998357644044,341.0652624417935,óptimo_interior,-0.005882352941176554,13.0,30.0
Reducción,AP0120,1,0.9707641453518393,tasa_feed_Carbon_kg_min,24.124345984825723,-1300.2953559009277,25.31481341588159,-1300.2953559009277,444.94444411504514,óptimo_interior,0.018921921356084753,3.294660545117927,66.2093830330141
Reducción,AP0120,1,0.9707641453518393,tasa_gn_nm3_min,20.650755364428992,-1263.1321656644495,22.87314434739737,-1093.6315994349857,964.1410090785007,óptimo_interior,0.11559998596502367,10.37701100559476,29.601831531444933
Reducción,AP0120,1,0.9707641453518393,tasa_o2_nm3_min,17.69859249449255,-1282.093701056506,14.219158210940444,-1252.538257157282,747.6421275551702,óptimo_interior,-0.12335229974087855,2.936241586406579,31.14353314774124
Reducción,AP0120,1,0.9707641453518393,tasa_aire_nm3_min,119.56119818793402,-1287.7228010991398,107.36432242702698,-1274.0292558750884,512.9766942965969,óptimo_interior,-0.2185672619473287,73.88206441938546,129.68582776545466
Reducción,AP0120,1,0.9707641453518393,duracion_plan_min,25.0,-1298.31645088061,24.9,-1298.31645088061,391.03138211492364,óptimo_interior,-0.005882352941176554,13.0,30.0
Reducción,AP0022,3,0.9812992039601538,tasa_feed_Carbon_kg_min,4.66661323706309,-1817.8929514788288,6.440396669512737,-1814.4686571682364,334.4734876236139,frontera_baja,0.02819345555868732,3.294660545117927,66.2093830330141
Reducción,AP0022,3,0.9812992039601538,tasa_gn_nm3_min,14.613438991970487,-1867.828851671241,19.028180242227336,-1263.8540380640447,1056.629340270269,óptimo_interior,0.22963757941566623,10.37701100559476,29.601831531444933
Reducción,AP0022,3,0.9812992039601538,tasa_o2_nm3_min,8.707550088387945,-1799.5346798006058,2.936241586406579,-1532.119661316111,769.9854340001193,frontera_baja,-0.2046034263669762,2.936241586406579,31.14353314774124
Reducción,AP0022,3,0.9812992039601538,tasa_aire_nm3_min,124.75650670934606,-1799.4600177516397,87.83300525590276,-1306.685490463694,567.2458666476282,óptimo_interior,-0.6616668704664374,73.88206441938546,129.68582776545466
Reducción,AP0022,3,0.9812992039601538,duracion_plan_min,15.0,-1804.5201725816705,13.85,-1803.648357705917,297.1484079681941,frontera_baja,-0.06764705882352944,13.0,30.0
Reducción,AP0045,3,0.9584908732303997,tasa_feed_Carbon_kg_min,25.817017009802033,-1169.6958164646308,9.586132793907545,-910.7931164695706,778.2545653537479,frontera_baja,-0.2579822905364807,3.294660545117927,66.2093830330141
Reducción,AP0045,3,0.9584908732303997,tasa_gn_nm3_min,17.766319143036267,-1231.1823559965421,18.06693921593483,-1231.1823559965421,770.7457942906024,óptimo_interior,0.01563708085047362,10.37701100559476,29.601831531444933
Reducción,AP0045,3,0.9584908732303997,tasa_o2_nm3_min,8.240474559642651,-1179.2716107499728,8.577699898673512,-1179.2716107499728,600.3375380803982,óptimo_interior,0.011955254133406921,2.936241586406579,31.14353314774124
Reducción,AP0045,3,0.9584908732303997,tasa_aire_nm3_min,118.98327561366708,-1187.499420711813,118.52507509624081,-1187.499420711813,604.717074110793,óptimo_interior,-0.00821092503358089,73.88206441938546,129.68582776545466
Reducción,AP0045,3,0.9584908732303997,duracion_plan_min,13.0,-1181.6742152191916,19.8,-1132.4940805035421,355.046516186123,óptimo_interior,0.4,13.0,30.0
