Batch,rendimiento_ha_batch,frac_sn_metal,frac_sn_dross,frac_sn_polvo,feed_sn_total_t,feed_total_t,F_frac_conc,F_frac_reciclo,F_frac_Fe,F_frac_dross,F_frac_pellets,F_frac_secundaria,ley_sn_conc_batch_pct,ley_sn_carga_batch_pct,ley_sn_reciclo_batch_pct,ley_sn_dross_batch_pct,F_cal_por_t_carga,F_C_por_t_Sn,R_C_por_t_Sn_escoria_inicio,F_feed_rate_mean,F_feed_rate_cv,F_gn_por_t_carga,F_o2_enriq_mean,R_o2_enriq_mean,F_gn_rate_mean,R_gn_rate_mean,F_tiro_mean,R_tiro_mean,F_tgas_mean,R_tgas_mean,F_temp_max,R_temp_mean,R_temp_max,F_termocupla_mean,espesor_ladrillo_norm_mm,F_desvio_duracion_total,R_desvio_duracion_total,F_lanza_mean,F_lanza_std,F_tipp_mean,R_tipp_mean,F_b2_final,F_irf_final,R_b2_final,F_feo_final,R_feo_final,R_sio2_final,R_cao_final,R_al2o3_final,R_mgo_final,F_masa_escoria_final_t,R_masa_escoria_final_t,F_sn_escoria_final_t,R_sn_escoria_final_t,F_sn_extraido_t,R_sn_extraido_t,R_feo_extraido_t,F_feo_escoria_final_t,R_feo_extraido_frac,R_selectividad_masa,F_avance_reduccion_final,R_sn_extraido_frac,R_frac_sn_extraido_R0,rendimiento_proxy_batch,fusion_carbon_total_kg,fusion_carbon_rate_mean,fusion_carbon_rate_cv,fusion_b2_mean,fusion_frac_b2_optimo,fusion_o2_exceso_mean,fusion_o2_exceso_std,fusion_duracion_total_min,fusion_ley_sn_pico,fusion_ley_sn_final,fusion_temp_mean,fusion_temp_trend,fusion_cao_total_kg,fusion_interaccion_C_x_Sn_prev_mean,delta_FR_ley_sn_escoria_pct,delta_FR_ley_feo_escoria_pct,delta_FR_temperatura_horno_celsius,delta_FR_presion_punta_lanza_kpa,delta_FR_exceso_o2_combustion_pct,reduccion_carbon_total_kg,reduccion_carbon_rate_first,reduccion_carbon_decay_ratio,reduccion_gn_total_nm3,reduccion_o2_total_nm3,reduccion_aire_total_nm3,reduccion_o2_exceso_mean,reduccion_lanza_pos_mean,reduccion_lanza_pos_std,reduccion_frac_en_valle_lanza,reduccion_selectividad_media,reduccion_duracion_total_min,reduccion_ley_sn_inicio,reduccion_ley_sn_final,reduccion_ley_feo_final,reduccion_feo_caida_total,reduccion_sn_caida_total,n_escalones_reduccion,recuperacion_real_batch_pct
AP0097,0.595175091972859,0.6326252553774238,0.12192913801641682,0.33006084602273084,41.70487943017638,105.92328853590823,0.758505465849986,7.190621360448483e-24,0.05849709816631277,0.019517053975317812,0.16348038200838333,0.18299743598370116,40.11343322,39.37271964138305,,38.31304022765957,0.12098935723473757,0.32872753640496355,0.18278586261493027,405.80295303368035,0.02278021377225388,72.84540814126854,42.155340432981966,30.498088375361476,29.523348147202494,22.174919032344114,92.68056000215708,87.67745798524074,193.5501387717766,193.16019433339437,1155.2892068049937,1076.920472794277,1093.832368904179,304.6761540121342,285.03208862608784,-33.0,-3.0,2660.5487576005585,1886.6383331812156,33.169138822654226,43.33545969307423,0.4858394677044073,0.24733377778044793,0.5018605168387467,16.33481308622079,15.714982497985496,46.7612,23.4676,13.4158,2.3912,71.43546378408188,54.475208947380125,16.237423789049377,1.0998544686476048,22.706845852243323,15.343062484900562,3.1080799345829053,11.66884948640472,0.2663570164482885,4.936508329204073,0.6087309897766207,0.9449197535416931,0.7636080160756487,58.327159013340165,13641.991009434176,50.738613908615385,0.2745909767201152,0.48816844548428634,0.0,19.050462237116204,0.41288914439455837,259.0,25.424,22.7302,1125.3281733181789,-3.8466832763842387,12753.301913908357,1356.5832887974059,-15.9908,2.052722471125435,-21.031387834439784,-1.4420042711145982,-24.466369669087364,2967.97151392558,65.63434126659106,0.0797590419279369,1987.2830841912164,1634.8545585632323,10315.055293782552,-4.026788209877507,3333.8262781018952,956.4769430979608,0.0,-0.646662511838621,85.0,22.7302,2.019,15.714982497985496,-0.6198305882352955,-20.7112,4,63.26252553774238
AP0098,0.642631688405544,0.6538080398350425,0.17477357160145604,0.20957301600096553,41.78663818036409,106.17689367397985,0.7548916148718423,7.51504755252007e-24,0.06112395688371684,0.021001314664196732,0.16298311358024403,0.18398442824444075,40.11343322,39.355679691168525,,38.31304022765956,0.11986499649166389,0.33995732999531497,0.22977178497839734,393.18385654429295,0.12174848828478806,79.22712469116242,43.088287282715974,31.023504744760178,30.831786501542574,22.330625507333004,92.97225332260132,89.50096864023065,193.15428751136966,190.705592653998,1144.9207320210676,1128.6160141351934,1141.0324349638386,311.37095373245364,285.03208862608784,-20.0,-3.0,2126.2713246754734,1680.2716273654717,38.3357315643144,58.73054766200838,0.5098417142518933,0.2472851411279249,0.5148332862833663,17.51490980392157,15.20823432715552,47.8215,24.6201,13.8399,2.5331,64.08145978221185,54.43759068880134,12.11485629766628,0.6284275469115228,26.627586699848862,11.587491691230197,2.94481352787998,11.223809881890682,0.2623720072656753,3.9348813028484773,0.7093753360017531,0.9564695945640171,0.8811713667787638,62.977905463743305,14171.316857871356,49.67959357276951,0.37590067565068785,0.5071526039045611,0.0,19.340058925773082,0.800509896222552,272.0,20.4043,18.9054,1074.043682706655,18.83645562152269,12696.139219350724,1042.3547123895175,-16.3279,-0.30965799623959356,-3.8882970572290105,-6.749719182046398,-23.866207854771584,2783.6521562715593,65.83273466376848,0.05068206344527892,2012.687801269792,1706.3713731396351,10113.534780544705,-4.8576214110209985,3251.927073931453,506.1976953302452,0.25,13.204212660468013,85.0,18.9054,1.1544,15.20823432715552,-2.306675476766049,-17.751,4,65.38080398350425
AP0099,0.696392894899225,0.805813127589205,0.1461800924741953,0.22874584186709454,42.31273831689406,107.50488185150253,0.7584869629200306,7.186494536677924e-24,0.05873227253724539,0.020331713290632485,0.1624490512520915,0.182780764542724,40.11343322,39.35889941755485,,38.31304022765957,0.12054499261660308,0.3234808430964836,0.2509648005254457,406.7254954943956,0.0124041928775816,74.56327702079463,42.80849474045102,32.63197338485096,30.41323730867808,23.39402114806604,89.45743908231769,76.6895710788381,193.19294745986377,188.21476613180977,1113.7692778295298,1060.1999341237904,1113.1898083687647,318.10415686938774,284.8313878192289,-31.0,1.0,2067.1094405045033,1550.8568565484475,34.47007536117938,73.19265632515861,0.5104701334001873,0.279316215315281,,19.27251160891754,,,,,,66.2337969662153,,10.845982954608651,,28.26756215025504,10.806816542286791,3.2383248419579775,12.764916209340713,0.25368947111367146,3.337162597854977,0.7407986619603162,0.9963888554420771,0.7770267389005165,68.24650370012404,13535.685181647284,49.35934099956002,0.3246109001541135,0.550037158482264,0.0,18.82003533602084,0.1649621881356301,261.0,20.3032,16.3753,1073.3649355154187,7.076249899439462,12811.934516159854,924.3851044865138,-12.008299999999998,1.1929616116035433,-0.5794694607650399,-2.2806903294155063,-23.40279072112642,2721.959948705744,62.711675697244615,0.08516520573684393,2199.5045447455514,2108.4557309435436,10877.849385579426,2.4114806100580597,3202.6874120624248,645.8860058003771,0.25,-2.5525720852048512,89.0,16.3753,,,-1.496315809830783,-15.427299999999999,4,80.58131275892049
AP0100,0.706872780124103,0.6567906342793384,0.13569730609037176,0.1556240022873147,48.28747297043742,124.58690348993277,0.47291701588648977,7.337974254421029e-24,0.05231610974665564,0.1987190199969025,0.27604785436995194,0.4747668743668544,40.11343322,38.75806494728339,,38.31304022765957,0.10560824900642639,0.2679041948151146,0.30804669649338534,400.9023614242543,0.05566664102137875,75.92726922376761,42.68020304473372,30.59340380141367,30.278722070231115,20.601661855273775,90.1740404924736,83.60001045407013,192.10382351357066,190.66085271199546,1148.905538485346,1092.3263163483975,1107.1785028649633,307.65761887843274,284.8313878192289,9.0,2.0,2091.8666995814697,1420.140941672686,43.11133841910996,79.33846507390334,0.5597314761669228,0.25062349831656794,0.5272485979708036,17.94150968573731,17.506676271823796,44.3821,23.4004,13.4899,2.5285,59.90758062375831,54.1923918913489,9.291845477486786,0.7218426599927673,33.88477039240524,10.292107904023855,1.261037767725944,10.748324380102483,0.11732412635967729,8.16161749269717,0.8004558774097448,1.1076494899705989,0.8228277098094868,69.27353245216207,12475.057389207857,40.04678230112845,0.3047264750229647,0.5415553859224661,0.0,19.04795264709091,0.1903803718985187,301.0,22.7957,15.5103,1096.3384736737328,18.750779624611226,12677.402581277238,789.9223293323586,-11.7316,1.5430153746978235,-29.99931115714503,10.278682952457004,-18.43804898001122,2862.3223036668073,65.43165204448084,0.07882970833578898,1904.0521392186483,1696.0427165561255,11056.15827501085,5.902375202482233,3616.4224307436307,812.3433311542718,0.25,-0.54042254645266,90.0,15.5103,1.332,17.506676271823796,-0.4348334139135126,-14.1783,4,65.67906342793385
AP0101,0.679292123925345,0.6675876793296182,0.1717889463315759,0.16344954247814095,48.6955661504188,125.65644762023317,0.45822659609883387,7.324385646701859e-24,0.05158356584822969,0.19778479123865678,0.2924050468142795,0.4901898380529363,40.11343322,38.752938725109914,,38.31304022765957,0.10328722640277002,0.2650471071866885,0.2752795428397725,406.5669767380956,0.04479321671170112,76.42239975426145,42.75966439155148,30.218315100202364,30.4121460031353,22.177643747400353,93.0807214593983,93.1816291809082,193.92632121795356,195.04486399683458,1148.0626140356228,1101.3533958052426,1105.6776792118096,294.57115680661207,284.8313878192289,22.0,-3.0,1961.0181912909413,1258.1526276642833,43.00044527021565,31.135734914143875,0.4963540940968835,0.24735424122242602,0.5177178621921359,17.368893258125166,16.11482340048348,44.0657,22.8136,13.0523,2.3422,67.36260507296261,56.80080544164301,10.289772650105185,0.6486083973381215,34.83723091503565,9.715791327396754,2.546789484042303,11.700138971015285,0.2176717294000914,3.814917325626656,0.7883674637779878,0.944218269710501,0.8570388911455974,66.5706281446838,12886.839250738125,40.11476412513142,0.34606951240699174,0.5288487736699211,0.0,19.33070828715207,0.5679460550627482,314.0,22.3112,15.2752,1107.9128138493245,-8.456190954875412,12958.274887465526,890.1663882064244,-12.7091,1.004233618049959,26.340091080173124,-21.664220207014402,-24.98770350029474,2832.5639110461498,65.07613335065943,0.07534826713928713,2015.345922173394,1657.191564602322,10248.13093532986,-5.893646400723982,2850.1381807782404,313.14406296500033,0.0,-2.6502749844152333,85.0,15.2752,1.1419,16.11482340048348,-1.254069857641685,-14.1333,4,66.75876793296183
AP0102,0.706274888020888,0.6784663352193634,0.11066078934557547,0.1911039422630513,49.07320860545738,126.65249737355522,0.4570033235436199,7.065763860437193e-24,0.05189771919867028,0.19740217349192005,0.2936967837657898,0.4910989572577099,40.11343322,38.7463410695475,,38.31304022765957,0.10207783559012379,0.2675245099407544,0.20081423999843456,413.9054483660038,0.03129284767437908,74.45912821873789,42.91941739131799,30.62133675947765,30.715867785136084,21.6043830417115,91.03119159446446,77.76220715193831,193.40493967735975,193.08873012663824,1132.5348956758548,1087.1423850590872,1097.0008908698062,311.45757776186304,284.7783439420854,11.0,5.0,1928.549017088482,1438.692343394224,43.11622951909281,61.45554163614911,0.5033923756063429,0.2514200165236237,0.5118521311731205,17.60908082728982,17.25400975557346,46.1436,23.6187,13.6881,2.7228,66.68871261605275,54.23767949301854,12.84918101458535,0.5361394617884884,32.75623084466654,12.756541272072585,2.385094796317668,11.743269307239752,0.20310313371143174,5.348442037510344,0.7357750784677944,0.9927902220065539,0.7985336701452863,69.21493902604699,13009.639038337298,41.242641612883475,0.29363545449270395,0.5178454166378453,0.0,18.93663725811757,0.31145725943198405,303.0,22.3182,19.2674,1084.3638758223399,16.281502438955815,12810.234806417571,941.299244425562,-14.659499999999998,2.159115143701314,-27.42983766840939,6.261809735420499,-23.618239876543544,2580.2985200462713,56.215215593528725,0.12618707057239295,2103.3004431830514,1788.1209098815918,11296.928386773003,0.33509554820800735,3081.1207919899934,489.3284670404852,0.25,0.5703012642919583,93.0,19.2674,0.9885,17.25400975557346,-0.35507107171635965,-18.278899999999997,4,67.84663352193634
AP0103,0.717122944529109,0.6789673691771856,0.10970821326349885,0.17744027173004573,47.429083431543006,122.29998959141103,0.47448496769394555,7.512229090421034e-24,0.12991652971064904,0.16215947248877416,0.2334390301066313,0.3955985025954054,40.11343322,38.78093824046726,,38.93509025482832,0.10662062569375914,0.2800545640180149,0.3083365665548878,389.9194526828788,0.09278525537327473,78.10119341828147,42.587878543708925,31.995054959631805,30.169762247903922,22.457358939762905,89.7747294357046,79.63613889978862,192.29989968281612,187.27529069900513,1120.985332163721,1086.305752672054,1125.8032060694861,312.2218936769088,284.7783439420854,17.0,2.0,1991.0811429185621,1429.4727853297406,32.7690581919714,53.58438190221787,0.5853129210980186,0.2648783433275635,,18.363220907869994,,,,,,60.32162962678439,,9.101991016015125,,34.262141522528196,8.92315845456055,1.0238658262502958,11.076994103593572,0.09243173885216169,8.71516386794531,0.8063594069863873,0.9803523689333558,0.888571939428666,70.27804856385265,13163.841764865947,39.74819819043851,0.3655044982494889,0.5423578949361064,0.0,19.272874747446355,0.5399612113498704,311.0,22.4563,15.0891,1072.8079606860722,14.235944227865682,12917.394411538864,835.7881593364287,-13.235,1.871456116035457,4.817873905765055,-3.588254718632605,-24.661561406521308,2806.4766586915384,65.48532334194388,0.07866076535481441,2096.108691950189,1828.0755138222817,10307.63903346685,-5.136679708653016,3425.792168490039,716.9651244203694,0.5,-3.331529084767044,90.0,15.0891,,,0.0383373838302461,-13.9847,4,67.89673691771856
AP0104,0.644079215322745,0.6369402157005183,0.19826442156660037,0.17389328135938528,47.83833592056732,123.4404751971644,0.45550998630496903,7.16335653602453e-24,0.1287936773458025,0.16044289766560071,0.2552534386836279,0.4156963363492286,40.11343322,38.75417349468064,,38.93509025482832,0.10356574566292909,0.27406403402700646,0.2881343986819302,410.3842553828954,0.03802658320150469,74.84641186949617,42.80717759986216,29.868802451691494,30.446316366746096,21.735453742415814,89.96043791951195,87.20806061628508,195.52767829495542,195.0133135986328,1121.9219768280075,1087.6092278377587,1096.5420050365124,306.5257352272611,284.7783439420854,8.0,-3.0,1718.634285160101,1272.1293831253595,26.300395352967648,27.832850628693876,0.5603037590043038,0.2596835563397894,0.5166411153478255,18.0870116357776,17.403757120601664,45.7902,23.6571,13.6402,2.5194,60.99986592253227,54.011611376402485,9.913698209729944,0.7427676796482869,35.00652137866878,9.195591867805735,1.6330031863448002,11.033052847217146,0.14801009375720436,5.631092422047566,0.7926597715774133,0.9275642321631888,0.8309466433786444,63.119763101629005,13104.008537828566,42.34627607384742,0.32160149463097526,0.5269738775960618,0.0,19.14646325516435,0.6092841266006904,302.0,21.9986,16.252,1082.37598355357,8.208476689902373,12777.580914926913,974.3886401793392,-13.018999999999998,0.8732689981197943,0.8104617482772483,-12.6057932535808,-24.969081022857814,2856.4774723746655,66.31520103536626,0.04984175694519927,1973.1540959676106,1571.6518415662977,10160.995884874133,-6.314926306024767,2813.02679762881,625.7516104864859,0.25,0.3720160739975953,85.0,16.252,1.3752,17.403757120601664,-0.6832545151759355,-14.8768,4,63.69402157005183
AP0105,0.704738320411167,0.6954700039798004,0.12849401568558474,0.18302431744263875,45.90346070616042,120.44529408773954,0.46593860478983445,6.999849113169397e-24,0.1398930633641127,0.15616824596683948,0.23800008587921317,0.3941683318460527,39.4006275,38.11146052142277,,38.41407903197674,0.10579477160904753,0.2596933096337955,0.22465305640532154,419.20143728221456,0.016184628998646318,73.21484612987413,42.82917093959206,29.323759836499047,30.516301217972146,20.5678886535974,89.51259706350288,77.53347235549697,193.7435553758923,194.8520825958252,1137.209430973543,1075.7561978529866,1104.192795424521,309.19201049875045,283.14316729751994,2.0,-3.0,1852.0987208969295,1448.2483930372834,27.81295099242448,38.31607477506003,0.5090627606395447,0.2865346695038873,,19.223496363147998,,,,,,67.96684072900163,,12.240556147930278,,30.5385825366941,11.812880338134756,2.7920045404199554,13.065603155686222,0.21369120944139955,4.230967452638145,0.7323206707406598,0.9650607533982157,0.8241921373917185,69.0643554002944,11875.367988293769,40.08368687042147,0.2789959144483441,0.5361128580046018,0.0,18.776584165403165,0.2400825799669314,287.0,20.5451,18.0096,1090.0051924843685,17.083751241135975,12694.030909274177,863.5490165088503,-14.038499999999999,2.006408853075474,-11.413356595723144,-0.8128682926137003,-24.12563874291911,2749.878350733486,63.14218224966397,0.08243496234069361,1905.5776430126716,1507.6158688024182,10251.546224800712,-1.2736896205851016,2864.5356223454546,515.951862147057,0.25,-1.1949327718819442,85.0,18.0096,,,0.4150214773032488,-16.857499999999998,4,69.54700039798006
AP0106,0.690769875517656,0.7332948553261873,0.13192532767445964,0.21800605916075935,46.0187600593342,120.73038384609677,0.47331158335514734,1.6196212869452844e-05,0.12980119595760575,0.15846397465436568,0.23840704982001182,0.3968872206872469,39.4006275,38.11696657735922,,38.41407903197674,0.10058383823698588,0.27296718449549345,0.2663951031285185,342.7600121832849,0.289621811207595,74.34928684064609,40.79156966962086,30.90264650729781,25.818220595501593,22.613795952267118,81.35660216872192,80.45346853573328,191.63936743595403,192.84956086915116,1152.421270383363,1118.718467616362,1148.5507472672564,307.0768063525617,283.14316729751994,41.0,-1.0,2127.2348134088975,1626.3131786964675,38.08420267468417,41.5616318220801,0.5070932754880694,0.2837693316165155,,19.279458651625035,,,,,,63.87415330073049,,10.69840968464595,,32.00225746580922,11.041969599155602,3.099324029970236,12.31459097468992,0.25167900715015634,3.562702541709278,0.7638759698202566,1.0321131761295999,0.6587735494828888,67.6954478007303,12367.715255300824,33.052090808409915,0.5304180779848775,0.5854298931829411,0.0,21.021363163795794,6.258623435160564,326.0,22.1702,16.7492,1094.1079152411723,18.872865549453163,11945.488653689408,701.3466710549757,-8.950199999999999,1.0178704055868906,-3.8705231161065967,-20.1367120346832,-26.80393840147488,2850.003951252399,62.98666895384429,0.07223212805302401,2077.3645458645287,1756.2271409776474,10456.526972113717,-5.127592163119238,3304.4592645086404,906.6475043238689,0.0,-27.33082728172111,87.0,16.7492,,,-0.724164877786734,-16.0107,4,73.32948553261873
AP0107,0.697753568594237,0.7473721283681843,0.1515895464048719,0.1940096192617716,45.24375303348475,118.64421730056006,0.47266508349265074,3.922125466212989e-06,0.13717150842359616,0.15756134892062348,0.23259813703766347,0.39016340808375316,39.4006275,38.13397236113857,,38.41407903197674,0.10264206409317415,0.2630933919868342,0.38617515836177174,415.0461819270136,0.03176162296514373,74.48030233105004,42.913727285222755,28.771006056606005,30.509089120533538,20.610143807163944,89.99223982358706,88.34967084084788,192.3534380476083,191.7988073348999,1147.3482303661433,1073.800594320502,1109.452088349038,303.1608281661383,283.14316729751994,1.0,2.0,1724.1825719262386,1433.8567822848267,36.68153331116381,27.202472916841497,0.5662448909799942,0.2952710801271473,,20.035914413107708,,,,,,59.087417491731486,,7.121688255443412,,34.63445039184473,6.720144916165585,1.4918668342622732,11.838704397558955,0.1260160558253219,4.504520619287505,0.8419903730813572,0.9436168328526722,0.8396825897561455,68.37984972223518,11857.942812320769,39.88122391400143,0.32166904531373325,0.5837761235622285,0.0,19.06454074695919,0.780785171755347,286.0,19.7091,12.0528,1122.6538684297482,10.880463908001287,12131.651297149834,768.8625323844846,-9.8494,0.31763423045930494,-27.769237032240653,-26.0725786584323,-24.394487732275223,2750.21908984903,58.030505239835335,0.22679664033672584,1974.9157825046113,1469.0544032943367,10764.451342773436,-5.44491972845551,2696.4046067153263,547.6751888299156,0.0,-9.39795272257957,90.0,12.0528,,,0.24803515444533986,-10.927399999999999,4,74.73721283681843
AP0108,0.740888755645085,0.7683114004378601,0.0900386183832385,0.19982668984547786,45.857656127347276,120.30616742138996,0.4706545669417521,3.7065347146121333e-25,0.13895152324393234,0.1526778523168987,0.23771605749741692,0.3903939098143156,39.4006275,38.11746073393239,,38.41407903197675,0.09739350062046856,0.266270756927195,0.2200221594928333,410.18314778145333,0.03347299074450783,75.03026304595927,42.978626049915114,29.389765477124843,30.678505803857302,20.994529940493763,91.46366783184558,80.01755402294665,193.73132831643474,193.3909366646791,1087.8043882032127,1031.7773236223438,1082.3037507432664,311.6893733323313,280.74412917995005,6.0,0.0,2040.5321018545426,1532.1421256114447,41.528425957044185,53.61979579164115,0.4815152101264734,0.2778685739587119,0.532460765226124,18.507436368520008,20.221683481063657,42.2202,22.4806,13.1449,2.2852,65.00156798660939,51.8278251192575,12.370058394123712,0.8810211992022581,30.561242176587985,11.744616625434231,1.5496650829265508,12.030123833662005,0.12881538913093868,7.578809611722334,0.7287391432552371,0.9494390609355094,0.8198394972036888,72.60709805321838,12142.499479518121,40.07097787831703,0.2803528398828393,0.5096712654326365,0.0,19.164591443488032,0.4089818896606333,291.0,22.1801,19.0304,1050.4552958176146,11.993942843806737,11651.206053759799,925.4435505050077,-14.728100000000001,2.1209064088101037,-5.500637459946347,-7.282517623502798,-25.451610131634514,2721.6869609275486,61.34886159589214,0.09172602808083104,1979.4737962510847,1556.1181082407631,10765.755105251736,-1.7363368318106494,3025.7150874512517,673.4763442351249,0.25,-5.175150916061153,88.0,19.0304,1.6999,20.221683481063657,1.7142471125436494,-17.3305,4,76.83114004378601
AP0109,0.76779653902846,0.7369685732994001,0.056534580329752254,0.18593437967394957,45.24947359790917,118.78045111101815,0.47133537792705305,6.447715269792176e-07,0.14801993640503724,0.15349285683897002,0.2271511840574129,0.38064468566790993,39.40062749999999,38.09505114239442,,38.41407903197675,0.10259515516185455,0.280266283757565,0.2994518874502582,399.91578214511475,0.09937047437193484,72.7176829886669,42.473885857950336,30.806764971109473,29.124073719463887,22.210710459321096,86.27671713831168,81.01869785696934,193.79308490225986,192.6773810450236,1141.8046060003649,1111.475887327809,1138.7379462014408,311.88179340320215,280.74412917995005,14.0,-3.0,2455.3364546527546,1808.0567505997003,49.45984889333056,54.4232837780317,0.5701303538175047,0.27439269846474673,0.48951584102851897,18.84411064195541,17.90780366371206,45.0823,22.0685,13.8258,2.4279,57.63783948116329,53.99721364581979,9.543961650488422,0.8252394161490639,31.501011077967117,9.73067747631498,1.1916232398945248,10.86133824346307,0.10971237735015822,8.165901058774484,0.7842563958109486,1.019563765306727,0.5755370131402406,75.2440608247891,12398.284872274566,40.419453962053026,0.3166118949335797,0.5244294435171455,0.0,21.72448604369323,6.9489767785082055,299.0,25.4934,16.5585,1069.0604857469898,23.62579666399467,11911.320631498244,979.8173069883669,-8.946299999999999,1.9353946387322054,-3.0666597989240927,2.7878460009892905,-38.074213881224686,2857.957329991639,66.0771725890457,0.07570818356585976,1992.5462824363094,1707.541736771154,10294.484505844968,-3.8461181185304563,3525.435047681404,939.9707031369045,0.25,0.7826389112226784,85.0,16.5585,1.5283,17.90780366371206,-0.9363069782433513,-15.030199999999997,4,73.69685732994002
AP0110,0.688917762204897,0.6658205534659736,0.1326448839041895,0.18773170443677883,50.56749874231786,125.84895614203768,0.44616450596428925,0.08127231029497035,0.1032711166912722,0.14396030831458662,0.2253317587348816,0.45056437734443855,39.4006275,40.181103040096374,56.657508899999996,38.41407903197674,0.0956191733420715,0.24942298633207877,0.34050724785961267,420.4062079505193,0.022071064659014563,72.80974789123137,42.743259448775476,30.372777330980785,30.36247714185078,22.07649954215559,87.24329701657335,85.48523549789037,194.46562418204584,192.98874174572174,1139.2717014062387,1075.0880895047749,1086.084822292704,298.0425073682651,280.74412917995005,1.0,1.0,2116.238958305217,1499.382333409837,42.25195873488264,31.970719962914803,0.48363447081033906,0.26786803523862335,,18.765120193392423,,,,,,63.74517676587694,,8.023222928460335,,38.55682288867042,7.786877773905798,2.6470686524395877,11.961859037607267,0.2212924131706773,2.941698458303779,0.8396997366593969,0.9705423672429488,0.8105587543584587,67.51394069607987,12483.923489086977,40.93866109036929,0.30749006697079917,0.4809987805711803,0.0,19.204770467708055,0.612911645153619,297.0,23.8059,12.5864,1095.693003670259,-2.4862788825002666,11904.666741734582,834.3621033419691,-9.6051,-0.5769904915390782,7.371919815574074,-37.8566795772976,-26.088666326571307,2731.9655583341705,57.50505830498152,0.23593513894873586,2070.114425998264,1699.492435116238,10688.90933702257,-5.100099803659922,2856.3091013437524,456.027615166504,0.25,4.420163713992294,89.0,12.5864,,,-0.7918342197152803,-11.51,4,66.58205534659737
AP0111,0.611831348673187,0.5650046303848368,0.16555738063234346,0.21174886987778294,52.40962358101534,130.4117238138005,0.44696064912827493,0.08226848320214776,0.1027316220971136,0.14174205302324963,0.22629719254921404,0.45030772877461145,39.40062749999999,40.187815978757286,56.657508899999996,38.41407903197675,0.09365622921144522,0.253071391423606,0.28057756206298917,402.3095835727919,0.09071488257555643,75.43595178629252,43.23648344180042,31.35317933240886,30.096483359186998,22.94979142500212,84.53476418128683,80.7850928881145,190.1498109964082,191.0000015258789,1191.1291977776048,1124.2452583430543,1130.3385577320207,309.09966147643155,277.1409559819073,22.0,2.0,2090.9311399151366,1620.9482811329278,45.6691146622054,41.36915320555367,0.5069391580833424,0.2529353486937249,0.5107278005986357,17.952187547676605,18.36913875906527,44.5012,22.728,13.1885,2.53,61.09339311994607,52.64125982849375,9.988219934573104,0.7046032628043888,37.9530354213062,10.32823944237669,1.2978544497159745,10.967600512132075,0.1183353139349233,7.957933529940083,0.8055442465300354,1.0340420525409784,0.7845572055517452,59.95947216997236,12999.012225564442,40.29764600356149,0.3251297061772254,0.4956562834617805,0.0,18.381095305905035,1.31398323149866,318.0,21.5234,16.3491,1142.146766225014,13.45610251280473,11961.292158774882,763.8965964120624,-12.1959,1.5506056621004554,2.321707343607841,6.970200710911897,-23.53362636286725,2802.4703985914707,48.621017220879274,0.2476481500230612,2158.490216590321,1862.7715691467627,10889.710282389322,-3.8800452106365264,2799.968844863792,464.7711025608021,0.25,0.4013537901761746,90.0,16.3491,1.3385,18.36913875906527,0.416951211388664,-15.010599999999998,4,56.50046303848369
AP0112,0.717143217202153,0.6939358842565466,0.13920536018844148,0.15424568761115873,53.45024063676684,129.87777321871073,0.44793511867417213,0.07841867963050984,0.10200227026316586,0.1441376921823349,0.22750623924981733,0.4500626110626621,41.05276577000001,41.15426320619006,56.657508899999996,38.999760659883705,0.09922770776493113,0.2531377954484991,0.35664954108491354,401.79085084272026,0.08179820741868112,75.89344445462531,43.38434592941951,30.507095838372415,30.139784603457933,20.555714327097842,90.71461254977268,88.54795436178497,191.7270587524954,188.95537724812826,1186.0078918158777,1122.8944220675153,1145.848753008443,314.17457418550003,277.1409559819073,24.0,-3.0,2249.873693990896,1485.7602055465297,40.19970635649706,53.88966032346087,0.5684867310419339,0.2751041480952942,0.5455984627894194,19.22889961858716,17.650248487778672,44.0278,24.0215,13.3616,2.4532,60.990923234203734,53.438118482427804,7.725354300537181,0.46298785853175445,41.44076978837188,7.456503068833006,2.2959227058124996,11.72788340515459,0.195766160567678,3.2477151996256937,0.854939552110395,0.9651988476845028,0.8310882723597062,70.280035285811,13481.132763252,40.896599373113226,0.2980396731933043,0.5630623086087535,0.0,19.77638308029587,1.300756725253595,324.0,18.0072,12.6664,1139.9229597130416,18.71802780130008,12836.637631256393,669.4340177726692,-10.3885,1.148063131882889,-28.117097271086777,-16.781943465923497,-18.334060085626643,2755.2440660049488,65.05137900075604,0.05129051343601386,1855.0894115616675,1750.6801270189528,10460.429659016927,4.858485081084366,3019.126573428961,382.0117567765644,0.25,-1.5721115863549882,85.0,12.6664,0.8664,17.650248487778672,-1.5786511308084883,-11.8,4,69.39358842565466
