n_escalones_evaluados,fusion_sn_extraido_adicional_kg,reduccion_sn_extraido_adicional_kg,reduccion_feo_reducido_adicional_kg,metal_equivalente_kg,uplift_J_total_kgSn,pct_escalones_con_mejora,support_medio_historico,support_medio_recomendado,Batch,fold,es_lockbox,dist_Fusión_tasa_feed_Carbon_kg_min,dist_Fusión_tasa_feed_CaO_kg_min,dist_Reducción_tasa_feed_Carbon_kg_min,dist_Reducción_tasa_gn_nm3_min,dist_Reducción_tasa_o2_nm3_min,dist_Reducción_tasa_aire_nm3_min,dist_Reducción_duracion_plan_min,dir_Fusión_tasa_feed_Carbon_kg_min,dir_Fusión_tasa_feed_CaO_kg_min,dir_Reducción_tasa_feed_Carbon_kg_min,dir_Reducción_tasa_gn_nm3_min,dir_Reducción_tasa_o2_nm3_min,dir_Reducción_tasa_aire_nm3_min,dir_Reducción_duracion_plan_min,dist_total,dist_F,dist_R,pct_escalones_sin_cambio,rendimiento_proxy_batch,rendimiento_ha_batch,frac_sn_metal,frac_sn_dross,frac_sn_polvo,ley_sn_conc_batch_pct,ley_sn_carga_batch_pct,espesor_ladrillo_norm_mm,sn_cargado_batch_kg,temperatura_media_fusion,frac_carga_secundaria_media_fusion,fecha_inicio_batch,metal_equivalente_kg_por_t_cargada
10,-473.05775820303006,-14.863917496249059,-121.84050235280756,83.18574177598711,138.39729631391128,30.0,0.20943960544384937,0.21146866950432736,AP0011,0,False,0.1983465346654222,5.480554979815054e-25,0.007104128779103412,0.03049162330118791,0.02329729452685526,0.026770905956943345,0.03610240823200413,-0.1983465346654222,-5.480554979815054e-25,-0.007104128779103412,0.03049162330118791,0.02329729452685526,0.026770905956943345,0.03610240823200413,0.04601612792307375,0.0991732673327111,0.02475327215921881,0.7,65.4900480917299,0.668265796854387,0.654900480917299,0.16972232057438782,0.1753771985083131,42.415478561836736,39.091149187489975,299.99971591319826,47265.75618924079,1217.5851416267694,0.5845469354728394,2026-04-25 08:29:00,1.7599579163174983
10,-96.60273488429084,-66.33426166257755,-148.45136074918594,-9.240497902863957,85.82687374193097,50.0,0.3134379484818299,0.31833115947540136,AP0012,3,False,0.1100120644824285,0.0037348944701226633,0.05262243759551451,0.021802749746826174,0.014756850999543146,0.056416601328585024,0.13963148421751972,0.03901008320753858,0.0037264804275458363,-0.05262243759551451,-0.021802749746826174,-0.014756850999543146,0.056416601328585024,-0.13963148421751972,0.05699672612007711,0.056873479476275586,0.057046024777597716,0.5,74.17638638591971,0.75690190189714,0.7417638638591971,0.08719618006526553,0.17103995607553726,42.415478561836736,39.30865458475702,299.99971591319826,49077.048163706095,1185.7754967705264,0.5954572472179075,2026-04-25 15:58:00,-0.18828552752481095
10,-50.14791158708431,59.28589148794477,-171.02547796863237,117.11276338485544,480.5110693888157,60.0,0.2508864534546126,0.2687642170605279,AP0013,4,False,0.32599159154259433,0.009568826757867235,0.005692652922281114,0.015174922787728891,0.09386284564433767,0.09442959047671141,0.08144585494248938,-0.20585040829777446,0.009568826757867235,-0.00467904494912701,-0.015174922787728891,-0.09386284564433767,0.09442959047671141,0.08144585494248938,0.08945232643914429,0.16778020915023079,0.0581211733547097,0.4,64.58338515029256,0.659014134186659,0.6458338515029256,0.1667433657228333,0.18742278277424107,42.41547856183673,38.86840452053456,299.99971591319826,48207.3573521556,1184.6326861353325,0.5966909974090269,2026-04-25 23:58:00,2.4293545594989707
10,-1688.4267872469418,89.72620227436711,194.5221842260549,250.86502934865308,540.5582729266289,60.0,0.26806814872136087,0.28214783654796843,AP0014,3,False,0.3106988462028926,0.7920202272515756,0.030982684110120604,0.10733390651490908,0.04208493055433064,0.02285913368500596,0.06493172645835149,-0.26909444437609714,0.7868990548938126,-0.030982684110120604,0.10733390651490908,-0.04208493055433064,-0.02285913368500596,0.06493172645835149,0.195844493539598,0.5513595367272341,0.05363847626454356,0.4,72.27735907223597,0.737524072165673,0.7227735907223597,0.11257718678359688,0.16464922249404343,42.415478561836736,38.67979351304933,299.99971591319826,49225.84475281727,1181.1546700934723,0.5985012946595948,2026-04-26 08:14:00,5.096205674241795
10,18.082467472631834,12.675106564994302,0.0,10.324385793552164,667.9412347405093,60.0,0.29385694161251197,0.32644907773928,AP0015,4,False,0.2262064828970615,0.0006570529149127884,0.16973195866087096,0.436075449880195,0.301792862090374,0.22295376673175293,0.38820861450423316,-0.06955915709775257,-0.0006570529149127884,0.16973195866087096,0.436075449880195,0.301792862090374,-0.22295376673175293,0.38820861450423316,0.24937516966848577,0.11343176790598714,0.3037525303734852,0.4,76.89084849130701,0.784600494809255,0.7689084849130702,0.10379917208483966,0.1272923430020902,42.415478561836736,38.76219401818749,299.99971591319826,48456.97475661744,1220.8147506373807,0.5948458038544704,2026-04-26 16:09:00,0.2130629459517019
10,143.68162542181017,28.47735510021516,2.1866298261309964,9.14275484754054,269.4848205465755,60.0,0.277660288881207,0.28902186712304806,AP0016,2,False,0.19306982088588834,0.004724226703231718,0.13713444637232264,0.21105876154980793,0.15246538214239663,0.33805447776073255,0.18090260267357391,0.04989573369988109,-0.004724226703231718,-0.13713444637232264,-0.21105876154980793,-0.15246538214239663,-0.3178557810971958,0.02557307183349597,0.17391567401256483,0.09889702379456003,0.20392313409976676,0.4,73.18325133927344,0.746767870808913,0.7318325133927344,0.08946414597431734,0.17870334063294818,35.28891372434783,34.90060747690705,299.99971591319826,45608.23478190104,1213.967825541538,0.5970903544691247,2026-04-27 00:15:00,0.20046280877261022
10,-18.781057289208547,35.5988282050881,2.024072735535242,37.43314383202464,229.29165823251833,30.0,0.21789174954870086,0.22683187426716458,AP0017,4,False,0.12709620214840253,5.809995119813852e-05,0.010175393730964578,0.05012243269906756,0.019257312615074025,0.11030898293128431,0.041751913542313744,-0.12709620214840253,-5.809995119813852e-05,-0.010175393730964578,0.05012243269906756,-0.019257312615074025,0.11030898293128431,0.041751913542313744,0.05125290537404355,0.06357715104980033,0.04632320710374084,0.7,70.17902842181307,0.71611253491646,0.7017902842181307,0.0684778123402213,0.22973190344164787,35.28891372434783,35.05935728497834,299.99971591319826,43686.61241311744,1178.4788045030607,0.6203817618078514,2026-04-27 08:28:00,0.8568561800590627
10,93.45623144145247,88.39940128893824,146.45306864107658,32.31417060922644,370.7959954832386,80.0,0.3141975378479131,0.32908070499133707,AP0018,4,False,0.40855407022473084,5.19104353994143e-41,0.08698092516440944,0.16349647046037163,0.16838590729938363,0.1079402328426893,0.12482964796537047,0.17089306744130017,5.19104353994143e-41,-0.027991802899467847,-0.16349647046037163,-0.16326629470758047,-0.06777239997104506,-0.036664628881621586,0.15145532199385076,0.20427703511236542,0.1303266367464449,0.2,70.14778707534529,0.715793745666789,0.701477870753453,0.1386899097774707,0.15983221946907644,35.28891372434783,35.354963550885614,299.99971591319826,44104.79893395347,1162.8325151548602,0.6366461095576702,2026-04-27 16:47:00,0.7326679044068789
10,9.297789291111258,50.74877911689586,74.83618784413949,27.089210155809553,212.05548167923985,50.0,0.31049625176247336,0.32060998315619055,AP0019,1,False,0.3654823797369242,0.051949623892295925,0.06490863438832623,0.012724427090545054,0.02897956765253847,0.1964671290880091,0.016716898796097425,0.21025502915260996,0.051949623892295925,0.06490863438832623,0.012724427090545054,-0.02897956765253847,0.1964671290880091,-0.016716898796097425,0.10531838009210519,0.20871600181461006,0.06395933140310325,0.5,68.85542078251675,0.702606334515477,0.6885542078251674,0.09437178171045839,0.2170740104643743,35.28891372434783,35.16647353657993,299.99971591319826,43650.52199010718,1190.4465858385224,0.6203017455709027,2026-04-28 00:59:00,0.620593040375301
10,-689.4078913360086,82.90195955724054,221.5889234718744,106.04830838935935,477.9536632958923,80.0,0.28349571126326534,0.30369895121716145,AP0020,1,False,0.5268676388004768,0.8431277605901268,0.03813831211806702,0.10018354298856977,0.06431858776007095,0.2574562130312128,0.08137370575016539,0.5268676388004768,0.8431277605901268,0.020879521700337987,-0.10018354298856977,-0.05919855522924881,-0.2574562130312128,0.0067913133335834805,0.27306653729124136,0.6849976996953018,0.10829407232961719,0.2,71.49362988104966,0.729526835520915,0.7149362988104967,0.07676869893964335,0.20829500224986,35.28891372434783,35.03094635012718,299.99971591319826,42744.06317196997,1139.1142490748966,0.6196261540791163,2026-04-28 08:52:00,2.4810067298165057
10,-1211.6186227164703,1071.0725793759354,-127.96549636684477,1266.97264923913,1290.4413248633246,100.0,0.4858624496960847,0.48178746011126783,AP0021,3,False,0.3214943706197684,0.2596632916202604,0.155204751607664,0.2581686360114395,0.2337409126514577,1.023687999042773,0.09576858383809723,-0.022022516804469133,0.013992038783139803,0.08380499998407476,-0.10742709929356578,0.05873731466627101,-1.0034376599918724,-0.022932634760230396,0.33538979219877996,0.29057883112001437,0.3533141766302863,0.0,71.54015202378017,0.730001551263063,0.7154015202378016,0.10428212462251149,0.18031635513968697,35.28891372434783,38.945559839502785,299.99971591319826,43965.99252446615,1184.0442043784049,0.48620184977987424,2026-04-28 17:01:00,28.81710559665147
10,-104.12786898272134,363.137486123293,80.98432375510455,352.3788119645154,1096.8120141877857,90.0,0.40535730758937855,0.44322538005739487,AP0022,2,False,0.3330496072876438,0.13674239820923942,0.4598039393850139,0.5496362696559379,0.5357801560429797,0.5253484597762499,0.4181489925882547,0.08060183113995513,-0.11939393763034623,0.23692066971298925,0.47110270419230443,0.5305754052993314,-0.49065172218509595,0.4181489925882547,0.4226442604207599,0.23489600274844163,0.4977435634896873,0.1,57.762105962367876,0.589409244513958,0.5776210596236788,0.15524928539727031,0.2671296549790508,35.28891372434783,38.90703694642432,299.99971591319826,45032.55354828112,1173.838405441427,0.49703650706909375,2026-04-29 00:38:00,7.824979580309979
10,364.3159949087326,126.10228527011799,-150.74526946352182,123.96478677103929,992.65215356988,100.0,0.3777639395907939,0.41882428033582875,AP0023,0,False,0.5633631338746761,0.48765779318599556,0.06981468401867062,0.2369996121062794,0.5680471561718378,0.9122258131980292,0.12800311625512678,0.5633631338746761,-0.48765779318599556,0.04827916091348298,0.2345755538057573,0.5680471561718378,-0.854292092579237,-0.055798299791118514,0.42373018697294507,0.5255104635303358,0.38301807634998875,0.0,73.71980227073506,0.752242880313623,0.7371980227073506,0.07479701333866365,0.18800496395398575,34.73982860413044,39.15521247399043,299.99971591319826,43299.88815232649,1170.6939436827236,0.493087396639473,2026-04-29 09:40:00,2.8629354961596754
10,-386.55928648225427,957.5419133531913,-399.8224322559974,1127.7413502726836,1703.7510306981455,80.0,0.3205818678672507,0.33886787213907826,AP0024,2,False,0.23855910640949787,0.4654127270852291,0.8147654425187238,0.5807405731500159,1.0080278352028351,1.1874820011290006,0.7016298675437305,0.06840215107826024,-0.22676708528809417,0.7572506080869834,0.4181282192454566,0.8440775130756627,-1.1672833044654625,0.6208827291202343,0.7138025075770047,0.3519859167473635,0.8585291439088613,0.2,69.97752808840514,0.714056409065358,0.6997752808840514,0.09847890920794468,0.20174580990800395,34.73982860413044,39.15123775237228,299.99971591319826,44941.30047933872,1230.4594276320875,0.5033261970245505,2026-04-29 17:18:00,25.093651902466654
10,-266.34288063991744,559.0873697269303,-734.484918873254,814.0574198720957,2456.5991064881314,90.0,0.3232755338966475,0.4048767706843452,AP0025,4,False,0.46282189373717647,0.06852860363139127,0.4584886135346089,0.9813630930288104,0.7285827440296262,1.5626921144892088,0.6332832852383506,-0.16336710553319514,-0.008140948525907564,-0.1092850996403946,0.6787707321583023,0.5360734881200013,-1.510523557604622,0.6332832852383506,0.6993943353841675,0.2656752486842839,0.872881970064121,0.1,71.64213374701936,0.731042181092034,0.7164213374701935,0.08047182239334534,0.203106840136461,34.73982860413044,39.67027858980788,299.99971591319826,47044.11865805386,1229.2390262620386,0.5017354479484737,2026-04-30 00:49:00,17.30412734032016
