fase,target,accion,n,theta_por_unidad,ci95_lo,ci95_hi,efecto_por_1sd_accion,efecto_por_1sd_en_sd_target,placebo_std,pasa_placebo_3sigma,frac_subset_mismo_signo,veredicto
Fusión,sn_extraido_est_kg,tasa_feed_Carbon_kg_min,1752,22.90613131867545,1.8592415301197514,38.19809231115137,195.99014696271735,0.06445743757642337,5.171905582201539,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,relacion_CaO_carga,1752,-18074.691094604597,-28381.963085155687,-4989.508143972238,-422.5619492865419,-0.13897260087003416,2265.412659664485,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,tasa_feed_total_kg_min,1752,8.561972670642142,6.602792148199472,11.105018850384925,338.1324719918038,0.1112053490633866,0.4562818211196765,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,frac_carga_secundaria,1746,2188.0421177186927,-13.889829206269836,4666.402165661237,200.9769178056805,0.06605293171384735,252.0204656928152,True,1.0,NO_SIGNIFICATIVO
Fusión,sn_extraido_est_kg,tasa_feed_dross_Fe_kg_min,1746,14.594138176149688,5.797641751014998,22.34657686389927,242.32024741428148,0.07964080119297029,1.1212382432424963,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,tasa_feed_pellets_kg_min,1752,19.52419122524787,11.649571708552335,26.30144409430469,467.50324632904017,0.15375294005346965,1.0545038836683687,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,duracion_plan_min,1752,45.73579516666915,-41.524584817444655,144.09178628104092,452.7808351005862,0.1489110185720136,2.148648551383441,True,1.0,NO_SIGNIFICATIVO
Fusión,sn_extraido_est_kg,tasa_gn_nm3_min,1752,213.71245252107224,153.37095050184365,304.49889565421813,315.3331830630905,0.1037070958823788,11.169321802865745,True,1.0,ROBUSTO
Fusión,sn_extraido_est_kg,exceso_o2_combustion_pct,1752,2.2818985126983096,-24.50743783208871,27.747081877022417,6.205527948011372,0.0020408803020785684,3.34279351574664,False,1.0,NO_SIGNIFICATIVO
Fusión,sn_extraido_est_kg,posicion_vertical_lanza_mm,1752,-0.3381670496079598,-0.6503568468129072,-0.07350526943976878,-415.2715747685997,-0.1365749351318254,0.026384368542958662,True,1.0,ROBUSTO
Fusión,d_ley_sn_escoria_pct,tasa_feed_Carbon_kg_min,1779,0.013567754424019928,-0.022677518753543655,0.03830360588715103,0.1183935700743815,0.030361463243096104,0.0063719614845475754,False,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,relacion_CaO_carga,1777,-5.924363713741828,-26.691047393995323,16.658379643600593,-0.13790341337298415,-0.035366458559977276,1.2011790703144731,True,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,tasa_feed_total_kg_min,1779,0.010300304300632078,0.005795381171303221,0.01368038139536695,0.4350800803372357,0.11157420000649719,0.003048112280938791,True,1.0,ROBUSTO
Fusión,d_ley_sn_escoria_pct,frac_carga_secundaria,1770,-0.8366946588447012,-4.800779169098084,6.873163928958256,-0.07639958132715777,-0.019570579314761485,0.706909916877714,False,0.6666666666666666,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,tasa_feed_dross_Fe_kg_min,1771,0.023267455879672112,0.0077224218807902196,0.04410873588183964,0.38687716475970363,0.09913042059371897,0.002063798604560879,True,1.0,ROBUSTO
Fusión,d_ley_sn_escoria_pct,tasa_feed_pellets_kg_min,1778,0.017575104416504662,0.004086167201395998,0.029031772543969634,0.4236808153335537,0.10868659942377397,0.0017874003462477594,True,1.0,ROBUSTO
Fusión,d_ley_sn_escoria_pct,duracion_plan_min,1779,-0.01101719667384392,-0.11924576678575065,0.09621450423198968,-0.1094613717249628,-0.028070843814223912,0.004430589160621743,False,0.6666666666666666,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,tasa_gn_nm3_min,1778,0.033520943992162294,-0.10146321597734592,0.10932263721064614,0.05407500013147678,0.013871829135108092,0.02049535830504518,False,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,exceso_o2_combustion_pct,1778,-0.008677798891570384,-0.08812795123913457,0.06323567003976016,-0.0340188911634159,-0.008726846868929565,0.01607015407817256,False,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_sn_escoria_pct,posicion_vertical_lanza_mm,1778,0.0001582404085330039,-0.0002515064927148158,0.0006078195383729677,0.19598599378356063,0.05027617590438761,3.1396693329648944e-05,True,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_feo_escoria_pct,tasa_feed_Carbon_kg_min,1774,0.0080482898519165,0.0008638261369070476,0.016589954899277413,0.06967211967700462,0.05818835496913114,0.00024102768318384364,True,1.0,ROBUSTO
Fusión,d_ley_feo_escoria_pct,duracion_plan_min,1774,0.004150642526796302,-0.017478915597826966,0.0234258075975765,0.041215236803801236,0.03442190133434291,0.0012629812710901764,True,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_feo_escoria_pct,tasa_gn_nm3_min,1773,0.01326553430363043,-0.02253513293213225,0.055461999400228626,0.01959312290579649,0.016359850361482773,0.02326809050188392,False,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_feo_escoria_pct,exceso_o2_combustion_pct,1773,0.014552924010240177,-0.009759962266143177,0.03341163476012654,0.04065317146876964,0.03394455315502629,0.005529806392420392,False,1.0,NO_SIGNIFICATIVO
Fusión,d_ley_feo_escoria_pct,posicion_vertical_lanza_mm,1773,7.931151232246235e-06,-8.271051612411819e-05,9.192756982984258e-05,0.009755545962635245,0.008145678098924377,1.5279716292765956e-05,False,0.6666666666666666,NO_SIGNIFICATIVO
Reducción,sn_extraido_est_kg,tasa_feed_Carbon_kg_min,1074,8.705491590672793,0.8279685359409245,14.710658944650964,190.87818260222295,0.050520074374865706,0.4161044663203281,True,1.0,ROBUSTO
Reducción,sn_extraido_est_kg,tasa_gn_nm3_min,1074,19.844864010682933,11.081581474128551,34.48825261301656,98.46941180173026,0.02606207760391133,0.6338699286604884,True,1.0,ROBUSTO
Reducción,sn_extraido_est_kg,exceso_o2_combustion_pct,1073,-3.0732635471252205,-5.504481919611633,-0.8758671086093186,-34.486917690252135,-0.00912564730118551,0.8282982575870819,True,1.0,ROBUSTO
Reducción,sn_extraido_est_kg,oxygen_enrichment_pct,1073,-8.99541210295794,-25.389147362972743,18.174152702678985,-42.15514290841295,-0.011154750609155863,2.5031167365942983,True,1.0,NO_SIGNIFICATIVO
Reducción,sn_extraido_est_kg,duracion_plan_min,1074,128.79539971543988,-394.87747834893617,757.6715146243286,757.0235860741963,0.20036280391298397,1.0955122817791654,True,0.6666666666666666,NO_SIGNIFICATIVO
Reducción,sn_extraido_est_kg,posicion_vertical_lanza_mm,1074,-0.08714481502186561,-0.14798628458292967,-0.03386938967384468,-63.048570539553914,-0.016687179380395756,0.013320683758522543,True,1.0,ROBUSTO
Reducción,d_ley_sn_escoria_pct,tasa_feed_Carbon_kg_min,1093,-0.01739957409365136,-0.02730281045852125,-0.006920883410448201,-0.38237681829907444,-0.07385935324193267,0.0009715690156121073,True,1.0,ROBUSTO
Reducción,d_ley_sn_escoria_pct,tasa_gn_nm3_min,1091,-0.03085582540570783,-0.05447286185257321,-0.018157118689507888,-0.1541277057799282,-0.029752987734532024,0.0028844461948416304,True,1.0,ROBUSTO
Reducción,d_ley_sn_escoria_pct,exceso_o2_combustion_pct,1090,0.0036169085552571344,0.000995795640687832,0.007537631207049331,0.04328309233814497,0.008354055331269308,0.0006258441012995099,True,1.0,ROBUSTO
Reducción,d_ley_sn_escoria_pct,oxygen_enrichment_pct,1090,0.011448429927731847,-0.018899342379646068,0.028127821441093732,0.053625807787056334,0.010350299418007832,0.004901333177659047,False,1.0,NO_SIGNIFICATIVO
Reducción,d_ley_sn_escoria_pct,duracion_plan_min,1093,-0.028423844130507737,-0.59643163497363,1.2772313555371055,-0.1673012599735201,-0.03231566943093251,0.005824854967668065,True,0.6666666666666666,NO_SIGNIFICATIVO
Reducción,d_ley_sn_escoria_pct,posicion_vertical_lanza_mm,1091,0.00020748634432908044,0.0001388578038888872,0.00033721817624390995,0.14945055515813047,0.02885010525549476,4.8753755855232474e-05,True,1.0,ROBUSTO
Reducción,d_ley_feo_escoria_pct,tasa_feed_Carbon_kg_min,1087,-0.0032986249676436622,-0.011182066003013963,0.0032967300427014607,-0.07252030019755298,-0.0638613006232352,0.00010726439216802086,True,1.0,NO_SIGNIFICATIVO
Reducción,d_ley_feo_escoria_pct,tasa_gn_nm3_min,1085,-0.029471440648193625,-0.04516943313642305,-0.014316648873322345,-0.14651315205970278,-0.12891717721220844,0.007221182073128675,True,1.0,ROBUSTO
Reducción,d_ley_feo_escoria_pct,exceso_o2_combustion_pct,1084,0.007110374079912023,0.0033760629600678316,0.010760016677638318,0.07967781643169008,0.0700850708320912,0.001294670606209231,True,1.0,ROBUSTO
Reducción,d_ley_feo_escoria_pct,oxygen_enrichment_pct,1084,-0.011600794778914432,-0.034664951342893734,0.002158411173762216,-0.05437611879829144,-0.04782955040967638,0.0059221563143633475,False,1.0,NO_SIGNIFICATIVO
Reducción,d_ley_feo_escoria_pct,duracion_plan_min,1087,-0.18931755335340897,-0.4414075944215938,0.5939867038242939,-1.1154884683007342,-0.9822979803151594,0.0033344943219733264,True,1.0,NO_SIGNIFICATIVO
Reducción,d_ley_feo_escoria_pct,posicion_vertical_lanza_mm,1085,-9.477218398668677e-05,-0.0001967530120514895,-7.985247198715552e-07,-0.06830625141267353,-0.06010278936925057,4.026095543642549e-05,False,1.0,SIGNIFICATIVO_MODERADO
