,0
ley_sn_escoria_pct_prev,0.17643721130689916
ratio_sn_feo_prev,0.16337001231212345
interaccion_Sn_x_FeO_prev,0.032927477077115054
ratio_sn_sio2_prev,0.02723711876909569
interaccion_C_x_Sn_prev,0.006679443826508669
sn_inventario_escoria_est_kg_prev,0.0053797994745493185
log_ratio_sn_feo_prev,0.005122314198038569
avance_reduccion_sn_prev,0.0050026588160136274
log_ratio_sn_sio2_prev,0.0030091200190081936
grad_temperatura_horno_celsius_prev,0.002139724441898183
feed_Carbon_fusion_kgh,0.0012528829477566506
carbon_sobre_inventario_sn_prev,0.0008391126671354554
ley_sio2_escoria_pct_prev,0.0006309428016774143
volumen_o2_inyectado_lanza_escalon_nm3,0.0005827840254936989
d_presion_suministro_gn_lanza_kpa,0.0004739330920939588
tasa_feed_Carbon_fusion_kg_min,0.00042375277279624866
frac_conc_carga,0.0003950611913980273
posicion_vertical_lanza_mm_prev,0.0002566195606902077
grad_posicion_vertical_lanza_mm,0.00023400227019139131
interaccion_lanza_x_gn,0.00019346101959931693
grad_presion_suministro_gn_lanza_kpa,0.0001916020264367546
ley_sn_pellets_batch_pct,0.0001911555301351342
cum_feed_carga_secundaria_kg_prev,0.00018146742783728965
volumen_gas_natural_inyectado_lanza_escalon_nm3,0.00016376999775087332
o2_disponible_nm3,0.0001625286044740104
cum_feed_reciclo_kg_prev,0.00016126476390201371
tasa_feed_pellets_kg_min,0.00015562731184661782
d_presion_suministro_o2_lanza_kpa,0.0001480263013873495
enriquecimiento_o2_lanza_planta_pct,0.00014505915439202432
grad_presion_suministro_o2_lanza_kpa,0.00014493832485704684
temperatura_gas_pre_bhf_celsius_prev,0.0001368710454290989
cum_feed_conc_kg_prev,0.00013085282280320688
ley_feo_escoria_pct_prev,0.00011826749822698712
feo_inventario_escoria_est_kg_prev,0.00010701539190141051
feed_conc_t1_kgh,0.00010056526793196241
frac_pellets_carga,9.40584239196074e-05
posicion_vertical_lanza_mm,9.264021927564148e-05
presion_suministro_gn_lanza_kpa,7.695730778785048e-05
ley_sn_dross_batch_pct,7.582476787300063e-05
d_posicion_vertical_lanza_mm,7.342672741341704e-05
relacion_C_cum_Sn_cum_prev,7.23037991653186e-05
total_process_gas_nm3_min,6.590993711299564e-05
lanza_pos_x_gas_total,5.650552451277324e-05
presion_suministro_o2_lanza_kpa,5.636048637185365e-05
tasa_gn_nm3_min,4.2311301012265544e-05
ley_sn_Fe_batch_pct,4.133503608438893e-05
feed_Carbon_reduccion_kgh,3.9485840018471664e-05
cum_feed_dross_Fe_kg_prev,3.166314047216012e-05
ley_sn_conc_batch_pct,2.9778623513254664e-05
feed_reciclo_t3_kgh,2.9772060224853013e-05
oxygen_enrichment_pct,2.6393041691408216e-05
ley_sn_carga_batch_pct,2.5163509953007867e-05
cum_feed_Carbon_kg_prev,2.497878608673787e-05
feed_Carbon_kgh,2.0140727656503544e-05
temperatura_horno_celsius_prev,1.3526148419362726e-05
cum_feed_total_kg_prev,1.2482842136507522e-05
cum_feed_CaO_kg_prev,1.0738841667068399e-05
sn_conc_t1_kgf,1.0292453750726516e-05
frac_Fe_carga,9.668761301706574e-06
cum_feed_Sn_kg_prev,7.857919403697622e-06
termocupla_media_celsius_prev,7.028639031680939e-06
exceso_o2_combustion_pct,3.3771554967421126e-06
indice_estructural_molar_prev,2.9358673192314554e-06
tasa_aire_nm3_min,2.8692790944528924e-06
tasa_feed_Carbon_reduccion_kg_min,2.4159253925182256e-06
tasa_feed_Carbon_kg_min,1.4728032886379693e-06
