modelo,feature,fuente,x,valor,frac_pos
Fusión_sn_kg_default,feed_Sn_kgf,ale,8581.677418080355,161.85449921658073,
Fusión_sn_kg_default,feed_Sn_kgf,ale,9199.533919157722,456.39375063626085,
Fusión_sn_kg_default,feed_Sn_kgf,ale,10322.823348743277,1862.3691565885183,
Fusión_sn_kg_default,feed_Sn_kgf,ale,11581.531848826351,3342.172262131393,
Fusión_sn_kg_default,feed_Sn_kgf,ale,15604.15578713426,4783.775882946453,
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,5159.086893086272,-2198.491711178229,0.0
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,5499.848387191201,-1876.1816736630883,0.0
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,6075.647182527596,-1429.5719810460132,0.0
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,6380.458325760442,-1087.6253288160485,0.0
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,6913.765241306926,-259.0686801007447,0.02857142857142857
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,7256.546380189106,-53.42480928028718,0.21839080459770116
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,7800.125606013091,-62.693066828637065,0.2413793103448276
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,8432.606912684469,163.392522611267,0.9022988505747126
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,9645.503533205614,1739.786205264017,1.0
Fusión_sn_kg_default,feed_Sn_kgf,shap_decil,12190.860286595598,4989.25787479574,1.0
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,5.249527159397531e-21,101.61188689296488,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,668.8986828434868,-93.5324084744165,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,1337.7973656869735,-101.81939054539559,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,2006.6960485304603,-101.81939054539559,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,2675.594731373947,-102.0005848879305,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,3344.493414217434,-97.4977107813053,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,4013.3920970609206,-96.41812681944172,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,4682.290779904408,-106.58834134966801,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,5351.189462747894,-103.02439912820054,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,6020.08814559138,-96.08920189442102,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,6688.986828434868,-7.761952829835781,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,7357.885511278355,0.7888741861178148,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,8026.784194121841,99.21081919986668,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,8695.682876965328,202.96310507114939,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,9364.581559808816,522.418122293576,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,10033.480242652302,539.2095989382354,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,10702.378925495788,395.6807981355634,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,11371.277608339275,416.5662224128128,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,12040.17629118276,436.71280371312974,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,pd,12709.074974026249,425.03351112422473,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,202.49727911740018,53.873325646258905,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,600.5411117867942,-105.30637159719961,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,910.7775309991757,-115.30642777692836,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,1271.1437518408325,-125.30648395665705,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,2028.7126389931068,-123.52347046252933,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,2809.3503986450764,-116.95507011801456,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,3314.6791933325057,-112.03929580130514,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,3905.6266779193184,-115.78289796214861,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,4551.956565582732,-117.45270115308793,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,5088.836351185296,-113.56162768987284,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,5622.086768973303,-109.64128757062448,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,6152.989110688333,-58.091148234971314,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,6625.9231762925865,-10.979019319669675,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,7131.593430070469,-5.610534808005497,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,7630.567327799257,17.829584321287115,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,8178.144635200295,75.5714057148189,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,8779.477095740938,172.24195237361255,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,9459.434492555407,317.8240884417852,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,10430.525164537474,384.5303921679391,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,ale,18869.33966911247,206.00380044733814,
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,403.2473863042496,-10.767913737639851,0.2914285714285714
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,1026.383623616683,-111.54198640550726,0.0
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,2540.6051709641124,-104.69022827114367,0.0
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,3550.828726173426,-91.85668487941636,0.011494252873563218
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,4844.014636000673,-92.49244063737129,0.0
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,5914.827256346212,-78.38849255584715,0.08045977011494253
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,6857.447748479853,1.8211493551173552,0.6264367816091954
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,7854.239297907895,65.06426792996467,0.8218390804597702
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,9055.497571752414,308.22758973738564,0.9827586206896551
Fusión_sn_kg_default,sn_inventario_escoria_est_kg_prev,shap_decil,10999.4126548772,305.84931362796914,0.8971428571428571
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,2.5746211477035864e-20,-185.7349217257089,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,3161.502250206735,-185.7349217257089,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,6323.00450041347,-198.80991607928334,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,9484.506750620205,-216.18498225114078,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,12646.00900082694,-218.63216364174932,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,15807.511251033675,-221.2272982861377,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,18969.01350124041,-230.41583820589577,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,22130.515751447143,-269.5143250471466,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,25292.01800165388,-274.1885429636663,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,28453.520251860617,-271.6760979817098,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,31615.02250206735,147.8002204099125,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,34776.52475227408,100.96083763851269,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,37938.02700248082,91.62569719568415,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,41099.52925268756,92.1176077552951,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,44261.031502894286,-13.892601121682567,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,47422.53375310102,-394.9670257859131,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,50584.03600330776,-510.3097825432557,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,53745.538253514496,-274.53294884767365,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,56907.04050372123,-251.8424753852061,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,pd,60068.54275392796,161.4545328472287,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,2140.090037561552,-73.30267933182732,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,4782.7455774043465,-73.87304109411234,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,5530.639309922519,-77.12728471734547,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,6549.057274810213,-120.9550106874438,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,10172.708735689708,-163.83638246542404,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,13655.29620217767,-169.36466874376026,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,15171.375615214067,-172.72704186925858,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,18682.950022442317,-180.78377978966063,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,22253.247602546748,-196.15127233665606,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,24416.886002706033,-206.8124400423692,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,27904.600723945863,-207.23396434977803,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,31458.974416273755,17.85896173104352,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,33899.276004121464,217.42728119586945,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,37044.992212758836,195.93759287642246,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,40662.1564993082,199.11831968811794,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,43626.527681040694,208.79823027312932,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,46953.238606443265,-60.90874311327211,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,50590.52984639752,-97.59457879273417,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,54079.83125470656,168.34455223579732,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,ale,213794.39930879493,787.355598992818,
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,4279.627842474619,-106.09204032122872,0.0
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,5779.558450488552,-134.38968645978076,0.0
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,13023.270461918437,-165.00775490159901,0.0
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,16043.471455363753,-176.10796047972352,0.0
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,23196.526596718242,-225.79450703526305,0.0
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,30171.676093732152,-50.26493294439315,0.42528735632183906
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,35055.38921486212,172.79152793297706,0.9885057471264368
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,42286.38563947388,145.07837847552346,0.9252873563218391
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,48937.43880874122,-293.94379806699874,0.13793103448275862
Fusión_sn_kg_default,masa_escoria_est_kg_prev,shap_decil,55922.10975673432,164.9482346659859,0.44571428571428573
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,4.218664353889222e-21,-376.7003608941375,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,582.692731584417,-375.8465851920074,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,1165.385463168834,-376.82797166364674,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,1748.078194753251,-376.82797166364674,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,2330.770926337668,-369.1935950477997,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,2913.4636579220846,-349.1835799802605,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,3496.156389506502,-299.03213038326504,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,4078.8491210909187,-306.78791686521623,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,4661.541852675336,-303.6863579864218,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,5244.234584259752,-220.76300756881992,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,5826.927315844169,-222.68622820517905,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,6409.620047428586,10.327412140897575,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,6992.312779013004,379.8967306897455,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,7575.005510597421,363.6627156077784,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,8157.6982421818375,387.23593560324286,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,8740.390973766254,771.2547761969083,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,9323.083705350671,1100.6514435713561,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,9905.776436935088,1132.3692464748028,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,10488.469168519505,1414.982764245886,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,pd,11071.161900103922,1186.7625654639926,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,329.64650389851477,-598.6714340346986,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,766.2962092428379,-593.5879112082654,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,937.8709619409449,-594.6723120572033,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,1188.0323164606375,-595.7567129061413,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,1766.8671443786582,-595.7567129061413,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,2318.2322984476245,-589.8041262498299,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,2693.602451618853,-558.2457590142803,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,3226.998357839788,-492.42869917715325,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,3804.0753943827895,-454.97204134146585,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,4337.514774762811,-453.84674616624727,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,4858.484710878407,-413.76816285961127,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,5397.809797390411,-384.1135527562291,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,5978.057716468641,-180.1575916054997,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,6561.074767171131,79.8372109165897,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,7173.955355685712,369.5548407153823,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,7797.4160330810955,663.8517640922513,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,8412.03890401254,891.6920863430843,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,9014.859344129061,1242.504284992713,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,9775.170662178014,1507.698204002847,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,ale,15081.142809393943,1742.710130412865,
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,659.276355491068,-255.2358660318256,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,1002.6943839548063,-283.5749103930139,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,2160.112169029285,-308.2551620028346,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,2910.7526537739604,-300.70913276038567,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,4065.1825806272377,-309.3013035846391,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,5115.244082566805,-277.82065702557657,0.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,6267.483595267006,-25.906732769644773,0.5402298850574713
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,7493.2034358745605,477.9020618765956,0.9942528735632183
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,8722.263663776008,788.0127716646178,1.0
Fusión_sn_kg_default,feo_inventario_escoria_est_kg_prev,shap_decil,10243.619267124197,1107.0290684379943,1.0
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,10.6663888,-297.4660504068633,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,11.44988,-243.91350673345707,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,12.233371199999999,-231.19809091588,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,13.016862399999999,-110.8182526598767,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,13.800353599999998,-176.6856005776551,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,14.583844799999998,-260.1846727802758,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,15.367335999999998,-95.29453013917762,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,16.150827199999995,31.54247936279928,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,16.934318399999995,40.844212788276245,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,17.717809599999995,21.201593091841755,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,18.501300799999996,35.08427690769462,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,19.284791999999996,31.664336766345084,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,20.068283199999996,0.9396876219754047,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,20.851774399999993,-18.796442962711158,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,21.635265599999993,71.98780151511289,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,22.41875679999999,60.11216179086657,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,23.20224799999999,66.5319578707065,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,23.98573919999999,88.39454139593435,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,24.76923039999999,74.4239770984005,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,pd,25.55272159999999,47.70256101848226,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,6.47299,-242.88208443067538,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,13.780429999999999,-202.53733201826387,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,15.135605,-196.66261402376,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,16.137915,-58.46455381914802,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,16.994825,14.511989697278693,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,17.613935,-9.410634811266277,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,18.172595,14.90929564588248,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,18.717185,36.54256891348507,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,19.22756,31.93102219759612,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,19.68266,22.781550196737783,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,20.090805000000003,0.9632994838759146,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,20.467465,5.5656736825921485,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,20.861095,76.05650027635573,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,21.278365,106.82203053444914,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,21.66833,77.04737533689945,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,22.08077,62.37193534736497,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,22.584880000000002,61.271660723989726,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,23.1945,71.32969998570945,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,23.993935,75.94098562597293,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,ale,26.926895000000002,53.82286898650284,
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,12.9004,-221.13533535295878,0.011428571428571429
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,15.61565,-56.98934364588378,0.3275862068965517
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,17.32705,27.892681969458167,0.8448275862068966
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,18.44115,38.186637430773764,0.8793103448275862
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,19.4654,42.22040298255781,0.9085714285714286
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,20.28185,16.390993866403413,0.7931034482758621
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,21.06905,63.04264617367844,0.6839080459770115
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,21.8486,69.49078667141738,0.9482758620689655
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,22.8553,81.28972712728776,0.9540229885057471
Fusión_sn_kg_default,ley_sn_escoria_pct_prev,shap_decil,24.4557,64.01311429942359,0.8857142857142857
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,334.97764051097204,-266.6362331210208,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,390.1931718169347,-266.6362331210208,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,445.4087031228974,-220.58266244093932,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,500.62423442886006,-134.99370963654457,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,555.8397657348228,-124.23441593649115,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,611.0552970407855,-124.23441593649115,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,666.2708283467481,-65.79301737503883,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,721.4863596527108,-65.79301737503883,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,776.7018909586734,-61.17108932942798,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,831.9174222646361,-61.17108932942798,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,887.1329535705988,-1.0118780633973647,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,942.3484848765615,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,997.5640161825241,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1052.779547488487,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1107.9950787944495,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1163.2106101004122,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1218.4261414063749,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1273.6416727123376,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1328.8572040183003,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,pd,1384.0727353242628,104.72873903768752,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,ale,222.77765020662238,-402.59234322703117,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,ale,488.59794984387054,-251.31942103432334,
Fusión_sn_kg_default,interaccion_C_x_Sn_prev,ale,571.4779782592715,-197.07846238168673,
