tercil_tasa_cao,n,cal_kg_min_media,d_cao_medido_media,d_cao_medido_ci_lo,d_cao_medido_ci_hi,d_cao_esperado_media,d_cao_esperado_ci_lo,d_cao_esperado_ci_hi,razon_medido_esperado_media,razon_ci_lo,razon_ci_hi,rebote_coef_cal_t_sobre_dcao_tp1,rebote_ci_lo,rebote_ci_hi,rebote_n
T1_bajo,716,30.973615972239948,0.06161033519553066,-0.036779903436265415,0.156138706378299,-5.667869639022575,-6.590416115855353,-4.843321042863048,-0.08361234917004601,-0.11458478056692725,-0.05551892196047172,0.015052567963078503,-0.003150862491890888,0.0332559984180479,1785
T2_medio,715,41.033744464141265,-0.13824181818181824,-0.2384688474155325,-0.04650161465147762,-4.411387768775537,-4.544339485808323,-4.280002524971404,-0.056120011674646204,-0.09148088474974264,-0.013570819391991985,0.015052567963078503,-0.003150862491890888,0.0332559984180479,1785
T3_alto,716,44.664971799431434,-0.4680695530726257,-0.5641354851781853,-0.37905440693863157,-4.536374103250277,-4.691049927783233,-4.3758686603956125,0.023998417222712884,-0.016810190932303293,0.07333425199292237,0.015052567963078503,-0.003150862491890888,0.0332559984180479,1785
