fase,target,columna,n_features,n_dev,n_lockbox,r2_oof,mae_oof,r2_lockbox,mae_lockbox,std_target_lockbox,r2_lockbox_equiv_dSn_pts
Fusión,sn_kg,sn_extraido_est_kg,13,1749,374,0.7220772975809956,1036.7970475099935,0.6802473882572309,1113.0941994691282,2941.4128489334917,
Fusión,sn_pts,d_ley_sn_escoria_pct,7,1779,375,0.5167286828645781,1.953406015289192,0.44992397000462836,2.142523445419377,3.6906583728624947,
Fusión,feo_pts,d_ley_feo_escoria_pct,9,1774,375,0.20249477359327162,0.6140551393519466,0.042410203767137444,0.7801571112502039,1.1803525333523708,
Fusión,dT,d_temperatura_horno_celsius,15,1794,378,0.3848903105446142,10.136983713789217,0.0968375856728857,7.4814807067846205,9.847690264726825,
Reducción,sn_kg,sn_extraido_est_kg,10,1076,238,0.971498308217752,361.8258390605074,0.982742926388621,347.40699630831904,4386.335899978652,0.9749371250209892
Reducción,sn_pts,d_ley_sn_escoria_pct,11,1093,242,0.9475787990047826,0.6580754440428198,0.967684160816325,0.6546728824975672,6.115147971374318,
Reducción,feo_kg,feo_extraido_est_kg,11,1071,242,0.28591798126480517,571.1671674014838,0.2712329255208261,514.8559865737794,813.9698051758336,
Reducción,feo_pts,d_ley_feo_escoria_pct,11,1087,242,0.46528253461796576,0.6354603812208777,0.5697182109763994,0.5819932249190409,1.1786023867505657,
Reducción,dT,d_temperatura_horno_celsius,14,1196,252,0.4436833102225247,9.291152182029743,0.32049349080345024,7.170881241592271,11.29939684249102,
