Batch,fase,orden_escalon_fase,ley_sn_escoria_pct_prev,sn_inventario_escoria_est_kg_prev,sn_extraido_real_kg,d_ley_sn_real_pts,feo_extraido_real_kg,temperatura_real,pred_sn_kg_historico,pred_sn_kg_recomendado,pred_feo_reducido_kg_historico,pred_feo_reducido_kg_recomendado,pred_T_historico,pred_T_recomendado,support_historico,support_recomendado,J_historico,J_recomendado,uplift_J_kgSn,hist__duracion_plan_min,rec__duracion_plan_min,hist__tasa_feed_conc_kg_min,rec__tasa_feed_conc_kg_min,hist__tasa_feed_reciclo_kg_min,rec__tasa_feed_reciclo_kg_min,hist__tasa_feed_Fe_kg_min,rec__tasa_feed_Fe_kg_min,hist__tasa_feed_dross_Fe_kg_min,rec__tasa_feed_dross_Fe_kg_min,hist__tasa_feed_pellets_kg_min,rec__tasa_feed_pellets_kg_min,hist__tasa_feed_CaO_kg_min,rec__tasa_feed_CaO_kg_min,hist__tasa_feed_Carbon_kg_min,rec__tasa_feed_Carbon_kg_min,hist__tasa_gn_nm3_min,rec__tasa_gn_nm3_min,hist__tasa_o2_nm3_min,rec__tasa_o2_nm3_min,hist__tasa_aire_nm3_min,rec__tasa_aire_nm3_min,rec_derivada__exceso_o2_combustion_pct,rec_derivada__oxygen_enrichment_pct,rec_derivada__relacion_C_Sn_carga,rec_derivada__relacion_CaO_carga,rec_derivada__ley_sn_carga_pct,rec_derivada__frac_carga_secundaria,fold,es_lockbox
AP0300,Fusión,1,7.7087,351.33637177091913,2985.2156265669432,16.4265,-1265.5982057913525,1017.4705948569814,3500.38873184573,3478.9873451985904,0.0,3.724673686632059,1026.1756271528552,1031.4165840508547,0.2637687477028965,0.4099063784211785,-3222.880628145314,-2927.5025614231363,295.37806672217766,35.0,35.0,171.58806287977433,171.58806287977433,46.99937891077113,46.99937891077113,57.02610654477714,57.02610654477714,69.3266402633102,69.3266402633102,100.82389486365848,100.82389486365848,42.31676714861834,43.31064249679331,22.427045299388748,38.380460376674094,31.370890192909844,31.370890192909844,49.28568508572049,49.28568508572049,119.78614873976936,119.78614873976936,18.646260694725935,44.02908198056648,0.2179318060003185,0.09716045797228771,39.50794939391207,0.48714089379098496,-1,True
AP0300,Fusión,2,24.1352,3530.049443072107,4287.597617007821,1.0231999999999992,-1419.4273449189575,1031.2028669224906,4979.778425925948,4832.24275175084,0.0,0.0,1022.9850415017237,1021.3137072005333,0.48112989674691825,0.49625098596582873,-2997.737206912344,-2936.921726716938,60.81548019540605,40.0,40.0,171.6481322249746,171.6481322249746,46.98757234899009,46.98757234899009,59.04759610804125,59.04759610804125,73.57425834841844,73.57425834841844,91.75033218373271,91.75033218373271,40.714751849911075,44.525265179549606,38.18617226205221,40.42113186533727,31.422736443413623,31.422736443413623,49.66102571275499,49.66102571275499,119.54199110243056,119.54199110243056,18.966156844587182,44.186472115877464,0.2307558995627552,0.10050670893811546,39.54068556816122,0.47925142439168456,-1,True
AP0300,Fusión,3,25.1584,6249.186118349548,5670.763427194764,-1.4704000000000015,-1793.3329447378583,1025.5924629240774,5201.185250048216,4970.388955878736,0.0,0.0,1039.106718397602,1040.1232738172143,0.37744407325643053,0.4260527091289667,-3237.2864204619077,-3124.5554992335337,112.73092122837397,45.0,45.0,171.4318745046422,171.4318745046422,47.01585083007812,47.01585083007812,58.41604817708333,58.41604817708333,68.31639227383378,68.31639227383378,96.67908422497734,96.67908422497734,39.150152676347375,45.504952130471224,41.71717122395833,50.897549752472116,31.866102008584104,31.866102008584104,51.085958462938855,51.085958462938855,119.92204843026622,119.92204843026622,19.671977157339835,44.600010267896586,0.29130853891018826,0.10298517487045493,39.54209812880308,0.47981642870166485,-1,True
AP0300,Fusión,4,23.688,8440.841511522363,7193.62448795837,-2.373899999999999,-2283.4077804088975,1026.178331510656,5969.440246017195,5756.794046395236,0.0,0.0,1022.8931275355068,1023.8048986901167,0.383274478913051,0.44092203786543327,-3362.5967952820183,-3203.9546011384064,158.64219414361196,50.0,50.0,171.5265660105188,171.5265660105188,47.00796887765524,47.00796887765524,58.160406494140595,58.160406494140595,61.71154641544119,61.71154641544119,93.75269480187907,93.75269480187907,39.18221228107129,44.71025771650009,44.62038997076696,50.31232143868875,31.422423556857645,31.422423556857645,50.52693471238765,50.52693471238765,119.68884176974827,119.68884176974827,20.39426454030209,44.450398810109974,0.29387436189996236,0.10345784497172422,39.615843909183674,0.46851303465776817,-1,True
AP0300,Fusión,5,21.3141,9807.392384457762,5804.408100549752,1.2769000000000013,-2377.040654496631,1026.8515239043306,9024.337072618877,8408.542144100278,0.0,0.0,1025.820766294865,1029.4274871974405,0.4024720317692735,0.4448505060877913,-3780.7084101811697,-3725.891750544709,54.81665963646083,55.0,55.0,171.34261358351938,171.34261358351938,46.97340356735956,46.97340356735956,58.37967899867473,58.37967899867473,68.27450772240049,68.27450772240049,91.97047544206893,91.97047544206893,39.12431110200428,45.56136675941762,53.274930463518416,49.196465685204124,32.10600744998817,32.10600744998817,51.23954457909171,51.23954457909171,120.70286275844381,120.70286275844381,19.272297992307873,44.542324923960585,0.2844669674379862,0.1042735751474248,39.58034553652527,0.47424832830203045,-1,True
AP0300,Fusión,6,22.591,13514.828970325221,7641.712891242314,-1.3942000000000014,-1820.3935309889348,1017.8071635685875,9670.078687642741,8660.25010628017,0.0,31.97646989414954,1029.8535232263926,1034.3611664903517,0.2633625106540164,0.3528672375505972,-4314.376271595105,-3792.265806251383,522.1104653437224,47.0,47.0,171.60603931583958,171.60603931583958,39.591935019521735,39.591935019521735,57.528110637635955,57.528110637635955,64.90307779876201,64.90307779876201,110.22383064767715,110.22383064767715,33.45759132892584,45.96082986331536,56.270447616312396,49.35836464466181,32.10701983534973,32.10701983534973,51.20817121311999,51.20817121311999,119.65717284499229,119.65717284499229,18.877706342776907,44.676220289941305,0.28377490667356675,0.1035496674455969,39.18750552414971,0.483761170138271,-1,True
AP0300,Reducción,0,21.1968,14917.731727480874,9416.63293748545,-10.9347,348.4450498534861,989.2195439261479,12349.67139596898,12897.79332417357,1633.6613349664628,1326.7670376803449,1004.6819662004895,1010.3136076850125,0.22060468365838523,0.28843681237825125,9781.72003318213,10577.620732645246,795.9006994631163,30.0,30.0,,,,,,,17.315701307082787,17.315701307082787,41.65549201438194,41.65549201438194,,,62.9648419123824,61.25041604773737,27.554672828956882,28.722950022037146,31.28911656782835,30.472936922887953,121.10991988570602,114.29321355637182,-5.172498423853599,37.62931568559629,2.881427189906422,0.0,36.04636507924415,1.0,-1,True
AP0300,Reducción,1,10.2621,6388.1356117717605,5014.510332381722,-7.565300000000001,2514.3171452193546,971.3269080382461,5292.719093933003,5292.719093933003,1175.113262824949,1175.113262824949,976.8075632032968,976.8075632032968,0.11936035922525666,0.11936035922525666,2705.0566931079647,2705.0566931079647,0.0,25.0,25.0,,,,,,,0.007091059865669229,0.007091059865669229,0.036841786333469136,0.036841786333469136,,,32.39840025290465,32.39840025290465,20.380081386990017,20.380081386990017,24.935947889539936,24.935947889539936,125.1510576171875,125.1510576171875,25.656195911575242,34.12531938806225,,,,,-1,True
AP0300,Reducción,2,2.6968,1374.020459683271,304.8041658946398,-0.6377999999999999,-152.73676434093068,952.8401781003836,303.4925454378166,395.6043124699324,0.0,0.0,965.8216309481602,960.7328860528814,0.06743037442103557,0.372294225071188,-1980.4118089542037,-1296.9215879373423,683.4902210168614,20.0,27.10652926968793,,,,,,,1.0419830983097304e-25,1.0419830983097304e-25,2.3451857290018502e-22,2.3451857290018502e-22,,,10.781295376732235,33.190015762569395,13.150246344672308,24.51491673408761,16.435739673764477,25.164310085110344,124.0097675238715,98.39463825736324,-6.532042070053942,37.08932840067194,,,,,-1,True
AP0300,Reducción,3,2.059,1069.2162961274207,77.02753823943218,-0.17610000000000015,317.0236853497663,953.2547334986461,194.55835621690616,287.48946450144365,329.8487032134494,523.4819510115292,953.671282916367,955.0656517366647,0.28417156843450614,0.4441166707548844,-1741.9556904926808,-1395.5348079445193,346.42088254816144,13.0,13.29078185812007,,,,,,,1.0419830987949414e-25,1.0419830987949414e-25,3.369192531880002e-22,3.369192531880002e-22,,,5.774434502718522,12.453090858317328,17.33236644280408,20.526947218131713,13.126493536385931,21.795100180701674,120.50164135928132,82.45783965225868,-4.731945544419437,37.515725283471276,,,,,-1,True
AP0301,Fusión,1,7.5529,364.9714365701755,3711.890267757505,12.2028,-1401.610952619154,1003.3452813340189,3674.8191027557855,3417.115183829466,0.0,0.061645909039358966,995.0208991910278,1005.0804472286375,0.2943414480238459,0.46593598118399765,-3182.4339205618626,-2805.5167388700493,376.9171816918133,35.0,35.0,171.41692663122106,171.41692663122106,47.00203280978733,47.00203280978733,57.004483371310855,57.004483371310855,68.33906125669127,68.33906125669127,97.47214762369792,97.47214762369792,39.239159930193864,45.4030810445201,25.026111560397677,38.82649418974143,31.386824902731274,31.386824902731274,49.282410991857304,49.282410991857304,119.38373942057294,119.38373942057294,18.446189604395816,44.0829390416312,0.22253217188192406,0.10290008019619552,39.54264898976975,0.4823130750809373,-1,True
AP0301,Fusión,2,19.7557,2759.7366027154994,4293.2506580071085,2.1732999999999976,-1626.9905828226752,1026.547832248507,4897.160477579662,4679.402240871988,0.0,0.0,1004.9306290071852,1004.4885739495901,0.4614213934943382,0.5099318037128011,-3023.4120997322443,-2890.648317720669,132.76378201157513,40.0,40.0,171.23247903963414,171.23247903963414,47.03254344909171,47.03254344909171,57.185229194455,57.185229194455,68.34889213748093,68.34889213748093,97.58014461858485,97.58014461858485,39.25883511178861,44.525265179549606,42.8451924641927,40.42113186533727,31.21938424852159,31.21938424852159,48.98401643541124,48.98401643541124,120.05670501708983,120.05670501708983,18.829897313739774,43.89233780562662,0.2315998877161824,0.10087755892895335,39.54195847438781,0.4824911040982623,-1,True
AP0301,Fusión,3,21.929,5447.686542676203,5303.232711482916,0.5074000000000005,-1649.6762085246169,1037.6959435608833,5364.8175295260935,5345.48534309056,0.0,0.0,1034.3163221823406,1033.6238011826993,0.4579665750200145,0.4977901472929265,-3099.6162684625283,-3027.4067450360494,72.20952342647888,45.0,45.0,171.4462795091712,171.4462795091712,46.99239811551744,46.99239811551744,56.89612179078911,56.89612179078911,68.353540215976,68.353540215976,97.52732057433197,97.52732057433197,39.262681690160775,42.49708603489215,44.141694176715355,52.747737391806176,31.132591371889472,31.132591371889472,49.58247691213348,49.58247691213348,119.44420470437886,119.44420470437886,19.91574843247862,44.17394886178661,0.3023367203369405,0.09631817242178405,39.5423084138488,0.48246986248525264,-1,True
AP0301,Fusión,4,22.4364,7995.46240198798,5887.804372511136,-0.35960000000000036,-2746.434258446935,1046.3408328049388,6092.465867560152,5950.192624001302,0.0,0.0,1040.788208768337,1041.297048248908,0.45621934244742973,0.4749253933694239,-3220.622498541698,-3172.4642980330073,48.1582005086907,50.0,50.0,171.2466413909314,171.2466413909314,47.01045679827921,47.01045679827921,57.1243025237438,57.1243025237438,68.46476324742136,68.46476324742136,96.95485026041668,96.95485026041668,39.28230730443219,44.1870429058055,47.70438559538399,52.24065767351079,31.555167087131075,31.555167087131075,50.72557984754774,50.72557984754774,119.91532381184896,119.91532381184896,20.277920947838965,44.483940380173905,0.2996853998326184,0.10024260716349598,39.54580907741452,0.48191828841780604,-1,True
