analisis,subset,n,variable,coef,se,p,ci95_lo,ci95_hi,r2,metodo
correlacion,DEV,294,rendimiento_proxy_batch~dist_total,0.029962588378904524,,0.6088766169620821,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_total,0.03806098764041023,,0.5156499532039576,,,,pearson
correlacion,DEV,293,rendimiento_proxy_batch~dist_F,-0.016456122849877852,,0.7790951843250971,,,,spearman
correlacion,DEV,293,rendimiento_proxy_batch~dist_F,-0.03295704357659479,,0.5742012377788933,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_R,0.028747333875678148,,0.6234860457194309,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_R,0.05386359034987134,,0.3574149570552777,,,,pearson
correlacion,DEV,293,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,0.044384396977398564,,0.44913135599787457,,,,spearman
correlacion,DEV,293,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,0.030086392544942015,,0.6080137109959963,,,,pearson
correlacion,DEV,293,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,-0.08536154546538367,,0.1449590940440891,,,,spearman
correlacion,DEV,293,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,-0.08507880194377543,,0.14630026062594653,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,-0.012600717136826646,,0.8296539423600653,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,0.006616034198738326,,0.9100628015032413,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,0.06845706626303615,,0.24193377619355533,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,0.10959185936863078,,0.0605509275708315,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,0.03751174056988559,,0.521731992466645,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,0.0801582710458246,,0.1704436662854067,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,-0.005152158801997463,,0.9299042019680244,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,0.005001587788844451,,0.9319477168051696,,,,pearson
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,0.0926968838973826,,0.11272430048830533,,,,spearman
correlacion,DEV,294,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,0.08058243923236656,,0.16818571956913195,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_total,-0.054913270913733686,,0.34810901637570835,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_total,-0.07675588170441792,,0.1893786246395006,,,,pearson
correlacion,DEV,293,frac_sn_dross~dist_F,-0.020095943957407946,,0.731936016089164,,,,spearman
correlacion,DEV,293,frac_sn_dross~dist_F,-0.023968640636731552,,0.6828464617517344,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_R,-0.024620603735566918,,0.6741781090506379,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_R,-0.08490479599420213,,0.1464360914701297,,,,pearson
correlacion,DEV,293,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,-0.08489043682868586,,0.14719898114337085,,,,spearman
correlacion,DEV,293,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,-0.057065776757046625,,0.330341250400474,,,,pearson
correlacion,DEV,293,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,0.05001122311970981,,0.39369878459328683,,,,spearman
correlacion,DEV,293,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,0.022218982630840572,,0.7048744621693882,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,0.03530930229620517,,0.5464838458676075,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,-0.05864751689941135,,0.31625935966750196,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,-0.03935531070148133,,0.501463517739213,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,-0.11324733554147447,,0.052408894424669825,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.04286459044122941,,0.4640585904539868,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.11690522831335384,,0.045194424603686084,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,-0.00694423456878912,,0.905621571822872,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,-0.04056481380368665,,0.488394982621128,,,,pearson
correlacion,DEV,294,frac_sn_dross~dist_Reducción_duracion_plan_min,-0.08580431838575903,,0.1421916973639435,,,,spearman
correlacion,DEV,294,frac_sn_dross~dist_Reducción_duracion_plan_min,-0.0842325824875656,,0.14967038257542709,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_total,0.0702386953508771,,0.2298692811276987,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_total,0.03218591367570453,,0.5825492428349087,,,,pearson
correlacion,DEV,293,frac_sn_polvo~dist_F,0.050055590819165906,,0.39327875025537956,,,,spearman
correlacion,DEV,293,frac_sn_polvo~dist_F,0.0723549587068644,,0.21688919234753976,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_R,0.04670137247186753,,0.42499477613917064,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_R,0.01910572598319292,,0.7442509717370279,,,,pearson
correlacion,DEV,293,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,0.040360055807915615,,0.49133930583413155,,,,spearman
correlacion,DEV,293,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,0.021095915075624215,,0.7191460249658437,,,,pearson
correlacion,DEV,293,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,0.06570737021438805,,0.2622311633615541,,,,spearman
correlacion,DEV,293,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,0.09395393084723315,,0.10851369533361703,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.043469026916419386,,0.457775716848712,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.056103053114795,,0.3377481025342316,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,0.015440894961332203,,0.7920542170031862,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,-0.027462028379504237,,0.6390995083388867,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.040320032942068706,,0.49102497891792235,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.017899910074694034,,0.7598814089272996,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.06333512147394744,,0.2790606556415917,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.03820811664690503,,0.5140269717062458,,,,pearson
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_duracion_plan_min,0.019972903850155863,,0.7330741655568869,,,,spearman
correlacion,DEV,294,frac_sn_polvo~dist_Reducción_duracion_plan_min,-0.019119916410213655,,0.7440676360551152,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_total,0.5031391997997788,,2.8516000827118994e-20,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_total,0.5596720424934946,,1.235823048081557e-25,,,,pearson
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_F,0.11353384193991291,,0.05221455431593606,,,,spearman
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_F,0.10625049724239777,,0.06935729958017453,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_R,0.5120552440674749,,4.725975785002857e-21,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_R,0.5441024372601456,,4.689048890263859e-24,,,,pearson
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.027058333267755173,,0.6446058494987024,,,,spearman
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.029693511573625278,,0.6127092169487506,,,,pearson
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.20383833078233562,,0.00044613823399908406,,,,spearman
correlacion,DEV,293,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.1393365861270878,,0.01700886930272718,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.5526123266642929,,6.580013372696124e-25,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.5807766017027894,,6.518534354568714e-28,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.44522486716753756,,1.0142989666801892e-15,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.4465945651949671,,8.094667703048625e-16,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.4847971130357885,,9.791809357002675e-19,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.502696083929593,,3.113793781120828e-20,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.45333803035065234,,2.626651022910884e-16,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.5011852731979011,,4.198755187429382e-20,,,,pearson
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.39295509538756723,,2.7030037206820552e-12,,,,spearman
correlacion,DEV,294,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.4249960707911614,,2.5279220722809978e-14,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_total,-0.18317972350230416,,0.15071236270355154,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_total,-0.17402368476034394,,0.17255370729273023,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_F,0.08904569892473119,,0.4876786797457778,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_F,0.05313369907779499,,0.6791796772144161,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_R,-0.18461981566820276,,0.1474731340259593,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_R,-0.19503608700966613,,0.12557106060302609,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,0.01867319508448541,,0.8845067537043673,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,-0.02487287396333949,,0.8465683196143198,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,0.09783026113671274,,0.44559067671463737,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,0.0942820550001437,,0.46234273674689663,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,0.07397273425499233,,0.5644981085704929,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,-0.028995879662632906,,0.8215231521422128,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,-0.18010752688172044,,0.1577989820878354,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,-0.15707344671627585,,0.21891647066551717,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,-0.1310483870967742,,0.30594942127888963,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,-0.14321565421241084,,0.262816120649757,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,-0.23641513056835636,,0.06211834205726668,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,-0.28590168693136364,,0.023118436530022723,,,,pearson
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,-0.2934223001159368,,0.019597853050807513,,,,spearman
correlacion,LOCKBOX,63,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,-0.15429908224597425,,0.22726547069440753,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_total,0.07286866359447006,,0.5703402443075057,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_total,0.04810695702902574,,0.708100966642113,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_F,0.05419546850998465,,0.6731275935416412,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_F,0.07635073252304264,,0.5520113276431093,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_R,0.05611559139784946,,0.6622353668229666,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_R,0.02789578370374478,,0.8281894318094911,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,-0.020209293394777266,,0.8750792119862875,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,0.03672219768282232,,0.7750825959723525,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,0.10383064516129031,,0.41804408645496977,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,0.08040753796333971,,0.5310195485945566,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,-0.24687980030721968,,0.05110259386889686,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,-0.18221032760877826,,0.152922433872079,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,0.026785714285714288,,0.8349284016300224,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,-0.0696056065538173,,0.5877687579203309,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.019585253456221197,,0.8789071418487836,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.005051592853397622,,0.9686567133304775,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,0.14444124423963134,,0.2587106733691024,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,0.1943765955316778,,0.12687991299763673,,,,pearson
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_duracion_plan_min,0.2735487897277163,,0.030059281546695387,,,,spearman
correlacion,LOCKBOX,63,frac_sn_dross~dist_Reducción_duracion_plan_min,0.07186034275738146,,0.5757001470472631,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_total,0.09898233486943166,,0.4402248780393371,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_total,0.18314850068959107,,0.15078317378751704,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_F,-0.18212365591397853,,0.15312119646057357,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_F,-0.17282631139002969,,0.17557237460076291,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_R,0.12797619047619047,,0.31752533360224927,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_R,0.23867571454223097,,0.05958947558058301,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,-0.013392857142857144,,0.9170277449111958,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,-0.012149776354986193,,0.9247054785755647,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,-0.24798387096774194,,0.0500398601827106,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,-0.2359488398177734,,0.06265059199036287,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.15399385560675885,,0.22819733441866738,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.27479256702788313,,0.02928943054422283,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,0.15504992319508448,,0.22498440431662736,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,0.3104515496231837,,0.013274887269469545,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.14463325652841783,,0.25807142484360196,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.2080515591569335,,0.10178749456049954,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.09178187403993855,,0.4743495048305827,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.15277749239323132,,0.2319372684318143,,,,pearson
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_duracion_plan_min,-0.018409399115658368,,0.8861273994363559,,,,spearman
correlacion,LOCKBOX,63,frac_sn_polvo~dist_Reducción_duracion_plan_min,0.12488507330712761,,0.3294513227537069,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_total,0.29531490015360984,,0.018787525615224374,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_total,0.28403497254019355,,0.02407088523347114,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_F,0.21553379416282645,,0.08979275851680063,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_F,0.27674442618417683,,0.02811468494997299,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_R,0.21284562211981567,,0.0939674267228133,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_R,0.21444814522875727,,0.0914608663804402,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.0846774193548387,,0.5093604213241797,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.16084095550058375,,0.20792618545663577,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.23209485407066052,,0.06719190275671942,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.2703698290051467,,0.032104329115496766,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.27620967741935487,,0.02843252101708216,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.24761882131281052,,0.050389224518652104,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.2977150537634409,,0.017801132285357225,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.24391832594055188,,0.05404445977837824,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.2292146697388633,,0.07075528568617602,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.24626302743286688,,0.05170425185526007,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.05261136712749616,,0.6821644152702201,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.08734601312823101,,0.49605680127758767,,,,pearson
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.1199851188776743,,0.3489276935007498,,,,spearman
correlacion,LOCKBOX,63,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.16578309336996686,,0.19410906508035455,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_total,0.0235234511857596,,0.6577909998004791,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_total,0.025905556831605916,,0.6256657531266363,,,,pearson
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_F,0.03704718336084983,,0.48593688744194036,,,,spearman
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_F,0.04563746715627787,,0.39061365387830327,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_R,0.010431013843775216,,0.8442952590302852,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_R,0.023328302116782215,,0.6604519586253411,,,,pearson
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,0.06710037767972314,,0.20658246590697563,,,,spearman
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_Fusión_tasa_feed_Carbon_kg_min,0.04584686068639547,,0.3884409504155978,,,,pearson
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,-0.009631895313589026,,0.8562896393170644,,,,spearman
correlacion,TOTAL,356,rendimiento_proxy_batch~dist_Fusión_tasa_feed_CaO_kg_min,0.03068745863760732,,0.5638655435954406,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,0.0014980571082842788,,0.977498087634,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_feed_Carbon_kg_min,-0.0044398286455689055,,0.9333789959620638,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,0.049630941748836,,0.3497694148465331,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_gn_nm3_min,0.07364786199898891,,0.16497222321122013,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,0.03821747016907904,,0.4716306489038414,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_o2_nm3_min,0.05560315903269007,,0.29476901074836626,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,-0.03197574940133992,,0.54704156888694,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_tasa_aire_nm3_min,-0.029049817941312967,,0.5843301839407234,,,,pearson
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,0.03303162184755156,,0.533879338387185,,,,spearman
correlacion,TOTAL,357,rendimiento_proxy_batch~dist_Reducción_duracion_plan_min,0.04614196463565084,,0.38472010186137157,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_total,-0.05920120857331697,,0.2645806575849663,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_total,-0.07715395005225159,,0.14571417480324717,,,,pearson
correlacion,TOTAL,356,frac_sn_dross~dist_F,-0.06864354486946864,,0.19631095407773758,,,,spearman
correlacion,TOTAL,356,frac_sn_dross~dist_F,-0.0737463740261575,,0.16500267150245068,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_R,-0.025672030594651583,,0.6287852738795924,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_R,-0.07115589967283298,,0.17977862392935978,,,,pearson
correlacion,TOTAL,356,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,-0.08834166711003077,,0.0960684079578742,,,,spearman
correlacion,TOTAL,356,frac_sn_dross~dist_Fusión_tasa_feed_Carbon_kg_min,-0.06979749510201493,,0.1888772220745831,,,,pearson
correlacion,TOTAL,356,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,-0.028617479653198347,,0.5904632879947154,,,,spearman
correlacion,TOTAL,356,frac_sn_dross~dist_Fusión_tasa_feed_CaO_kg_min,-0.052947747624041676,,0.31915221139208205,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,-0.012658714436226477,,0.8116095650845148,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_feed_Carbon_kg_min,-0.06275799629216924,,0.23689433955994757,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,-0.051259947627328,,0.33416100920917197,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_gn_nm3_min,-0.11844223220046438,,0.025225320399227466,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.06799874194843764,,0.199921036700451,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_o2_nm3_min,-0.11061009048070711,,0.036707665475889474,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,0.013176313335628046,,0.8040595367534573,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_tasa_aire_nm3_min,-0.00816101799243928,,0.8778780834601743,,,,pearson
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_duracion_plan_min,-0.02715317657542409,,0.609113572064875,,,,spearman
correlacion,TOTAL,357,frac_sn_dross~dist_Reducción_duracion_plan_min,-0.05818285550442288,,0.2729010087362744,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_total,0.06778470599839961,,0.20134370293901513,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_total,0.052151612680367485,,0.32580989113607645,,,,pearson
correlacion,TOTAL,356,frac_sn_polvo~dist_F,0.0255244959838515,,0.6312418253465037,,,,spearman
