C_fijo,O2_por_C,max_error,rank_base,rank_con_proxy
0.6,0.9330613604196155,3.552713678800501e-15,3,3
0.6,1.866122720839231,1.4210854715202004e-14,3,3
0.8,0.9330613604196155,3.552713678800501e-15,3,3
0.8,1.866122720839231,7.105427357601002e-15,3,3
1.0,0.9330613604196155,3.552713678800501e-15,3,3
1.0,1.866122720839231,1.4210854715202004e-14,3,3
