Batch,pos,y,R3_observado,pred,modelo,target,train_end
AP0163,162,23.9147166784809,False,18.860073329212714,v11_gn,polvo_pp,159
AP0165,164,15.882057810777471,True,17.884152464035886,v11_gn,polvo_pp,159
AP0166,165,20.781550939245854,True,19.163295458506852,v11_gn,polvo_pp,159
AP0167,166,17.959847335104893,True,17.620493576536326,v11_gn,polvo_pp,159
AP0168,167,16.597222657640636,True,18.708527378005332,v11_gn,polvo_pp,159
AP0169,168,23.145464648722648,True,17.64956669564627,v11_gn,polvo_pp,159
AP0170,169,15.322283875414469,True,17.273981717817147,v11_gn,polvo_pp,159
AP0171,170,16.469774151905614,True,24.29445710050592,v11_gn,polvo_pp,159
AP0172,171,22.25800654244549,False,17.895785485763568,v11_gn,polvo_pp,159
AP0173,172,18.88458168787401,True,18.77238439433378,v11_gn,polvo_pp,159
AP0174,173,14.81986124044267,False,19.001354904970242,v11_gn,polvo_pp,159
AP0175,174,21.526517994910748,True,19.16489714796455,v11_gn,polvo_pp,159
AP0176,175,18.44915686240277,True,20.348462093420967,v11_gn,polvo_pp,159
AP0177,176,18.359330871038804,True,19.667870593417724,v11_gn,polvo_pp,159
AP0178,177,17.887450155848267,True,19.38170855635034,v11_gn,polvo_pp,159
AP0179,178,21.78502449022451,True,19.45178204906049,v11_gn,polvo_pp,159
AP0180,179,17.529279274613078,False,20.174502334179397,v11_gn,polvo_pp,159
AP0161,160,16.607122542838468,True,18.06297259767773,conjunto,polvo_pp,159
AP0162,161,11.055549486871422,True,18.816925367872635,conjunto,polvo_pp,159
AP0163,162,23.9147166784809,False,18.64747914488609,conjunto,polvo_pp,159
AP0165,164,15.882057810777471,True,18.166197463032283,conjunto,polvo_pp,159
AP0166,165,20.781550939245854,True,19.142584565281616,conjunto,polvo_pp,159
AP0167,166,17.959847335104893,True,17.513548633904133,conjunto,polvo_pp,159
AP0168,167,16.597222657640636,True,18.837519224126307,conjunto,polvo_pp,159
AP0169,168,23.145464648722648,True,17.400765770474997,conjunto,polvo_pp,159
AP0170,169,15.322283875414469,True,17.353915378104507,conjunto,polvo_pp,159
AP0171,170,16.469774151905614,True,23.803327306487677,conjunto,polvo_pp,159
AP0172,171,22.25800654244549,False,17.66132506532326,conjunto,polvo_pp,159
AP0173,172,18.88458168787401,True,18.50983121176485,conjunto,polvo_pp,159
AP0174,173,14.81986124044267,False,18.64940721158202,conjunto,polvo_pp,159
AP0175,174,21.526517994910748,True,18.922771101495115,conjunto,polvo_pp,159
AP0176,175,18.44915686240277,True,20.071132393665085,conjunto,polvo_pp,159
AP0177,176,18.359330871038804,True,19.835977768408924,conjunto,polvo_pp,159
AP0178,177,17.887450155848267,True,19.21413760428908,conjunto,polvo_pp,159
AP0179,178,21.78502449022451,True,19.07578342563116,conjunto,polvo_pp,159
AP0180,179,17.529279274613078,False,19.87930497757155,conjunto,polvo_pp,159
AP0161,160,16.607122542838468,True,18.195120907000522,acoplado,polvo_pp,159
AP0162,161,11.055549486871422,True,18.86585244540633,acoplado,polvo_pp,159
AP0163,162,23.9147166784809,False,18.636580962994508,acoplado,polvo_pp,159
AP0165,164,15.882057810777471,True,18.32187114822664,acoplado,polvo_pp,159
AP0166,165,20.781550939245854,True,19.193127125428706,acoplado,polvo_pp,159
AP0167,166,17.959847335104893,True,17.27860365834228,acoplado,polvo_pp,159
AP0168,167,16.597222657640636,True,18.881917703775493,acoplado,polvo_pp,159
AP0169,168,23.145464648722648,True,17.079132319893677,acoplado,polvo_pp,159
AP0170,169,15.322283875414469,True,17.391872483727685,acoplado,polvo_pp,159
AP0171,170,16.469774151905614,True,23.596135141017434,acoplado,polvo_pp,159
AP0172,171,22.25800654244549,False,17.593209985028373,acoplado,polvo_pp,159
AP0173,172,18.88458168787401,True,18.436972616308203,acoplado,polvo_pp,159
AP0174,173,14.81986124044267,False,18.491285563621283,acoplado,polvo_pp,159
AP0175,174,21.526517994910748,True,18.851254146301212,acoplado,polvo_pp,159
AP0176,175,18.44915686240277,True,19.98077826409229,acoplado,polvo_pp,159
AP0177,176,18.359330871038804,True,19.870358705220887,acoplado,polvo_pp,159
AP0178,177,17.887450155848267,True,19.188516283314605,acoplado,polvo_pp,159
AP0179,178,21.78502449022451,True,18.954253639691398,acoplado,polvo_pp,159
AP0180,179,17.529279274613078,False,19.767196121987737,acoplado,polvo_pp,159
AP0161,160,72.35892775745542,True,66.52676945005481,solo_contexto,recuperacion_refinada_pct,159
AP0162,161,79.92966748153054,True,65.66806165302135,solo_contexto,recuperacion_refinada_pct,159
AP0163,162,67.56753752221942,False,66.19619339182991,solo_contexto,recuperacion_refinada_pct,159
AP0165,164,71.64698373868731,True,66.62436214728538,solo_contexto,recuperacion_refinada_pct,159
AP0166,165,66.2838230796189,True,65.79509626122208,solo_contexto,recuperacion_refinada_pct,159
AP0167,166,69.98344633646374,True,67.06795767893873,solo_contexto,recuperacion_refinada_pct,159
AP0168,167,72.54929498186115,True,67.23901663626494,solo_contexto,recuperacion_refinada_pct,159
AP0169,168,70.60652534331085,True,67.16133868786159,solo_contexto,recuperacion_refinada_pct,159
AP0170,169,69.56579232283426,True,66.98147925892299,solo_contexto,recuperacion_refinada_pct,159
AP0171,170,67.75530084635038,True,62.05715907755586,solo_contexto,recuperacion_refinada_pct,159
AP0172,171,68.97613503041453,False,66.64447488414224,solo_contexto,recuperacion_refinada_pct,159
AP0173,172,72.80351613390985,True,66.7595441972714,solo_contexto,recuperacion_refinada_pct,159
AP0174,173,75.53968544582273,False,66.11031764405597,solo_contexto,recuperacion_refinada_pct,159
AP0175,174,67.44666048640316,True,64.99844019112662,solo_contexto,recuperacion_refinada_pct,159
AP0176,175,66.12018177517912,True,64.17913875709245,solo_contexto,recuperacion_refinada_pct,159
AP0177,176,73.1548127993984,True,64.2986512179485,solo_contexto,recuperacion_refinada_pct,159
AP0178,177,72.96918734475213,True,65.38040184040901,solo_contexto,recuperacion_refinada_pct,159
AP0179,178,68.8241809147443,True,66.18829904808045,solo_contexto,recuperacion_refinada_pct,159
AP0180,179,69.40097316818414,False,65.35256932990625,solo_contexto,recuperacion_refinada_pct,159
AP0161,160,72.35892775745542,True,67.20771282977154,v11_gn,recuperacion_refinada_pct,159
AP0162,161,79.92966748153054,True,65.48050961201103,v11_gn,recuperacion_refinada_pct,159
AP0163,162,67.56753752221942,False,65.68945850752198,v11_gn,recuperacion_refinada_pct,159
AP0165,164,71.64698373868731,True,67.55425975912956,v11_gn,recuperacion_refinada_pct,159
AP0166,165,66.2838230796189,True,65.84060803254253,v11_gn,recuperacion_refinada_pct,159
AP0167,166,69.98344633646374,True,66.40547939268937,v11_gn,recuperacion_refinada_pct,159
AP0168,167,72.54929498186115,True,67.61788537606442,v11_gn,recuperacion_refinada_pct,159
AP0169,168,70.60652534331085,True,66.0349724924114,v11_gn,recuperacion_refinada_pct,159
AP0170,169,69.56579232283426,True,67.23690511883319,v11_gn,recuperacion_refinada_pct,159
AP0171,170,67.75530084635038,True,60.58226254394596,v11_gn,recuperacion_refinada_pct,159
AP0172,171,68.97613503041453,False,66.00467885135272,v11_gn,recuperacion_refinada_pct,159
AP0173,172,72.80351613390985,True,66.01059881486744,v11_gn,recuperacion_refinada_pct,159
AP0174,173,75.53968544582273,False,65.03129099114264,v11_gn,recuperacion_refinada_pct,159
AP0175,174,67.44666048640316,True,64.33154770160611,v11_gn,recuperacion_refinada_pct,159
AP0176,175,66.12018177517912,True,63.374969083230766,v11_gn,recuperacion_refinada_pct,159
AP0177,176,73.1548127993984,True,64.76236300725974,v11_gn,recuperacion_refinada_pct,159
AP0178,177,72.96918734475213,True,64.97278979767056,v11_gn,recuperacion_refinada_pct,159
AP0179,178,68.8241809147443,True,65.10877209455761,v11_gn,recuperacion_refinada_pct,159
AP0180,179,69.40097316818414,False,64.45897759768589,v11_gn,recuperacion_refinada_pct,159
AP0161,160,72.35892775745542,True,66.96133181102576,conjunto,recuperacion_refinada_pct,159
AP0162,161,79.92966748153054,True,65.76307807651386,conjunto,recuperacion_refinada_pct,159
AP0163,162,67.56753752221942,False,66.15871688009848,conjunto,recuperacion_refinada_pct,159
AP0165,164,71.64698373868731,True,67.06752054769596,conjunto,recuperacion_refinada_pct,159
AP0166,165,66.2838230796189,True,65.93634260266995,conjunto,recuperacion_refinada_pct,159
AP0167,166,69.98344633646374,True,66.42666982687027,conjunto,recuperacion_refinada_pct,159
AP0168,167,72.54929498186115,True,67.37080762056756,conjunto,recuperacion_refinada_pct,159
AP0169,168,70.60652534331085,True,66.3029789518141,conjunto,recuperacion_refinada_pct,159
AP0170,169,69.56579232283426,True,67.0946818580907,conjunto,recuperacion_refinada_pct,159
AP0171,170,67.75530084635038,True,61.50593113149471,conjunto,recuperacion_refinada_pct,159
AP0172,171,68.97613503041453,False,66.47953033016587,conjunto,recuperacion_refinada_pct,159
AP0173,172,72.80351613390985,True,66.52521784468556,conjunto,recuperacion_refinada_pct,159
AP0174,173,75.53968544582273,False,65.68154661679962,conjunto,recuperacion_refinada_pct,159
AP0175,174,67.44666048640316,True,64.81866704327203,conjunto,recuperacion_refinada_pct,159
AP0176,175,66.12018177517912,True,63.9116585419091,conjunto,recuperacion_refinada_pct,159
AP0177,176,73.1548127993984,True,64.42452219016135,conjunto,recuperacion_refinada_pct,159
AP0178,177,72.96918734475213,True,65.33834891686747,conjunto,recuperacion_refinada_pct,159
AP0179,178,68.8241809147443,True,65.84207437832278,conjunto,recuperacion_refinada_pct,159
AP0180,179,69.40097316818414,False,65.01041590472569,conjunto,recuperacion_refinada_pct,159
AP0161,160,72.35892775745542,True,66.52077340801489,acoplado,recuperacion_refinada_pct,159
AP0162,161,79.92966748153054,True,65.64880705374333,acoplado,recuperacion_refinada_pct,159
AP0163,162,67.56753752221942,False,66.19626421206885,acoplado,recuperacion_refinada_pct,159
AP0165,164,71.64698373868731,True,66.59951721567296,acoplado,recuperacion_refinada_pct,159
AP0166,165,66.2838230796189,True,65.78634879853115,acoplado,recuperacion_refinada_pct,159
AP0167,166,69.98344633646374,True,67.11257354060061,acoplado,recuperacion_refinada_pct,159
AP0168,167,72.54929498186115,True,67.23332745502339,acoplado,recuperacion_refinada_pct,159
AP0169,168,70.60652534331085,True,67.22747091301751,acoplado,recuperacion_refinada_pct,159
AP0170,169,69.56579232283426,True,66.97675302813705,acoplado,recuperacion_refinada_pct,159
AP0171,170,67.75530084635038,True,62.10020445126502,acoplado,recuperacion_refinada_pct,159
AP0172,171,68.97613503041453,False,66.66283415375334,acoplado,recuperacion_refinada_pct,159
AP0173,172,72.80351613390985,True,66.76421149695312,acoplado,recuperacion_refinada_pct,159
AP0174,173,75.53968544582273,False,66.14107549698232,acoplado,recuperacion_refinada_pct,159
AP0175,174,67.44666048640316,True,65.01601214141466,acoplado,recuperacion_refinada_pct,159
AP0176,175,66.12018177517912,True,64.19090386738726,acoplado,recuperacion_refinada_pct,159
AP0177,176,73.1548127993984,True,64.30040394262382,acoplado,recuperacion_refinada_pct,159
AP0178,177,72.96918734475213,True,65.39247679149491,acoplado,recuperacion_refinada_pct,159
AP0179,178,68.8241809147443,True,66.20762643278695,acoplado,recuperacion_refinada_pct,159
AP0180,179,69.40097316818414,False,65.3645111398823,acoplado,recuperacion_refinada_pct,159
AP0181,180,4146.98261837594,True,3311.9896941712477,solo_contexto,feo_neto_kg,179
AP0182,181,3697.407358632434,True,6051.166544302972,solo_contexto,feo_neto_kg,179
AP0183,182,5227.49235970144,True,4134.559905568599,solo_contexto,feo_neto_kg,179
AP0184,183,4150.798237025838,True,3481.2852035133656,solo_contexto,feo_neto_kg,179
AP0185,184,4222.323498138148,True,3561.286432747177,solo_contexto,feo_neto_kg,179
AP0186,185,4155.748356073966,True,3067.7004508340815,solo_contexto,feo_neto_kg,179
AP0187,186,5134.2447083604675,True,3836.270828285722,solo_contexto,feo_neto_kg,179
AP0188,187,3808.0346281224747,True,3055.5917901952935,solo_contexto,feo_neto_kg,179
AP0189,188,3146.230008100687,True,3015.0305792342233,solo_contexto,feo_neto_kg,179
AP0191,190,4902.961496472944,True,3971.413580367287,solo_contexto,feo_neto_kg,179
AP0192,191,2937.425733738597,True,3294.561965469,solo_contexto,feo_neto_kg,179
AP0194,193,3668.6050032430903,True,3246.273330896576,solo_contexto,feo_neto_kg,179
AP0195,194,4814.5139847038245,True,3394.3248128784176,solo_contexto,feo_neto_kg,179
AP0197,196,4045.01731622618,True,4240.926759110989,solo_contexto,feo_neto_kg,179
AP0199,198,3985.4265194651816,True,3848.959591695658,solo_contexto,feo_neto_kg,179
AP0200,199,6994.537377446517,True,4848.9365466353465,solo_contexto,feo_neto_kg,179
AP0181,180,4146.98261837594,True,3432.9380245290067,v11_gn,feo_neto_kg,179
AP0182,181,3697.407358632434,True,6383.313078184805,v11_gn,feo_neto_kg,179
AP0183,182,5227.49235970144,True,4203.251374138994,v11_gn,feo_neto_kg,179
AP0184,183,4150.798237025838,True,3603.1391335688845,v11_gn,feo_neto_kg,179
AP0185,184,4222.323498138148,True,3691.2188143964704,v11_gn,feo_neto_kg,179
AP0186,185,4155.748356073966,True,3111.361768961189,v11_gn,feo_neto_kg,179
AP0187,186,5134.2447083604675,True,4179.008080212261,v11_gn,feo_neto_kg,179
AP0188,187,3808.0346281224747,True,3154.5698221265243,v11_gn,feo_neto_kg,179
AP0189,188,3146.230008100687,True,3141.2555729489227,v11_gn,feo_neto_kg,179
AP0191,190,4902.961496472944,True,4068.6877213412426,v11_gn,feo_neto_kg,179
AP0192,191,2937.425733738597,True,3336.074468553219,v11_gn,feo_neto_kg,179
AP0194,193,3668.6050032430903,True,3265.0438343444303,v11_gn,feo_neto_kg,179
AP0195,194,4814.5139847038245,True,3539.1960499174093,v11_gn,feo_neto_kg,179
AP0197,196,4045.01731622618,True,4219.598863518991,v11_gn,feo_neto_kg,179
AP0199,198,3985.4265194651816,True,3869.347781233628,v11_gn,feo_neto_kg,179
AP0200,199,6994.537377446517,True,5051.455953663838,v11_gn,feo_neto_kg,179
AP0181,180,4146.98261837594,True,3228.1745699040603,conjunto,feo_neto_kg,179
AP0182,181,3697.407358632434,True,5824.5456371294695,conjunto,feo_neto_kg,179
AP0183,182,5227.49235970144,True,4045.316897996602,conjunto,feo_neto_kg,179
AP0184,183,4150.798237025838,True,3402.6430329004006,conjunto,feo_neto_kg,179
AP0185,184,4222.323498138148,True,3473.857816557762,conjunto,feo_neto_kg,179
AP0186,185,4155.748356073966,True,3040.44294504763,conjunto,feo_neto_kg,179
AP0187,186,5134.2447083604675,True,3613.4261187117363,conjunto,feo_neto_kg,179
AP0188,187,3808.0346281224747,True,3016.065116955995,conjunto,feo_neto_kg,179
AP0189,188,3146.230008100687,True,2941.400965683093,conjunto,feo_neto_kg,179
AP0191,190,4902.961496472944,True,3918.8800696288145,conjunto,feo_neto_kg,179
AP0192,191,2937.425733738597,True,3172.9869689244415,conjunto,feo_neto_kg,179
AP0194,193,3668.6050032430903,True,3203.7059632907544,conjunto,feo_neto_kg,179
AP0195,194,4814.5139847038245,True,3304.392276065758,conjunto,feo_neto_kg,179
AP0197,196,4045.01731622618,True,4250.030928433041,conjunto,feo_neto_kg,179
AP0199,198,3985.4265194651816,True,3849.908137620769,conjunto,feo_neto_kg,179
AP0200,199,6994.537377446517,True,4675.023434154781,conjunto,feo_neto_kg,179
AP0181,180,4146.98261837594,True,2942.3012244456363,acoplado,feo_neto_kg,179
AP0182,181,3697.407358632434,True,5608.232988854282,acoplado,feo_neto_kg,179
AP0183,182,5227.49235970144,True,3978.5100102587626,acoplado,feo_neto_kg,179
AP0184,183,4150.798237025838,True,3346.414728134142,acoplado,feo_neto_kg,179
AP0185,184,4222.323498138148,True,3416.883612646022,acoplado,feo_neto_kg,179
AP0186,185,4155.748356073966,True,3050.1214247429575,acoplado,feo_neto_kg,179
AP0187,186,5134.2447083604675,True,3430.037263223609,acoplado,feo_neto_kg,179
AP0188,187,3808.0346281224747,True,3005.1638863553117,acoplado,feo_neto_kg,179
AP0189,188,3146.230008100687,True,2912.3439241154506,acoplado,feo_neto_kg,179
AP0191,190,4902.961496472944,True,3853.543337566292,acoplado,feo_neto_kg,179
AP0192,191,2937.425733738597,True,3029.9283399593032,acoplado,feo_neto_kg,179
AP0194,193,3668.6050032430903,True,3158.396528613564,acoplado,feo_neto_kg,179
AP0195,194,4814.5139847038245,True,3242.673647780434,acoplado,feo_neto_kg,179
AP0197,196,4045.01731622618,True,4376.388599309257,acoplado,feo_neto_kg,179
AP0199,198,3985.4265194651816,True,3975.054726372785,acoplado,feo_neto_kg,179
AP0200,199,6994.537377446517,True,4653.153324694202,acoplado,feo_neto_kg,179
AP0181,180,14.531885288262462,True,11.106298021423704,solo_contexto,dross_pp,179
AP0182,181,11.605401201245291,True,13.62292331266214,solo_contexto,dross_pp,179
AP0183,182,16.422052163865462,True,11.568391514368649,solo_contexto,dross_pp,179
AP0184,183,12.493108104011451,True,11.114868037633027,solo_contexto,dross_pp,179
AP0185,184,18.770765227533357,True,11.579284838051013,solo_contexto,dross_pp,179
AP0186,185,11.849258364246388,True,12.094722610421123,solo_contexto,dross_pp,179
AP0187,186,12.33817526181193,True,11.221073592336086,solo_contexto,dross_pp,179
AP0188,187,10.413796974478494,True,12.25740603747994,solo_contexto,dross_pp,179
AP0189,188,11.076384299909154,True,12.789324009390908,solo_contexto,dross_pp,179
AP0190,189,7.747257609514883,False,12.041366986447606,solo_contexto,dross_pp,179
AP0191,190,16.34419567819874,True,12.827631252998989,solo_contexto,dross_pp,179
AP0192,191,12.458713682241546,True,12.974945827167751,solo_contexto,dross_pp,179
AP0193,192,11.834470277002282,False,12.806694891895406,solo_contexto,dross_pp,179
AP0194,193,18.71249691116869,True,13.693831623525808,solo_contexto,dross_pp,179
AP0195,194,14.8363721949806,True,12.128103360878576,solo_contexto,dross_pp,179
AP0196,195,15.899614977276352,False,13.693562803584117,solo_contexto,dross_pp,179
AP0197,196,15.571382264026145,True,13.399438046003448,solo_contexto,dross_pp,179
AP0198,197,11.871705229583837,False,15.440718610660957,solo_contexto,dross_pp,179
AP0199,198,16.21072484839208,True,14.473320877886062,solo_contexto,dross_pp,179
AP0200,199,13.042928713783986,True,13.25857671806444,solo_contexto,dross_pp,179
AP0181,180,14.531885288262462,True,11.490852014273212,v11_gn,dross_pp,179
AP0182,181,11.605401201245291,True,14.761886340126328,v11_gn,dross_pp,179
AP0183,182,16.422052163865462,True,11.861621963734617,v11_gn,dross_pp,179
AP0184,183,12.493108104011451,True,11.497269708019923,v11_gn,dross_pp,179
AP0185,184,18.770765227533357,True,12.011689458247657,v11_gn,dross_pp,179
AP0186,185,11.849258364246388,True,12.175319516531298,v11_gn,dross_pp,179
AP0187,186,12.33817526181193,True,12.376042239089365,v11_gn,dross_pp,179
AP0188,187,10.413796974478494,True,12.530166881786784,v11_gn,dross_pp,179
AP0189,188,11.076384299909154,True,13.134820765607747,v11_gn,dross_pp,179
AP0190,189,7.747257609514883,False,12.518407687335797,v11_gn,dross_pp,179
AP0191,190,16.34419567819874,True,13.12694704616668,v11_gn,dross_pp,179
AP0192,191,12.458713682241546,True,13.03137710368953,v11_gn,dross_pp,179
AP0193,192,11.834470277002282,False,13.185660553086779,v11_gn,dross_pp,179
AP0194,193,18.71249691116869,True,13.678609474893323,v11_gn,dross_pp,179
AP0195,194,14.8363721949806,True,12.588285767651596,v11_gn,dross_pp,179
AP0196,195,15.899614977276352,False,14.72309869566881,v11_gn,dross_pp,179
AP0197,196,15.571382264026145,True,13.341702014159926,v11_gn,dross_pp,179
AP0198,197,11.871705229583837,False,15.680145431387093,v11_gn,dross_pp,179
AP0199,198,16.21072484839208,True,14.505390499736379,v11_gn,dross_pp,179
AP0200,199,13.042928713783986,True,14.016598756572538,v11_gn,dross_pp,179
AP0181,180,14.531885288262462,True,11.19378348182459,conjunto,dross_pp,179
AP0182,181,11.605401201245291,True,13.877611714427433,conjunto,dross_pp,179
AP0183,182,16.422052163865462,True,11.675085811855157,conjunto,dross_pp,179
AP0184,183,12.493108104011451,True,11.195716044747185,conjunto,dross_pp,179
AP0185,184,18.770765227533357,True,11.674444897702811,conjunto,dross_pp,179
AP0186,185,11.849258364246388,True,12.115683476220052,conjunto,dross_pp,179
AP0187,186,12.33817526181193,True,11.466756987843686,conjunto,dross_pp,179
AP0188,187,10.413796974478494,True,12.292690782873832,conjunto,dross_pp,179
AP0189,188,11.076384299909154,True,12.861236885932016,conjunto,dross_pp,179
AP0190,189,7.747257609514883,False,12.127820528394702,conjunto,dross_pp,179
AP0191,190,16.34419567819874,True,12.882678456749481,conjunto,dross_pp,179
AP0192,191,12.458713682241546,True,13.101825169923828,conjunto,dross_pp,179
AP0193,192,11.834470277002282,False,12.902380808668202,conjunto,dross_pp,179
AP0194,193,18.71249691116869,True,13.733931001463361,conjunto,dross_pp,179
AP0195,194,14.8363721949806,True,12.224623391632834,conjunto,dross_pp,179
AP0196,195,15.899614977276352,False,13.915463021138239,conjunto,dross_pp,179
AP0197,196,15.571382264026145,True,13.391641523312918,conjunto,dross_pp,179
AP0198,197,11.871705229583837,False,15.483118883021076,conjunto,dross_pp,179
AP0199,198,16.21072484839208,True,14.469891822048018,conjunto,dross_pp,179
AP0200,199,13.042928713783986,True,13.463073493690395,conjunto,dross_pp,179
AP0181,180,14.531885288262462,True,10.889798372414857,acoplado,dross_pp,179
AP0182,181,11.605401201245291,True,13.347816735562194,acoplado,dross_pp,179
AP0183,182,16.422052163865462,True,11.463151664712303,acoplado,dross_pp,179
AP0184,183,12.493108104011451,True,11.042909803120725,acoplado,dross_pp,179
AP0185,184,18.770765227533357,True,11.492507109323421,acoplado,dross_pp,179
AP0186,185,11.849258364246388,True,12.092856787600212,acoplado,dross_pp,179
AP0187,186,12.33817526181193,True,10.981968534928088,acoplado,dross_pp,179
AP0188,187,10.413796974478494,True,12.231620468459646,acoplado,dross_pp,179
AP0189,188,11.076384299909154,True,12.739207257992756,acoplado,dross_pp,179
AP0190,189,7.747257609514883,False,11.95398433561924,acoplado,dross_pp,179
AP0191,190,16.34419567819874,True,12.757922353357708,acoplado,dross_pp,179
AP0192,191,12.458713682241546,True,12.826241901194589,acoplado,dross_pp,179
AP0193,192,11.834470277002282,False,12.70017359807847,acoplado,dross_pp,179
AP0194,193,18.71249691116869,True,13.646152997330587,acoplado,dross_pp,179
AP0195,194,14.8363721949806,True,12.039466267329997,acoplado,dross_pp,179
AP0196,195,15.899614977276352,False,13.458926045702622,acoplado,dross_pp,179
AP0197,196,15.571382264026145,True,13.477080926519605,acoplado,dross_pp,179
AP0198,197,11.871705229583837,False,15.430423607354976,acoplado,dross_pp,179
AP0199,198,16.21072484839208,True,14.54608331265819,acoplado,dross_pp,179
AP0200,199,13.042928713783986,True,13.128914264062216,acoplado,dross_pp,179
AP0181,180,23.90168986645307,True,18.42462540656023,solo_contexto,polvo_pp,179
AP0182,181,16.11844111087278,True,17.54407732540476,solo_contexto,polvo_pp,179
AP0183,182,21.76854624098895,True,19.439949290701787,solo_contexto,polvo_pp,179
AP0184,183,22.697910127799748,True,17.590535399196717,solo_contexto,polvo_pp,179
AP0185,184,14.123825549593104,True,18.688141752614403,solo_contexto,polvo_pp,179
AP0186,185,15.13839965605897,True,18.307932462993477,solo_contexto,polvo_pp,179
AP0187,186,23.6253661625472,True,17.728987179539853,solo_contexto,polvo_pp,179
AP0188,187,16.957236605393856,True,19.0424216827221,solo_contexto,polvo_pp,179
AP0189,188,16.351574645107796,True,17.73038122156953,solo_contexto,polvo_pp,179
AP0190,189,24.775388749323263,False,17.47323261572979,solo_contexto,polvo_pp,179
AP0191,190,13.238272653955065,True,17.84590870716485,solo_contexto,polvo_pp,179
AP0192,191,16.319657108754278,True,17.565331495121026,solo_contexto,polvo_pp,179
AP0193,192,23.593842232252708,False,16.902541003001108,solo_contexto,polvo_pp,179
AP0194,193,16.37847232034729,True,18.247729228564847,solo_contexto,polvo_pp,179
AP0195,194,17.011292385302653,True,18.305644874342317,solo_contexto,polvo_pp,179
AP0196,195,23.66687090960027,False,17.59195911918921,solo_contexto,polvo_pp,179
AP0197,196,15.246239911053369,True,17.738130684406627,solo_contexto,polvo_pp,179
AP0198,197,17.43939686511021,False,17.305429193425006,solo_contexto,polvo_pp,179
AP0199,198,11.515972691253602,True,18.705010616444923,solo_contexto,polvo_pp,179
AP0200,199,13.806477675077277,True,18.203647632701273,solo_contexto,polvo_pp,179
AP0181,180,23.90168986645307,True,18.837296453452733,v11_gn,polvo_pp,179
AP0182,181,16.11844111087278,True,18.76631678632602,v11_gn,polvo_pp,179
AP0183,182,21.76854624098895,True,19.754619580883816,v11_gn,polvo_pp,179
AP0184,183,22.697910127799748,True,18.000896754393356,v11_gn,polvo_pp,179
AP0185,184,14.123825549593104,True,19.152162073858435,v11_gn,polvo_pp,179
AP0186,185,15.13839965605897,True,18.3944222933924,v11_gn,polvo_pp,179
AP0187,186,23.6253661625472,True,18.968402526789188,v11_gn,polvo_pp,179
AP0188,187,16.957236605393856,True,19.33512571197252,v11_gn,polvo_pp,179
AP0189,188,16.351574645107796,True,18.10113932247882,v11_gn,polvo_pp,179
AP0190,189,24.775388749323263,False,17.98515262984053,v11_gn,polvo_pp,179
AP0191,190,13.238272653955065,True,18.167109277214085,v11_gn,polvo_pp,179
AP0192,191,16.319657108754278,True,17.625888801488237,v11_gn,polvo_pp,179
AP0193,192,23.593842232252708,False,17.309215121715447,v11_gn,polvo_pp,179
AP0194,193,16.37847232034729,True,18.231394097142665,v11_gn,polvo_pp,179
AP0195,194,17.011292385302653,True,18.79947398311678,v11_gn,polvo_pp,179
AP0196,195,23.66687090960027,False,18.69677056907646,v11_gn,polvo_pp,179
AP0197,196,15.246239911053369,True,17.676173224212974,v11_gn,polvo_pp,179
AP0198,197,17.43939686511021,False,17.562361948253702,v11_gn,polvo_pp,179
AP0199,198,11.515972691253602,True,18.739425041125195,v11_gn,polvo_pp,179
AP0200,199,13.806477675077277,True,19.017093219056537,v11_gn,polvo_pp,179
AP0181,180,23.90168986645307,True,18.627198984625974,conjunto,polvo_pp,179
AP0182,181,16.11844111087278,True,18.133811214910793,conjunto,polvo_pp,179
AP0183,182,21.76854624098895,True,19.687001149399364,conjunto,polvo_pp,179
AP0184,183,22.697910127799748,True,17.77773987872453,conjunto,polvo_pp,179
AP0185,184,14.123825549593104,True,18.90848595248809,conjunto,polvo_pp,179
AP0186,185,15.13839965605897,True,18.356467586027502,conjunto,polvo_pp,179
AP0187,186,23.6253661625472,True,18.297869874690083,conjunto,polvo_pp,179
AP0188,187,16.957236605393856,True,19.124123911787663,conjunto,polvo_pp,179
AP0189,188,16.351574645107796,True,17.89689630468367,conjunto,polvo_pp,179
AP0190,189,24.775388749323263,False,17.67341677488525,conjunto,polvo_pp,179
AP0191,190,13.238272653955065,True,17.973371133208595,conjunto,polvo_pp,179
AP0192,191,16.319657108754278,True,17.859122055597602,conjunto,polvo_pp,179
AP0193,192,23.593842232252708,False,17.12410283101624,conjunto,polvo_pp,179
AP0194,193,16.37847232034729,True,18.3405797940165,conjunto,polvo_pp,179
AP0195,194,17.011292385302653,True,18.529138102763472,conjunto,polvo_pp,179
AP0196,195,23.66687090960027,False,18.105771595428394,conjunto,polvo_pp,179
AP0197,196,15.246239911053369,True,17.72007774748826,conjunto,polvo_pp,179
AP0198,197,17.43939686511021,False,17.403607506067964,conjunto,polvo_pp,179
AP0199,198,11.515972691253602,True,18.69707059867149,conjunto,polvo_pp,179
AP0200,199,13.806477675077277,True,18.67716224131888,conjunto,polvo_pp,179
AP0181,180,23.90168986645307,True,18.52586010503349,acoplado,polvo_pp,179
AP0182,181,16.11844111087278,True,17.67271647797718,acoplado,polvo_pp,179
