Batch,orden_escalon_fase,pos,y,pred,modelo,target,train_end
AP0116,1,115,0.6533346080244727,0.5585771335576092,estado_hgb,m6_ln_sn_dep,99
AP0116,2,115,0.17590409895480952,0.3925423863668225,estado_hgb,m6_ln_sn_dep,99
AP0116,3,115,0.32403446171019307,0.320168196677802,estado_hgb,m6_ln_sn_dep,99
AP0117,0,116,1.1724925527175518,1.4040579047487491,estado_hgb,m6_ln_sn_dep,99
AP0117,1,116,0.4227527327573284,0.417920991199233,estado_hgb,m6_ln_sn_dep,99
AP0117,2,116,0.34319918545466765,0.4844570026866388,estado_hgb,m6_ln_sn_dep,99
AP0117,3,116,0.49233595628688565,0.3982939834707137,estado_hgb,m6_ln_sn_dep,99
AP0118,0,117,1.8545489158730026,1.8276732457563845,estado_hgb,m6_ln_sn_dep,99
AP0118,1,117,0.5494620071928313,0.3146641250927595,estado_hgb,m6_ln_sn_dep,99
AP0118,2,117,-0.10093240086507327,0.4017207470015191,estado_hgb,m6_ln_sn_dep,99
AP0118,3,117,0.35929850203806446,0.263244379279602,estado_hgb,m6_ln_sn_dep,99
AP0119,0,118,2.1607226809439455,1.888756351345415,estado_hgb,m6_ln_sn_dep,99
AP0119,1,118,0.5828573661636198,0.3068115529556957,estado_hgb,m6_ln_sn_dep,99
AP0119,2,118,0.5612472224277814,0.4269602670017869,estado_hgb,m6_ln_sn_dep,99
AP0120,0,119,1.8504495030651607,1.7927400446990172,estado_hgb,m6_ln_sn_dep,99
AP0120,1,119,0.6618022242618078,0.4582699181399979,estado_hgb,m6_ln_sn_dep,99
AP0120,2,119,0.7724824624846285,0.2050816406951698,estado_hgb,m6_ln_sn_dep,99
AP0101,0,100,2.0136043058871227,1.6223914922921931,gn_por_orden,m6_ln_sn_dep,99
AP0101,1,100,0.17491778831373844,0.5376265701351707,gn_por_orden,m6_ln_sn_dep,99
AP0101,2,100,0.23730192475964507,0.44689623278415225,gn_por_orden,m6_ln_sn_dep,99
AP0101,3,100,0.4784284106729349,0.3567922384727871,gn_por_orden,m6_ln_sn_dep,99
AP0102,0,101,1.711209127262046,1.925113511307242,gn_por_orden,m6_ln_sn_dep,99
AP0102,1,101,0.8707430974355465,0.6996222495524446,gn_por_orden,m6_ln_sn_dep,99
AP0102,2,101,0.17660252441488136,0.44524879136247647,gn_por_orden,m6_ln_sn_dep,99
AP0102,3,101,0.613275149019787,0.37037563622303205,gn_por_orden,m6_ln_sn_dep,99
AP0103,0,102,2.351066264860745,1.6724722903074902,gn_por_orden,m6_ln_sn_dep,99
AP0103,1,102,0.5634408317319498,0.5207017775087113,gn_por_orden,m6_ln_sn_dep,99
AP0104,0,103,1.8539058291990682,1.6916386214303172,gn_por_orden,m6_ln_sn_dep,99
AP0104,1,103,0.44488824982898895,0.5430870820976367,gn_por_orden,m6_ln_sn_dep,99
AP0104,2,103,0.10896257494541933,0.4587573061591858,gn_por_orden,m6_ln_sn_dep,99
AP0104,3,103,0.380599970068584,0.38558463954490435,gn_por_orden,m6_ln_sn_dep,99
AP0105,0,104,1.7725852981274919,1.8642875584599337,gn_por_orden,m6_ln_sn_dep,99
AP0105,1,104,0.7484530719282255,0.6879108665064875,gn_por_orden,m6_ln_sn_dep,99
AP0105,2,104,0.5772673491192105,0.4214812326078378,gn_por_orden,m6_ln_sn_dep,99
