Batch,orden_escalon_fase,pos,delta_gn,delta_log_fe,kg_lineal_v11,kg_exacto_condicional,ratio_exacto_lineal
AP0094,1,93,-5.181088704427086,0.011398395149739591,150.05347168269844,134.40962505352942,0.8957448537928576
AP0094,2,93,-6.090739271375867,0.01644499603271484,192.81594840636097,163.17688260264185,0.8462831210349127
AP0094,3,93,-1.5458700222439248,0.008966046129014763,88.23684042947654,92.69293121940767,1.0505014772541936
AP0095,0,94,-2.0027602697301745,0.007009660944055611,106.45167088616179,94.60175373481434,0.8886826570902807
AP0095,1,94,-4.128256754557295,0.00908216486002605,122.14298773120589,110.84839209525038,0.9075297252363682
AP0095,2,94,-0.25187254163954265,0.0006800558624267651,8.262489983830958,8.009174884682597,0.9693415544655329
AP0095,3,94,-0.0,0.0,0.0,0.0,
AP0096,0,95,-1.6452136682581013,0.005758247838903355,78.96052350812641,68.56110883388922,0.8682960267713156
AP0096,1,95,-1.8616929253472279,0.004095724435763902,48.62585168330709,46.505787442064864,0.9564004707814706
AP0096,2,95,-0.2861035622490782,0.0007724796180725111,8.753336489853524,8.965013067762996,1.0241823878420346
AP0096,3,95,-0.0,0.0,0.0,0.0,
AP0097,0,96,-0.0,0.0,0.0,0.0,
AP0097,1,96,-2.81540432400174,0.006193889512803828,63.13174111892668,54.65605541676275,0.8657460486287308
AP0097,2,96,-1.227977133856875,0.003315538261413563,29.166424655279943,27.457070843370797,0.941393097298962
AP0097,3,96,-1.3258536699083088,0.00768995128546819,63.57752099067946,58.339238723928915,0.9176079503395786
AP0098,0,97,-0.16524243390118798,0.0005783485186541579,7.073615319556668,5.073936957365676,0.7173046212079964
AP0098,1,97,-4.625522026909724,0.010176148459201393,89.2510390384155,92.22259589420638,1.033294367077473
AP0098,2,97,-0.09417685614691962,0.000254277511596683,2.2927160152737907,2.0065544545887133,0.8751866525209819
AP0098,3,97,-1.1042273790408395,0.006404518798436868,50.53290733776676,46.68222764730861,0.9237985721913873
AP0099,0,98,-0.8065022673430242,0.0028227579357005847,37.240126555357485,32.048391673037436,0.8605876144217037
AP0099,1,98,-6.258302649603955,0.013768265829128701,156.0985061106284,134.8749970414593,0.8640377182461451
AP0099,2,98,-4.754554727342395,0.012837297763824466,124.89143317413746,113.89347803649494,0.9119398756333594
AP0100,0,99,-0.0,0.0,0.0,0.0,
AP0100,1,99,-0.0,0.0,0.0,0.0,
AP0100,2,99,-2.870296308729383,0.007749800033569335,87.11998040032096,79.41399424976758,0.911547430163047
AP0100,3,99,-1.5520223885995357,0.009001729853877306,91.88583882411697,87.46486573103205,0.9518862411263685
AP0101,0,100,-0.8696085046838782,0.0030436297663935736,39.215053465974165,33.23302346615234,0.8474557734566837
AP0101,1,100,-4.221678968641498,0.009287693731011296,101.25694814493433,96.92233613529017,0.9571919548331655
AP0101,2,100,-0.1689484320746537,0.00045616076660156505,4.73822368705634,4.325733683776005,0.9129441684217745
AP0101,3,100,-0.11700575086805642,0.0006786333550347272,6.433954602741132,5.988916037002368,0.9308297006713168
AP0102,0,101,-0.8752035409432821,0.0030632123933014874,43.593083004619324,38.07687019156282,0.8734612825509042
AP0102,1,101,-3.4233966064453156,0.007531472534179695,93.47569260457574,87.20849021001013,0.9329536672054696
AP0102,2,101,-0.40932272169325046,0.0011051713485717763,12.748879716979335,11.62811896266903,0.9120894714523313
AP0102,3,101,-0.0,0.0,0.0,0.0,
AP0103,0,102,-1.2428981413664602,0.004350143494782611,58.28076452352791,51.82332931873273,0.8892012612122081
AP0103,1,102,-1.6741391707439846,0.003683106175636766,43.78153680361599,38.12035524105041,0.8706947728226385
AP0104,0,103,-0.7215033750180844,0.0025252618125632953,34.40188959841304,28.48672871982099,0.8280570937340338
AP0104,1,103,-2.9021157769097243,0.006384654709201394,71.93249338654906,69.84036092036045,0.9709153350913897
AP0104,2,103,-0.0,0.0,0.0,0.0,
AP0104,3,103,-0.0,0.0,0.0,0.0,
AP0105,0,104,-0.8171141899956567,0.0028598996649847985,42.7917075344813,36.91634343747222,0.8626985358722892
AP0105,1,104,-2.9763557997325947,0.006547982759411709,84.40229206967942,76.72621585145906,0.9090536994909656
AP0105,2,104,-0.0,0.0,0.0,0.0,
AP0106,0,105,-0.06511615894459055,0.00022790655630606694,3.2650079106400685,2.938459603808981,0.8999854469672414
AP0106,1,105,-0.0,0.0,0.0,0.0,
AP0106,2,105,-1.8945227474636468,0.005115211418151846,59.163272369597735,51.36421830286753,0.8681774392395186
AP0107,0,106,-0.09141904477719365,0.0003199666567201778,4.376213114831896,3.7148219617497973,0.8488667860254551
AP0107,1,106,-0.0,0.0,0.0,0.0,
AP0107,2,106,-0.0,0.0,0.0,0.0,
AP0108,0,107,-0.9532723885995331,0.003336453360098366,47.643338157220384,41.04064098607195,0.8614140522782031
AP0108,1,107,-0.0,0.0,0.0,0.0,
AP0108,2,107,-0.0,0.0,0.0,0.0,
AP0108,3,107,-0.0,0.0,0.0,0.0,
AP0109,0,108,-0.0,0.0,0.0,0.0,
AP0109,1,108,-0.0,0.0,0.0,0.0,
AP0109,2,108,-2.3790439979702853,0.0064234187945197705,72.11971048130376,66.85946953665182,0.927062367422903
AP0109,3,108,-0.009869935082605252,5.724562347911046e-05,0.5939411341546093,0.54285358168217,0.9139854953047576
AP0110,0,109,-0.0,0.0,0.0,0.0,
AP0110,1,109,-0.0,0.0,0.0,0.0,
AP0110,2,109,-0.09402467515733193,0.0002538666229247962,2.6671071737940992,2.5333136091834083,0.9498356999203889
AP0111,0,110,-0.5851182951750538,0.002047914033112688,28.12560252675731,25.105470370022427,0.8926198237402496
AP0111,1,110,-0.0,0.0,0.0,0.0,
AP0111,2,110,-2.1062299609857753,0.0056868208946615935,65.50785569515678,62.920956425304055,0.9605100908524474
AP0111,3,110,-0.8050034247504279,0.004669019863552481,51.512902851914525,49.30237546739733,0.9570878893998296
AP0112,0,111,-0.0,0.0,0.0,0.0,
AP0112,1,111,-0.0,0.0,0.0,0.0,
AP0112,2,111,-0.0,0.0,0.0,0.0,
AP0112,3,111,-0.05081054687499886,0.0002947011718749934,3.232361135113399,2.962579382308212,0.9165372489247794
AP0113,0,112,-0.0,0.0,0.0,0.0,
AP0113,1,112,-0.0,0.0,0.0,0.0,
AP0113,2,112,-0.0,0.0,0.0,0.0,
AP0113,3,112,-0.003031655686410062,1.758360298117836e-05,0.1916266772775846,0.18074986151760278,0.9432395535188142
AP0114,0,113,-0.0,0.0,0.0,0.0,
AP0114,1,113,-0.0,0.0,0.0,0.0,
AP0114,2,113,-0.0,0.0,0.0,0.0,
AP0114,3,113,-0.0,0.0,0.0,0.0,
AP0115,0,114,-0.6607105170355894,0.002312486809624563,32.351025885909934,24.93003945365266,0.7706104758956226
AP0115,1,114,-1.3170565999348973,0.0028975245198567742,31.201004383071435,31.993829525574544,1.0254102442591004
AP0115,2,114,-0.05020734151204209,0.00013555982208251366,1.4946542982594366,1.30405836878553,0.8724815967840454
AP0116,0,115,-1.1317929303204544,0.00396127525612159,53.11470901866713,52.72719008508356,0.9927041126508408
AP0116,1,115,-0.0,0.0,0.0,0.0,
AP0116,2,115,-0.0,0.0,0.0,0.0,
AP0116,3,115,-0.0,0.0,0.0,0.0,
AP0117,0,116,-0.9045187830041961,0.0031658157405146862,35.98759358755651,33.362401561999995,0.9270528600594113
AP0117,1,116,-0.0,0.0,0.0,0.0,
AP0117,2,116,-2.3307885445488843,0.006293129070281988,63.505182214287125,58.34129931116925,0.9186856454376707
AP0117,3,116,-3.215224341190222,0.018648301178903287,172.33817129774457,170.56627945588158,0.9897185177925456
AP0118,0,117,-1.703013090910737,0.00596054581818758,78.89728156064099,67.42368382246391,0.8545754997989583
AP0118,1,117,-1.304410454644099,0.002869703000217018,32.36446552978043,27.204382867449084,0.8405633283953583
AP0118,2,117,-3.7971862708197683,0.010252402931213375,97.05195665999219,101.0235867650244,1.0409227205892022
AP0118,3,117,-0.46317014694213654,0.0026863868522643917,26.335252568926986,23.519044557245493,0.8930631857693159
AP0119,0,118,-0.26865110044126084,0.0009402788515444129,12.056729252545129,10.096901168241457,0.8374494406192327
AP0119,1,118,-0.0,0.0,0.0,0.0,
AP0119,2,118,-0.1429790751139315,0.000386043502807615,3.8900693998158244,3.6808380029130947,0.9462139680817427
AP0120,0,119,-0.0,0.0,0.0,0.0,
AP0120,1,119,-0.0,0.0,0.0,0.0,
AP0120,2,119,-1.5817894702487507,0.004270831569671627,47.79569662339608,42.23418567618168,0.8836399228358138
AP0121,0,120,-0.8050731856734608,0.0028177561498571126,39.74325557143805,29.267682601067467,0.736418850953444
AP0121,1,120,-1.469349141438805,0.003232568111165371,33.52900016764151,30.525420355304387,0.910418449780204
AP0121,2,120,-0.17454473707410756,0.0004712707901000904,4.443061850986297,4.071507702343309,0.9163743019781487
AP0122,0,121,-0.9003702799479143,0.0031512959798177,44.50067312954791,38.73245791237346,0.8703791468416143
AP0122,1,121,-0.0,0.0,0.0,0.0,
AP0122,2,121,-0.0,0.0,0.0,0.0,
AP0123,0,122,-0.0,0.0,0.0,0.0,
AP0123,1,122,-0.0,0.0,0.0,0.0,
AP0123,2,122,-0.23179737514919196,0.0006258529129028183,7.02119459337532,6.41915805435994,0.9142544005854193
AP0124,0,123,-0.8833016289604991,0.003091555701361747,44.007898101387426,38.3504566425909,0.8714448609710318
AP0124,1,123,-0.0029825100368938706,6.561522081166515e-06,0.08126930817572346,0.07033381243526227,0.86544125961038
AP0124,2,123,-0.4522596910264767,0.001221101165771487,13.089099987561491,11.849805047562032,0.905318551987749
AP0124,3,123,-0.1380242580837674,0.0008005406968858509,7.763861667668993,7.360782123558718,0.9480825958312966
AP0125,0,124,-0.6512156846788137,0.002279254896375848,31.198068240550366,23.69392021667432,0.759467542476801
AP0125,1,124,-0.0,0.0,0.0,0.0,
AP0125,2,124,-0.0,0.0,0.0,0.0,
AP0126,0,125,-0.0,0.0,0.0,0.0,
AP0126,1,125,-0.0,0.0,0.0,0.0,
AP0126,2,125,-2.6077178107367622,0.0070408380889892585,69.23746266593943,66.0950980976771,0.9546146775565161
AP0127,0,126,-0.0,0.0,0.0,0.0,
AP0127,1,126,-1.5816571587456636,0.00347964574924046,44.96241732792292,37.073465315716106,0.8245434191255648
AP0127,2,126,-4.743318549262149,0.012806960083007803,136.2129476855463,147.6111533436826,1.0836793113416028
AP0127,3,126,-0.0,0.0,0.0,0.0,
AP0128,0,127,-0.0,0.0,0.0,0.0,
AP0128,1,127,-0.0,0.0,0.0,0.0,
AP0128,2,127,-0.0,0.0,0.0,0.0,
AP0129,0,128,-0.04964593957969399,0.00017376078852892896,2.5972060135746484,2.4436020735519106,0.9408580069428817
AP0129,1,128,-0.0,0.0,0.0,0.0,
AP0129,2,128,-1.8629224480523021,0.005029890609741216,62.82332747273198,52.420388115992964,0.8344096090539881
AP0130,0,129,-0.8132914112232292,0.0028465199392813025,41.30871739966909,37.90841331168808,0.9176855564145826
AP0130,1,129,-0.0,0.0,0.0,0.0,
AP0130,2,129,-1.2417517683241108,0.0033527297744750995,41.25405094086019,39.233277167684044,0.9510163553132508
AP0130,3,129,-0.0,0.0,0.0,0.0,
AP0131,0,130,-0.01256184895832746,4.396647135414611e-05,0.6206997086373685,0.4854662669443043,0.7821274284308201
AP0131,1,130,-0.0,0.0,0.0,0.0,
AP0131,2,130,-2.3705308108859597,0.006400433189392092,78.92947497485785,74.77136030908248,0.9473186073124154
AP0131,3,130,-0.0,0.0,0.0,0.0,
AP0132,0,131,-0.8845536159181471,0.0030959376557135147,45.08337519917952,40.24101438924081,0.8925909875082547
AP0132,1,131,-0.0,0.0,0.0,0.0,
AP0132,2,131,-1.3212659793429893,0.0035674181442260713,44.967706724442294,38.93802770373134,0.865910906738913
AP0133,0,132,-0.03357418484157648,0.0001175096469455177,1.810976860880656,1.6641266370410872,0.9189110435303092
AP0133,1,132,-0.0,0.0,0.0,0.0,
AP0133,2,132,-1.0440520138210694,0.0028189404373168874,37.91660485074396,30.96654126270592,0.8167013208224609
AP0133,3,132,-0.3773690965440508,0.0021887407599554946,24.00981742987326,22.500932805352335,0.93715551445037
AP0134,0,133,-0.07243362991897939,0.0002535177047164279,3.426538954510334,3.156395614565412,0.9211614566385321
AP0134,1,133,-0.0,0.0,0.0,0.0,
AP0134,2,133,-0.13965274386935533,0.0003770624084472594,4.111076111827033,3.959097215091067,0.9630318455309689
AP0135,0,134,-0.7080692093460641,0.0024782422327112243,36.56309691962741,32.34159932795956,0.8845421217752013
AP0135,1,134,-0.0,0.0,0.0,0.0,
AP0135,2,134,-3.092053154839409,0.008348543518066404,90.21614876372523,94.33333142459335,1.0456368700868728
AP0135,3,134,-3.3354785071478936,0.01934577534145778,217.68398157245232,191.10217801263246,0.877888104729596
AP0136,0,135,-1.0644684516058973,0.0037256395806206407,62.5681203775733,53.022759987654894,0.8474405123197561
AP0136,1,135,-0.0,0.0,0.0,0.0,
AP0136,2,135,-0.353206515842011,0.0009536575927734297,13.540293364036245,12.349626551048093,0.9120649175777368
AP0136,3,135,-0.014304035841814056,8.296340788252151e-05,1.0738431141981342,1.0505715388904653,0.9783287009061409
AP0137,0,136,-0.9081436948423018,0.0031785029319480566,49.653816111626966,44.8534908446791,0.9033241421735596
AP0137,1,136,-0.0,0.0,0.0,0.0,
AP0137,2,136,-0.0,0.0,0.0,0.0,
AP0138,0,137,-1.7758525141963197,0.006215483799687119,93.4779407618922,77.71746593414241,0.8313989942515422
AP0138,1,137,-1.975678344726564,0.004346492358398441,54.179156440186176,54.34606326121732,1.0030806463591844
AP0138,2,137,-1.2863248613145615,0.0034730771255493164,43.3310713049629,41.644546711494236,0.9610781699441736
AP0138,3,137,-0.35978620741101963,0.002086760002983914,24.978239658936396,22.873422507251714,0.9157339676284335
AP0139,0,138,-1.7925116984049474,0.006273790944417316,92.94874630711338,73.49390754318621,0.7906928330195424
AP0139,1,138,-0.0,0.0,0.0,0.0,
AP0139,2,138,-0.27007654868588205,0.0007292066814518815,8.161830567301077,7.683398698060737,0.9413817935455444
AP0140,0,139,-0.6406232706705701,0.0022421814473469956,33.205079093019386,25.876757459696314,0.7793011842316712
AP0140,1,139,-0.0,0.0,0.0,0.0,
AP0140,2,139,-1.0177004750569623,0.0027477912826537982,33.12100964648231,32.04620185319589,0.9675490631246331
AP0140,3,139,-0.7758767700195293,0.0045000852661132695,52.41031299195255,51.68288576598642,0.9861205326883313
AP0141,0,140,-1.571698936179832,0.005500946276629412,84.32990834231853,71.81330201264578,0.8515757152389593
AP0141,1,140,-0.0,0.0,0.0,0.0,
AP0141,2,140,-1.2273688422309021,0.003313895874023436,42.90462931232794,39.2176578865216,0.9140658832181787
AP0141,3,140,-0.10736089635778256,0.0006226931988751388,7.356938330618311,7.175477700400411,0.9753347626331607
AP0142,0,141,-2.1363039256908216,0.007477063739917876,110.89295343300061,92.64912391676769,0.8354825175861558
AP0142,1,141,-0.4100565049913243,0.0009021243109809135,11.136583695478219,10.5754369068871,0.9496123044611104
AP0142,2,141,-3.4443226877848296,0.00929967125701904,108.96916423461951,101.59575602616134,0.9323349108874266
AP0143,0,142,-0.6570356372570352,0.0022996247303996233,35.515389516774334,30.47797573669306,0.858162507898103
AP0143,1,142,-0.0,0.0,0.0,0.0,
AP0143,2,142,-0.0,0.0,0.0,0.0,
AP0144,0,143,-0.0,0.0,0.0,0.0,
AP0144,1,143,-0.0,0.0,0.0,0.0,
AP0144,2,143,-0.0,0.0,0.0,0.0,
AP0145,0,144,-0.8354021312572293,0.0029239074594003024,49.237188903812545,41.05813717604329,0.8338846731533056
AP0145,1,144,-0.0,0.0,0.0,0.0,
AP0145,2,144,-0.3051474083794474,0.0008238980026245081,11.19651685129498,9.900782823479778,0.8842734713818308
AP0145,3,144,-0.0,0.0,0.0,0.0,
AP0146,0,145,-0.13617405644169267,0.00047660919754592435,7.174917238447439,6.264565727274778,0.8731202770821578
AP0146,1,145,-0.0,0.0,0.0,0.0,
AP0146,2,145,-0.0,0.0,0.0,0.0,
AP0146,3,145,-0.08502814681441606,0.0004931632515236132,5.8099262824617375,5.481945542275164,0.9435482096947357
AP0147,0,146,-0.0,0.0,0.0,0.0,
AP0147,1,146,-0.0,0.0,0.0,0.0,
AP0147,2,146,-1.064711330613484,0.0028747205926564073,33.38905593592404,28.429450052321553,0.8514601343290351
AP0148,0,147,-0.9448934823495314,0.00330712718822336,55.47517242956742,51.091863945166104,0.920986122396168
AP0148,1,147,-0.10192169867621459,0.00022422773708767211,3.4583731588578863,3.022211039051584,0.8738822851752808
AP0148,2,147,-0.0,0.0,0.0,0.0,
AP0148,3,147,-0.0,0.0,0.0,0.0,
AP0149,0,148,-0.9608329151294797,0.0033629152029531787,54.99457559100182,48.28764595933489,0.8780437968728626
AP0149,1,148,-2.6663833957248286,0.005866043470594624,84.0881779099396,78.46154009247792,0.9330864580810879
AP0149,2,148,-2.0005165693495037,0.0054013947372436606,72.0349154201831,68.14367001563983,0.9459811206573167
AP0149,3,148,-0.0,0.0,0.0,0.0,
AP0150,0,149,-0.0,0.0,0.0,0.0,
AP0150,1,149,-0.3007048187255883,0.0006615506011962943,8.454693714353901,7.709930338692714,0.9119112529887664
AP0150,2,149,-0.43956654866536127,0.0011868296813964754,13.827132447425342,12.18745324920033,0.8814158174545926
AP0151,0,150,-1.7671028758861382,0.006184860065601484,89.98928148320546,78.5531042431564,0.8729162290046357
AP0151,1,150,-1.8357260742187549,0.004038597363281261,51.135241802646426,44.52802843044509,0.8707894372006394
AP0151,2,150,-1.0800403086344375,0.0029161088333129813,32.0870190335195,33.318128663738996,1.0383678405567505
AP0151,3,150,-0.06928110930878972,0.00040183043399098035,4.584440284173849,4.421007916910813,0.9643506388713956
AP0152,0,151,-1.552599815086083,0.00543409935280129,81.47766915466133,74.43234584150895,0.9135306227307642
AP0152,1,151,-0.0,0.0,0.0,0.0,
AP0152,2,151,-0.27414618598090357,0.0007401947021484397,9.371469265032959,8.903995214013255,0.9501173148202114
AP0153,0,152,-0.0,0.0,0.0,0.0,
AP0153,1,152,-0.0,0.0,0.0,0.0,
AP0153,2,152,-2.3996673583984354,0.006479101867675776,66.90425671038675,64.14253238126943,0.9587212463764123
AP0154,0,153,-0.0,0.0,0.0,0.0,
AP0154,1,153,-0.0,0.0,0.0,0.0,
AP0154,2,153,-0.07294691297743228,0.00019695666503906717,2.1679564344865163,1.882036671562115,0.868115540341971
AP0155,0,154,-0.7896806258729008,0.002763882190555153,41.90137694441869,39.462311586084255,0.94179032919205
AP0155,1,154,-0.0,0.0,0.0,0.0,
AP0155,2,154,-0.0,0.0,0.0,0.0,
AP0155,3,154,-0.0,0.0,0.0,0.0,
AP0156,0,155,-0.03385249385127409,0.00011848372847945932,1.7436312049970817,1.4065237520763125,0.8066635582371713
AP0156,1,155,-0.0,0.0,0.0,0.0,
AP0156,2,155,-2.5956602795918755,0.007008282754898064,82.16487481354385,74.86039612780323,0.9110997405848105
AP0157,0,156,-0.10473628291376613,0.00036657699019818145,5.2128615849583655,4.221386423977044,0.8098021317423412
AP0157,1,156,-0.0,0.0,0.0,0.0,
AP0157,2,156,-0.3671562703450526,0.000991321929931642,12.213037990791687,11.59066731860534,0.9490404703026717
AP0157,3,156,-0.0,0.0,0.0,0.0,
AP0158,0,157,-0.0,0.0,0.0,0.0,
AP0158,1,157,-0.0,0.0,0.0,0.0,
AP0158,2,157,-0.0,0.0,0.0,0.0,
AP0158,3,157,-0.0,0.0,0.0,0.0,
AP0159,0,158,-0.0,0.0,0.0,0.0,
AP0159,1,158,-0.0,0.0,0.0,0.0,
AP0159,2,158,-1.5374770270453553,0.004151187973022459,48.141790887562806,44.185049988454686,0.9178106832720607
AP0160,0,159,-0.09683159722221646,0.0003389105902777576,4.771604424741539,3.615101345525005,0.7576280478700459
AP0160,1,159,-0.0,0.0,0.0,0.0,
AP0160,2,159,-1.7362240939670137,0.004687805053710937,51.36151499418745,50.81300844480509,0.9893206703609807
AP0161,0,160,-0.027145713523577086,9.50099973325198e-05,1.363632243879812,1.1395844063335017,0.8356977560835255
AP0161,1,160,-0.11986655002170465,0.00026370641004775026,3.162840178980586,3.187224396782538,1.0077095953074087
AP0161,2,160,-0.0,0.0,0.0,0.0,
AP0161,3,160,-0.0,0.0,0.0,0.0,
AP0162,0,161,-0.0,0.0,0.0,0.0,
AP0162,1,161,-2.067590969509549,0.0045487001329210085,59.23086918182691,53.8613169523192,0.9093453750775755
AP0162,2,161,-0.48494590759277045,0.0013093539505004803,15.468870772281704,15.040525102153449,0.9723091829756703
AP0162,3,161,-0.10267522176106603,0.0005955162862141829,6.836207326674842,6.500869204171967,0.9509467594415419
AP0163,0,162,-1.585452799024523,0.005549084796585831,78.37848151618186,64.04350234985243,0.8171056788926198
AP0163,1,162,-0.2671952311197927,0.000587829508463544,6.765494893197683,5.61846744136412,0.83045919479049
AP0163,2,162,-0.23601283603244028,0.0006372346572875888,6.088891299748358,6.252813739641914,1.0269215579362256
AP0164,0,163,-0.1812873105649544,0.0006345055869773404,8.58300273057878,7.446762306046919,0.8676173758533523
AP0164,3,163,-0.0,0.0,0.0,0.0,
AP0165,0,164,-0.4131770155164922,0.0014461195543077228,20.744754735721436,17.91026230322656,0.8633634155426276
AP0165,1,164,-0.0,0.0,0.0,0.0,
AP0165,2,164,-0.0,0.0,0.0,0.0,
AP0165,3,164,-0.0,0.0,0.0,0.0,
AP0166,0,165,-0.802055799696177,0.0028071952989366196,40.38359968678445,32.14000224453312,0.7958676911868
AP0166,1,165,-0.0,0.0,0.0,0.0,
AP0166,2,165,-0.23012411329481353,0.0006213351058959966,7.402023675666191,7.269445265238031,0.9820888967345504
AP0166,3,165,-0.0,0.0,0.0,0.0,
AP0167,0,166,-0.8401916616934315,0.0029406708159270102,39.28500857514169,36.23338701180635,0.9223209648154104
AP0167,1,166,-0.0,0.0,0.0,0.0,
AP0167,2,166,-5.597346288892961,0.015112834980010996,170.83952828404347,170.40619775118768,0.9974635230077706
AP0167,3,166,-0.06052478366427749,0.00035104374525280944,3.9283922169852254,3.711872772690637,0.9448834453549669
AP0168,0,167,-0.0,0.0,0.0,0.0,
AP0168,1,167,-0.0,0.0,0.0,0.0,
AP0168,2,167,-2.0231490410698783,0.005462502410888671,51.41221395761576,45.45291298901863,0.8840878361412332
AP0168,3,167,-3.4973331027560732,0.020284531995985223,168.32489984617894,159.54383574742525,0.9478326491993868
AP0169,0,168,-1.9496106861255775,0.006823637401439522,109.79035422760774,101.50258963263961,0.9245128166925607
AP0169,1,168,-1.68476447211372,0.003706481838650184,54.946556632292214,48.496039976716105,0.8826038053895969
AP0169,2,168,-0.0,0.0,0.0,0.0,
AP0169,3,168,-1.2182821727934332,0.007066036602201912,95.33749814433646,94.43388395486353,0.9905219435472818
AP0170,0,169,-0.5021109733792244,0.0017573884068272853,24.987978521756148,22.618179795592557,0.9051624474504694
AP0170,1,169,-0.0,0.0,0.0,0.0,
AP0170,2,169,-0.0,0.0,0.0,0.0,
AP0170,3,169,-0.0,0.0,0.0,0.0,
AP0171,0,170,-2.437362241391778,0.008530767844871223,96.06263596618466,97.97850905843248,1.019943998756418
AP0171,1,170,-3.081041219075523,0.006778290681966151,77.51917515073197,77.9045856650559,1.004971808763116
AP0171,2,170,-4.5561292690700945,0.012301549026489255,140.90613939492994,135.74749470258925,0.9633894966217043
AP0171,3,170,-3.39836028299214,0.01971048964135441,216.17001296502156,186.74067814572268,0.8638602347492997
AP0172,0,171,-1.6608585951063333,0.005813005082872166,83.97971557180499,67.52975287721864,0.8041198093780019
AP0172,1,171,-0.04724433051215726,0.00010393752712674598,1.2039375171357918,1.23400174192768,1.0249715822988987
AP0172,2,171,-0.19056512620714017,0.0005145258407592784,6.108407671208045,5.155699804062032,0.8440333523191981
AP0173,0,172,-0.7349786376953098,0.0025724252319335845,37.61544652736836,33.68344306199505,0.8954683825828718
AP0173,1,172,-2.768234076605907,0.006090114968532996,79.64169484829573,76.61157921272965,0.9619531497749019
AP0173,2,172,-1.391222313774957,0.0037563002471923844,47.10924015782043,43.073898194659364,0.9143407546026578
AP0173,3,172,-0.1339668967507084,0.0007770080011541086,8.893310260232315,8.081156878049471,0.9086781683739854
AP0174,0,173,-0.7005051450376136,0.002451768007631648,32.69084426655896,25.75715540234054,0.7879011992568443
AP0174,1,173,-0.0,0.0,0.0,0.0,
AP0174,2,173,-4.13432856241862,0.011162687118530275,117.58903228648407,107.41885952762954,0.9135108729011667
AP0175,0,174,-1.602995345504194,0.005610483709264679,74.63676839449764,61.52270250482012,0.8242948325366628
AP0175,1,174,-1.0755904676649308,0.002366299028862848,25.875327398540975,25.17904536471558,0.9730908899005987
AP0175,2,174,-0.0940607198079384,0.00025396394348143367,2.699154598734925,2.446468568285197,0.9063832688323373
AP0175,3,174,-0.16101094563802043,0.0009338634847005184,8.994889320700793,8.574143658528959,0.9532239200316193
AP0176,0,175,-1.600095994737412,0.005600335981580942,71.39803656231591,69.36380121268988,0.9715085253380804
AP0176,1,175,-0.3434551255967868,0.000755601276312931,9.332431701137128,8.327078402949907,0.8922731684106809
AP0176,2,175,-1.0270113457573764,0.0027729306335449165,30.547444851812106,28.21006020161969,0.9234834644425667
AP0176,3,175,-1.726230903908057,0.01001213924266673,101.71608004017642,95.47172851995371,0.9386099865649927
AP0177,0,176,-0.0,0.0,0.0,0.0,
AP0177,1,176,-0.0,0.0,0.0,0.0,
AP0177,2,176,-2.7310015614827456,0.007373704216003414,84.53358671095354,79.45816787068743,0.939959736268845
AP0177,3,176,-1.9000321564851,0.01102018650761358,118.31494756723721,104.02354039658822,0.8792087773818491
AP0178,0,177,-1.3542039659288143,0.00473971388075085,65.42872538186477,52.3235946064314,0.7997037127202575
AP0178,1,177,-0.3740366482204891,0.000822880626085076,9.062596865940062,9.451614374686832,1.0429256111136107
AP0178,2,177,-0.371888673570421,0.0010040994186401367,11.528350548962617,9.901321843451965,0.8588671728361816
AP0178,3,177,-0.09109391954210011,0.0005283447333441806,5.207338250874562,4.8041888137676105,0.9225805166316509
AP0179,0,178,-1.9534448694299726,0.006837057043004904,97.11831203363921,81.693913657388,0.8411792992148729
AP0179,1,178,-0.0,0.0,0.0,0.0,
AP0179,2,178,-2.5988088311089435,0.0070167838439941475,79.08913487480748,78.9913878184623,0.998764089953697
AP0179,3,178,-2.237674253958243,0.012978510672957808,145.5934839326818,142.41646189179696,0.9781788171072696
AP0180,0,179,-0.0,0.0,0.0,0.0,
AP0180,1,179,-1.0367395494249116,0.002280827008734806,26.162280043488025,22.358954889021682,0.8546256232964291
AP0180,2,179,-2.8886842685275624,0.007799447525024419,76.37084989303615,67.57754788315144,0.8848604929472373
AP0181,0,180,-0.9837323935290847,0.0034430633773517966,43.47124103529733,38.10276016444701,0.8765050009386373
AP0181,1,180,-2.621765985552056,0.005767885168214523,63.72064444647574,54.85037902633439,0.8607944803886561
AP0181,2,180,-5.177759481478137,0.013979950599990972,132.56094208870635,128.65698437727949,0.9705497135889812
AP0181,3,180,-1.4719331359863261,0.00853721218872069,78.01975143487512,72.73884163784447,0.9323131681412912
AP0182,0,181,-1.0448025286639187,0.003656808850323715,63.69944631731426,57.141336397169404,0.8970460451496532
AP0182,1,181,-4.424093587239582,0.009733005891927082,151.8101509952007,147.54916106250715,0.9719321145209304
AP0182,2,181,-6.0143786451551655,0.016238822341918948,244.97912502038778,232.41228629106746,0.9487024099368692
AP0182,3,181,-5.151844588228705,0.02988069861172649,424.19379577671236,416.2503782464596,0.9812740836633216
AP0183,0,182,-0.5495142392758972,0.00192329983746564,26.87473305822463,24.162829000696167,0.8990909397442918
AP0183,1,182,-0.4023380126953171,0.0008851436279296977,11.109559175560307,9.829440324045706,0.8847732091539052
