Batch,orden_escalon_fase,pos,delta_gn,delta_log_fe,kg_lineal_v11,kg_exacto_condicional,ratio_exacto_lineal
AP0077,2,76,-0.9089395650227843,0.0024541368255615176,26.478541592620562,25.27875051033001,0.9546881735123611
AP0077,3,76,-0.0,0.0,0.0,0.0,
AP0078,0,77,-0.9726423588505497,0.003404248255976924,48.13237214772383,44.40384962952139,0.9225360739180032
AP0078,1,77,-0.0,0.0,0.0,0.0,
AP0078,2,77,-0.5869086286756726,0.0015846532974243162,18.536486154767683,18.049817371380197,0.9737453593240857
AP0079,0,78,-0.0,0.0,0.0,0.0,
AP0079,1,78,-0.0,0.0,0.0,0.0,
AP0079,2,78,-4.737164840698238,0.012790345069885243,152.02312133070157,146.5919186873224,0.9642738381120035
AP0079,3,78,-0.33622945648392744,0.001950130847606779,22.20808808969436,21.005041476338427,0.945828447343281
AP0080,0,79,-0.0,0.0,0.0,0.0,
AP0080,1,79,-0.0,0.0,0.0,0.0,
AP0080,2,79,-0.0,0.0,0.0,0.0,
AP0080,3,79,-0.0,0.0,0.0,0.0,
AP0081,0,80,-0.0,0.0,0.0,0.0,
AP0081,1,80,-0.0,0.0,0.0,0.0,
AP0081,2,80,-0.37706293741861785,0.0010180699310302682,10.768349454944422,10.121920454679108,0.9399695373028131
AP0081,3,80,-0.0,0.0,0.0,0.0,
AP0082,0,81,-1.1923529768789258,0.004173235419076241,57.38217231443491,48.561427634650926,0.8462807467195684
AP0082,1,81,-0.0,0.0,0.0,0.0,
AP0082,2,81,-1.563761308458119,0.004222155532836921,46.48203802794914,44.20557805522236,0.9510249535238113
AP0082,3,81,-0.0,0.0,0.0,0.0,
AP0083,0,82,-0.0,0.0,0.0,0.0,
AP0083,1,82,-0.7106106024848131,0.001563343325466589,20.401286114680893,17.37065694831788,0.8514491121134685
AP0083,2,82,-2.2354928504096137,0.0060358306961059574,67.01305378753958,52.188848451987354,0.7787863035976337
AP0083,3,82,-0.0,0.0,0.0,0.0,
AP0084,0,83,-0.0,0.0,0.0,0.0,
AP0084,1,83,-0.19900964355469242,0.00043782121582032333,4.547458901029601,4.007921191236773,0.8813540217657228
AP0084,2,83,-0.22390138414170835,0.0006045337371826126,5.532836517672505,5.074600140679499,0.917178760744268
AP0085,0,84,-0.0,0.0,0.0,0.0,
AP0085,1,84,-0.0,0.0,0.0,0.0,
AP0085,2,84,-0.03371515062119812,9.103090667723493e-05,1.0173250400521041,0.9455398439811904,0.9294373054385479
AP0085,3,84,-0.0,0.0,0.0,0.0,
AP0086,0,85,-0.0,0.0,0.0,0.0,
AP0086,1,85,-0.0,0.0,0.0,0.0,
AP0086,2,85,-2.6481236717253296,0.00714993391365839,72.11636873637164,65.1290569683495,0.9031105990158083
AP0087,0,86,-0.5840045731155961,0.0020440160059045863,27.94853976528534,24.059473271109855,0.8608490272895737
AP0087,1,86,-1.8675278455946227,0.00410856126030817,48.31118183473824,45.14670442709191,0.9344980336338842
AP0087,2,86,-1.3780531395806221,0.0037207434768676798,40.801257432560014,38.34065542671665,0.9396929859352873
AP0088,0,87,-1.3587122938368061,0.004755493028428821,67.08623864207604,53.20369686949774,0.7930642400948194
AP0088,1,87,-5.609902994791668,0.012341786588541669,137.74988407867198,123.74855193521688,0.8983568499015314
AP0088,2,87,-4.699292678833007,0.012688090232849121,126.43741569729383,136.10125555678533,1.0764318046694965
AP0088,3,87,-0.3585411241319427,0.0020795385199652676,22.165357766041517,22.097535307846684,0.996940159553899
AP0089,0,88,-1.305624299225979,0.004569685047290927,68.2405045198746,58.38353419133779,0.8555554300501099
AP0089,1,88,-0.5941267361111144,0.001307078819444452,16.661466232948143,16.00825921912297,0.9607953462983075
AP0089,2,88,-2.7478412289089604,0.007419171318054194,90.80585899933918,84.1611082812911,0.9268246477565238
AP0089,3,88,-0.0,0.0,0.0,0.0,
AP0090,0,89,-0.10508505362051324,0.00036779768767179635,5.307944641143491,4.102295714663441,0.7728595514853905
AP0090,1,89,-2.5032306179470503,0.005507107359483511,61.41318809234311,63.99073956828081,1.0419706508651203
AP0090,2,89,-0.8430779435899503,0.002276310447692866,26.377199023915846,26.056331907262354,0.987835436341722
AP0090,3,89,-0.0,0.0,0.0,0.0,
AP0091,0,90,-1.1104112074110226,0.0038864392259385793,52.48908064861375,46.03050023224782,0.8769538285571685
AP0091,1,90,-1.7096620958116375,0.003761256610785603,44.46134280194797,40.437537465529,0.9094987896712224
AP0091,2,90,-0.7139329020182288,0.001927618835449218,20.68501761762097,18.704409612746602,0.904249150690249
AP0091,3,90,-0.0,0.0,0.0,0.0,
AP0092,0,91,-1.7951548484519613,0.006283041969581865,80.37543987641284,66.63861333402689,0.8290917404183663
AP0092,1,91,-0.041937527126737706,9.226255967882296e-05,0.9754756441117974,0.9190486279323503,0.9421543566771206
AP0092,2,91,-0.0802553897433782,0.00021668955230712115,2.1583950153414175,1.9729706899092454,0.9140915707670676
AP0093,0,92,-1.868357656973373,0.006539251799406806,92.50368856933937,78.83272436405818,0.8522116856450146
AP0093,1,92,-0.9396216091579852,0.0020671675401475677,24.83895939345294,25.144446219843648,1.012298696638283
AP0093,2,92,-0.38516732109917484,0.0010399517669677722,12.636611637125412,11.896684802065083,0.9414457881346547
AP0093,3,92,-0.0,0.0,0.0,0.0,
AP0094,0,93,-0.0,0.0,0.0,0.0,
