Batch,pos,score,modelo,train_end
AP0317,316,-140.11064660394848,v11_gn,299
AP0318,317,-172.98941920744167,v11_gn,299
AP0319,318,40.85860289377015,v11_gn,299
AP0320,319,-210.5199839337042,v11_gn,299
AP0301,300,-95.55508533513806,conjunto,299
AP0302,301,670.4332665644695,conjunto,299
AP0303,302,-137.31375238069222,conjunto,299
AP0304,303,-395.44079190395723,conjunto,299
AP0305,304,879.0363261830764,conjunto,299
AP0306,305,27.106156820625195,conjunto,299
AP0307,306,-220.9693971731691,conjunto,299
AP0308,307,171.362791447083,conjunto,299
AP0309,308,53.64663818341619,conjunto,299
AP0310,309,330.8653906048931,conjunto,299
AP0311,310,128.63476508727734,conjunto,299
AP0312,311,541.3662131560692,conjunto,299
AP0313,312,28.481230157776075,conjunto,299
AP0314,313,467.0514973371712,conjunto,299
AP0315,314,-384.39757929520914,conjunto,299
AP0316,315,-15.527713493269847,conjunto,299
AP0317,316,-368.1673343775682,conjunto,299
AP0318,317,-451.58714787511093,conjunto,299
AP0319,318,-110.76527922486517,conjunto,299
AP0320,319,-408.99469915836113,conjunto,299
AP0301,300,-99.92544346083032,acoplado,299
AP0302,301,627.7581638998786,acoplado,299
AP0303,302,-158.82896646636544,acoplado,299
AP0304,303,-446.4147052965464,acoplado,299
AP0305,304,715.9957227554114,acoplado,299
AP0306,305,-138.5685642585588,acoplado,299
AP0307,306,-239.70210724084555,acoplado,299
AP0308,307,102.99195919419219,acoplado,299
AP0309,308,-54.43962930913695,acoplado,299
AP0310,309,207.3865306175471,acoplado,299
AP0311,310,-14.217335303434993,acoplado,299
AP0312,311,373.6142016887102,acoplado,299
AP0313,312,-124.44889582334909,acoplado,299
AP0314,313,227.78042323420578,acoplado,299
AP0315,314,-521.3114496773336,acoplado,299
AP0316,315,-136.09561713969512,acoplado,299
AP0317,316,-515.0694893146471,acoplado,299
AP0318,317,-608.8609202137025,acoplado,299
AP0319,318,-255.18518843266847,acoplado,299
AP0320,319,-570.3964749722513,acoplado,299
AP0321,320,-20.26367743689724,v11_gn,319
AP0322,321,27.517757471407563,v11_gn,319
AP0323,322,-667.5445408768439,v11_gn,319
AP0324,323,488.9848580195555,v11_gn,319
AP0325,324,-73.975040654419,v11_gn,319
AP0326,325,-135.8327779867525,v11_gn,319
AP0327,326,347.14379172650644,v11_gn,319
AP0328,327,0.7909851555044591,v11_gn,319
AP0329,328,-160.7661071005961,v11_gn,319
AP0330,329,-16.209396135611122,v11_gn,319
AP0331,330,51.24000685840731,v11_gn,319
AP0332,331,-230.3102410749347,v11_gn,319
AP0333,332,44.43900473536135,v11_gn,319
AP0334,333,28.932807334156763,v11_gn,319
AP0335,334,148.6369996893537,v11_gn,319
AP0336,335,18.778025563126214,v11_gn,319
AP0337,336,101.15725744721522,v11_gn,319
AP0338,337,-89.02972088314728,v11_gn,319
AP0339,338,46.9999383114202,v11_gn,319
AP0340,339,-12.64574336634945,v11_gn,319
AP0321,320,-322.006249984474,conjunto,319
AP0322,321,-58.738337405565375,conjunto,319
AP0323,322,-1125.1855127894696,conjunto,319
AP0324,323,318.8849992708804,conjunto,319
AP0325,324,-263.25946389698066,conjunto,319
AP0326,325,-159.78336648718914,conjunto,319
AP0327,326,-47.703041417864085,conjunto,319
AP0328,327,-91.37975109830907,conjunto,319
AP0329,328,-427.50184190087475,conjunto,319
AP0330,329,-117.7763700901414,conjunto,319
AP0331,330,-70.97385165265908,conjunto,319
AP0332,331,-544.6855114428562,conjunto,319
AP0333,332,-146.85175533136112,conjunto,319
AP0334,333,-109.34424120851736,conjunto,319
AP0335,334,-98.33130411460755,conjunto,319
AP0336,335,-96.48695904160849,conjunto,319
AP0337,336,4.275671325424046,conjunto,319
AP0338,337,-348.33273383253135,conjunto,319
AP0339,338,38.8422817293976,conjunto,319
AP0340,339,-193.0826415837621,conjunto,319
AP0321,320,-412.89868949818197,acoplado,319
AP0322,321,-81.2641342017203,acoplado,319
AP0323,322,-1210.072924603426,acoplado,319
AP0324,323,257.55992911774484,acoplado,319
AP0325,324,-284.01175213108695,acoplado,319
AP0326,325,-146.36548136192096,acoplado,319
AP0327,326,-131.06689393701723,acoplado,319
AP0328,327,-106.57916008465904,acoplado,319
AP0329,328,-500.5171022498775,acoplado,319
AP0330,329,-177.5471758944683,acoplado,319
AP0331,330,-98.35033170369123,acoplado,319
AP0332,331,-596.6571063816198,acoplado,319
AP0333,332,-163.3653447193032,acoplado,319
AP0334,333,-129.23358761707433,acoplado,319
AP0335,334,-120.0751777470276,acoplado,319
AP0336,335,-113.79889450444315,acoplado,319
AP0337,336,0.17952016614323085,acoplado,319
AP0338,337,-433.8872488652103,acoplado,319
AP0339,338,12.791771754759202,acoplado,319
AP0340,339,-221.2574717909211,acoplado,319
AP0341,340,-19.934955424394218,v11_gn,339
AP0342,341,31.828464882330664,v11_gn,339
AP0343,342,180.00113937177872,v11_gn,339
AP0344,343,318.93142162246534,v11_gn,339
AP0345,344,37.97883523941796,v11_gn,339
AP0346,345,246.58895564691883,v11_gn,339
AP0347,346,-157.03853428457455,v11_gn,339
AP0348,347,313.23218554774394,v11_gn,339
AP0349,348,184.7804458822205,v11_gn,339
AP0350,349,520.051152343944,v11_gn,339
AP0351,350,303.4228997231156,v11_gn,339
AP0352,351,457.72012405732755,v11_gn,339
AP0353,352,24.64829406512156,v11_gn,339
AP0354,353,370.3223979161363,v11_gn,339
AP0355,354,365.2684048959274,v11_gn,339
AP0356,355,59.22093134725626,v11_gn,339
AP0357,356,255.65802128435465,v11_gn,339
AP0358,357,-504.4609939929172,v11_gn,339
AP0359,358,-168.03386453504515,v11_gn,339
AP0360,359,288.8062026431023,v11_gn,339
AP0341,340,-280.4211635623947,conjunto,339
AP0342,341,-61.92156809287133,conjunto,339
AP0343,342,67.76465743171805,conjunto,339
AP0344,343,222.7253225657594,conjunto,339
AP0345,344,-133.68271177345355,conjunto,339
AP0346,345,134.18176034830665,conjunto,339
AP0347,346,40.61604772597556,conjunto,339
AP0348,347,161.58447443649916,conjunto,339
AP0349,348,132.11420608378216,conjunto,339
AP0350,349,340.57978476571145,conjunto,339
AP0351,350,148.31276489168442,conjunto,339
AP0352,351,304.7597448689558,conjunto,339
AP0353,352,-83.35479942672583,conjunto,339
AP0354,353,10.74790185987922,conjunto,339
AP0355,354,933.2491911576194,conjunto,339
AP0356,355,-86.81595536375342,conjunto,339
AP0357,356,143.63847683298715,conjunto,339
AP0358,357,428.3934407281679,conjunto,339
AP0359,358,-350.10695956894386,conjunto,339
AP0360,359,137.90981998274552,conjunto,339
AP0341,340,-292.8532494913128,acoplado,339
AP0342,341,-67.91680356817585,acoplado,339
AP0343,342,16.125396386889985,acoplado,339
AP0344,343,146.66772009676944,acoplado,339
AP0345,344,-148.64055386121865,acoplado,339
AP0346,345,81.38350877932184,acoplado,339
AP0347,346,-94.47283296698163,acoplado,339
AP0348,347,193.8751601633153,acoplado,339
AP0349,348,87.76333243246447,acoplado,339
AP0350,349,258.0929149892036,acoplado,339
AP0351,350,169.27102337836232,acoplado,339
AP0352,351,240.4594325327083,acoplado,339
AP0353,352,-98.4137023200354,acoplado,339
AP0354,353,67.51531330758974,acoplado,339
AP0355,354,834.9503704673707,acoplado,339
AP0356,355,-112.279446891356,acoplado,339
AP0357,356,267.86847070925455,acoplado,339
AP0358,357,658.5507653906193,acoplado,339
AP0359,358,-334.8995819502595,acoplado,339
AP0360,359,296.45258811105543,acoplado,339
AP0361,360,31.515033856750165,v11_gn,359
AP0362,361,98.99352028266372,v11_gn,359
AP0361,360,-42.9061942883139,conjunto,359
AP0362,361,-19.985241521111462,conjunto,359
AP0361,360,-20.31959992240641,acoplado,359
AP0362,361,28.15110647210818,acoplado,359
