variable,theta,se,ci_lo,ci_hi,p,n,batches,rank,target,periodo,modelo,q_bh
gn_3,0.0412596520541606,0.025573523702018645,-0.009483767187181823,0.09200307129550303,0.10984651897165952,359,100,10,m6_ln_sn_dep,T2,v11_estructura,0.28999481008518113
d_carbon,0.006751122594884109,0.004350611499146614,-0.0018814344914893973,0.015383679681257615,0.12390973732737728,359,100,10,m6_ln_sn_dep,T2,v11_estructura,0.3028904690224778
gn_0,0.15193403097222113,0.04631264919670646,0.06003968736324111,0.24382837458120116,0.0014308269984343901,359,100,12,m6_ln_sn_dep,T2,conjunto,0.01573909698277829
gn_1,0.02032293829270424,0.018400193909732715,-0.016187038375464563,0.056832914960873046,0.27205530427636504,359,100,12,m6_ln_sn_dep,T2,conjunto,0.4842647473105876
gn_2,0.02331845844446214,0.020230404084526983,-0.01682305227749939,0.06345996916642367,0.251832039098959,359,100,12,m6_ln_sn_dep,T2,conjunto,0.4748832737294656
gn_3,0.03012938012674036,0.025045941566627712,-0.019567201698205215,0.07982596195168593,0.23185904095210275,359,100,12,m6_ln_sn_dep,T2,conjunto,0.4500793147893759
d_carbon,0.0062523726843573425,0.004437128846560058,-0.0025518535893602114,0.015056598958074896,0.16193796112038372,359,100,12,m6_ln_sn_dep,T2,conjunto,0.35248533532437354
d_exceso,-0.0028148285359973838,0.011366454220973236,-0.02536833968068346,0.019738682608688694,0.8049231374705093,359,100,12,m6_ln_sn_dep,T2,conjunto,0.9052417624058064
d_aire,0.005456485814288563,0.0025751742480017536,0.00034678141811467916,0.010566190210462447,0.03660298230995069,359,100,12,m6_ln_sn_dep,T2,conjunto,0.14936928539406075
gn_0,0.16531211597327292,0.04708074731122717,0.07189369906497933,0.2587305328815665,0.0006733039224024035,359,100,15,m6_ln_sn_dep,T2,acoplado,0.012667959226339974
gn_1,0.04705158763043041,0.024471089108017787,-0.0015043622014802235,0.09560753746234105,0.057386436824182395,359,100,15,m6_ln_sn_dep,T2,acoplado,0.21041693502200212
gn_2,0.00131297177558446,0.0235451354443952,-0.04540568510058268,0.048031628651751604,0.9556421724701665,359,100,15,m6_ln_sn_dep,T2,acoplado,0.96863247022729
gn_3,0.017136336674241366,0.026057588800077906,-0.034567572740341584,0.06884024608882432,0.5123000053501178,359,100,15,m6_ln_sn_dep,T2,acoplado,0.735712073206556
d_carbon,-0.0026399594763595116,0.00679726796462972,-0.016127213796253106,0.010847294843534082,0.6985648188081379,359,100,15,m6_ln_sn_dep,T2,acoplado,0.8699109064403228
d_exceso,-0.0017615182674939162,0.011159631213093999,-0.023904647693967922,0.02038161115898009,0.8748985928976651,359,100,15,m6_ln_sn_dep,T2,acoplado,0.9197446911209732
d_aire,0.005564534492814297,0.00259961603588376,0.00040633228679785686,0.010722736698830736,0.03476886501152189,359,100,15,m6_ln_sn_dep,T2,acoplado,0.14936928539406075
C_x_exceso,-0.0011787322505960808,0.001319513175184891,-0.0037969326606395594,0.0014394681594473977,0.3738584275511103,359,100,15,m6_ln_sn_dep,T2,acoplado,0.616866405459332
