Batch,orden_escalon_fase,inicio_bloque,receta__gn,hist__gn,rec__gn,z_hist__gn,z_rec__gn,dev_hist__gn,dev_rec__gn,beta__gn,t__gn,motivo__gn,valor_hist_pp__gn,valor_rec_pp__gn,receta__carbon,hist__carbon,rec__carbon,z_hist__carbon,z_rec__carbon,dev_hist__carbon,dev_rec__carbon,beta__carbon,t__carbon,motivo__carbon,valor_hist_pp__carbon,valor_rec_pp__carbon
AP0141,0,140,26.666666666666668,28.2383656028465,23.7565661838784,0.5400840780157301,-1.0,1.571698936179832,-2.910100482788266,-1.9495242231328334,-2.7072066004051605,recomendar,-1.052906992620029,1.9495242231328336,60.0,58.37689957157257,55.0089902171328,-0.18386066184508112,-0.5653688126016464,-1.6231004284274277,-4.991009782867202,-2.1089347520910238,-1.1307376252032932,recomendar,0.3877501393075477,1.1923259366440497
AP0141,1,140,25.833333333333332,24.91860577392578,23.143507197407892,-0.3400693997245435,-1.0000000000000002,-0.9147275594075523,-2.68982613592544,-1.9495242231328334,-2.7072066004051605,recomendar,0.6629735323092396,1.949524223132834,18.333333333333332,33.50466895470253,18.333333333333332,2.3236118376063395,0.0,15.171335621369199,0.0,-2.1089347520910238,-1.1307376252032932,recomendar,-4.900345754698093,-0.0
AP0141,2,140,17.5,18.727368842230902,17.5,0.4491370267836829,0.0,1.2273688422309021,0.0,-1.9495242231328334,-2.7072066004051605,ejecutar la receta: horno frio,-0.87560351322065,-0.0,16.666666666666668,8.590837872217572,12.919700317689735,-1.2185382282759274,-0.5653688126016465,-8.075828794449096,-3.746966348976933,-2.1089347520910238,-1.1307376252032932,recomendar,2.569817616362528,1.19232593664405
AP0141,3,140,16.666666666666668,16.77402756302445,16.666666666666668,0.058364988048211476,0.0,0.10736089635778256,0.0,-1.9495242231328334,-2.7072066004051605,ejecutar la receta: horno frio,-0.11378395798284659,-0.0,13.333333333333334,7.474033482869467,10.798737010587445,-1.306979486005464,-0.5653688126016465,-5.859299850463867,-2.534596322745889,-2.1089347520910238,-1.1307376252032932,recomendar,2.756334458306987,1.1923259366440497
AP0142,0,140,26.666666666666668,28.80297059235749,23.7565661838784,0.7340997117886309,-1.0,2.1363039256908216,-2.910100482788266,-1.9495242231328334,-2.7072066004051605,recomendar,-1.4311451703267675,1.9495242231328336,60.0,43.982617853176414,55.0089902171328,-1.8144080495338533,-0.5653688126016464,-16.017382146823586,-4.991009782867202,-2.1089347520910238,-1.1307376252032932,recomendar,3.826468190135635,1.1923259366440497
AP0142,1,140,25.833333333333332,26.243389838324656,23.143507197407892,0.1524472156451271,-1.0000000000000002,0.4100565049913243,-2.68982613592544,-1.9495242231328334,-2.7072066004051605,recomendar,-0.2971995396493299,1.949524223132834,18.333333333333332,41.912098889473164,18.333333333333332,3.6112772223706546,0.0,23.57876555613983,0.0,-2.1089347520910238,-1.1307376252032932,recomendar,-7.615948033692218,-0.0
AP0142,2,140,17.5,20.94432268778483,17.5,1.2603976881663688,0.0,3.4443226877848296,0.0,-1.9495242231328334,-2.7072066004051605,ejecutar la receta: horno frio,-2.457175823860959,-0.0,16.666666666666668,15.621316746303012,12.919700317689735,-0.15772979743749066,-0.5653688126016465,-1.0453499203636554,-3.746966348976933,-2.1089347520910238,-1.1307376252032932,recomendar,0.33264185125620177,1.19232593664405
AP0142,3,140,16.666666666666668,16.838370530870225,16.666666666666668,0.09334398577183552,0.0,0.17170386420355754,0.0,-1.9495242231328334,-2.7072066004051605,ejecutar la receta: horno frio,-0.18197636134595988,-0.0,13.333333333333334,5.8407876756456165,10.798737010587445,-1.6712924278456078,-0.5653688126016465,-7.492545657687717,-2.534596322745889,-2.1089347520910238,-1.1307376252032932,recomendar,3.5246466819901823,1.1923259366440497
AP0143,0,140,27.5,28.157035637257035,24.589899517211734,0.2257776462163626,-1.0,0.6570356372570352,-2.910100482788266,-1.9495242231328334,-2.7072066004051605,recomendar,-0.44015899034071404,1.9495242231328336,60.0,60.57726158225228,55.0089902171328,0.06539071440790262,-0.5653688126016464,0.5772615822522766,-4.991009782867202,-2.1089347520910238,-1.1307376252032932,recomendar,-0.13790475007888506,1.1923259366440497
AP0143,1,140,25.0,24.502492565298184,22.31017386407456,-0.18495895628980802,-1.0000000000000002,-0.49750743470181646,-2.68982613592544,-1.9495242231328334,-2.7072066004051605,recomendar,0.3605819655723477,1.949524223132834,18.333333333333332,22.841459929637423,18.333333333333332,0.6904557770013126,0.0,4.508126596304091,0.0,-2.1089347520910238,-1.1307376252032932,recomendar,-1.4561261829000784,-0.0
