contraccion,muestra,n,pendiente,se,t,p_unilateral,spearman_parcial,p_spearman,p_perm_bloques,kpi_res_tercio_bajo,kpi_res_tercio_medio,kpi_res_tercio_alto,valor_rec_medio_pp
ols,todo,222,0.5124756199625564,0.2298257024871127,2.229844679758101,0.012878878019339806,0.2002976740513011,0.002717928182029145,0.054789042191561686,-1.0255070378220474,0.2813215984191489,0.7441854394069117,1.347080367013111
ols,DEV,159,0.6203984173930372,0.2747439193567803,2.25809699026457,0.011969806624080846,0.2675274659660855,0.0006516983303420511,0.025994801039792043,-1.2021305660444082,-0.1515037822164163,1.3536343482632762,1.3765722571069245
ols,lockbox,63,0.046057383350552206,0.5136864228668481,0.08966050356851786,0.4642785015329917,-0.04329877112135177,0.7361550582203336,0.5186962607478505,-0.3075765234054478,0.8924955561843061,-0.5849190327787067,1.2726484539191991
