regimen,n,b_gn,t_gn,b_carbon,t_carbon
DEV_t1,99,-0.5330234654944446,-0.8353345148271918,-0.2687035666955664,-0.2650257136717219
DEV_t2,99,-3.38315655397824,-3.6661790255839306,0.4825246438048616,0.22514531046771957
DEV_t3,100,-1.0687796818681272,-1.2314171141217611,3.030994160360666,1.4362031099293375
LOCKBOX,63,1.364417410194545,1.81473267131929,2.1433486284028374,1.3513669906857604
