Batch,fecha_batch,es_lockbox,rendimiento_proxy_batch,recuperacion_refinada_pct,sn_perdido_escoria_frac,recuperacion_real_pct,f_metal,f_dross,f_polvo,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,T_media_R,R_sum_ln_sn_dep,R_sum_ln_feo_ret,R_n_validos,R_lnirf_twmean,R_lnirf_fin,F_lnirf_F0,F_lnirf_fin,F_sum_d_lnirf,F_sum_ln_sn_dep,F_sn_ext_kg,R_sdi_w10,idx_cronologico,recuperacion_refinada_pct_next,rendimiento_proxy_batch_next,recuperacion_real_pct_next,f_metal_next,f_dross_next,f_polvo_next,es_dev,R_sum_m6_ln_sn_dep,R_sum_m6_ln_feo_ret,F_sum_m6_ln_sn_dep,F_m6_sn_ext_kg,R_m6_masa_fin_kg,F_m6_masa_fin_kg,m6_k_anclaje,z_hist__gn,z_rec__gn,dev_hist__gn,dev_rec__gn,beta__gn,t__gn,valor_hist_pp__gn,valor_rec_pp__gn,z_hist__carbon,z_rec__carbon,dev_hist__carbon,dev_rec__carbon,beta__carbon,t__carbon,valor_hist_pp__carbon,valor_rec_pp__carbon,valor_hist_pp,valor_rec_pp,valor_receta_pp
AP0151,2026-06-10 04:34:00,False,57.404971526154746,56.22324531862023,0.020585781616425065,63.15910533862588,0.5740497152615475,0.18636904392452736,0.23958124081392515,29.754759999999997,9.660079999999999,12.418231612,47.11080032003404,38.68303051,270.8754835471877,0.45678746094089673,20.60120114986305,1040.1249884853282,1012.6780702650124,2.105229944373558,-0.24576466956027085,4,-1.324723703167881,-1.3841541149836125,-1.4414068780630047,-1.1674469320881606,0.2739599459748441,3.7133439690171874,33956.509480224384,-0.3524167512291503,151,70.23974689959972,71.15277172170163,73.7763491051641,0.7115277172170162,0.09815900106246724,0.19031328172051648,True,2.135077176240474,-0.27969431883037404,3.331788861716877,33221.87158411273,56759.54756754086,73096.09997654101,0.864757348795601,0.43833884325729244,-0.5000000000000002,1.18803759201203,-1.3751609677182381,-2.648434329971797,-3.85338691087239,-1.1609116406427398,1.3242171649858991,-0.39581015522643426,0.0,-1.1368167200293717,0.0,0.0,-0.5374004186507493,0.0,0.0,-1.1609116406427398,1.3242171649858991,1.1609116406427398
AP0152,2026-06-10 12:19:00,False,71.15277172170163,70.23974689959972,0.012831893965747286,73.7763491051641,0.7115277172170162,0.09815900106246724,0.19031328172051648,38.46696,5.30672,10.288809864,52.13996147351704,38.68303051,270.8754835471877,0.4715821657970318,22.38113357759371,1036.1099498140468,1004.0584802239404,2.785535896300209,-0.05814496282272989,3,-1.295465095295182,-1.346456365114948,-0.955797235278371,-1.2465959165464702,-0.29079868126809916,3.640486664780022,38843.26895287764,2.20408626807291,152,67.16119932511415,67.8650647984966,68.94541365682505,0.678650647984966,0.1503186217255262,0.17103073028950785,True,2.927303145010363,-0.220663217551125,3.132517256607288,36082.55935869593,59816.93766150655,78622.74381868434,0.9625731224766744,0.0773388724999568,0.0,0.25922723352708443,0.0,-2.648434329971797,-3.85338691087239,-0.2048269249701974,0.0,-0.1924603636403367,0.0,-0.11658147576335276,0.0,0.0,-0.5374004186507493,0.0,0.0,-0.2048269249701974,0.0,0.2048269249701974
AP0153,2026-06-10 19:46:00,False,67.8650647984966,67.16119932511415,0.010371543524968775,68.94541365682505,0.678650647984966,0.1503186217255262,0.17103073028950785,34.56852,7.6568,8.71181548,50.13896960871739,38.68303051,270.6888093640446,0.4660734359760757,19.812827349880013,1037.2386876338367,1054.0703688545686,3.1441485735330286,-0.2732537639296354,3,-1.423208361963373,-1.4866431123544068,-1.3154503548684322,-1.3032085898280765,0.012241765040355679,4.288928811253771,35793.34065313781,0.4116109342366743,153,63.36942100327135,64.25260676394039,62.64163153414071,0.6425260676394039,0.1469630268292861,0.21051090553131005,True,3.2398660258355587,-0.37135257477080674,3.9458469402111014,34429.553885126545,55971.084014438726,77703.75513166694,1.0121685255367725,0.0741956983204477,-0.6645732845097327,-0.010166760621249438,-1.816908171968998,-2.648434329971797,-3.85338691087239,-0.19650243456810457,1.7600787014776904,-0.2493693650182845,0.0,-0.6594321114812949,0.0,0.0,-0.5374004186507493,0.0,0.0,-0.19650243456810457,1.7600787014776904,0.19650243456810457
AP0154,2026-06-11 03:08:00,False,64.25260676394039,63.36942100327135,0.013745524191941427,62.64163153414071,0.6425260676394039,0.1469630268292861,0.21051090553131005,31.27572,7.1536,10.246868524000002,49.92800990975822,38.68303051,270.3621295435442,0.4698447028625971,19.877247189654305,1092.4684932971938,1089.5157284192994,2.6625606958473265,-0.3308786972165885,3,-1.3983652917239728,-1.4766110990616974,-1.4199304346235773,-1.2078251972211873,0.21210523740238996,4.335023034570569,36431.05149272326,-0.6462262763185587,154,66.37590073602613,67.62038048269191,64.81252050857003,0.6762038048269192,0.17000057581094433,0.15379561936213648,True,2.7279188636340326,-0.39620094661256194,4.210839653795782,36741.40070124664,55727.91115853938,73483.85244383401,1.0458349203026824,-0.6991911072358932,-0.7968033704759434,-1.6697761753930003,-2.0529866049704806,-2.648434329971797,-3.85338691087239,1.8517617316145318,2.1102814006057247,-0.11979764447297087,0.0,-0.04289559291136902,0.0,0.0,-0.5374004186507493,0.0,0.0,1.8517617316145318,2.1102814006057247,-1.8517617316145318
AP0155,2026-06-11 10:58:00,False,67.62038048269191,66.37590073602613,0.018403915177382466,64.81252050857003,0.6762038048269192,0.17000057581094433,0.15379561936213648,35.0056,8.80056,7.961664656,54.010551858373226,38.68303051,270.3621295435442,0.466214945808994,23.580284962920544,1085.978707941321,1058.6656414501242,2.7039335792980213,-0.0956420077965368,4,-1.231227755562706,-1.2720923265268655,-1.2511977053574297,-1.172429694240993,0.07876801111643661,4.329617527965997,37992.00141489014,1.7475135013326533,155,67.9602757978706,68.93970821422688,65.52271965813638,0.6893970821422688,0.1658897281311395,0.1447131897265917,True,2.766145005060983,-0.18347381184315623,3.8429020861539978,36245.52318634221,61697.48695458065,79330.22262260203,1.0553796834272666,-0.47004912844268215,-0.7968033704759434,-1.066268831394125,-2.0529866049704806,-2.648434329971797,-3.85338691087239,1.244894248540922,2.1102814006057247,-0.22645418918459292,0.0,-0.24950779085438501,0.0,0.0,-0.5374004186507493,0.0,0.0,1.244894248540922,2.1102814006057247,-1.244894248540922
AP0156,2026-06-11 18:36:00,False,68.93970821422688,67.9602757978706,0.01420708676794423,65.52271965813638,0.6893970821422688,0.1658897281311395,0.1447131897265917,32.91624,7.92064,6.909536184000001,50.236376285569186,38.68303051,270.35441886312844,0.4650738700673597,18.869123949542093,1063.0441945348025,1038.410411161855,2.9060137919307714,-0.2648760580288865,3,-1.377336910695396,-1.452730706719328,-1.3646028035082476,-1.2591181326374177,0.10548467087082991,4.019892870101444,36101.17900183142,0.2572532116419066,156,70.20792602921432,70.87437249317207,80.81828607072019,0.7087437249317207,0.07972764671832977,0.21152862834994962,True,2.9614657601857415,-0.32392337244454006,3.4497887587989404,34670.26130383159,57039.522479077474,76583.9849987401,1.0930328056482739,0.11594659348457736,-0.5000000000000002,0.07369757740585836,-1.3751609677182381,-2.648434329971797,-3.85338691087239,-0.307076938627839,1.3242171649858991,-0.2473226547633792,0.0,-0.6265516731611593,0.0,0.0,-0.5374004186507493,0.0,0.0,-0.307076938627839,1.3242171649858991,0.307076938627839
AP0157,2026-06-12 01:58:00,False,70.87437249317207,70.20792602921432,0.009403207965219722,80.81828607072019,0.7087437249317207,0.07972764671832977,0.21152862834994962,40.3074,4.5342400000000005,12.029974635999999,49.8741088925456,38.661193440000005,270.33385704868624,0.46309488166857055,18.901138218482355,1062.5794229835406,1025.817198417924,2.5101446865132138,-0.12863566049973085,4,-1.303423797885953,-1.3248232138605172,-1.2946332819850144,-1.216010571456886,0.0786227105281283,3.8629737586529282,38500.030132317595,1.2237880815159052,157,71.286399896656,72.61908325123001,75.1663904892895,0.7261908325123002,0.13950207164741357,0.13430709584028627,True,2.6086203319775736,-0.23006259509003296,3.3007691128110928,37516.06303698372,57122.31713178091,71865.46024476724,0.8347294112366686,-0.07273730871913955,-0.5000000000000002,-0.15759188362404286,-1.3751609677182381,-2.648434329971797,-3.85338691087239,0.1926399854815261,1.3242171649858991,0.06221432667470536,0.0,0.5748185998865112,0.0,0.0,-0.5374004186507493,0.0,0.0,0.1926399854815261,1.3242171649858991,-0.1926399854815261
AP0158,2026-06-12 09:41:00,False,72.61908325123001,71.286399896656,0.01835169620585148,75.1663904892895,0.7261908325123002,0.13950207164741357,0.13430709584028627,37.975,7.29504,7.0233769640000006,50.52124992673564,38.661193440000005,270.33385704868624,0.46520550621890966,19.48101054830905,1063.9875641245842,1068.8295698083784,2.5680933723358366,-0.13408673716630634,4,-1.2606681981550545,-1.281026245522896,-1.172919862735365,-1.182942253417445,-0.010022390682079996,3.794934751819861,34855.00328312765,1.227226000672773,158,77.36984939134257,79.06775670112962,73.28734518556259,0.7906775670112963,0.06742519133641707,0.14189724165228654,True,2.677694409350371,-0.25366401478141276,3.173282389605761,32974.97248643765,57832.66986675891,78534.9273470119,0.9820017698974207,-1.3808764537650817,-0.7191886156804272,-3.240152534204083,-1.8446532716371475,-2.648434329971797,-3.85338691087239,3.6571606056011556,1.9047238194929363,0.035998394908443254,0.0,1.1168427441717752,0.0,0.0,-0.5374004186507493,0.0,0.0,3.6571606056011556,1.9047238194929363,-3.6571606056011556
AP0159,2026-06-12 17:16:00,False,79.06775670112962,77.36984939134257,0.02147407970868636,73.28734518556259,0.7906775670112963,0.06742519133641707,0.14189724165228654,36.45796,3.10896,6.54284904,49.746596643238924,38.661193440000005,270.33385704868624,0.46736079007166165,19.082361628752594,1081.4262780975805,1068.4330937428083,2.2068347505282513,-0.13724775257820576,3,-1.3669516273509996,-1.4371052702315004,-1.3292320787722227,-1.3235307879287528,0.0057012908434699305,3.9074038475450807,38401.01449507408,0.8343572247461937,159,64.73236719558052,65.36215586362145,70.29780110447513,0.6536215586362146,0.14211354708239224,0.20426489428139316,True,2.287819837777056,-0.2197671636180702,3.555713208928239,37949.005754434584,56743.6272802963,70179.6775974099,1.1640169756738223,-0.35518180577696434,-0.5869585297142165,-1.3622643929141973,-1.6085748386356649,-2.648434329971797,-3.85338691087239,0.9406756878010873,1.5545211203649019,0.05613601117517894,0.0,1.0429071958064895,0.0,0.0,-0.5374004186507493,0.0,0.0,0.9406756878010873,1.5545211203649019,-0.9406756878010873
AP0160,2026-06-13 00:38:00,False,65.36215586362145,64.73236719558052,0.009635371718077707,70.29780110447513,0.6536215586362146,0.14211354708239224,0.20426489428139316,34.978159999999995,7.605119999999999,10.931111528,49.75711821770382,38.661193440000005,270.2033740983223,0.4651754867071772,19.02166239221368,1102.9892955398598,1068.253666260569,2.7300181884661168,-0.18109639042796916,3,-1.3586730296833176,-1.3373930236614389,-1.3960476043270715,-1.260538802776073,0.13550880155099843,4.257235669320905,37122.63857564359,0.9190542841864251,160,72.35892775745542,73.58917465220368,72.31558069968986,0.7358917465220367,0.09803702804957856,0.16607122542838468,True,2.812126104422928,-0.263858449540378,3.6524574835888486,36467.36734296866,56522.72866106043,72630.23883809977,0.8908411841405287,0.33404819821552456,-0.5869585297142165,0.6834716594837307,-1.6085748386356649,-2.648434329971797,-3.85338691087239,-0.884704716019219,1.5545211203649019,-0.0009722556621348244,0.0,0.6757071550235427,0.0,0.0,-0.5374004186507493,0.0,0.0,-0.884704716019219,1.5545211203649019,0.884704716019219
AP0161,2026-06-13 08:38:00,False,73.58917465220368,72.35892775745542,0.016717769978568768,72.31558069968986,0.7358917465220367,0.09803702804957856,0.16607122542838468,36.09732,4.80896,8.146206552,49.91637991528265,38.661193440000005,270.2033740983223,0.45994619144153503,19.08428330041241,1071.731471703839,1067.062486508698,2.645102861798826,-0.12737818472870113,4,-1.2738232445323767,-1.3403294074195944,-1.1102334199938766,-1.1685031219765847,-0.05826970198270809,3.831564567420701,36192.275591799,1.3713210145118149,161,79.92966748153054,82.04861096752636,77.90919830891345,0.8204861096752636,0.06895839545602223,0.11055549486871422,True,2.7553910843814733,-0.24363216651464423,3.3201284520460783,34775.82868167609,56941.25745313223,75594.6913615237,1.061802899522064,-0.5384329517073347,-0.7988709952866573,-1.0882560996807444,-2.0062606220806365,-3.087209654084543,-3.607425137082908,1.6622554065881205,2.4662822490170955,0.6283300537683942,0.0,3.318700027234433,0.0,0.0,0.16118363460282878,0.0,0.0,1.6622554065881205,2.4662822490170955,-1.6622554065881205
AP0162,2026-06-13 16:16:00,False,82.04861096752636,79.92966748153054,0.02582546445343787,77.90919830891345,0.8204861096752636,0.06895839545602223,0.11055549486871422,39.450880000000005,3.3156800000000004,5.315765264,50.636999040312936,38.661193440000005,270.2033740983223,0.46701786989497573,19.59003762636991,1088.810052651557,1059.5104487366903,2.4206839239041424,-0.15699438118582826,4,-1.3164984017901236,-1.3852122494081585,-1.2612657976455095,-1.2412675008689986,0.019998296776510882,3.5058537115319552,35016.999189137634,0.8507401120458598,162,67.56753752221942,68.27180915430661,66.05707065721455,0.6827180915430662,0.07813474167212492,0.239147166784809,True,2.5196135257230132,-0.25950538374414145,3.1035036778761675,33810.85451592772,57402.33140063128,77648.25279226915,1.1545699936915732,0.19085655308633467,-0.5975286759025322,0.5121353492736795,-1.6440119915243505,-3.087209654084543,-3.607425137082908,-0.5892141932334316,1.8446962968386518,-0.007986075017775263,0.0,0.8532973984925285,0.0,0.0,0.16118363460282878,0.0,0.0,-0.5892141932334316,1.8446962968386518,0.5892141932334316
AP0163,2026-06-13 23:47:00,False,68.27180915430661,67.56753752221942,0.010315701909926119,66.05707065721455,0.6827180915430662,0.07813474167212492,0.239147166784809,33.8198,3.8705600000000002,11.846631064,51.19785007648731,38.661193440000005,268.83244508966925,0.46834167096829465,20.301265899327795,1090.8798543331263,1067.5502030761807,3.4095558531429577,-0.2947514225407984,3,-1.463599043698723,-1.510768796676224,-1.2363052783089363,-1.2838170861528826,-0.04751180784394626,2.8426260408040105,33276.46177906434,0.4620416277349739,163,69.82753416358047,70.82211568321414,74.18462740464771,0.7082211568321414,0.12278353036371618,0.16899531280414237,True,3.478800586385502,-0.36458616758970175,2.7040318750914802,32429.951343937064,56844.20053859318,81350.64253303496,1.0749514641963718,0.21431799951839045,-0.7988709952866573,0.5660845891027826,-2.0062606220806365,-3.087209654084543,-3.607425137082908,-0.6616445971572615,2.4662822490170955,0.008875835569200019,0.0,0.9886485975336767,0.0,0.0,0.16118363460282878,0.0,0.0,-0.6616445971572615,2.4662822490170955,0.6616445971572615
AP0164,2026-06-14 07:52:00,False,70.82211568321414,69.82753416358047,0.014043374870109891,74.18462740464771,0.7082211568321414,0.12278353036371618,0.16899531280414237,37.22236,6.453200000000001,8.881977488,50.175300870579015,38.63335399999999,268.69535218880395,0.4626601321232604,19.397204080129885,1141.49496932108,1107.769957624786,1.750522525681267,-0.24556087741580093,2,-1.3527065809909995,-1.3501852219781234,-1.1911752876349462,-1.2336726315842264,-0.042497343949280175,4.505792219030235,40800.812259621656,-0.7050862484767424,164,71.64698373868731,72.89123557366597,75.31858736879063,0.7289123557366597,0.1122670661555655,0.15882057810777472,True,1.6741108978514463,-0.17411588927401284,4.16530300972853,40592.436177398544,59310.132640171425,68321.74835414352,0.9301220607894852,-0.8343790654449957,-0.7988709952866573,-1.9194257383732896,-2.0062606220806365,-3.087209654084543,-3.607425137082908,2.5759031060078295,2.4662822490170955,0.09248037266064991,0.0,0.7579856653495298,0.0,0.0,0.16118363460282878,0.0,0.0,2.5759031060078295,2.4662822490170955,-2.5759031060078295
