Batch,fecha_batch,es_lockbox,rendimiento_proxy_batch,recuperacion_refinada_pct,sn_perdido_escoria_frac,recuperacion_real_pct,f_metal,f_dross,f_polvo,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,T_media_R,R_sum_ln_sn_dep,R_sum_ln_feo_ret,R_n_validos,R_lnirf_twmean,R_lnirf_fin,F_lnirf_F0,F_lnirf_fin,F_sum_d_lnirf,F_sum_ln_sn_dep,F_sn_ext_kg,R_sdi_w10,idx_cronologico,recuperacion_refinada_pct_next,rendimiento_proxy_batch_next,recuperacion_real_pct_next,f_metal_next,f_dross_next,f_polvo_next,es_dev,R_sum_m6_ln_sn_dep,R_sum_m6_ln_feo_ret,F_sum_m6_ln_sn_dep,F_m6_sn_ext_kg,R_m6_masa_fin_kg,F_m6_masa_fin_kg,m6_k_anclaje,z_hist__gn,z_rec__gn,dev_hist__gn,dev_rec__gn,beta__gn,t__gn,valor_hist_pp__gn,valor_rec_pp__gn,z_hist__carbon,z_rec__carbon,dev_hist__carbon,dev_rec__carbon,beta__carbon,t__carbon,valor_hist_pp__carbon,valor_rec_pp__carbon,valor_hist_pp,valor_rec_pp,valor_receta_pp
AP0187,2026-06-22 01:16:00,False,64.03645857564088,62.86507158225252,0.018292501169543764,68.24507003553833,0.6403645857564088,0.1233817526181193,0.236253661625472,34.770399999999995,6.69936,12.82805842,50.949321294407724,38.9181859,260.1628198054785,0.43055311584543804,19.539524506361442,1144.6515021371779,1139.3030980880926,2.663351726292787,-0.26944146015979586,4,-1.4971194752500594,-1.5863561611732608,-1.665643894839402,-1.3934702000220827,0.27217369481731923,3.001864976070153,32440.22342857212,-0.031062875305171822,187,70.89124963941455,72.62896642012767,77.84680425210846,0.7262896642012766,0.10413796974478494,0.16957236605393855,True,2.7687859249472595,-0.38240891572283997,2.818112940671975,31154.817058731136,57927.25259287156,81465.60318614052,0.9672635779870797,2.048990668855607,-0.8783375373499136,4.699905324659763,-2.1475678018739517,-2.222010557008414,-3.34204150971703,-4.552878897408891,1.9516752806082802,0.07437571059596976,0.5891684637928984,1.0134785058391402,3.4574003438659204,1.5251666589075246,1.3469277337616323,0.11343535403352828,0.8985800974566939,-4.439443543375362,2.850255378064974,4.439443543375362
AP0188,2026-06-22 09:27:00,False,72.62896642012767,70.89124963941455,0.023925946717472994,77.84680425210846,0.7262896642012766,0.10413796974478494,0.16957236605393855,39.13532,5.611360000000001,9.137220500000002,50.272224243476295,38.9181859,260.1628198054785,0.44886256153283294,19.40101904114167,1138.610815239008,1088.5318468940602,2.2913826206273322,-0.24618214232165392,4,-1.5556279729634324,-1.6816472372876359,-1.6111763888668602,-1.4152307811346334,0.19177374245773482,1.7275207237913575,16196.017360549577,-0.17043880258920696,188,71.80665930929668,72.57204105498306,72.69863885317751,0.7257204105498306,0.11076384299909155,0.16351574645107797,True,2.448756674651921,-0.40328723016152607,1.6042119352796846,15621.544486760893,50017.09101771652,70582.33070831624,1.1542739732695764,0.6746102311077128,-0.8783375373499136,1.6351364486129176,-2.1475678018739517,-2.222010557008414,-3.34204150971703,-1.4989910553872239,1.9516752806082802,0.00793960264141741,0.5891684637928984,0.5352535126182156,3.4574003438659204,1.5251666589075246,1.3469277337616323,0.012109217233663927,0.8985800974566939,-1.48688183815356,2.850255378064974,1.48688183815356
AP0189,2026-06-22 17:30:00,False,72.57204105498306,71.80665930929668,0.010546509848145272,72.69863885317751,0.7257204105498306,0.11076384299909155,0.16351574645107797,35.2506,5.38016,7.942491472,48.4886657523152,38.9181859,260.1628198054785,0.45104418734629254,19.225997885727708,1108.9374279198087,1087.843365079406,2.7039888244255286,-0.13453092443956344,4,-1.4305351176146235,-1.5124167735153582,-1.3116743239505642,-1.274605256710724,0.03706906723984016,3.9247010513348948,37861.79115077467,1.3586795800298943,189,66.81005936546053,67.47735364116184,74.92127868008386,0.6747735364116184,0.07747257609514883,0.24775388749323263,True,2.8213838465005328,-0.26125418091962493,3.8485268325097888,37513.85062240444,55632.397441684574,67497.97125546861,1.1072483963163888,0.42895200336882655,-0.8783375373499136,0.8257413279215484,-2.1475678018739517,-2.222010557008414,-3.34204150971703,-0.9531358799354415,1.9516752806082802,-0.1463601593424178,0.5891684637928984,-0.4181723818398029,3.4574003438659204,1.5251666589075246,1.3469277337616323,-0.22322363522144828,0.8985800974566939,-1.1763595151568897,2.850255378064974,1.1763595151568897
AP0190,2026-06-23 01:25:00,False,67.47735364116184,66.81005936546053,0.009889158950274247,74.92127868008386,0.6747735364116184,0.07747257609514883,0.24775388749323263,37.52616,4.30848,13.778329352000004,50.08745267180749,39.011745600000005,259.53462293396666,0.4424681869683352,18.854805466141237,1119.6571244642348,1090.3277025373375,2.871683857879476,-0.2565415241952763,3,-1.4175008063811694,-1.5243116343398866,-1.396720792103657,-1.2917742151863894,0.10494657691726772,3.7517130122257196,35380.569746580964,0.3062686159267125,190,69.79776534234806,70.41753166784619,66.91714333045738,0.7041753166784619,0.16344195678198742,0.13238272653955063,True,2.9798593599682217,-0.36559896755326493,3.577568430109952,34604.17205035221,57295.01311026338,77603.61810303973,0.8906485582221978,0.9253942738030844,-0.8783375373499136,2.189215626775483,-2.1475678018739517,-2.222010557008414,-3.34204150971703,-2.0562358457855883,1.9516752806082802,0.3637593533363361,0.5891684637928984,2.3308337910564343,3.4574003438659204,1.5251666589075246,1.3469277337616323,0.5547936375743414,0.8985800974566939,-1.5014422082112469,2.850255378064974,1.5014422082112469
AP0191,2026-06-23 09:32:00,False,70.41753166784619,69.79776534234806,0.008801307157733407,66.91714333045738,0.7041753166784619,0.16344195678198742,0.13238272653955063,35.1918,8.16816,6.615946804,52.590111066475295,39.011745600000005,259.53462293396666,0.4312983744394003,19.523458036794686,1077.8927077988496,1083.7632781056936,3.51757240258413,-0.3137919390375952,4,-1.4326429790311452,-1.625735478652591,-1.557361381509625,-1.3512604372255517,0.20610094428407333,4.639874760524685,37609.24361092053,0.3796530122081778,191,69.72912579126411,71.22162920900416,67.92857617556784,0.7122162920900417,0.12458713682241547,0.1631965710875428,True,3.6241090006704235,-0.42562406782845075,4.1429559899092645,35785.81247304132,57773.63857146922,81173.46896650881,1.1751826646479822,0.4451644516574532,-0.8312724808085883,1.0424762221442307,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,-1.0427707860390523,1.9472054765334534,-0.0680190130809945,0.0,0.033890185071598466,0.0,0.0,0.2738869149207891,0.0,0.0,-1.0427707860390523,1.9472054765334534,1.0427707860390523
AP0192,2026-06-23 17:24:00,False,71.22162920900416,69.72912579126411,0.020955760691183014,67.92857617556784,0.7122162920900417,0.12458713682241547,0.1631965710875428,34.01384,5.95,7.793899296000001,50.07294707913207,39.011745600000005,259.53462293396666,0.4353190275906991,19.666592938620468,1096.118162552362,1119.0855513101765,2.284020458505399,-0.17078962876044765,4,-1.404047398098245,-1.4389188358075247,-1.2661960131583705,-1.30570037213451,-0.039504358976139464,4.606828418197545,37671.06756184831,0.5761241709009224,192,63.61816949636374,64.57168749074502,68.3697539219907,0.6457168749074501,0.11834470277002282,0.23593842232252707,True,2.341709359894883,-0.23256039948192753,4.33476103010783,37518.38603035777,57381.876457320766,70370.90352617667,1.1234379802865995,-0.18570065921955964,-0.8312724808085883,-0.49028869075953496,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,0.43499255536099213,1.9472054765334534,-0.11466988187977978,0.0,-0.2541888984652916,0.0,0.0,0.2738869149207891,0.0,0.0,0.43499255536099213,1.9472054765334534,-0.43499255536099213
AP0193,2026-06-24 01:31:00,False,64.57168749074502,63.61816949636374,0.014766812382252425,68.3697539219907,0.6457168749074501,0.11834470277002282,0.23593842232252707,34.356840000000005,6.296799999999999,12.553642224,50.251519172060895,39.0117456,258.8236152628452,0.44289852244535144,19.26203491652629,1131.4406948148378,1122.9486704711362,2.206550716538011,-0.361742022003563,3,-1.5686840828754038,-1.6574085760848265,-1.446536472823363,-1.3279319192529466,0.11860455357041633,4.131778557501761,39356.77729910886,-1.4108695034976186,193,62.81111960119818,64.90903076848403,68.00994850866645,0.6490903076848402,0.18712496911168688,0.1637847232034729,True,2.225939174640235,-0.38730999132057886,3.759274222163006,38730.32249621565,56578.434430075664,70201.19431963492,0.9463603256510089,0.5668298903249724,-0.8312724808085883,1.3077673520688649,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,-1.327764712757035,1.9472054765334534,-0.0630054639888615,0.0,0.14285567968097435,0.0,0.0,0.2738869149207891,0.0,0.0,-1.327764712757035,1.9472054765334534,1.327764712757035
AP0194,2026-06-24 09:18:00,False,64.90903076848403,62.81111960119818,0.032320790226688684,68.00994850866645,0.6490903076848402,0.18712496911168688,0.1637847232034729,34.09812,9.830079999999999,8.603966320000001,50.13695900042463,39.0117456,258.8236152628452,0.43885191405411056,19.332448133795967,1119.2185836493925,1088.850764453494,1.3929474514502045,-0.20747264580877686,4,-1.5350226745780817,-1.586713894599217,-1.4264800610521362,-1.3613575078315066,0.06512255322062965,3.7950419511141,19771.99009251966,-0.6817790066375642,194,67.37687240762436,68.15233541971674,68.76204325137799,0.6815233541971674,0.148363721949806,0.17011292385302654,True,1.517207474771912,-0.3337627526016563,3.3659340620743308,38592.71651669149,57291.309521269,70753.55496273792,0.96480412666384,-0.10010906457584223,-0.8312724808085883,0.10196298528600645,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,0.23449942502981425,1.9472054765334534,0.02832457633315974,0.0,0.6752603599670932,0.0,0.0,0.2738869149207891,0.0,0.0,0.23449942502981425,1.9472054765334534,-0.23449942502981425
AP0195,2026-06-24 17:20:00,False,68.15233541971674,67.37687240762436,0.011378377678720585,68.76204325137799,0.6815233541971674,0.148363721949806,0.17011292385302654,33.40428,7.27192,8.337938392000002,48.579533737649044,39.01174560000001,258.8236152628452,0.4253634582182381,18.161472218210356,1138.0847106090405,1077.893930368889,3.094603129109464,-0.43625520551594255,4,-1.4744765219506053,-1.663559891415179,-1.4987044616369296,-1.3581179946349298,0.14058646700199984,2.4419428728150447,34534.18664016476,-1.2679489260499617,195,59.9917793044094,60.43351411312338,75.526597493747,0.6043351411312338,0.15899614977276352,0.2366687090960027,True,3.112548512016959,-0.4541034952037255,2.5861056499403574,33632.67388758626,53673.647616600494,73948.59792062409,1.076091781837645,1.0337796262425496,-0.8312724808085883,2.742873851917409,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,-2.4215662086998826,1.9472054765334534,-0.04490037841891792,0.0,0.3686386552045664,0.0,0.0,0.2738869149207891,0.0,0.0,-2.4215662086998826,1.9472054765334534,2.4215662086998826
AP0196,2026-06-25 01:20:00,False,60.43351411312338,59.9917793044094,0.00730943442883549,75.526597493747,0.6043351411312338,0.15899614977276352,0.2366687090960027,37.60652,9.894,14.72740196,49.79241915818268,39.011745600000005,258.0312631481766,0.4401678519499633,19.054475116722315,1147.601975964693,1079.796968135781,2.0553930719158178,-0.2454396263931717,3,-1.5388446037710646,-1.5893885608952454,-1.6331050478428923,-1.3838041462705457,0.24930090157234663,5.123376165430281,40751.944520154764,-0.3990031920158992,196,68.26552873092122,69.1823778249205,73.10837013362101,0.6918237782492049,0.15571382264026143,0.15246239911053366,True,2.110622309309038,-0.302059380301196,4.883124625325131,40551.56434336296,56777.509458070854,67574.25459923093,0.6628417729665631,1.548745592820693,-0.8312724808085883,3.6862216870343243,-2.0733396189015436,-2.342439478616427,-3.1534356745744208,-3.6278428189563936,1.9472054765334534,0.06052433244249271,0.0,0.5394242217830056,0.0,0.0,0.2738869149207891,0.0,0.0,-3.6278428189563936,1.9472054765334534,3.6278428189563936
AP0197,2026-06-25 16:50:00,False,69.1823778249205,68.26552873092122,0.013252639224392395,73.10837013362101,0.6918237782492049,0.15571382264026143,0.15246239911053366,36.83428,8.290560000000001,8.117446776000001,50.3831229347304,39.01174560000001,258.0312631481766,0.4667750713795508,19.466862926381143,1076.757492229119,1037.2514002997432,2.7428691354154484,-0.31443142735005797,4,-1.3372493116987856,-1.3877848227224925,-1.1156499440391605,-1.159850497254408,-0.04420055321524741,3.608542844565473,36497.31221096845,-0.40144513808513116,197,70.07696314412189,70.68889790530595,68.95099876006486,0.7068889790530596,0.11871705229583834,0.1743939686511021,True,2.727953642231229,-0.29988199449982866,3.506685096759512,36503.46579553316,58834.37202594474,77056.3774360396,0.971315983437051,-0.006640059614730548,-0.5000000000000002,-0.0814781462287284,-1.3325075139007296,-2.342439478616427,-3.1534356745744208,0.015553937781911498,1.171219739308214,-0.3263395528845843,0.0,-0.6526967259408223,0.0,0.0,0.2738869149207891,0.0,0.0,0.015553937781911498,1.171219739308214,-0.015553937781911498
AP0198,2026-06-26 01:35:00,False,70.68889790530595,70.07696314412189,0.008656730820783274,68.95099876006486,0.7068889790530596,0.11871705229583834,0.1743939686511021,36.66768,6.15808,9.046147876,53.17933120533308,39.01174560000001,257.24987767998834,0.4529270268216245,19.232624859049974,1061.9920058330317,1015.9228108071507,2.7295415537515773,-0.23182901677796885,3,-1.3828238335970304,-1.4905211320045433,-1.3954482943835156,-1.2573944189426913,0.13805387544082426,4.403982339967243,44464.956170845115,0.4112513859718887,198,69.60470453679486,72.2733024603543,67.2070360894077,0.722733024603543,0.1621072484839208,0.11515972691253601,True,2.7736290381471447,-0.30102807757545513,3.7586489786313138,43837.34173118913,59393.054247767715,70226.06531535671,1.0814690877559008,0.15971335523546554,-0.25000000000000006,0.4082410911277492,-0.6477743381240115,-2.342439478616427,-3.1534356745744208,-0.37411886856584414,0.5856098696541069,-0.4522979513360852,0.0,-1.0497139423764517,0.0,0.0,0.2738869149207891,0.0,0.0,-0.37411886856584414,0.5856098696541069,0.37411886856584414
AP0199,2026-06-26 09:40:00,False,72.2733024603543,69.60470453679486,0.03692370256670254,67.2070360894077,0.722733024603543,0.1621072484839208,0.11515972691253601,35.579879999999996,7.98048,5.669270844,52.940706911500946,39.011745600000005,257.24987767998834,0.4541152900896249,20.617475090692157,1043.0784761079483,1016.9123306055121,1.8268440208009349,-0.0859179349142552,4,-1.4500549139754364,-1.4968135988420936,-1.3737352243313365,-1.3505754632810107,0.0231597610503258,3.9854607080382127,40189.41469840474,0.9676646716583829,199,71.8065918254643,73.15059361113873,68.320798902834,0.7315059361113874,0.13042928713783986,0.13806477675077275,True,1.9933809349511509,-0.2681941841310823,3.1760514094089354,37553.24994897086,60201.188865499025,77554.68062221723,1.1404480919359958,0.15033861535349838,0.0,0.3589593785603835,0.0,-2.342439478616427,-3.1534356745744208,-0.3521591077645643,0.0,-0.32109506754669015,0.0,-0.7181532623988323,0.0,0.0,0.2738869149207891,0.0,0.0,-0.3521591077645643,0.0,0.3521591077645643
AP0200,2026-06-26 17:36:00,False,73.15059361113873,71.8065918254643,0.018373081055486927,68.320798902834,0.7315059361113874,0.13042928713783986,0.13806477675077275,35.94836,6.40968,6.7849104879999995,52.61700767159624,39.01174560000001,257.24987767998834,0.44893978712971333,20.093886490063955,1044.3180247998366,1019.1544144820965,2.829455357901804,-0.20862695921405378,4,-1.326664683638862,-1.5036551882884899,-1.1728684622522731,-1.2271637303647323,-0.054295268112459105,3.901717107895406,36079.87604380811,0.7431857657612664,200,66.75306615048929,67.09957322893993,67.01358384179473,0.6709957322893993,0.13646834315398637,0.19253592455661425,True,3.0741732947224554,-0.4698823142021634,3.0622255611350617,32052.500882208078,58634.71426126093,85795.98485981971,1.1623498833379577,1.2641650396171293,-0.5000000000000002,3.0841471843013037,-1.3325075139007296,-2.342439478616427,-3.1534356745744208,-2.9612300962858633,1.171219739308214,-0.563186685672406,0.0,-2.112934106074198,0.0,0.0,0.2738869149207891,0.0,0.0,-2.9612300962858633,1.171219739308214,2.9612300962858633
AP0201,2026-06-27 01:11:00,False,67.09957322893993,66.75306615048929,0.005164072761959107,67.01358384179473,0.6709957322893993,0.13646834315398637,0.19253592455661425,35.78176,7.27736,10.267240032000002,53.394786472655106,39.01174560000001,256.5786412295219,0.45453497051957664,19.98670491702153,1027.133124852329,1001.6247510454064,3.579689285806336,-0.4213626771687676,3,-1.4409020062156481,-1.615645760406178,-1.523073538714327,-1.2618391390329187,0.2612343996814084,3.659223859231342,40495.9747078981,-0.63393748588134,201,66.4514440756962,67.12287371039088,71.60192866095987,0.6712287371039087,0.18202233415948726,0.146748928736604,True,3.5984150581135856,-0.44198151067162017,3.187546208682028,40000.20617632077,58125.05599246925,76211.54355460482,1.0536127400965076,0.86115041286249,0.0,1.990959672998498,0.0,-2.389260898247962,-3.2958911217747167,-2.057513008962436,0.0,-0.1423938491830236,0.0,0.32688962187411796,0.0,0.0,-0.22464779454340716,0.0,0.0,-2.057513008962436,0.0,2.057513008962436
AP0202,2026-06-27 09:17:00,False,67.12287371039088,66.4514440756962,0.010002992982565405,71.60192866095987,0.6712287371039087,0.18202233415948726,0.146748928736604,36.57556,9.91848,7.996416052000001,51.08180838701683,38.71286826,256.5786412295219,0.4547912874858491,19.646027403563277,1043.2208985166296,980.699619058071,2.5030065099766055,-0.281424295840708,3,-1.4765302105629003,-1.6014247516946034,-1.4575546181250034,-1.335058643975575,0.12249597414942848,4.554570159781034,40732.55319126483,-0.3112364484304746,202,66.19553935976042,67.79923190734513,63.99136378834027,0.6779923190734513,0.1611722713223264,0.1608354096042224,True,2.5525943728078535,-0.34030513933520035,3.9442033664944702,40220.61705284146,56364.48461589421,68794.73579281596,0.9668534070311304,-0.14063280349095497,0.0,-0.5423706276965059,0.0,-2.389260898247962,-3.2958911217747167,0.33600845839192806,0.0,-0.2800059364589492,0.0,-0.24837899754040116,0.0,0.0,-0.22464779454340716,0.0,0.0,0.33600845839192806,0.0,-0.33600845839192806
AP0203,2026-06-27 17:26:00,False,67.79923190734513,66.19553935976042,0.02365355037910048,63.99136378834027,0.6779923190734513,0.1611722713223264,0.1608354096042224,33.92564,8.0648,8.047943984000002,53.01596651731545,38.71286826,256.3986292481625,0.4580833924218894,20.33776128892379,1031.3249663286308,1045.0886593393168,2.487886415230057,-0.15874074246616626,4,-1.4257656363659554,-1.4762040394531744,-1.823663134761936,-1.3595918669235487,0.46407126783838737,4.048490084378311,37009.27677885121,0.9004789905683945,203,60.410093576370244,60.863310290464845,61.803108274286686,0.6086331029046486,0.15733270509625108,0.2340341919991003,True,2.504117105795002,-0.18837915613472847,3.4843706333725613,36010.322460650845,59953.27604339636,76355.39769615742,1.1068575685862698,1.1724009256875856,-0.7500000000000001,2.769672600075049,-1.983487077661036,-2.389260898247962,-3.2958911217747167,-2.8011716888150624,1.7919456736859716,-0.45379769293194744,0.0,-1.5520507984112837,0.0,0.0,-0.22464779454340716,0.0,0.0,-2.8011716888150624,1.7919456736859716,2.8011716888150624
AP0204,2026-06-28 01:44:00,False,60.863310290464845,60.410093576370244,0.007446468355593332,61.803108274286686,0.6086331029046486,0.15733270509625108,0.2340341919991003,31.755920000000007,8.20896,12.21092156,51.38239950499727,38.71286826,255.58857533204554,0.45520507638161956,19.577267913760604,1051.3351378126683,1007.9126118017128,2.8377906526956886,-0.6841461815456982,3,-1.6182021120990404,-2.0409968932341997,-1.4182072411125162,-1.3460707043293838,0.07213653678313237,3.9334482631429486,41240.277866500874,-4.003671162761293,204,63.66233755856593,64.1901037712104,63.1835363464938,0.641901037712104,0.20393106690098275,0.15416789538691336,True,2.9217059709306685,-0.7715046631499783,3.4797391898616796,40928.686903299735,53233.70433589719,69338.82769802911,1.0470229047111252,0.6774521899227339,-0.2500000000000001,1.5056732355753573,-0.6399549190998117,-2.389260898247962,-3.2958911217747167,-1.61861002781484,0.5973152245619906,-0.28146358188550386,0.0,-0.22089500645719173,0.0,0.0,-0.22464779454340716,0.0,0.0,-1.61861002781484,0.5973152245619906,1.61861002781484
AP0205,2026-06-28 10:18:00,False,64.1901037712104,63.66233755856593,0.008221924901781806,63.1835363464938,0.641901037712104,0.20393106690098275,0.15416789538691336,31.557959999999998,10.02592,7.579399300000001,49.94649211614003,38.71286826,255.58857533204554,0.4409690653992094,18.430843916299903,1053.0646812075152,1012.0620825372589,2.803363113221711,-0.4764459678723526,4,-1.5163615839666154,-1.8083114200403356,-1.4908747495459806,-1.351368211155614,0.13950653839036664,4.537792365918843,40142.800393041936,-1.9610965655018147,205,63.96967014025942,66.50803579954899,63.260105476598596,0.6650803579954899,0.1643792339254391,0.17054040807907106,True,2.8580869772140325,-0.5364638249160052,4.046338473977813,39942.351811297405,52689.11950465539,66042.04604369047,1.1080548701574415,0.7401939489662128,-0.5000000000000001,1.625229170109722,-1.3236456720970482,-2.389260898247962,-3.2958911217747167,-1.7685164593847196,1.194630449123981,-0.24486438450785947,0.0,-0.25815638336455393,0.0,0.0,-0.22464779454340716,0.0,0.0,-1.7685164593847196,1.194630449123981,1.7685164593847196
AP0206,2026-06-28 18:54:00,False,66.50803579954899,63.96967014025942,0.038166300188747775,63.260105476598596,0.6650803579954899,0.1643792339254391,0.17054040807907106,33.14752,8.19264,8.499712132,52.398774472897536,38.71286826000001,255.5288725921513,0.44591330949991587,19.5768160456532,1052.7482788628026,1039.3500579078882,1.8846051509182944,-0.16893631609818208,4,-1.4697336626958788,-1.4534212206050248,-1.7163725667904781,-1.3546404661643257,0.36173210062615246,4.1540921835479105,36886.886787681215,0.19524198993647368,206,69.79008827869758,70.64280982652163,65.88942656652814,0.7064280982652162,0.11254641922158169,0.18102548251320216,True,1.9822293649643492,-0.2752858708196525,3.7511935959187923,35394.94349785737,60245.761503947666,78497.66183341542,1.0680639978794273,1.1938834128598033,-0.7500000000000001,2.894617799554485,-1.983487077661036,-2.389260898247962,-3.2958911217747167,-2.8524989554127558,1.7919456736859716,-0.4268196044181476,0.0,-1.8231093818334942,0.0,0.0,-0.22464779454340716,0.0,0.0,-2.8524989554127558,1.7919456736859716,2.8524989554127558
AP0207,2026-06-29 02:56:00,False,70.64280982652163,69.79008827869758,0.012070889449585741,65.88942656652814,0.7064280982652162,0.11254641922158169,0.18102548251320216,35.60536,5.672560000000001,9.124038936,54.03804806837936,38.71286826,255.42439279733628,0.44682570100467933,20.022022372617396,1062.9645257945226,1032.85076168703,2.920585133904338,-0.21214593933416542,4,-1.4729493793302806,-1.6316733789977156,-1.494236430444384,-1.3586146631720932,0.1356217672722908,3.584005164009479,40944.56320244831,0.7991257405626837,207,73.79294245621271,74.68286740348356,71.70813458926891,0.7468286740348357,0.10555325328259098,0.14761807268257335,True,3.073157851064614,-0.374895034601462,3.0740495729575397,39232.48139305901,58389.528276267105,77023.78929382174,1.1726625509406532,0.2131736395873462,-0.2500000000000001,0.536205054671675,-0.6399549190998117,-2.389260898247962,-3.2958911217747167,-0.50932744160325,0.5973152245619906,-0.5282351417728645,0.0,-1.822943139653714,0.0,0.0,-0.22464779454340716,0.0,0.0,-0.50932744160325,0.5973152245619906,0.50932744160325
AP0208,2026-06-29 10:54:00,False,74.68286740348356,73.79294245621271,0.011916052211318036,71.70813458926891,0.7468286740348357,0.10555325328259098,0.14761807268257335,37.29684,5.27136,7.372089248000001,52.012007024906566,38.71286826000001,255.42439279733628,0.4603488373266124,19.6624767864608,1038.2055967903036,1025.3638149727637,2.7000545174923003,-0.2128962405016484,3,-1.443277499909474,-1.4854717216045492,-1.2250491045322869,-1.2708166288313019,-0.04576752429901498,4.140398990278384,40498.89033173116,0.5710921124758164,208,71.55359338258206,72.55314338657644,70.6112749425353,0.7255314338657645,0.12621273655534337,0.14825582957889222,True,2.773285070784167,-0.2875835249510566,3.7954976572770813,40163.29479237752,58518.27566682695,73073.99337684755,1.1297431312035444,0.044115224892668795,0.0,0.07351866488986492,0.0,-2.389260898247962,-3.2958911217747167,-0.10540278185346869,0.0,-0.3789360335569946,0.0,-1.3257549527231178,0.0,0.0,-0.22464779454340716,0.0,0.0,-0.10540278185346869,0.0,0.10540278185346869
AP0209,2026-06-29 18:47:00,False,72.55314338657644,71.55359338258206,0.013776798045380283,70.6112749425353,0.7255314338657645,0.12621273655534337,0.14825582957889222,38.8864,6.764640000000001,7.946086444000001,55.071091736619174,39.033449759999996,255.3577743563121,0.4754140716753028,19.204504580102977,1023.7126791330309,1014.8869390067831,2.776198704953745,-0.06126662699768855,4,-1.370985712412645,-1.4229982572307582,-1.5064310459345853,-1.3362247613952705,0.17020628453931486,4.014193397741389,40602.006743751954,2.16353243497686,209,67.08815572778333,68.15696169302298,63.28695534071373,0.6815696169302298,0.07575049811988552,0.24267988494988466,True,2.9578019850483637,-0.2637860167185769,3.4051865513261994,38252.737613183745,60799.413915587895,79749.31074713336,1.0899676775914113,1.621997122180397,-0.24999999999999997,3.864499636152374,-0.6836907529972365,-2.389260898247962,-3.2958911217747167,-3.875374301096345,0.5973152245619904,-0.5278126770835624,0.0,-2.1885710656617077,0.0,0.0,-0.22464779454340716,0.0,0.0,-3.875374301096345,0.5973152245619904,3.875374301096345
AP0210,2026-06-30 02:40:00,False,68.15696169302298,67.08815572778333,0.015681537713689842,63.28695534071373,0.6815696169302298,0.07575049811988552,0.24267988494988466,34.21376,3.8025599999999997,12.182161784000002,54.06131455653962,39.033449759999996,255.24119208451967,0.4853372899494867,19.427144146386162,1023.274395041617,1011.7462557648942,2.6624549166954568,-0.2958008491654552,4,-1.419285328803809,-1.5989284226559242,-1.3573343916887273,-1.2961617993099606,0.06117259237876671,3.1013130635428836,47468.48351987651,-0.29555357495909496,210,74.60280343253305,75.41130626545628,74.54141376538628,0.7541130626545628,0.08793414616887052,0.1579527911765666,True,2.7864833225393153,-0.42291268808301147,3.0343720300571544,39382.300659778964,58553.15889290071,78252.1608116291,1.139132087338513,0.18399892932260223,-0.5000000000000001,0.4876783535038962,-1.3236456720970482,-2.389260898247962,-3.2958911217747167,-0.4396214471499839,1.194630449123981,-0.4630336166632732,0.0,-1.7256246802289077,0.0,0.0,-0.22464779454340716,0.0,0.0,-0.4396214471499839,1.194630449123981,0.4396214471499839
AP0211,2026-06-30 10:51:00,False,75.41130626545628,74.60280343253305,0.010721241587796209,74.54141376538628,0.7541130626545628,0.08793414616887052,0.1579527911765666,38.96676,4.543760000000001,8.161784764,52.27531654101043,39.033449759999996,255.24119208451967,0.48214619728572744,19.270292901264213,1030.7851786838844,1001.7894003894197,2.456628784437616,0.690609376593148,3,-1.3714961389075495,-1.1941686367859936,-1.2324421944235717,-1.2643271180698996,-0.03188492364632789,2.7294191981028924,33263.2619030144,9.362722550369096,211,70.93343629838353,72.18348980959064,72.72003543073973,0.7218348980959064,0.14685270669942627,0.13131239520466736,True,3.549639440576263,-0.4038417868837021,2.9290040503382295,30677.845651679614,58307.981665296495,86070.19286294472,1.0870503716524793,0.005409525500144632,-0.25,-0.024867259154812693,-0.6311434646493082,-2.2839771226205174,-3.1814202820608224,-0.012355232486562617,0.5709942806551294,-0.2696187566966992,0.0,-1.0472162030456809,0.0,0.0,0.746503095323904,0.0,0.0,-0.012355232486562617,0.5709942806551294,0.012355232486562617
