Batch,orden_escalon_fase,inicio_bloque,receta__gn,hist__gn,rec__gn,z_hist__gn,z_rec__gn,dev_hist__gn,dev_rec__gn,beta__gn,t__gn,motivo__gn,valor_hist_pp__gn,valor_rec_pp__gn,receta__carbon,hist__carbon,rec__carbon,z_hist__carbon,z_rec__carbon,dev_hist__carbon,dev_rec__carbon,beta__carbon,t__carbon,motivo__carbon,valor_hist_pp__carbon,valor_rec_pp__carbon
AP0155,2,150,17.5,15.53669201321072,15.733011182996961,-0.7314320063170986,-0.6582931380389301,-1.96330798678928,-1.766988817003039,-2.648434329971797,-3.85338691087239,recomendar,1.9371496355703524,1.7434461459671653,16.666666666666668,12.576612950885107,16.666666666666668,-0.6292433210947503,0.0,-4.090053715781561,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
AP0155,3,150,15.0,13.562596482496994,14.05568626799407,-0.8051052706130187,-0.5289203438648429,-1.4374035175030055,-0.9443137320059307,-2.648434329971797,-3.85338691087239,recomendar,2.1322684379327526,1.4008107965121377,13.333333333333334,4.618406677246093,13.333333333333334,-2.006078277804499,0.0,-8.71492665608724,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
AP0156,0,150,26.666666666666668,26.700519160517942,23.826530785065152,0.011919321913635037,-1.0000000000000007,0.03385249385127409,-2.8401358816015154,-2.648434329971797,-3.85338691087239,recomendar,-0.03156754134605617,2.6484343299717987,60.0,62.994125924059134,60.0,0.344063915531617,0.0,2.9941259240591336,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0156,1,150,24.166666666666668,19.864977853563097,21.50615867739523,-1.6168674668334904,-1.0000000000000002,-4.301688813103571,-2.660507989271437,-2.648434329971797,-3.85338691087239,recomendar,4.282167306176351,2.6484343299717974,18.333333333333332,25.085246394230772,18.333333333333332,1.034524010926285,0.0,6.75191306089744,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0156,2,150,17.5,20.095660279591876,17.5,0.9670153734383276,0.0,2.5956602795918755,0.0,-2.648434329971797,-3.85338691087239,ejecutar la receta: horno frio,-2.561076712624564,-0.0,16.666666666666668,10.740002441406249,16.666666666666668,-0.9118007095424377,0.0,-5.926664225260419,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
AP0156,3,150,15.0,16.966966349283854,15.0,1.1017191454198372,0.0,1.9669663492838545,0.0,-2.648434329971797,-3.85338691087239,ejecutar la receta: horno frio,-2.9178308067170873,-0.0,13.333333333333334,7.007751880992542,13.333333333333334,-1.456077835968981,0.0,-6.325581452340792,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
AP0157,0,150,26.666666666666668,26.771402949580434,23.826530785065152,0.03687720844352939,-1.0000000000000007,0.10473628291376613,-2.8401358816015154,-2.648434329971797,-3.85338691087239,recomendar,-0.09766686483536906,2.6484343299717987,60.0,60.89727533812163,60.0,0.10310857792031419,0.0,0.8972753381216307,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0157,1,150,24.166666666666668,23.33745092773438,21.50615867739523,-0.31167571842524816,-1.0000000000000002,-0.8292157389322874,-2.660507989271437,-2.648434329971797,-3.85338691087239,recomendar,0.8254526724960505,2.6484343299717974,16.666666666666668,18.873773584610376,16.666666666666668,0.33817157903256345,0.0,2.207106917943708,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0157,2,150,17.5,17.867156270345053,17.5,0.1367843706934444,0.0,0.3671562703450526,0.0,-2.648434329971797,-3.85338691087239,ejecutar la receta: horno frio,-0.3622644231481063,-0.0,15.0,15.092951456705729,15.0,0.01430032155627349,0.0,0.09295145670572857,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0157,3,150,15.0,14.726955651177297,15.0,-0.15293509558828386,0.0,-0.2730443488227028,0.0,-2.648434329971797,-3.85338691087239,ejecutar la receta: horno frio,0.40503855741352923,-0.0,10.0,9.101940686774977,10.0,-0.2067231718103297,0.0,-0.8980593132250227,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
AP0158,0,150,26.666666666666668,26.07553452103226,23.826530785065152,-0.20813516334333845,-1.0000000000000007,-0.5911321456344076,-2.8401358816015154,-2.648434329971797,-3.85338691087239,recomendar,0.5512323118727851,2.6484343299717987,60.0,62.63331508841566,60.0,0.30260206922776145,0.0,2.6333150884156566,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0158,1,150,24.166666666666668,15.760643263075087,21.50615867739523,-3.159555783139564,-1.0000000000000002,-8.40602340359158,-2.660507989271437,-2.648434329971797,-3.85338691087239,recomendar,8.367876003527748,2.6484343299717974,16.666666666666668,25.26703671186398,16.666666666666668,1.3177434653498343,0.0,8.600370045197312,0.0,-0.0,-0.5374004186507493,ejecutar la receta,-0.0,-0.0
AP0158,2,150,16.666666666666668,16.324595057169596,15.733011182996961,-0.12743905964938987,-0.34783411885686505,-0.34207160949707216,-0.9336554836697069,-2.648434329971797,-3.85338691087239,recomendar,0.3375139805547677,0.9212158215160118,15.0,13.93665272546193,15.0,-0.1635930031739275,0.0,-1.0633472745380708,0.0,-0.0,-0.5374004186507493,ejecutar la receta,0.0,-0.0
