contraccion,muestra,n,pendiente,se,t,p_unilateral,spearman_parcial,p_spearman,p_perm_bloques,kpi_res_tercio_bajo,kpi_res_tercio_medio,kpi_res_tercio_alto,valor_rec_medio_pp
js,todo,222,0.6404040148959107,0.3515604814006828,1.8216041016453874,0.034257539068144965,0.19524467348260544,0.003491115255334324,0.04339132173565287,-1.0402778148960967,0.30107681213991416,0.7392010027601956,0.8973205826579245
js,DEV,159,0.7087458020300403,0.39040507283974174,1.8154113543523933,0.03473035873868643,0.2701158347265345,0.00057446617634647,0.02539492101579684,-1.3057613192908006,-0.552424892582182,1.8581862118754344,0.9736625354614625
js,lockbox,63,-0.05283429994561928,0.9041129478577707,-0.05843772071930423,0.5233000153463995,-0.12346390168970814,0.33502812573714813,0.5498900219956009,0.07616272166510944,1.1011410164813296,-1.1773037381462874,0.704648035106138
