Batch,fecha_batch,es_lockbox,rendimiento_proxy_batch,recuperacion_refinada_pct,sn_perdido_escoria_frac,recuperacion_real_pct,f_metal,f_dross,f_polvo,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,T_media_R,R_sum_ln_sn_dep,R_sum_ln_feo_ret,R_n_validos,R_lnirf_twmean,R_lnirf_fin,F_lnirf_F0,F_lnirf_fin,F_sum_d_lnirf,F_sum_ln_sn_dep,F_sn_ext_kg,R_sdi_w10,idx_cronologico,recuperacion_refinada_pct_next,rendimiento_proxy_batch_next,recuperacion_real_pct_next,f_metal_next,f_dross_next,f_polvo_next,es_dev,R_sum_m6_ln_sn_dep,R_sum_m6_ln_feo_ret,F_sum_m6_ln_sn_dep,F_m6_sn_ext_kg,R_m6_masa_fin_kg,F_m6_masa_fin_kg,m6_k_anclaje,xG,xC,dross_pp,escoria_pp,polvo_pp
AP0051,2026-05-08 09:35:00,False,67.12126740583344,64.71543628585202,0.03584305262645178,64.00630309992407,0.6712126740583344,0.15446091393663625,0.17432641200502935,32.149879999999996,7.3984000000000005,8.349921632000001,50.2292406262066,40.70906441,293.9999988358249,0.4749760621363374,23.503893684302565,1143.9032091828105,1096.8110484399667,2.1632023766348496,-0.10685023825424378,4,-1.547740500414308,-1.4410934110933373,-1.6010946553127356,-1.4035003031539617,0.19759435215877397,3.0317698967864275,31618.067000191673,1.0946999940924118,51,76.28575459062732,76.92483109701323,90.20093906874045,0.7692483109701322,0.04628102046099617,0.1844706685688716,True,2.3553003733188507,-0.2997062203549274,2.5241887933939093,28550.374778977435,56332.0680358956,82662.2989537309,1.022902357314525,1.7920804180680705,-1.0246646853846773,15.446091393663625,3.584305262645178,17.432641200502935
AP0052,2026-05-08 17:23:00,False,76.92483109701323,76.28575459062732,0.00830780512965887,90.20093906874045,0.7692483109701322,0.04628102046099617,0.1844706685688716,40.621,2.44392,9.741175796,45.03389922475585,40.70906441,293.9999988358249,0.5177643024445969,23.972759818496154,1139.7665347183754,1120.1768819986464,3.5422686261487226,-0.3493642264692678,3,-1.4261696192645694,-1.5052938618479264,-1.222763017127237,-1.3219556422509653,-0.09919262512372828,2.6521525560623376,24440.10303950977,0.04862636145604471,52,64.70549611337013,65.16159742922527,65.32819413331246,0.6516159742922527,0.1430453457606558,0.20533867994709148,True,3.52248212467188,-0.3292550182277277,2.3897267488083522,25393.51337168459,51140.27682215011,77452.26576381491,0.8505687794919413,-3.0898034830410914,0.057274512490486984,4.628102046099617,0.8307805129658871,18.447066856887158
AP0053,2026-05-09 01:19:00,False,65.16159742922527,64.70549611337013,0.006999541660262875,65.32819413331246,0.6516159742922527,0.1430453457606558,0.20533867994709148,34.12948,7.492240000000001,10.7549579,52.24310950698167,40.70906441,292.8576265613832,0.5736670947691336,24.841178733355783,1134.0760999035713,1107.1976487196105,3.6617957147558116,-0.3074075446276346,4,-1.5853531984476932,-1.761068857410406,-1.4773920478035045,-1.4614417453203292,0.015950302483175305,4.036037564207095,35477.77673326229,0.5877202684794658,53,69.65793107695757,70.42641897917086,75.05160542421862,0.7042641897917087,0.12036679317143814,0.17536901703685318,True,3.7944441421982695,-0.46018943111583677,3.563847369416719,33093.725627438005,53830.215745413036,77391.8993305193,1.0168339272755347,-0.631481103816879,-0.4698887204357496,14.304534576065581,0.6999541660262876,20.533867994709148
AP0054,2026-05-09 09:42:00,False,70.42641897917086,69.65793107695757,0.010911926424096496,75.05160542421862,0.7042641897917087,0.12036679317143814,0.17536901703685318,38.14748,6.519839999999999,9.499114348,50.82833309744241,40.70906441,292.8576265613832,0.5692923813135609,24.809557281358906,1119.507826153576,1079.3918380306568,3.1477964482476923,-0.4839759192296732,4,-1.5872645459297212,-1.7280616060306742,-1.4048625147074838,-1.324969009831821,0.07989350487566282,3.386609811101013,33184.07791839017,-1.69196274404904,54,64.68115613791976,65.26264948798122,64.26541871322979,0.6526264948798123,0.16868606193689176,0.1786874431832961,True,3.22904982308085,-0.5682298624289748,3.056557262147697,32142.217686462667,53810.29819960781,79464.66287702207,0.9839913190901338,-0.18583057336661224,-0.3947550250228332,12.036679317143815,1.0911926424096496,17.536901703685317
AP0055,2026-05-09 17:09:00,False,65.26264948798122,64.68115613791976,0.008910048161139236,64.26541871322979,0.6526264948798123,0.16868606193689176,0.1786874431832961,32.89075999999999,8.50136,9.00540486,51.179562288028855,40.70906441,292.8576265613832,0.5706015091135562,23.69400768828895,1133.83852116211,1076.8224634783085,2.1061666310291045,-0.1879745517482769,4,-1.6637091493203722,-1.734260581866728,-1.4754612439809414,-1.4675878845609078,0.007873359420033532,5.331788801286253,44334.34502816018,0.22642111354633543,55,64.37798291679474,65.00749152489105,66.45938771185979,0.6500749152489105,0.14093911807104323,0.20898596668004624,True,2.224982632389844,-0.3169476309215824,4.6455658313076125,43911.1256213272,53121.5796727143,62091.48567377459,1.0439582928766542,-1.7675930453782036,0.19797062390719805,16.868606193689175,0.8910048161139236,17.86874431832961
AP0056,2026-05-10 01:00:00,False,65.00749152489105,64.37798291679474,0.009683631737355747,66.45938771185979,0.6500749152489105,0.14093911807104323,0.20898596668004624,34.20004,7.41472,10.994622700000003,51.46005880806053,40.70906441,292.8576265613832,0.5666953798425841,24.285760620583414,1118.173516877149,1081.2574235769737,2.292268579254632,-0.08008526102064431,3,-1.597253447860104,-1.6733498465687433,-1.6550011580347488,-1.5361223720849158,0.11887878594983303,4.845640478990192,42908.61772815077,1.4914159690481887,56,68.02036704137622,68.84337282400334,71.12274781200608,0.6884337282400333,0.12945259268201362,0.1821136790779531,True,2.451185543151471,-0.2524911643980982,4.16433296794049,42037.17155288967,54327.0097147269,64666.30659779446,0.9604590345916041,-1.9553010083975622,-0.4456740079425382,14.093911807104323,0.9683631737355748,20.898596668004625
AP0057,2026-05-10 09:15:00,False,68.84337282400334,68.02036704137622,0.011954756846837321,71.12274781200608,0.6884337282400333,0.12945259268201362,0.1821136790779531,35.75039999999999,6.722479999999999,9.457173008000002,50.26577445305768,40.70906441,292.8576265613832,0.5641191010472292,23.915317771037326,1157.3252755142782,1150.482678853631,2.3565481652910125,-0.008647320436288769,3,-1.528480049397726,-1.5407468719721211,-1.5367480272312382,-1.4383309766850385,0.09841705054619965,4.65334134515648,40089.613880978024,2.2700749609281248,57,68.7934018512708,69.92345372358601,81.40389250163494,0.69923453723586,0.12586768004337887,0.17489778272076104,True,2.527174380117139,-0.21279049651150447,3.8647543987873085,38788.541472592304,54875.81036623603,65973.5701680053,0.9633909200883658,-0.0432645442401144,-0.533309538749038,12.945259268201362,1.1954756846837322,18.21136790779531
AP0058,2026-05-10 16:52:00,False,69.92345372358601,68.7934018512708,0.01616127082026585,81.40389250163494,0.69923453723586,0.12586768004337887,0.17489778272076104,36.3482,6.542960000000001,9.091684188,44.65167313623236,40.70906441,292.8576265613832,0.4756415558836816,23.796401860466666,1142.0367293712711,1078.3873910504196,2.59893036929389,-0.08960458646148488,4,-1.4315732976989972,-1.4603837475456474,-1.587482815722024,-1.40396191264821,0.18352090307381408,3.654070245916457,31136.46522770029,1.702884504679041,58,70.75881842336166,71.1117321217387,73.83532355622665,0.711117321217387,0.11648997039905427,0.17239270838355866,True,2.7260831662560836,-0.24051403783324,3.1403054412754803,29167.976130124604,55599.44015650097,73750.12108965461,0.9601295074382086,-1.5706514378112553,0.18528210186873462,12.586768004337886,1.616127082026585,17.489778272076105
AP0059,2026-05-11 00:45:00,False,71.1117321217387,70.75881842336166,0.004962805543435298,73.83532355622665,0.711117321217387,0.11648997039905427,0.17239270838355866,37.56732,6.154000000000001,9.107262400000002,50.879874551361524,40.8716429,293.0000074385533,0.4810960567375031,24.734345748313384,1109.8473737264949,1089.9562437634884,3.764715826250646,-0.3284990336002154,4,-1.6162671779193538,-1.7091411480512955,-1.405561417196961,-1.4464815008157574,-0.0409200836187964,3.9141461500595836,37510.072583102905,0.4797254902484922,59,72.7689305612895,73.81007591438333,79.58059894887703,0.7381007591438333,0.09055627317433265,0.17134296768183402,True,3.8732735745301614,-0.44028801822229624,3.1842161995648457,35183.524156612344,53505.81712536507,75058.1845044786,1.0199729127112953,-0.7487278068228165,-0.6318976452908627,11.648997039905428,0.49628055434352986,17.239270838355868
AP0060,2026-05-11 08:48:00,False,73.81007591438333,72.7689305612895,0.014105734754988138,79.58059894887703,0.7381007591438333,0.09055627317433265,0.17134296768183402,40.460280000000004,4.9639999999999995,9.392463512,50.84188927252469,40.87164289999999,293.0000074385533,0.47902301344050036,25.405788979968918,1119.6691980509825,1088.0263932046964,2.918518759493874,-0.10923066731087566,4,-1.4514295999123155,-1.454221440117431,-1.5919735000679152,-1.4120373242184834,0.17993617584943178,3.7248837667624426,33992.13635764387,1.8262120863851177,60,73.02430015068636,74.12864176403744,75.6799679365923,0.7412864176403744,0.08306091288343076,0.17565266947619476,True,3.05820447880459,-0.2583040330509346,2.7907118056639324,29776.337059043188,55784.39530805021,81498.9796977781,0.9230153930502295,-6.262750885289075,-6.137841282820881,9.055627317433265,1.4105734754988137,17.1342967681834
AP0061,2026-05-11 18:09:00,False,74.12864176403744,73.02430015068636,0.014897637229970818,75.6799679365923,0.7412864176403744,0.08306091288343076,0.17565266947619476,38.318000000000005,4.29352,9.079700948000001,50.63162821647117,40.8716429,292.3985862551131,0.4720733050747793,23.820221080398877,1101.114487305828,1029.4245336606218,2.7428412595071245,-0.24049954363769177,4,-1.4867744154943046,-1.5909926292505727,-1.4996900949951086,-1.432916682257629,0.06677341273747972,4.13386222555363,35879.39720989255,0.33784582313020683,61,60.002474201557796,60.59331542143988,69.76594676860427,0.6059331542143989,0.19674957084116138,0.1973172749444398,True,2.8190513714954575,-0.3295723266500875,3.549767810179518,34284.21617285906,54192.454797331324,72909.01077882462,1.023263069834045,-2.4025064129802898,-0.6360254799333017,8.306091288343076,1.489763722997082,17.565266947619477
AP0062,2026-05-12 02:04:00,False,60.59331542143988,60.002474201557796,0.009750930705353548,69.76594676860427,0.6059331542143989,0.19674957084116138,0.1973172749444398,33.61204,10.914000000000001,10.945491416000003,48.178289777221124,40.87164289999999,289.69219092963243,0.4705258262610581,25.841116372900327,1087.3828423197797,1088.122881116619,3.1858869958638087,-0.19510951196774567,4,-1.6281233213740565,-1.670755298491718,-1.5577388095679954,-1.4379254083270376,0.11981340124095774,3.5820156146965485,33091.1572421721,1.2347918761863519,62,70.78033703805492,71.88788060959965,73.3755354469083,0.7188788060959964,0.10790623327083303,0.1732149606331705,True,3.392159298894244,-0.4179347222730892,2.707426882345446,28737.284865075628,56573.02735547926,82108.2217537906,0.9718393774786551,2.773749003096675,0.7781223377158385,19.674957084116137,0.9750930705353548,19.73172749444398
AP0063,2026-05-12 10:43:00,False,71.88788060959965,70.78033703805492,0.015406540882175227,73.3755354469083,0.7188788060959964,0.10790623327083303,0.1732149606331705,36.30508,5.44952,8.7477652,49.47845324586278,40.8716429,289.69219092963243,0.4954858029384467,25.02790574560144,1165.1728477844913,1138.588564839612,2.831769512030425,-0.14615216453156757,4,-1.46658824336625,-1.4951684160394787,-1.4534225399328908,-1.3889791867718428,0.06444335316104799,3.5939054347530486,35095.48665054381,1.3702478667147495,63,67.70432849591536,68.33958031216245,72.51937508839299,0.6833958031216246,0.12266258365067882,0.1939416132276967,True,2.9869301544515428,-0.3104960510192063,3.0216088830334007,32734.28061332948,56721.611525778826,78357.09659590958,1.0952776862511893,2.6932390994643445,1.2242506975853331,10.790623327083303,1.5406540882175226,17.32149606331705
AP0064,2026-05-12 18:45:00,False,68.33958031216245,67.70432849591536,0.009295518253775942,72.51937508839299,0.6833958031216246,0.12266258365067882,0.1939416132276967,39.36268,7.0652,11.170776327999999,54.27884610426013,40.871642900000005,289.6647083076943,0.5269539842330867,25.24714998517902,1175.4688245575733,1116.0943954539289,3.2152475175368798,-0.2590036480566673,3,-1.5077487907606242,-1.640086190518156,-1.5035945871056573,-1.3968812705507987,0.1067133165548586,3.8619205268160366,37623.03424031053,0.6252110369702066,64,61.97328559546493,62.506838131807285,63.6809058217972,0.6250683813180729,0.14696918338817613,0.22796243529375104,True,3.3287260775999497,-0.38683684215231123,3.3059386646242324,34520.28482115319,56377.32075727837,80612.41985988805,0.9092288200980742,1.587939269771529,0.15856304579363145,12.266258365067882,0.9295518253775942,19.39416132276967
AP0065,2026-05-13 02:40:00,False,62.506838131807285,61.97328559546493,0.008535906666999491,63.6809058217972,0.6250683813180729,0.14696918338817613,0.22796243529375104,33.35724,7.84312,12.165385248000002,52.38185539217349,40.87164289999999,289.6166137193027,0.5594171139153084,24.184307950579658,1176.1218445082575,1208.374953354844,2.5758820123165993,-0.18230284979127087,3,-1.607054332426457,-1.667970549383691,-1.5090209210124261,-1.4310382707418383,0.07798265027058782,4.47709723700554,42935.38731579478,0.7528535144038906,65,73.2697746662867,74.42650379199918,64.08152837988834,0.7442650379199918,0.10069528533730922,0.15503967674269903,True,2.642630576970902,-0.27321523965056715,3.9737705468430793,41945.08761973883,54862.006036600265,65459.63155334105,0.9570960180312758,2.2230525644627965,0.42136475073474844,14.696918338817614,0.8535906666999491,22.796243529375104
AP0066,2026-05-13 10:43:00,False,74.42650379199918,73.2697746662867,0.015541897936590068,64.08152837988834,0.7442650379199918,0.10069528533730922,0.15503967674269903,32.19692,4.35608,6.707019428,50.243683030045894,40.87164289999999,289.6166137193027,0.5482317779060845,22.85848451061185,1165.8756149263647,1211.3810849498159,2.7164810489615103,-0.0833243477903397,3,-1.4433000271634646,-1.47942597599964,-1.3072352834817105,-1.3776182128212622,-0.0703829293395517,6.318291603461427,38771.92709191765,1.8832375710581133,66,66.36748236091319,67.45633364604086,60.2954778329233,0.6745633364604087,0.11498548803897778,0.2104511755006136,True,2.797092826962502,-0.18140478203897015,5.623166655403515,37405.06576049635,54337.250658987075,67073.34103032287,1.2199222855090033,2.4349463532138227,0.17122741896525018,10.069528533730923,1.5541897936590068,15.503967674269903
AP0067,2026-05-13 18:23:00,False,67.45633364604086,66.36748236091319,0.016141572277573433,60.2954778329233,0.6745633364604087,0.11498548803897778,0.2104511755006136,31.738280000000003,5.410080000000001,9.901751212,52.63791106846469,40.8716429,289.5031230807321,0.545532698862598,25.400423289240347,1176.583803856207,1200.4664991215127,2.5191890482479735,-0.180115541212876,2,-1.5637726026183338,-1.6382897078154912,-1.5132047120973848,-1.4871578050484897,0.026046907048895118,5.199588141430281,42270.60444616097,0.7180336361192134,67,63.990883052261786,64.37056071084467,66.79353930925875,0.6437056071084468,0.12238145652503085,0.23391293636652233,True,2.5642476671638574,-0.23741795501349158,4.505233528642402,40849.046016976856,56193.76764226897,68828.83973910412,1.146740531769868,1.574469998487941,0.14326142748541038,11.498548803897778,1.6141572277573433,21.04511755006136
AP0068,2026-05-14 01:50:00,False,64.37056071084467,63.990883052261786,0.005898312122655234,66.79353930925875,0.6437056071084468,0.12238145652503085,0.23391293636652233,35.50932,6.751040000000001,12.903552832000003,53.162806413939784,40.8716429,289.2004813778773,0.5560189271045491,25.396419730820558,1206.154408941758,1168.6787357022752,3.4200557985477924,-0.3284005351310533,4,-1.51120990622555,-1.674359477915179,-1.5406021800847582,-1.324588265302195,0.21601391478256327,4.2451223951907995,38984.38492967079,0.13605044723725968,68,60.28684839936101,61.28607897234433,51.780314292929205,0.6128607897234433,0.21509826771275065,0.17204094256380598,True,3.501236799958411,-0.4204059471006534,3.5611302580110222,38180.78835763194,54703.34895523038,72573.11083246866,0.9556401423178834,2.9062710310892186,0.16342684669153157,12.238145652503086,0.5898312122655234,23.391293636652232
AP0069,2026-05-14 09:42:00,False,61.28607897234433,60.28684839936101,0.016304364543116442,51.780314292929205,0.6128607897234433,0.21509826771275065,0.17204094256380598,27.298880000000004,9.5812,7.663281980000001,52.72057609686577,40.5127848,289.2004813778773,0.4594177565902421,25.905906978609757,1166.5290816092534,1158.1490867165362,2.6237031239320747,-0.0725996610725366,3,-1.5616798765969642,-1.58341021524249,-1.4799273018669934,-1.4715123963482235,0.008414905518769888,5.008649967897384,41532.39150940507,1.8977065132067088,69,67.40859081593221,68.40189663779786,67.65810212365633,0.6840189663779785,0.11674996117860777,0.19923107244341362,True,2.73525523180161,-0.20969103072299175,4.39163759765406,39944.19674727631,56452.38727367166,69194.163542436,1.2093651460277055,1.4995463847636035,-0.6051275128628961,21.509826771275065,1.6304364543116443,17.204094256380596
AP0070,2026-05-14 17:28:00,False,68.40189663779786,67.40859081593221,0.0145216122752472,67.65810212365633,0.6840189663779785,0.11674996117860777,0.19923107244341362,35.378,6.0384,10.304388076,52.28937686626337,40.5127848,289.2004813778773,0.4650727003568611,25.921748685978265,1148.4874297148915,1114.8175235866452,2.6192391817500935,-0.12358300613100533,3,-1.5957576558980369,-1.6752813932144104,-1.7731332302330953,-1.5273788372026709,0.24575439303042446,3.816777665008403,39197.41331126308,1.3834091204400403,70,56.07833320146904,57.02027857631483,57.19889676039003,0.5702027857631483,0.18883509993374653,0.2409621143031052,True,2.7872503721648885,-0.3045969654726067,3.200971004312783,36893.17769203505,55996.7148938653,73607.97402102411,1.0410266231666851,0.13048140496249,-1.5176590406818038,11.674996117860777,1.45216122752472,19.923107244341363
AP0071,2026-05-15 00:58:00,False,57.02027857631483,56.07833320146904,0.016519480408800656,57.19889676039003,0.5702027857631483,0.18883509993374653,0.2409621143031052,30.922919999999998,10.2408,13.06772322,54.062091668547666,40.5127848,288.4999993876368,0.46287813697878194,24.98560410773083,1142.0106402066824,1096.4080929746156,2.7909507788915566,-0.20032510563708517,4,-1.5846582264501954,-1.546427820622707,-1.5604063460989717,-1.4705289749382817,0.08987737116068995,3.799385817040228,35711.90840350418,0.787699722520705,71,67.68196281350318,68.78991355814203,69.26879699212839,0.6878991355814202,0.1292932428378936,0.18280762158068606,True,2.8833200157358667,-0.30089248243186456,3.1961648848353374,33732.64632413668,57925.25559549145,82394.26406308389,0.9497426610553876,0.24048551529865875,0.7229560306361498,18.883509993374652,1.6519480408800655,24.09621143031052
