dep,variable,importancia_media,importancia_sd,es_estado_final_F
R_sum_m6_ln_feo_ret,ley_sn_escoria_pct_prev,0.03490697513694176,0.027320660499821337,True
R_sum_m6_ln_feo_ret,ley_feo_escoria_pct_prev,0.004773774808995784,0.009774724713064752,True
R_sum_m6_ln_feo_ret,basicidad_B2_prev,0.022897671026037247,0.013350423195214579,True
R_sum_m6_ln_feo_ret,indice_irf_prev,-0.05056453017586678,0.03640189534557994,True
R_sum_m6_ln_feo_ret,temperatura_horno_celsius_prev,-0.008099086263180122,0.02268043880712387,True
R_sum_m6_ln_feo_ret,m6_masa_kg_prev,0.016668093957645746,0.024236253053108798,True
R_sum_m6_ln_feo_ret,m6_sn_inv_kg_prev,0.04315260451427166,0.023730788042238188,True
R_sum_m6_ln_feo_ret,m6_feo_inv_kg_prev,0.012432795184636336,0.02231409611100924,True
R_sum_m6_ln_feo_ret,m6_avance_prev,0.010407086517666591,0.015961489854127722,True
R_sum_m6_ln_feo_ret,m6_resto_frac_prev,0.0041026366704789655,0.007055366663622827,True
R_sum_m6_ln_feo_ret,cum_feed_Carbon_kg_prev,0.025629082419888836,0.025679795397735454,True
R_sum_m6_ln_feo_ret,relacion_C_cum_Sn_cum_prev,-0.013052868455003929,0.008636876542183878,True
R_sum_m6_ln_feo_ret,feed_sn_total_t,-0.012051612896807801,0.00954474717100817,False
R_sum_m6_ln_feo_ret,ley_sn_conc_batch_pct,0.013605172437869129,0.019531620240243745,False
R_sum_m6_ln_feo_ret,espesor_ladrillo_norm_mm,0.02713165646379905,0.012687800227433913,False
R_sum_m6_ln_feo_ret,frac_carga_secundaria_F,0.003968274688082807,0.018360243817233564,False
R_sum_m6_ln_feo_ret,feed_dross_Fe_total_t,0.04842155168739476,0.03662483814299477,False
R_sum_m6_ln_feo_ret,idx_cronologico,0.011761561473318648,0.005404200218430898,False
R_sum_m6_ln_sn_dep,ley_sn_escoria_pct_prev,0.04305225846638615,0.058204313358089656,True
R_sum_m6_ln_sn_dep,ley_feo_escoria_pct_prev,0.005923735880210873,0.02594503383152231,True
R_sum_m6_ln_sn_dep,basicidad_B2_prev,0.01803770887427472,0.014132255461364372,True
R_sum_m6_ln_sn_dep,indice_irf_prev,-0.00427889946554233,0.03998301675643972,True
R_sum_m6_ln_sn_dep,temperatura_horno_celsius_prev,-0.02567288122310511,0.018758195164831484,True
R_sum_m6_ln_sn_dep,m6_masa_kg_prev,0.0062190300927840725,0.005261816781148451,True
R_sum_m6_ln_sn_dep,m6_sn_inv_kg_prev,-0.020321222146023877,0.016781105608721442,True
R_sum_m6_ln_sn_dep,m6_feo_inv_kg_prev,0.04586479795917005,0.0344266660113164,True
R_sum_m6_ln_sn_dep,m6_avance_prev,-0.010688150461964035,0.009841317287707404,True
R_sum_m6_ln_sn_dep,m6_resto_frac_prev,0.007602003508118927,0.024461440330409156,True
R_sum_m6_ln_sn_dep,cum_feed_Carbon_kg_prev,-0.0024588457771305473,0.009587633062926676,True
