forma,clave,r2_oof,mae_oof,r2_oof_estructural_mismo_fold,r2_lockbox,mae_lockbox,n_dev,n_lockbox
hibrido_a_estruct_hgb,sn_dep,0.6344544801230484,0.29394483671264776,0.3413447746913906,0.6923851177245937,0.29400828461522804,1058,242
hibrido_a_estruct_hgb,feo_ret,0.3204044809240453,0.04727206963986604,0.1400775107277078,0.4755836267431093,0.043317716079984823,1058,242
