fase,target,max_depth,learning_rate,max_iter,min_samples_leaf,r2_oof,r2_lockbox
Reducción,R_sn_dep,4,0.05,150,40,0.7660571822720922,0.810811887011385
Reducción,R_sn_dep,4,0.05,300,10,0.7536699440397255,0.8017005345250674
Reducción,R_sn_dep,4,0.05,300,20,0.7611221579809989,0.8058230335501348
Reducción,R_sn_dep,4,0.05,300,40,0.7600500203950711,0.8030212008678268
Reducción,R_sn_dep,4,0.05,600,10,0.7466285773402511,0.7891034209439947
Reducción,R_sn_dep,4,0.05,600,20,0.7549715501659734,0.8008906618364406
Reducción,R_sn_dep,4,0.05,600,40,0.7509205638480705,0.7948957734264457
Reducción,R_sn_dep,4,0.1,150,10,0.7538940267384313,0.8096743086507183
Reducción,R_sn_dep,4,0.1,150,20,0.7572375818867731,0.8074912513844864
Reducción,R_sn_dep,4,0.1,150,40,0.7548937569253087,0.8042150009140302
Reducción,R_sn_dep,4,0.1,300,10,0.7469599760693038,0.7984936955428441
Reducción,R_sn_dep,4,0.1,300,20,0.7515886949236286,0.796616957465121
Reducción,R_sn_dep,4,0.1,300,40,0.7447400508332261,0.7931665697745478
Reducción,R_sn_dep,4,0.1,600,10,0.7428298759151319,0.7915177206101776
Reducción,R_sn_dep,4,0.1,600,20,0.7472580169322409,0.7904054556635114
Reducción,R_sn_dep,4,0.1,600,40,0.737313709406916,0.7838690054754095
Reducción,R_sn_dep,6,0.03,150,10,0.7550823527908952,0.8052270576776975
Reducción,R_sn_dep,6,0.03,150,20,0.7587381997501959,0.8140372805506655
Reducción,R_sn_dep,6,0.03,150,40,0.7624994377371868,0.8131754120044066
Reducción,R_sn_dep,6,0.03,300,10,0.7504796974083902,0.8008156608075259
Reducción,R_sn_dep,6,0.03,300,20,0.7562078492485023,0.8092976756197221
Reducción,R_sn_dep,6,0.03,300,40,0.7598195101947774,0.8075128412720046
Reducción,R_sn_dep,6,0.03,600,10,0.7473644912194934,0.7945157817057653
Reducción,R_sn_dep,6,0.03,600,20,0.7523079931385204,0.800748209319674
Reducción,R_sn_dep,6,0.03,600,40,0.7511502181615013,0.7986085006328749
Reducción,R_sn_dep,6,0.05,150,10,0.7529437754930854,0.8058652193365627
Reducción,R_sn_dep,6,0.05,150,20,0.7540221083221921,0.8110710898289996
Reducción,R_sn_dep,6,0.05,150,40,0.7629146078399929,0.8091168676841054
Reducción,R_sn_dep,6,0.05,300,10,0.7494264066666172,0.7983575380257023
Reducción,R_sn_dep,6,0.05,300,20,0.7509354957038412,0.8076770745333873
Reducción,R_sn_dep,6,0.05,300,40,0.7566906103596571,0.8021322972174663
Reducción,R_sn_dep,6,0.05,600,10,0.7471174958956079,0.793726850588098
Reducción,R_sn_dep,6,0.05,600,20,0.7460918979495628,0.8007543352342348
Reducción,R_sn_dep,6,0.05,600,40,0.7485615784938241,0.797417238383922
Reducción,R_sn_dep,6,0.1,150,10,0.7456859295333897,0.7972962192265219
Reducción,R_sn_dep,6,0.1,150,20,0.7513496046197492,0.8097263166452835
Reducción,R_sn_dep,6,0.1,150,40,0.7505396181218228,0.8073460666284534
Reducción,R_sn_dep,6,0.1,300,10,0.7442539578926,0.797018704049844
Reducción,R_sn_dep,6,0.1,300,20,0.7464707304046261,0.8033328849873869
Reducción,R_sn_dep,6,0.1,300,40,0.7442438046070519,0.8011996177914402
Reducción,R_sn_dep,6,0.1,600,10,0.7438513303331336,0.7964318623416324
Reducción,R_sn_dep,6,0.1,600,20,0.7442111339330414,0.8016230340003491
Reducción,R_sn_dep,6,0.1,600,40,0.7378180529025,0.7977769311519287
Reducción,R_feo_ret,3,0.03,150,10,0.3243845874159681,0.4801813644246946
Reducción,R_feo_ret,3,0.03,150,20,0.3260560529172334,0.48394747212679645
Reducción,R_feo_ret,3,0.03,150,40,0.3260559507735521,0.4682988141634431
Reducción,R_feo_ret,3,0.03,300,10,0.3282728889537895,0.48503023138033663
Reducción,R_feo_ret,3,0.03,300,20,0.3293823459588102,0.488409402724833
Reducción,R_feo_ret,3,0.03,300,40,0.3297556065151175,0.46561880769248964
Reducción,R_feo_ret,3,0.03,600,10,0.31355543730974245,0.45098021879989325
Reducción,R_feo_ret,3,0.03,600,20,0.3157559396079799,0.476224445732787
Reducción,R_feo_ret,3,0.03,600,40,0.31980828213495627,0.47692805138942207
Reducción,R_feo_ret,3,0.05,150,10,0.33153674521377874,0.48531517339073904
Reducción,R_feo_ret,3,0.05,150,20,0.3314962379581853,0.48887607672057454
Reducción,R_feo_ret,3,0.05,150,40,0.3264047097391498,0.46136394900591005
Reducción,R_feo_ret,3,0.05,300,10,0.3263957064452824,0.46751783991448204
Reducción,R_feo_ret,3,0.05,300,20,0.32519662130493177,0.47949228999823035
Reducción,R_feo_ret,3,0.05,300,40,0.32395763205175165,0.4724796816996987
Reducción,R_feo_ret,3,0.05,600,10,0.3063696920610839,0.40739659437912323
Reducción,R_feo_ret,3,0.05,600,20,0.294952345816903,0.4302715737064907
Reducción,R_feo_ret,3,0.05,600,40,0.30235120560670514,0.453537894372126
Reducción,R_feo_ret,3,0.1,150,10,0.3239921922220983,0.4417978786560981
Reducción,R_feo_ret,3,0.1,150,20,0.31823248890374134,0.4727312634856158
Reducción,R_feo_ret,3,0.1,150,40,0.32003339935738184,0.476192703134824
Reducción,R_feo_ret,3,0.1,300,10,0.3012178157057467,0.38546912981050085
Reducción,R_feo_ret,3,0.1,300,20,0.298096763574633,0.44400952179607533
Reducción,R_feo_ret,3,0.1,300,40,0.29449433478388376,0.4471920787320578
Reducción,R_feo_ret,3,0.1,600,10,0.26820197388244926,0.30198763663830075
Reducción,R_feo_ret,3,0.1,600,20,0.2679231354942887,0.40707512324718476
Reducción,R_feo_ret,3,0.1,600,40,0.25976991560534035,0.4063847201044479
Reducción,R_feo_ret,4,0.03,150,10,0.32023928109500277,0.47786888896009916
Reducción,R_feo_ret,4,0.03,150,20,0.32731803892252975,0.4918251518600705
Reducción,R_feo_ret,4,0.03,150,40,0.3229040061666626,0.4794048993065073
Reducción,R_feo_ret,4,0.03,300,10,0.31365894658682236,0.458803949672173
Reducción,R_feo_ret,4,0.03,300,20,0.32385150173116306,0.48657537869044354
Reducción,R_feo_ret,4,0.03,300,40,0.3228375353066808,0.4737875728537325
Reducción,R_feo_ret,4,0.03,600,10,0.2996570684735792,0.435714639359837
Reducción,R_feo_ret,4,0.03,600,20,0.3022336468152562,0.4363717194265253
Reducción,R_feo_ret,4,0.03,600,40,0.305568705888828,0.47243756243522383
Reducción,R_feo_ret,4,0.05,150,10,0.3130836329648352,0.4681734043851967
Reducción,R_feo_ret,4,0.05,150,20,0.32374010844383017,0.48451050639555737
Reducción,R_feo_ret,4,0.05,150,40,0.32963347495079964,0.4754622987187844
Reducción,R_feo_ret,4,0.05,300,10,0.30279298196038884,0.4255340281932698
Reducción,R_feo_ret,4,0.05,300,20,0.30065553344346096,0.4523782649964776
Reducción,R_feo_ret,4,0.05,300,40,0.31630648445217247,0.4794483586924416
Reducción,R_feo_ret,4,0.05,600,10,0.2821262653861706,0.38309331914188205
Reducción,R_feo_ret,4,0.05,600,20,0.27464238375678984,0.3872246117087623
Reducción,R_feo_ret,4,0.05,600,40,0.2904443907767035,0.45554435535816185
Reducción,R_feo_ret,4,0.1,150,10,0.2918703700671894,0.42349726852590697
Reducción,R_feo_ret,4,0.1,150,20,0.30892155866140525,0.43965145470121747
Reducción,R_feo_ret,4,0.1,150,40,0.30484815680736643,0.48493493265386933
Reducción,R_feo_ret,4,0.1,300,10,0.2694889676056217,0.38725156496089574
Reducción,R_feo_ret,4,0.1,300,20,0.28583607187110527,0.40599370510947885
Reducción,R_feo_ret,4,0.1,300,40,0.2756952655027429,0.4568409730746925
Reducción,R_feo_ret,4,0.1,600,10,0.25664170773757045,0.3691034233389686
Reducción,R_feo_ret,4,0.1,600,20,0.26267420660767227,0.3675371893317192
Reducción,R_feo_ret,4,0.1,600,40,0.2395161105799013,0.42529243793213445
Reducción,R_feo_ret,6,0.03,150,10,0.3060042429907871,0.4459959759285912
Reducción,R_feo_ret,6,0.03,150,20,0.3181150925373467,0.4816081976778248
Reducción,R_feo_ret,6,0.03,150,40,0.3216939526744188,0.4968176142127534
Reducción,R_feo_ret,6,0.03,300,10,0.2909281746159018,0.4252580847539791
Reducción,R_feo_ret,6,0.03,300,20,0.3036280640241773,0.4688384532513805
Reducción,R_feo_ret,6,0.03,300,40,0.3162749164071348,0.496577232183783
Reducción,R_feo_ret,6,0.03,600,10,0.27603695339538814,0.4055259232122935
Reducción,R_feo_ret,6,0.03,600,20,0.28566587539353927,0.4417960914401833
Reducción,R_feo_ret,6,0.03,600,40,0.29289689388364415,0.47636497769994257
Reducción,R_feo_ret,6,0.05,150,10,0.2976640430781966,0.4347143319096949
Reducción,R_feo_ret,6,0.05,150,20,0.2985718432006237,0.4700422918222166
Reducción,R_feo_ret,6,0.05,150,40,0.32015378901383806,0.49520958318974717
Reducción,R_feo_ret,6,0.05,300,10,0.2888957818910355,0.40400373260783784
Reducción,R_feo_ret,6,0.05,300,20,0.280475908206685,0.43816121012063847
Reducción,R_feo_ret,6,0.05,300,40,0.3022586059066491,0.4864970615590746
Reducción,R_feo_ret,6,0.05,600,10,0.28152493080315133,0.3851641856208271
Reducción,R_feo_ret,6,0.05,600,20,0.2615676685176094,0.4130858748685069
Reducción,R_feo_ret,6,0.05,600,40,0.26979793756192594,0.4524618456024747
Reducción,R_feo_ret,6,0.1,150,10,0.286959160663368,0.4391812015924077
Reducción,R_feo_ret,6,0.1,150,20,0.27434994985889716,0.43644601845704667
Reducción,R_feo_ret,6,0.1,150,40,0.29388726070762516,0.4709054420559783
Reducción,R_feo_ret,6,0.1,300,10,0.27724707134278537,0.42541832734522933
Reducción,R_feo_ret,6,0.1,300,20,0.2574075005879347,0.42170806192190224
Reducción,R_feo_ret,6,0.1,300,40,0.27139275265996965,0.44650985520921627
Reducción,R_feo_ret,6,0.1,600,10,0.2760850794354186,0.4206830974735438
Reducción,R_feo_ret,6,0.1,600,20,0.2506745812025568,0.411692698343573
Reducción,R_feo_ret,6,0.1,600,40,0.2462757963710206,0.42481738291191107
Fusión,F_sn_dep,3,0.03,150,10,0.1900499226058191,-0.5491781001778275
Fusión,F_sn_dep,3,0.03,150,20,0.18583120732205471,-0.5847143050717629
Fusión,F_sn_dep,3,0.03,150,40,0.1918353389580656,-0.44140217470844734
Fusión,F_sn_dep,3,0.03,300,10,0.17840168883285135,-0.665721429397818
Fusión,F_sn_dep,3,0.03,300,20,0.17018695823452146,-0.6701950496579101
Fusión,F_sn_dep,3,0.03,300,40,0.1758061193557917,-0.5409265780683501
Fusión,F_sn_dep,3,0.03,600,10,0.15805210827052063,-1.0511087888865465
Fusión,F_sn_dep,3,0.03,600,20,0.14826395400375414,-0.7094127104987094
Fusión,F_sn_dep,3,0.03,600,40,0.1455577822924612,-0.646883113499864
Fusión,F_sn_dep,3,0.05,150,10,0.18185487604153194,-0.6384013711749359
Fusión,F_sn_dep,3,0.05,150,20,0.17372801074001254,-0.6768534360457432
Fusión,F_sn_dep,3,0.05,150,40,0.18485599714009426,-0.5325769416062418
Fusión,F_sn_dep,3,0.05,300,10,0.16199281820383626,-0.8947496286335135
Fusión,F_sn_dep,3,0.05,300,20,0.15464611118919525,-0.744093718700626
Fusión,F_sn_dep,3,0.05,300,40,0.15484811696555556,-0.6207318699959898
Fusión,F_sn_dep,3,0.05,600,10,0.14003190941448906,-1.2843787878740223
Fusión,F_sn_dep,3,0.05,600,20,0.12751985830817736,-0.8994190751844624
Fusión,F_sn_dep,3,0.05,600,40,0.1209116492066572,-0.7364635052272455
Fusión,F_sn_dep,3,0.1,150,10,0.1500583338203869,-1.0260888365295653
Fusión,F_sn_dep,3,0.1,150,20,0.154211682376999,-0.8918473890160246
Fusión,F_sn_dep,3,0.1,150,40,0.1515135600815879,-0.6180026442105253
Fusión,F_sn_dep,3,0.1,300,10,0.12474736425955646,-1.442694249685684
Fusión,F_sn_dep,3,0.1,300,20,0.12337497701071332,-1.2160072423694483
Fusión,F_sn_dep,3,0.1,300,40,0.12430794118617483,-0.7037368230377978
Fusión,F_sn_dep,3,0.1,600,10,0.09255592680454472,-1.6916385861540957
Fusión,F_sn_dep,3,0.1,600,20,0.0849636563034134,-1.5190715615838286
Fusión,F_sn_dep,3,0.1,600,40,0.08027756086490379,-0.8497843967199636
Fusión,F_sn_dep,4,0.03,150,10,0.18673681011683374,-0.5635565140631933
Fusión,F_sn_dep,4,0.03,150,20,0.18001170560245305,-0.5596521304741013
Fusión,F_sn_dep,4,0.03,150,40,0.18940754001169502,-0.4828538052790836
Fusión,F_sn_dep,4,0.03,300,10,0.17514962331735173,-0.7086271617947482
Fusión,F_sn_dep,4,0.03,300,20,0.162739250697282,-0.5408098879520771
Fusión,F_sn_dep,4,0.03,300,40,0.16521151253890376,-0.5167922771092468
Fusión,F_sn_dep,4,0.03,600,10,0.14764613483400013,-0.7710832709729976
Fusión,F_sn_dep,4,0.03,600,20,0.13460344040023875,-0.6492720598504349
Fusión,F_sn_dep,4,0.03,600,40,0.1270245689030085,-0.6267545278877751
Fusión,F_sn_dep,4,0.05,150,10,0.17607536637660326,-0.6112347750475855
Fusión,F_sn_dep,4,0.05,150,20,0.16566087665516194,-0.6074028371370324
Fusión,F_sn_dep,4,0.05,150,40,0.1700406710981307,-0.5753853053981888
Fusión,F_sn_dep,4,0.05,300,10,0.15520481648046736,-0.862068088173886
Fusión,F_sn_dep,4,0.05,300,20,0.1433286067317523,-0.7611544007581217
Fusión,F_sn_dep,4,0.05,300,40,0.13350517623083613,-0.649070441223824
Fusión,F_sn_dep,4,0.05,600,10,0.13097302391340937,-1.0320046698802354
Fusión,F_sn_dep,4,0.05,600,20,0.11498585096720193,-0.8851330124465704
Fusión,F_sn_dep,4,0.05,600,40,0.10057824394610948,-0.7248595672841054
Fusión,F_sn_dep,4,0.1,150,10,0.154003693850422,-1.0781404833870796
Fusión,F_sn_dep,4,0.1,150,20,0.13265483128599342,-0.7054192574357971
Fusión,F_sn_dep,4,0.1,150,40,0.13908722684251773,-0.5863477612753918
Fusión,F_sn_dep,4,0.1,300,10,0.13838982179931825,-1.2133215126890935
Fusión,F_sn_dep,4,0.1,300,20,0.10793989852293073,-0.9039707031650848
Fusión,F_sn_dep,4,0.1,300,40,0.10970378452214469,-0.6876590963040141
Fusión,F_sn_dep,4,0.1,600,10,0.11888987698285847,-1.235257244136267
Fusión,F_sn_dep,4,0.1,600,20,0.08662890012383084,-0.9650163593044523
Fusión,F_sn_dep,4,0.1,600,40,0.067283490412676,-0.7452853797096934
Fusión,F_sn_dep,6,0.03,150,10,0.16276491838863827,-0.750891329274552
Fusión,F_sn_dep,6,0.03,150,20,0.17351586683670628,-0.5767460125192956
Fusión,F_sn_dep,6,0.03,150,40,0.18077016966933845,-0.4469499713698095
Fusión,F_sn_dep,6,0.03,300,10,0.1509307332111487,-0.9275385458515613
Fusión,F_sn_dep,6,0.03,300,20,0.14050586515663066,-0.7429006961566815
Fusión,F_sn_dep,6,0.03,300,40,0.1542539076019226,-0.5442746928422959
Fusión,F_sn_dep,6,0.03,600,10,0.13853673846103354,-1.0334706268002884
Fusión,F_sn_dep,6,0.03,600,20,0.11675617561737484,-0.7686008089852991
Fusión,F_sn_dep,6,0.03,600,40,0.12200851735194196,-0.6684973362184092
Fusión,F_sn_dep,6,0.05,150,10,0.15516015259263316,-0.7688182922534599
Fusión,F_sn_dep,6,0.05,150,20,0.15207796705164245,-0.6044250224446768
Fusión,F_sn_dep,6,0.05,150,40,0.1614943677599091,-0.6240404277805851
Fusión,F_sn_dep,6,0.05,300,10,0.13320983633161998,-0.9154010531039911
Fusión,F_sn_dep,6,0.05,300,20,0.13536158396341502,-0.7105682985946133
Fusión,F_sn_dep,6,0.05,300,40,0.12508448897922408,-0.7783164904014552
Fusión,F_sn_dep,6,0.05,600,10,0.12475067030426701,-1.0035059679593283
Fusión,F_sn_dep,6,0.05,600,20,0.11546456946996442,-0.7841510393158952
Fusión,F_sn_dep,6,0.05,600,40,0.09001704458031035,-0.8956801388634488
Fusión,F_sn_dep,6,0.1,150,10,0.13074580777298317,-1.0943979996792188
Fusión,F_sn_dep,6,0.1,150,20,0.1206192492030439,-0.7610663510096665
Fusión,F_sn_dep,6,0.1,150,40,0.12218834667010792,-0.6120720708940974
Fusión,F_sn_dep,6,0.1,300,10,0.11779217186520541,-1.2069141559920258
Fusión,F_sn_dep,6,0.1,300,20,0.09922780533057529,-0.805705339183096
Fusión,F_sn_dep,6,0.1,300,40,0.0847742279970044,-0.6292805271001842
Fusión,F_sn_dep,6,0.1,600,10,0.11247066154234275,-1.2067929438422094
Fusión,F_sn_dep,6,0.1,600,20,0.08795020714894408,-0.7916124634608055
Fusión,F_sn_dep,6,0.1,600,40,0.06034335740801333,-0.6494118434520759
