ruta,k,features,sn_dep_r2_oof,sn_dep_r2_lockbox,sn_dep_n_dev,Cx_sn_theta1sd,Cx_sn_lo,Cx_sn_hi,Cx_sn_en_cota,GN_sn_dep_theta1sd,GN_sn_dep_lo,GN_sn_dep_hi,GN_sn_dep_en_cota,feo_ret_r2_oof,feo_ret_r2_lockbox,feo_ret_n_dev,C_feo_theta1sd,C_feo_lo,C_feo_hi,C_feo_en_cota,GN_feo_ret_theta1sd,GN_feo_ret_lo,GN_feo_ret_hi,GN_feo_ret_en_cota,nota
libre,38,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;basicidad_B2_prev;basicidad_B4_prev;indice_estructural_molar_prev;indice_irf_prev;ratio_sn_feo_prev;ratio_sn_sio2_prev;log_ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;interaccion_FeO_x_B2_prev;temperatura_horno_celsius_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;tiro_horno_pct_prev;posicion_vertical_lanza_mm_prev;temperatura_gas_pre_bhf_celsius_prev;cum_feed_Sn_kg_prev;cum_feed_total_kg_prev;cum_feed_CaO_kg_prev;cum_feed_Carbon_kg_prev;cum_gn_nm3_prev;cum_o2_nm3_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_masa_kg_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;m6_avance_prev;orden_escalon_fase;tiempo_fase;espesor_ladrillo_norm_mm;ley_sn_carga_batch_pct;ley_sn_dross_batch_pct;ley_sn_pellets_batch_pct;m6_resto_frac_prev,0.7652489876932658,0.7996825168326529,1058.0,0.16445958726122442,0.02456687737407819,0.2909801913242671,False,0.05248017427366638,0.005335167325490215,0.10165355972838587,False,0.3293346891031186,0.48614296954594594,1058.0,-6.321022191707774e-13,-0.030606417277166398,-5.175861173475729e-28,True,-0.01188029877413039,-0.019893687522969654,-0.003962726320708744,False,
libre,30,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;basicidad_B2_prev;ratio_sn_feo_prev;log_ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;temperatura_horno_celsius_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;tiro_horno_pct_prev;posicion_vertical_lanza_mm_prev;temperatura_gas_pre_bhf_celsius_prev;cum_feed_total_kg_prev;cum_feed_CaO_kg_prev;cum_feed_Carbon_kg_prev;cum_gn_nm3_prev;cum_o2_nm3_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_masa_kg_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;m6_avance_prev;tiempo_fase;espesor_ladrillo_norm_mm;ley_sn_carga_batch_pct;ley_sn_pellets_batch_pct;m6_resto_frac_prev,0.7651855700379555,0.7987669737317673,1058.0,0.15683355320365136,0.007513443938998064,0.28401948829490814,False,0.05698709479307833,0.010965092620598983,0.1028258577609437,False,0.33297796932197743,0.5007630251816035,1058.0,-3.0694112801177406e-16,-0.02673895599014972,-3.730694637256192e-34,True,-0.011903716820157855,-0.019516646745682105,-0.003679335207146189,False,
libre,24,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;basicidad_B2_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;temperatura_horno_celsius_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;tiro_horno_pct_prev;posicion_vertical_lanza_mm_prev;temperatura_gas_pre_bhf_celsius_prev;cum_feed_total_kg_prev;cum_feed_CaO_kg_prev;cum_feed_Carbon_kg_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_masa_kg_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;m6_avance_prev;espesor_ladrillo_norm_mm;m6_resto_frac_prev,0.771823469148629,0.8043145124274437,1082.0,0.1759164464844396,0.05960887618025337,0.3056973301528117,False,0.08133399107304402,0.046421856045569115,0.11533765402905696,False,0.3386324002163428,0.4831681268668988,1082.0,-9.587325142889344e-19,-0.008590353615859928,-6.732734094759807e-86,True,-0.011513751440529027,-0.018053685965266512,-0.003700453990202521,False,
libre,20,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;basicidad_B2_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;tiro_horno_pct_prev;posicion_vertical_lanza_mm_prev;cum_feed_total_kg_prev;cum_feed_CaO_kg_prev;cum_feed_Carbon_kg_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;espesor_ladrillo_norm_mm;m6_resto_frac_prev,0.775039594413133,0.8010807871665196,1082.0,0.18851513110038087,0.04544135141542254,0.33110441634105653,False,0.07093861013119951,0.033167310020207154,0.10556945524050662,False,0.3500261954349051,0.4791104234392126,1082.0,-0.0017567146542465176,-0.013248349599018059,-7.899512382578909e-50,False,-0.009745898561916402,-0.016824358878416733,-0.0014328904181269652,False,
libre,16,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;posicion_vertical_lanza_mm_prev;cum_feed_Carbon_kg_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;espesor_ladrillo_norm_mm;m6_resto_frac_prev,0.7666338458599705,0.795210599287193,1083.0,0.17762277552324918,0.04721924253495846,0.286508695913777,False,0.04732011486689363,0.009962962586307574,0.08518573347831641,False,0.33286945170220184,0.48285253803446915,1083.0,-6.685670429640955e-05,-0.010993971642758173,-1.1e-322,False,-0.008093263745158027,-0.015119011302393464,-4.986778637693521e-12,False,
libre,12,ley_sn_escoria_pct_prev;ley_sio2_escoria_pct_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;posicion_vertical_lanza_mm_prev;relacion_C_cum_Sn_cum_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;espesor_ladrillo_norm_mm;m6_resto_frac_prev,0.7583030251741227,0.8076323751917858,1083.0,0.18350865853756446,0.021977792462031628,0.3061118921837271,False,0.03622694447168603,0.00444296233203636,0.07177767977931648,False,0.3337019580874391,0.4863202365843976,1083.0,-1.7145797254394615e-18,-0.007448421578375122,-1.1e-322,True,-0.00713844024727286,-0.014232657465892171,-2.6744945218889416e-05,False,
libre,10,ley_sn_escoria_pct_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;termocupla_media_celsius_prev;posicion_vertical_lanza_mm_prev;relacion_C_cum_Sn_cum_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;espesor_ladrillo_norm_mm;m6_resto_frac_prev,0.7528482963060216,0.8036148974606052,1083.0,0.19079066104310538,0.032522447005032554,0.306257162807276,False,0.032182899247562805,1.4416145860486948e-13,0.06911854721499903,False,0.3260382419659833,0.46640706902720797,1083.0,-8.865244717750106e-15,-0.006522123277195938,-1.55608417655171e-52,True,-0.005563317909897783,-0.01292017429728182,-6.32294641386912e-18,False,
libre,8,ley_sn_escoria_pct_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;termocupla_media_celsius_prev;posicion_vertical_lanza_mm_prev;relacion_C_cum_Sn_cum_prev;m6_feo_inv_kg_prev;espesor_ladrillo_norm_mm,0.755630340151042,0.7963666334919575,1083.0,0.21591167682922083,0.05463825105117756,0.32128791592823863,False,0.03678502286347414,0.003185635019176238,0.06992443775122091,False,0.32795923798404614,0.45825363798500485,1083.0,-3.662803326787965e-15,-0.004043121438725345,-1.1e-322,True,-0.005741684389007914,-0.01360911865032971,-2.766863495477858e-16,False,
libre,6,ley_sn_escoria_pct_prev;ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;termocupla_media_celsius_prev;posicion_vertical_lanza_mm_prev;m6_feo_inv_kg_prev,0.7564533200587977,0.8045218808285318,1083.0,0.17562306094777144,0.03136497233498459,0.2824422322741025,False,0.029863301142405187,0.0010731417232229764,0.06554847957287127,False,0.29919523330056896,0.46268125602249954,1083.0,-2.118519634721692e-22,-9.421701705412344e-10,-3.1782775354133555e-66,True,-0.0031755449852638442,-0.010834012545985493,-6.753350446228974e-19,False,
fisica,38,ley_sn_escoria_pct_prev;ley_feo_escoria_pct_prev;ley_sio2_escoria_pct_prev;ley_cao_escoria_pct_prev;basicidad_B2_prev;basicidad_B4_prev;indice_estructural_molar_prev;indice_irf_prev;ratio_sn_feo_prev;ratio_sn_sio2_prev;log_ratio_sn_feo_prev;interaccion_Sn_x_FeO_prev;interaccion_FeO_x_B2_prev;temperatura_horno_celsius_prev;grad_temperatura_horno_celsius_prev;termocupla_media_celsius_prev;tiro_horno_pct_prev;posicion_vertical_lanza_mm_prev;temperatura_gas_pre_bhf_celsius_prev;cum_feed_Sn_kg_prev;cum_feed_total_kg_prev;cum_feed_CaO_kg_prev;cum_feed_Carbon_kg_prev;cum_gn_nm3_prev;cum_o2_nm3_prev;cum_aire_nm3_prev;relacion_C_cum_Sn_cum_prev;m6_masa_kg_prev;m6_sn_inv_kg_prev;m6_feo_inv_kg_prev;m6_avance_prev;orden_escalon_fase;tiempo_fase;espesor_ladrillo_norm_mm;ley_sn_carga_batch_pct;ley_sn_dross_batch_pct;ley_sn_pellets_batch_pct;m6_resto_frac_prev,0.7652489876932658,0.7996825168326529,1058.0,0.16445958726122442,0.02456687737407819,0.2909801913242671,False,0.05248017427366638,0.005335167325490215,0.10165355972838587,False,0.3293346891031186,0.48614296954594594,1058.0,-6.321022191707774e-13,-0.030606417277166398,-5.175861173475729e-28,True,-0.01188029877413039,-0.019893687522969654,-0.003962726320708744,False,
