Batch,n_pasos,n_validos,completo,suma_ln_sn_dep,ln_sn_dep_directo,error_ln_sn_dep,suma_ln_feo_ret,ln_feo_ret_directo,error_ln_feo_ret
AP0248,4,4,True,2.5697925747201893,2.5694604438111384,0.0003321309090509317,-0.2677464929613015,-0.26774649296130154,5.551115123125783e-17
AP0249,4,4,True,2.4034293174754495,2.4027117361385795,0.0007175813368700545,-0.22475482696199003,-0.22475482696198998,-5.551115123125783e-17
AP0250,4,4,True,2.783090277725875,2.7724722524601124,0.010618025265762387,-0.3089271066321807,-0.30892710663218065,-5.551115123125783e-17
AP0251,4,4,True,1.522470912674287,1.4369130156165488,0.0855578970577382,-0.1677310900348952,-0.167731090034895,-1.942890293094024e-16
AP0252,4,4,True,2.3273986453262667,2.3229570746876234,0.004441570638643366,-0.17804800006058466,-0.1780480000605846,-5.551115123125783e-17
AP0253,4,4,True,1.9391124207138701,1.9384156172779965,0.0006968034358736386,-0.17288897803049214,-0.17288897803049216,2.7755575615628914e-17
AP0254,4,4,True,3.394887131507419,3.392935882252695,0.001951249254724008,-0.3610624443565627,-0.36106244435656265,-5.551115123125783e-17
AP0255,4,4,True,2.676739504761725,2.6766840888367707,5.5415924954171913e-05,-0.1967447077141904,-0.19674470771419048,8.326672684688674e-17
AP0256,4,3,True,2.955543393214396,,,-0.25505426175603185,,
AP0257,4,4,True,3.2751590912790123,3.2736386364299723,0.0015204548490399539,-0.3641979381717162,-0.36419793817171614,-5.551115123125783e-17
AP0258,4,4,True,2.8445626325559017,2.842274910116087,0.0022877224398145657,-0.22542857016387016,-0.2254285701638701,-5.551115123125783e-17
AP0259,4,4,True,3.097625967277648,3.0966608136959826,0.0009651535816654899,-0.2567117430625784,-0.2567117430625783,-5.551115123125783e-17
AP0260,4,4,True,2.564093668327948,2.5037737713635213,0.06031989696442652,-0.31360543780323447,-0.3136054378032345,5.551115123125783e-17
AP0261,4,2,True,0.576503216245907,2.9995440906241986,-2.423040874378292,-0.04737226300941821,,
AP0262,4,4,True,2.5532000444274545,2.5529942012906037,0.0002058431368507918,-0.11557468446989494,-0.115574684469895,5.551115123125783e-17
AP0263,4,4,True,3.0203505708146805,2.946161187265464,0.07418938354921645,-0.3967696954000829,-0.39676969540008283,-5.551115123125783e-17
AP0264,4,3,True,2.2683964546131574,,,-0.29710607097131575,,
AP0265,4,4,True,2.58654929071333,2.586490041530221,5.9249183109066905e-05,-0.47886749549150276,-0.47886749549150265,-1.1102230246251565e-16
AP0266,4,4,True,3.808738547780548,3.8085143316545143,0.0002242161260337383,-0.12068460350067187,-0.12068460350067177,-9.71445146547012e-17
AP0267,4,3,True,2.1053699983920198,,,-0.3450232937955404,,
AP0268,4,4,True,2.524555093145246,2.524344567503414,0.00021052564183188238,-0.2324387627546496,-0.23243876275464964,2.7755575615628914e-17
AP0269,4,4,True,3.284327200171547,3.284288191116549,3.900905499820695e-05,-0.24482400078780892,-0.2448240007878088,-1.1102230246251565e-16
AP0270,4,4,True,2.8687211708482567,2.86700191364563,0.0017192572026267783,-0.39635615887636505,-0.39635615887636494,-1.1102230246251565e-16
AP0271,4,4,True,2.489596722991238,2.4894871250799593,0.000109597911278847,-0.22473604395120225,-0.2247360439512024,1.3877787807814457e-16
AP0272,4,4,True,3.0525426061909937,3.0518373632604883,0.0007052429305054453,-0.21605543451072845,-0.21605543451072823,-2.220446049250313e-16
AP0273,4,0,True,,,,,,
AP0274,4,4,True,2.882253148331097,2.880505962949678,0.0017471853814190474,-0.29017177246807846,-0.29017177246807835,-1.1102230246251565e-16
AP0275,4,4,True,2.6257042434649853,2.625700841573321,3.40189166436744e-06,-0.28106655150754184,-0.28106655150754195,1.1102230246251565e-16
AP0276,4,3,True,2.7649968593283707,,,-0.3744657561114021,,
AP0277,4,4,True,3.116585679932066,3.0972245166033745,0.019361163328691422,-0.4601875154998639,-0.46018751549986386,-5.551115123125783e-17
AP0278,4,4,True,1.9047523939771045,1.9047305513861381,2.184259096638108e-05,-0.16687521636803154,-0.1668752163680314,-1.3877787807814457e-16
AP0279,4,4,True,2.908475809991442,2.9080819733079073,0.0003938366835347651,-0.3268206352915024,-0.32682063529150246,5.551115123125783e-17
AP0280,4,4,True,2.914252714332285,2.9039516313593654,0.010301082972919762,-0.26738470706802714,-0.2673847070680272,5.551115123125783e-17
AP0281,4,4,True,2.7302172645088554,2.7301905096837973,2.6754825058095122e-05,-0.2842251910692893,-0.28422519106928923,-5.551115123125783e-17
AP0282,4,4,True,2.7346623863934343,2.7327903760439094,0.0018720103495248885,-0.23976648512722515,-0.23976648512722504,-1.1102230246251565e-16
AP0283,4,4,True,2.95357959961419,2.9480648429138645,0.005514756700325307,-0.24187138223002236,-0.24187138223002239,2.7755575615628914e-17
AP0284,4,4,True,2.8712927362014766,2.87046262478074,0.0008301114207367455,-0.25402015822675694,-0.25402015822675694,0.0
AP0285,4,4,True,3.038103077056331,3.038063851464212,3.9225592118885544e-05,-0.35802907342282797,-0.358029073422828,5.551115123125783e-17
AP0286,4,4,True,2.849966845055194,2.8474460313399694,0.0025208137152246124,-0.3523371844916512,-0.35233718449165097,-2.220446049250313e-16
AP0287,4,3,True,2.214408208097204,,,-0.2973509916150644,,
AP0288,4,4,True,3.064033999949936,3.0563858332447436,0.007648166705192416,-0.421642159557041,-0.42164215955704104,5.551115123125783e-17
AP0289,4,4,True,3.3365046224993367,3.3359944470265406,0.0005101754727960817,-0.3568547452201774,-0.3568547452201773,-1.1102230246251565e-16
AP0290,4,4,True,2.511484358233639,2.5099373349367706,0.0015470232968683995,-0.21558402828987588,-0.21558402828987583,-5.551115123125783e-17
AP0291,4,3,True,3.0556111238473735,,,-0.35175594844017166,,
AP0292,4,4,True,3.1051483073831667,3.1049349957498356,0.0002133116333311591,-0.30486929437973825,-0.3048692943797384,1.6653345369377348e-16
AP0293,4,4,True,3.2950788393703427,3.2927816430817045,0.0022971962886382258,-0.3105123485481671,-0.31051234854816717,5.551115123125783e-17
AP0294,4,3,True,2.9820306837551143,,,-0.3799984572493489,,
AP0295,4,4,True,2.7174031107827537,2.7165081326188467,0.0008949781639069343,-0.4689955991861299,-0.4689955991861297,-1.6653345369377348e-16
AP0296,4,4,True,2.451626850500772,2.4513371849523145,0.0002896655484576627,-0.3121988423574447,-0.3121988423574448,5.551115123125783e-17
AP0297,4,4,True,2.570618174536593,2.566548210960635,0.004069963575958013,-0.32616498493821766,-0.32616498493821755,-1.1102230246251565e-16
AP0298,4,4,True,2.779360994280749,2.7788191442620835,0.0005418500186653574,-0.4108710140712265,-0.4108710140712263,-2.220446049250313e-16
AP0299,4,4,True,2.6189781929745943,2.61896083827723,1.735469736452444e-05,-0.32083525411588,-0.32083525411588,0.0
AP0300,4,4,True,2.8562754116090057,2.856220951773812,5.4459835193476636e-05,-0.39710520925515175,-0.3971052092551518,5.551115123125783e-17
AP0301,4,4,True,2.428026954517171,2.427820529093753,0.00020642542341819947,-0.484836912162819,-0.484836912162819,0.0
AP0302,4,4,True,3.000438808827431,2.997429298385302,0.0030095104421290486,-0.3475703806587607,-0.3475703806587606,-1.1102230246251565e-16
AP0303,4,4,True,3.584693592485401,3.584100312323613,0.0005932801617878347,-0.3811924587777381,-0.381192458777738,-1.1102230246251565e-16
AP0304,4,4,True,2.9259926710797126,2.8873520553058962,0.03864061577381639,-0.3154171601887873,-0.3154171601887873,0.0
AP0305,4,4,True,3.092237582201731,3.092207867987341,2.9714214390352822e-05,-0.18928533530715969,-0.18928533530715955,-1.3877787807814457e-16
AP0306,4,4,True,2.5659938956405393,2.5641209223034442,0.0018729733370950186,-0.2521222765063508,-0.25212227650635083,5.551115123125783e-17
AP0307,4,3,True,2.5423030138339695,,,-0.22897909298762398,,
AP0308,4,3,True,2.8282023839210724,,,-0.2892395132810946,,
AP0309,4,4,True,2.9188715817687445,2.918056237980466,0.0008153437882785219,-0.2708307684513612,-0.2708307684513613,5.551115123125783e-17
AP0310,4,4,True,3.1642252112487945,3.1578139277032533,0.006411283545541213,-0.35925619223592004,-0.3592561922359199,-1.1102230246251565e-16
AP0311,4,4,True,3.6434747909819207,3.6430186615851583,0.00045612939676242803,-0.4279478440426425,-0.4279478440426425,0.0
AP0312,4,4,True,2.7051733860138536,2.705090074929045,8.331108480863492e-05,-0.29086741142344796,-0.290867411423448,5.551115123125783e-17
AP0313,4,3,True,2.9998338697648568,,,-0.3468522664149327,,
AP0314,4,4,True,3.6139691864280916,3.613620698655357,0.0003484877727344404,-0.3623663387099345,-0.3623663387099344,-1.1102230246251565e-16
AP0315,4,4,True,3.411782526536986,3.4117825251098184,1.4271677173383068e-09,-0.3706073763051692,-0.37060737630516927,5.551115123125783e-17
AP0316,4,4,True,3.402841699134315,3.4017008636407033,0.0011408354936115472,-0.3453736683252513,-0.34537366832525124,-5.551115123125783e-17
AP0317,4,3,True,3.0207272850800924,,,-0.3020194714264036,,
AP0318,4,4,True,2.8860997072232255,2.8860997072072956,1.5929924046531596e-11,-0.2751831095787512,-0.2751831095787511,-1.1102230246251565e-16
AP0319,4,4,True,3.2167445784524302,3.21540960927225,0.0013349691801800567,-0.4124792609621857,-0.4124792609621856,-5.551115123125783e-17
AP0320,4,4,True,3.1970614065223746,3.19699965991597,6.17466064047889e-05,-0.31821475587766673,-0.31821475587766684,1.1102230246251565e-16
AP0321,4,4,True,3.3742504138953366,3.3742504137941607,1.0117595650172007e-10,-0.38456729843505555,-0.3845672984350554,-1.6653345369377348e-16
AP0322,4,4,True,2.9404944579807495,2.9398015146573027,0.0006929433234468263,-0.31350894113032735,-0.31350894113032746,1.1102230246251565e-16
AP0323,4,4,True,2.827410254103138,2.8271034447439027,0.00030680935923532715,-0.20920115367768866,-0.2092011536776887,5.551115123125783e-17
AP0324,4,4,True,3.45306134269222,3.4442181138301113,0.008843228862108532,-0.4013139787204637,-0.40131397872046376,5.551115123125783e-17
AP0325,4,4,True,2.671601827394854,2.6709100309416667,0.0006917964531871768,-0.3673913904983622,-0.3673913904983624,1.6653345369377348e-16
AP0326,4,4,True,2.943863466026755,2.943863445864166,2.0162588931782466e-08,-0.2995083532483667,-0.2995083532483668,5.551115123125783e-17
AP0327,4,4,True,2.864182640304702,2.864151202765755,3.1437538947187704e-05,-0.3120109272262851,-0.31201092722628515,5.551115123125783e-17
AP0328,4,4,True,3.3857926469251582,3.383506638250288,0.002286008674870388,-0.4477731292043434,-0.44777312920434337,-5.551115123125783e-17
AP0329,4,4,True,2.89851717137379,2.8985171277320885,4.364170136383905e-08,-0.3242966533277744,-0.3242966533277744,0.0
AP0330,4,4,True,2.851547169604428,2.8485316467536723,0.00301552285075557,-0.4045599637561325,-0.4045599637561325,0.0
AP0331,4,4,True,3.1478120247913033,3.1473128340768373,0.0004991907144660246,-0.43749566378209087,-0.4374956637820909,5.551115123125783e-17
AP0332,4,4,True,3.10467848503505,3.104353707466721,0.00032477756832927085,-0.3228326801500674,-0.32283268015006733,-5.551115123125783e-17
AP0333,4,4,True,2.8156194792045546,2.8143219519039273,0.0012975273006272658,-0.28845553827696474,-0.2884555382769645,-2.220446049250313e-16
AP0334,4,3,True,2.9661628781008234,,,-0.3045649243218336,,
AP0335,4,3,True,2.9550010825039292,,,-0.3252263933872625,,
AP0336,4,4,True,2.7123081632771004,2.7104374112193415,0.0018707520577589953,-0.2770756732094972,-0.27707567320949733,1.1102230246251565e-16
AP0337,4,4,True,3.109928005670755,3.108898767265032,0.0010292384057231097,-0.28276168887186826,-0.2827616888718683,5.551115123125783e-17
AP0338,4,4,True,3.526271540169945,3.5262714729696207,6.72003244162056e-08,-0.4686244679318138,-0.4686244679318139,1.1102230246251565e-16
AP0339,4,4,True,2.496689382554645,2.4956495021964358,0.001039880358209011,-0.33335376426834046,-0.3333537642683406,1.6653345369377348e-16
AP0340,4,4,True,3.623977153450202,3.622714841061084,0.0012623123891177812,-0.36235330550734624,-0.3623533055073463,5.551115123125783e-17
AP0341,4,3,True,2.7861542819139604,,,-0.39602577184355864,,
AP0342,4,4,True,2.5243015094674424,2.522289781968544,0.0020117274988984413,-0.27453486803195143,-0.2745348680319514,-5.551115123125783e-17
AP0343,4,4,True,3.8585856109986176,3.858418107478443,0.0001675035201746944,-0.4773698123299911,-0.47736981232999093,-1.6653345369377348e-16
AP0344,4,4,True,3.5134304011860347,3.511119726422388,0.0023106747636467695,-0.29034886314517017,-0.2903488631451702,5.551115123125783e-17
AP0345,4,4,True,2.919234700415748,2.9181077968640046,0.0011269035517433856,-0.40120522003490655,-0.40120522003490655,0.0
AP0346,4,4,True,2.9500996699357267,2.9497227067558303,0.000376963179896439,-0.3360091700821779,-0.33600917008217795,5.551115123125783e-17
AP0347,4,4,True,3.3425324141004875,3.340617625910286,0.0019147881902012998,-0.35876673084010363,-0.3587667308401038,1.6653345369377348e-16
AP0348,4,4,True,2.8931107557995994,2.8925486486713847,0.000562107128214695,-0.4389386214715944,-0.4389386214715945,1.1102230246251565e-16
AP0349,4,3,True,3.1027311570035403,,,-0.33799474091799675,,
AP0350,4,3,True,3.6350274586263405,,,-0.4616366252836426,,
AP0351,4,4,True,3.382477992501715,3.3823603516206653,0.00011764088104992965,-0.4684899551389263,-0.4684899551389265,2.220446049250313e-16
AP0352,4,4,True,3.0070694824988435,3.00688432823208,0.00018515426676346536,-0.19300842102586896,-0.19300842102586901,5.551115123125783e-17
AP0353,4,4,True,2.8466808311286207,2.8455206054236117,0.0011602257050089548,-0.48223244746400495,-0.48223244746400484,-1.1102230246251565e-16
AP0354,4,4,True,3.675389557002153,3.675342321498632,4.7235503521037e-05,-0.5102314565630941,-0.5102314565630941,0.0
AP0355,4,4,True,2.9958899327519104,2.9957624733575896,0.00012745939432079467,-0.3028202332354062,-0.3028202332354062,0.0
AP0356,4,4,True,2.5962815157220724,2.595307585026092,0.0009739306959803962,-0.3859027383895369,-0.3859027383895368,-1.1102230246251565e-16
AP0357,4,4,True,3.020388608113827,3.019417711550595,0.0009708965632317934,-0.3215710416642553,-0.3215710416642552,-1.1102230246251565e-16
AP0358,4,4,True,2.77494301525825,2.774698915061714,0.0002441001965363121,-0.28721017804231463,-0.28721017804231463,0.0
AP0359,4,4,True,2.689116299568736,2.6886991910062794,0.00041710856245646966,-0.26332997442639094,-0.26332997442639094,0.0
AP0360,4,4,True,2.91798842259662,2.9168975069617664,0.0010909156348537508,-0.47348289628450985,-0.47348289628451007,2.220446049250313e-16
AP0361,4,3,True,3.015400384483623,,,-0.5315401875581174,,
AP0362,4,4,True,0.3847046635148832,0.3845348716154615,0.0001697918994216785,-0.18039655280452221,-0.18039655280452216,-5.551115123125783e-17
